pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,minor,4,no-rel,random,advance,take,1.42,False,['advance'],['take'],1,1,15.182463,14.777545,17.759302,11.891205,13.06977,13.395829,14.1453705,0.06450509,0.04302694,0.84859633,0.002400042,0.0077994354,0.010806099,0.02286602,0.9220762,20,44,minor,contrary,coordinated,synonym,major,random,part,non,small,partial,lesser,opposite,counter,not
2,hyp,minor,2,hyp,minor,aura,light,3.69,True,['aura'],['light'],1,1,5.605664,13.740298,19.473688,13.792701,11.592733,10.016551,13.548387,9.396564e-07,0.0032047646,0.9903204,0.0033771803,0.00037421446,7.7373676e-05,0.0026451477,0.09616122,3,47,minor,part,coordinated,synonym,random,small,major,localized,secondary,extra,lesser,body,background,or
4,no-rel,random,4,no-rel,random,tusk,duty,0.08,True,"['tu', '##sk']",['duty'],2,1,11.899801,12.098882,17.124357,14.12708,17.3926,10.856279,10.507093,0.0022685507,0.0027682674,0.4214483,0.021039885,0.55111253,0.00079901086,0.000563512,1.1740514,4,3,random,minor,part,coordinated,contrary,major,synonym,non,partial,parts,small,no,extra,unknown
2,hyp,minor,2,hyp,minor,place,area,4.77,True,['place'],['area'],1,1,8.930354,14.019386,19.5314,13.886833,5.3237567,12.640848,18.099901,1.9950774e-05,0.0032366693,0.8015595,0.0028348577,5.4154503e-07,0.00081546785,0.19153292,0.77192205,32,6,minor,synonym,coordinated,part,major,or,sub,small,contrary,also,smaller,lesser,other,abbreviated
5,r-hyp,major,5,r-hyp,major,material,leather,1.64,True,['material'],['leather'],1,1,6.1985164,9.78902,9.188397,12.816393,9.118294,17.83787,10.044712,8.745269e-06,0.0003170361,0.00017388487,0.0065445565,0.00016211237,0.99238425,0.0004094063,0.07108149,11,2,major,part,main,principal,primary,synonym,coordinated,minor,general,random,most,important,significant,primarily
2,hyp,minor,2,hyp,minor,add,calculate,5.23,True,['add'],['calculate'],1,1,11.703624,13.739076,18.088644,10.81999,10.826419,13.266008,13.905878,0.0016228571,0.012424125,0.9621867,0.0006706919,0.00067501754,0.007741325,0.014679362,0.30507147,7,6,minor,synonym,coordinated,major,contrary,random,part,small,non,lesser,coordinate,partial,unrelated,related
6,syn,synonym,5,r-hyp,major,toy,doll,2.1,False,['toy'],['doll'],1,1,6.854789,14.829517,12.62604,13.396796,5.600385,14.784949,18.086733,1.2164475e-05,0.035356887,0.0039040572,0.008438226,3.4698687e-06,0.033815697,0.9184695,0.5380347,8,2,synonym,coordinated,major,part,minor,including,abbreviated,or,specifically,singular,synonymous,abbreviation,full,parts
2,hyp,minor,2,hyp,minor,instruct,inform,4.31,True,"['ins', '##truct']",['inform'],2,1,13.834051,15.225478,17.577148,10.67202,10.298441,14.677252,14.862159,0.019069336,0.07666986,0.805271,0.0008073891,0.00055569893,0.044313185,0.05331348,1.0836458,3,3,minor,coordinated,synonym,major,contrary,part,random,non,subordinate,unrelated,related,or,coordinate,lesser
1,cohyp,coordinated,1,cohyp,coordinated,jug,jar,2.4,True,['jug'],['jar'],1,1,10.490155,19.558994,18.544094,13.466756,9.577119,11.816239,14.57095,8.395822e-05,0.72880274,0.26414627,0.0016473447,3.369276e-05,0.000316209,0.0049696947,0.8985181,4,8,coordinated,minor,synonym,part,major,contrary,small,random,coordinate,related,smaller,lesser,sub,and
6,syn,synonym,6,syn,synonym,flower,bloom,2.45,True,['flower'],['bloom'],1,1,8.896278,15.59341,12.869972,14.864614,8.941608,13.19712,17.655876,0.00012984534,0.10518491,0.006905254,0.050750624,0.00013586668,0.00957763,0.82731587,0.90347475,4,7,synonym,coordinated,part,major,minor,full,or,parts,abbreviated,partial,specific,random,contrary,singular
2,hyp,minor,5,r-hyp,major,say,claim,2.1,False,['say'],['claim'],1,1,11.623636,12.392147,16.677929,12.686049,12.5534525,13.911792,13.72446,0.0054553226,0.011764689,0.85481447,0.01578413,0.013824025,0.0537717,0.044585787,0.9165621,12,11,minor,major,synonym,part,random,coordinated,contrary,partial,non,small,significant,specific,unrelated,lesser
4,no-rel,random,4,no-rel,random,symptom,orchid,0.08,True,"['sy', '##mpt', '##om']",['orchid'],3,1,10.913504,13.098046,11.379756,12.13292,17.42824,13.313464,11.411036,0.001423388,0.0126490565,0.0022688936,0.0048184707,0.9608095,0.015689638,0.0023409852,0.32014722,2,1,random,major,coordinated,part,synonym,minor,contrary,specific,randomly,general,partial,significant,normal,total
