pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,minor,4,no-rel,random,advance,take,1.42,False,['advance'],['take'],1,1,15.205171,14.841404,15.786836,11.946053,10.85933,13.036363,12.42463,0.26941326,0.18725659,0.4819843,0.010351468,0.0034917605,0.030797655,0.016704965,1.8198551,20,44,minor,contrary,coordinated,major,synonym,part,random,small,alternate,dependent,opposite,coordination,total,non
2,hyp,minor,2,hyp,minor,aura,light,3.69,True,['aura'],['light'],1,1,10.224138,17.165247,20.263163,13.290236,9.832746,11.937781,13.431838,4.1683434e-05,0.04309716,0.95467675,0.00089444366,2.8182776e-05,0.00023130723,0.0010305042,0.28249207,3,47,minor,coordinated,synonym,part,major,contrary,random,lesser,or,peripheral,red,auxiliary,a,blue
4,no-rel,random,4,no-rel,random,tusk,duty,0.08,True,"['tu', '##sk']",['duty'],2,1,9.011894,13.591424,15.18297,13.717212,15.399752,10.524764,12.959768,0.0007470219,0.07281114,0.35760003,0.08257085,0.44416526,0.0033912857,0.038714465,1.8400737,4,3,random,minor,part,coordinated,synonym,major,contrary,regular,normal,uniform,general,partial,petty,manual
2,hyp,minor,2,hyp,minor,place,area,4.77,True,['place'],['area'],1,1,10.374528,12.583947,19.29743,12.603531,10.353246,16.082943,16.768045,0.00011874286,0.0010817978,0.8907886,0.0011031922,0.000116242445,0.035788268,0.07100303,0.6160732,32,6,minor,synonym,major,part,coordinated,contrary,random,or,specific,/,small,general,related,","
5,r-hyp,major,5,r-hyp,major,material,leather,1.64,True,['material'],['leather'],1,1,7.590415,11.563633,12.734007,12.607776,6.992586,19.114302,11.250332,9.850464e-06,0.0005236045,0.0016876808,0.0014875404,5.4178e-06,0.9959032,0.0003827705,0.045725774,11,2,major,minor,part,coordinated,synonym,main,general,principal,important,majors,:,included,specific,significant
2,hyp,minor,2,hyp,minor,add,calculate,5.23,True,['add'],['calculate'],1,1,11.228648,14.902513,16.3851,11.0394945,8.925932,15.447496,13.643773,0.0034010676,0.13401526,0.5902467,0.002814925,0.00034006214,0.23112011,0.038061917,1.5610893,7,6,minor,major,coordinated,synonym,contrary,part,digit,random,add,coordinate,added,small,calculated,or
5,r-hyp,major,5,r-hyp,major,toy,doll,2.1,True,['toy'],['doll'],1,1,9.52091,14.244375,13.8715725,15.103741,5.932931,16.000963,15.99709,0.00056868955,0.06401032,0.044090383,0.15117073,1.5726628e-05,0.3707887,0.36935547,1.9322822,8,2,major,synonym,part,coordinated,minor,parts,contrary,general,specific,named,related,known,majors,partial
2,hyp,minor,2,hyp,minor,instruct,inform,4.31,True,"['ins', '##truct']",['inform'],2,1,14.314016,12.121494,17.763191,8.892272,8.058917,14.248462,13.544814,0.029418414,0.0032841198,0.9259272,0.00013001263,5.650204e-05,0.027551753,0.01363198,0.5092718,3,3,minor,contrary,major,synonym,coordinated,part,related,lesser,random,non,subordinate,principal,general,unrelated
1,cohyp,coordinated,1,cohyp,coordinated,jug,jar,2.4,True,['jug'],['jar'],1,1,8.669869,16.979681,15.592623,12.111316,7.37622,12.385778,12.918994,0.00019148634,0.7781138,0.19437991,0.0059805196,5.251862e-05,0.007869309,0.013412481,0.9266782,4,8,coordinated,minor,synonym,major,part,and,or,contrary,small,",",random,little,separate,sometimes
6,syn,synonym,6,syn,synonym,flower,bloom,2.45,True,['flower'],['bloom'],1,1,11.289261,14.328775,14.760099,12.372927,9.537962,11.880851,16.451248,0.0042825527,0.08948435,0.13774274,0.012657059,0.00074323,0.0077379686,0.7473522,1.1950134,4,7,synonym,minor,coordinated,part,major,contrary,random,flower,partial,separate,specific,full,parts,small
2,hyp,minor,5,r-hyp,major,say,claim,2.1,False,['say'],['claim'],1,1,12.408636,13.935262,15.815872,11.018176,10.836713,15.219055,14.358406,0.016698703,0.076857775,0.5039954,0.004157322,0.0034674096,0.27748036,0.11734297,1.8184637,12,11,minor,major,synonym,coordinated,contrary,part,random,or,total,related,a,equal,different,the
5,r-hyp,major,4,no-rel,random,symptom,orchid,0.08,False,"['sy', '##mpt', '##om']",['orchid'],3,1,9.132633,13.516072,11.966045,12.531494,14.866794,15.62798,13.545253,0.00084613904,0.0677868,0.014387223,0.025324931,0.26167122,0.56018966,0.06979399,1.7366891,2,1,major,random,synonym,coordinated,part,minor,contrary,:,of,specific,general,named,=,the
1,cohyp,coordinated,1,cohyp,coordinated,sitting,standing,0.15,True,['sitting'],['standing'],1,1,17.999485,18.78884,12.328578,14.083582,10.074966,10.2544,11.610092,0.30980706,0.6821872,0.0010672046,0.006172146,0.00011207704,0.00013410463,0.00052025146,0.96486074,16,21,coordinated,contrary,part,minor,synonym,major,random,or,opposite,then,sometimes,not,coordinating,coordination
2,hyp,minor,6,syn,synonym,infant,baby,3.75,False,['infant'],['baby'],1,1,13.374498,12.606266,17.01322,13.413959,6.9009776,12.7218075,14.544159,0.022578292,0.01047254,0.8589497,0.023487046,3.485595e-05,0.011755227,0.072722405,0.8587558,1,8,minor,synonym,part,contrary,major,coordinated,baby,small,referred,separate,one,random,little,specific
3,mero,part,3,mero,part,nucleus,cell,1.23,True,['nucleus'],['cell'],1,1,8.897099,11.989661,13.509278,18.129791,9.61791,12.042748,13.631613,9.533909e-05,0.002100651,0.009600973,0.9749414,0.00019602687,0.002215182,0.010850367,0.21276459,6,7,part,synonym,minor,of,major,coordinated,parts,random,whole,:,contrary,a,",",in
5,r-hyp,major,5,r-hyp,major,force,gravity,2.15,True,['force'],['gravity'],1,1,6.988174,10.605684,11.603618,13.560005,6.2145844,18.924803,12.742792,6.4964247e-06,0.00024195743,0.00065635063,0.0046428456,2.9971502e-06,0.9923988,0.002050563,0.07523444,19,3,major,part,synonym,minor,majors,coordinated,general,main,significant,principal,total,source,included,parts
