pred_label,pred_rel,real_label,real_rel,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target
2,hyp,4,no-rel,advance,take,1.42,False,['advance'],['take'],1,1,-1.2734847,-0.14481165,2.5068164,-1.2535521,-1.158041,0.7319828,-0.50296396,0.016763406,0.051824935,0.7347273,0.0171009,0.018814767,0.12454485,0.036223896,1.4028456,20,44
2,hyp,2,hyp,aura,light,3.69,True,['aura'],['light'],1,1,-1.5659144,0.6588179,2.6062968,-0.5786516,-0.9143944,-0.25773033,-0.5340262,0.011598525,0.107298024,0.75226533,0.031129025,0.022251245,0.042908162,0.032549635,1.3627825,3,47
2,hyp,4,no-rel,tusk,duty,0.08,False,"['tu', '##sk']",['duty'],2,1,-2.006633,0.557807,3.4785755,-0.47566786,-1.0142044,-0.299819,-0.5015253,0.0036706813,0.047694556,0.8849983,0.016968222,0.009902685,0.0202305,0.016535096,0.7724852,4,3
2,hyp,2,hyp,place,area,4.77,True,['place'],['area'],1,1,-2.0220082,-0.22913973,3.907333,-0.9249335,-1.2412792,-0.036507268,-0.5544825,0.0025017941,0.015027423,0.94044155,0.0074938536,0.0054615764,0.018219806,0.010854005,0.4660146,32,6
2,hyp,5,r-hyp,material,leather,1.64,False,['material'],['leather'],1,1,-1.0893115,-0.3119091,0.9067628,0.53321975,-1.8793287,0.83158404,-1.0093037,0.04172575,0.090787426,0.3071059,0.21137834,0.018936684,0.28486457,0.045201316,2.3288462,11,2
2,hyp,2,hyp,add,calculate,5.23,True,['add'],['calculate'],1,1,-1.7929033,0.09000031,2.7921813,-1.2806076,-1.2689208,0.7211412,-0.5715525,0.0080199875,0.05271186,0.78605074,0.013386311,0.013543672,0.09908531,0.02720192,1.191918,7,6
2,hyp,5,r-hyp,toy,doll,2.1,False,['toy'],['doll'],1,1,-1.7582318,-0.09080615,3.1671429,-0.63185734,-1.7084459,0.56071204,-0.77888346,0.006211081,0.032909468,0.85552,0.019157786,0.0065281303,0.063135214,0.01653837,0.90641993,8,2
2,hyp,2,hyp,instruct,inform,4.31,True,"['ins', '##truct']",['inform'],2,1,-1.5644128,-0.30771556,2.739742,-1.2505565,-1.3461428,0.9454482,-0.7312809,0.010445304,0.036702678,0.7730219,0.014296415,0.01299315,0.12851088,0.02402955,1.2095336,3,3
4,no-rel,1,cohyp,jug,jar,2.4,False,['jug'],['jar'],1,1,-0.7457783,0.67475045,0.5513187,-0.54082644,1.6765238,-1.0817552,0.5601543,0.038905986,0.16104391,0.14234382,0.04775578,0.4385397,0.027803767,0.14360708,2.283704,4,8
3,mero,6,syn,flower,bloom,2.45,False,['flower'],['bloom'],1,1,-0.062378112,0.2885285,-0.60312194,1.9517004,-1.3270888,-0.24279399,-0.8277812,0.08278913,0.11758993,0.048209347,0.6204068,0.023373108,0.06912254,0.03850907,1.8729385,4,7
2,hyp,5,r-hyp,say,claim,2.1,False,['say'],['claim'],1,1,-1.7226359,0.27131188,1.8950261,-1.4608281,0.31314647,0.01449478,0.1501592,0.014983555,0.11004628,0.558143,0.019467788,0.11474768,0.08512187,0.09748986,2.0097585,12,11
2,hyp,4,no-rel,symptom,orchid,0.08,False,"['sy', '##mpt', '##om']",['orchid'],3,1,-1.6222739,-0.35091498,2.7529156,-1.2605598,-1.1640948,0.6186802,-0.48397633,0.010044059,0.03581406,0.79804987,0.014421147,0.015881594,0.094437264,0.031352032,1.1596547,2,1
2,hyp,1,cohyp,sitting,standing,0.15,False,['sitting'],['standing'],1,1,-1.3430219,0.42848366,2.0665226,-0.2213279,-1.3015524,0.15110819,-0.76792794,0.021063136,0.12384491,0.63719064,0.0646649,0.021954982,0.09384593,0.03743546,1.7790123,16,21
3,mero,6,syn,infant,baby,3.75,False,['infant'],['baby'],1,1,-0.5521284,0.18600042,0.40373206,1.1177616,-1.8852798,0.25122666,-0.9590399,0.0705872,0.14766963,0.18359075,0.37492976,0.018609969,0.15762262,0.046990108,2.3914583,1,8
3,mero,3,mero,nucleus,cell,1.23,True,['nucleus'],['cell'],1,1,-0.40102684,0.22756462,0.22181526,2.3648398,-1.2269573,-0.7686349,-0.72064966,0.044466905,0.083374016,0.08289606,0.706704,0.01946883,0.030788373,0.032301784,1.5754863,6,7
2,hyp,5,r-hyp,force,gravity,2.15,False,['force'],['gravity'],1,1,-0.9299144,-0.01961299,1.0981265,-0.614994,-1.150173,0.8297736,-0.75311434,0.049356554,0.12265455,0.37506953,0.067625895,0.039599318,0.28679237,0.058901735,2.3208954,19,3
4,no-rel,4,no-rel,desire,attack,0.43,True,['desire'],['attack'],1,1,-0.11216576,0.325124,0.63678974,-0.9782465,2.047693,-0.9288358,0.71597016,0.060662117,0.093935564,0.12828763,0.025514288,0.52593523,0.026806628,0.13885847,2.1039212,6,15
2,hyp,6,syn,motorcycle,bike,5.4,False,['motorcycle'],['bike'],1,1,-1.6923028,0.0971662,2.9280834,-0.7249432,-1.8272437,0.8232378,-0.9279251,0.007902314,0.04730541,0.8023474,0.020790894,0.0069047837,0.097777665,0.016971461,1.1118507,2,3
2,hyp,2,hyp,god,being,4.78,True,['god'],['being'],1,1,-1.1008695,0.28331122,2.2022796,-1.0815256,-0.6920308,-0.06775086,-0.18799609,0.024990251,0.09974997,0.6796888,0.02547837,0.037612054,0.07021799,0.062262505,1.674727,4,15
2,hyp,5,r-hyp,communication,conversation,2.42,False,['communication'],['conversation'],1,1,-1.3047675,-0.3908307,2.456497,-0.8357264,-1.6659635,0.97459173,-0.97115946,0.016678173,0.041597396,0.71720755,0.026659401,0.011622058,0.1629527,0.02328266,1.400176,3,1
2,hyp,6,syn,phase,stage,4.33,False,['phase'],['stage'],1,1,-1.7909985,0.14592895,3.143778,-0.39356068,-1.1069636,-0.27696088,-0.56153804,0.0062123174,0.043097332,0.8637732,0.025127718,0.012311925,0.028235253,0.021242294,0.89853317,6,10
2,hyp,2,hyp,cod,fish,5.54,True,['cod'],['fish'],1,1,-1.9968135,0.4900636,3.4787018,-0.6057545,-1.4569275,0.0051495694,-0.6966563,0.0037229317,0.044763304,0.8889374,0.014962849,0.006387848,0.02756301,0.013662687,0.74634373,7,6
2,hyp,5,r-hyp,maker,producer,3.15,False,['maker'],['producer'],1,1,-1.5906388,-0.3510447,3.144721,-1.3066996,-1.4708056,0.95588344,-0.6799482,0.0073495377,0.02538685,0.8371448,0.0097627705,0.0082851965,0.0937995,0.01827123,0.949581,3,3
