pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
5,r-hyp,major,4,no-rel,random,advance,take,1.42,False,['advance'],['take'],1,1,12.71951,14.836833,14.887822,11.652135,12.134814,15.091168,11.822798,0.03324842,0.27625662,0.290708,0.011434465,0.018528525,0.3562617,0.013562314,1.9891114,20,44,major,minor,coordinated,contrary,random,synonym,part,coordinate,coordination,principal,independent,separate,number,regular
2,hyp,minor,2,hyp,minor,aura,light,3.69,True,['aura'],['light'],1,1,9.721255,13.840583,17.252708,11.824397,12.060681,12.53438,12.658232,0.0005044338,0.031031692,0.94118017,0.004132255,0.005233642,0.008404826,0.009512987,0.4375292,3,47,minor,coordinated,synonym,major,random,part,contrary,coordinate,specific,related,small,natural,limited,unrelated
2,hyp,minor,4,no-rel,random,tusk,duty,0.08,False,"['tu', '##sk']",['duty'],2,1,10.279252,12.5182295,19.380854,13.582696,16.085358,12.484773,14.467981,0.0001062183,0.000996724,0.95274067,0.0028897934,0.035298724,0.00096392847,0.007003923,0.33233687,4,3,minor,random,synonym,part,coordinated,major,contrary,specific,unrelated,side,related,limited,particular,special
2,hyp,minor,2,hyp,minor,place,area,4.77,True,['place'],['area'],1,1,7.8854246,9.949516,17.128782,10.485936,10.062172,13.851237,14.025441,8.9120345e-05,0.00070210244,0.92111975,0.0012005069,0.00078582566,0.034745324,0.0413573,0.49597347,32,6,minor,synonym,major,part,random,coordinated,unrelated,specific,contrary,coordinate,small,special,related,or
5,r-hyp,major,5,r-hyp,major,material,leather,1.64,True,['material'],['leather'],1,1,2.516006,8.0118685,9.555936,11.45117,7.108641,14.408418,8.304579,6.428425e-06,0.0015664897,0.0073368135,0.048819937,0.00063483504,0.93953633,0.0020991818,0.3893646,11,2,major,part,minor,:,synonym,coordinated,included,include,includes,random,parts,summary,like,including
2,hyp,minor,2,hyp,minor,add,calculate,5.23,True,['add'],['calculate'],1,1,10.467505,12.973629,15.592411,9.592604,11.863953,14.092693,13.285886,0.0041639814,0.051039264,0.7002079,0.0017359763,0.016825892,0.1562816,0.06974544,1.4135193,7,6,minor,major,synonym,coordinated,random,contrary,part,coordinate,partial,or,unrelated,number,minors,/
2,hyp,minor,5,r-hyp,major,toy,doll,2.1,False,['toy'],['doll'],1,1,9.352635,12.004589,15.462532,13.081309,9.374384,13.69086,14.811239,0.0012203148,0.01730616,0.5494982,0.05079423,0.0012471455,0.093441285,0.2864926,1.6543853,8,2,minor,synonym,major,part,coordinated,random,contrary,unrelated,parts,component,separate,related,particular,similar
2,hyp,minor,2,hyp,minor,instruct,inform,4.31,True,"['ins', '##truct']",['inform'],2,1,14.659712,14.354311,16.740242,10.95689,11.039049,14.693231,14.057598,0.087883495,0.064755015,0.70383376,0.0021666675,0.002352196,0.090879165,0.048129644,1.4854634,3,3,minor,major,contrary,coordinated,synonym,random,part,coordinate,unrelated,general,non,subordinate,sub,critical
6,syn,synonym,1,cohyp,coordinated,jug,jar,2.4,False,['jug'],['jar'],1,1,12.015083,14.527287,14.988921,12.913591,8.963782,11.197872,15.443419,0.014999443,0.1849742,0.29349217,0.03683768,0.000709434,0.0066246795,0.46236253,1.805673,4,8,synonym,minor,coordinated,part,contrary,major,random,coordinate,unrelated,separate,partial,related,jug,parts
0,ant,contrary,6,syn,synonym,flower,bloom,2.45,False,['flower'],['bloom'],1,1,16.707188,13.285692,16.493402,14.624511,8.839919,12.031224,16.508045,0.35792077,0.011690964,0.28902882,0.04459558,0.00013711203,0.0033345849,0.29329214,1.8714502,4,7,contrary,synonym,minor,part,coordinated,major,random,unrelated,non,separate,partial,parts,opposite,sub
2,hyp,minor,5,r-hyp,major,say,claim,2.1,False,['say'],['claim'],1,1,10.593874,10.025872,14.748857,9.386223,12.896577,12.737382,12.329517,0.011133445,0.0063088406,0.7097666,0.0033277702,0.11134757,0.094960555,0.063155316,1.4236114,12,11,minor,random,major,synonym,contrary,coordinated,part,the,no,different,specific,unrelated,equal,related
5,r-hyp,major,4,no-rel,random,symptom,orchid,0.08,False,"['sy', '##mpt', '##om']",['orchid'],3,1,4.795521,11.995978,12.236314,11.684909,11.082139,13.719856,10.919424,7.97861e-05,0.106916875,0.13596357,0.07833403,0.042871714,0.5994002,0.036433816,1.8366613,2,1,major,minor,coordinated,part,random,synonym,of,specific,:,related,unrelated,unknown,small,particular
0,ant,contrary,1,cohyp,coordinated,sitting,standing,0.15,False,['sitting'],['standing'],1,1,15.383276,14.870063,14.380534,12.287209,8.696221,13.062884,13.194673,0.44999978,0.269356,0.1650924,0.020352008,0.00056112726,0.044205774,0.050432898,1.9938134,16,21,contrary,coordinated,minor,synonym,major,part,random,partial,separate,coordinate,unrelated,or,different,parts
0,ant,contrary,6,syn,synonym,infant,baby,3.75,False,['infant'],['baby'],1,1,14.66551,14.0468645,14.276706,12.526524,8.726294,11.902775,13.898798,0.34908822,0.18804456,0.23663533,0.041113563,0.0009195306,0.022034056,0.16216469,2.2208545,1,8,contrary,minor,coordinated,synonym,part,major,random,unrelated,separate,coordinate,independent,baby,sister,full
3,mero,part,3,mero,part,nucleus,cell,1.23,True,['nucleus'],['cell'],1,1,8.405675,13.101342,13.955748,16.854452,7.216813,10.1794,11.88582,0.00019701525,0.02156762,0.050683405,0.91993505,6.0004484e-05,0.0011609647,0.0063959905,0.5093952,6,7,part,minor,coordinated,synonym,major,separate,contrary,parts,half,coordinate,partial,random,component,whole
5,r-hyp,major,5,r-hyp,major,force,gravity,2.15,True,['force'],['gravity'],1,1,12.284233,13.949523,11.711748,12.613928,11.727133,14.317256,12.048478,0.057998415,0.30664954,0.032718174,0.080649324,0.033225425,0.44294187,0.045817252,2.1029024,19,3,major,coordinated,part,contrary,synonym,random,minor,parallel,coordinate,unrelated,theory,opposite,coordination,related
2,hyp,minor,4,no-rel,random,desire,attack,0.43,False,['desire'],['attack'],1,1,13.152292,14.431436,18.02503,9.903269,13.558831,14.0122385,13.464403,0.0071153343,0.025569381,0.92981917,0.000276161,0.01068447,0.016813776,0.009721725,0.52094495,6,15,minor,coordinated,major,random,synonym,contrary,part,unrelated,partial,counter,trivial,secondary,particular,side
2,hyp,minor,6,syn,synonym,motorcycle,bike,5.4,False,['motorcycle'],['bike'],1,1,9.793464,13.09817,17.027111,13.38339,8.165045,12.198477,15.368683,0.0005797707,0.015793271,0.8031366,0.021005917,0.000113773975,0.006423034,0.15294778,0.9344201,2,3,minor,synonym,part,coordinated,major,contrary,random,unrelated,coordinate,independent,partial,separate,component,related
2,hyp,minor,2,hyp,minor,god,being,4.78,True,['god'],['being'],1,1,12.129508,10.379013,17.72963,9.23716,11.85327,10.067785,11.531449,0.0036613387,0.00063593045,0.990243,0.00020300606,0.0027776088,0.00046584895,0.00201329,0.09965802,4,15,minor,contrary,random,synonym,coordinated,major,part,limited,another,equal,lesser,specific,separate,private
