pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,minor,4,no-rel,random,advance,take,1.42,False,['advance'],['take'],1,1,12.455053,15.9519205,16.260248,11.596051,13.019694,13.894904,11.821555,0.01164428,0.38439944,0.5232241,0.004932337,0.020480148,0.04913963,0.006179991,1.505612,20,44,minor,coordinated,major,random,contrary,synonym,part,coordinate,limited,coordination,number,side,local,partial
2,hyp,minor,2,hyp,minor,aura,light,3.69,True,['aura'],['light'],1,1,10.5842,15.021754,17.776007,13.017849,11.923261,11.555089,13.684593,0.0006876954,0.058156937,0.9136043,0.007840008,0.0026238733,0.0018157159,0.0152714355,0.55099463,3,47,minor,coordinated,synonym,part,random,major,contrary,coordinate,natural,partial,specific,component,related,coordination
2,hyp,minor,4,no-rel,random,tusk,duty,0.08,False,"['tu', '##sk']",['duty'],2,1,10.061298,13.097584,20.155636,13.650214,16.302778,12.069775,15.506548,3.9973922e-05,0.00083256623,0.96759105,0.0014468486,0.020531328,0.00029788385,0.009260163,0.24987772,4,3,minor,random,synonym,part,coordinated,major,contrary,specific,unrelated,related,side,limited,particular,sub
2,hyp,minor,2,hyp,minor,place,area,4.77,True,['place'],['area'],1,1,7.189932,10.120773,17.680008,10.52872,9.259417,13.602191,13.670154,2.6828264e-05,0.0005028527,0.964661,0.0007561532,0.00021249971,0.016345616,0.017495127,0.2655503,32,6,minor,synonym,major,part,coordinated,unrelated,random,specific,coordinate,small,sub,contrary,special,component
5,r-hyp,major,5,r-hyp,major,material,leather,1.64,True,['material'],['leather'],1,1,1.1959275,7.882335,9.248059,10.938333,7.180993,14.27785,7.2279963,1.9921733e-06,0.0015966034,0.0062563852,0.033915628,0.00079178635,0.95660776,0.0008298914,0.30411875,11,2,major,part,minor,:,include,coordinated,included,includes,synonym,random,parts,like,summary,including
2,hyp,minor,2,hyp,minor,add,calculate,5.23,True,['add'],['calculate'],1,1,11.101564,13.32227,16.518322,10.737861,11.074484,14.751314,14.891707,0.0031273663,0.028815033,0.70412,0.002173823,0.003043812,0.120294265,0.13842577,1.3369498,7,6,minor,synonym,major,coordinated,contrary,random,part,coordinate,partial,minors,or,unrelated,/,specific
6,syn,synonym,5,r-hyp,major,toy,doll,2.1,False,['toy'],['doll'],1,1,8.533331,12.289534,14.967563,13.205129,9.917935,13.903212,15.281274,0.0005421189,0.02319491,0.33763382,0.05794695,0.0021648144,0.116467334,0.46205,1.7939467,8,2,synonym,minor,major,part,coordinated,random,contrary,parts,unrelated,particular,separate,related,specific,component
2,hyp,minor,2,hyp,minor,instruct,inform,4.31,True,"['ins', '##truct']",['inform'],2,1,14.0071,14.28728,17.473017,11.466648,10.610295,15.774723,14.954006,0.02332302,0.030864937,0.7464715,0.0018385715,0.0007808564,0.13660093,0.060120262,1.2571572,3,3,minor,major,synonym,coordinated,contrary,part,random,coordinate,minors,general,unrelated,principal,subordinate,partial
6,syn,synonym,1,cohyp,coordinated,jug,jar,2.4,False,['jug'],['jar'],1,1,11.794555,13.529937,15.31791,12.5977955,6.8684163,9.488393,15.856162,0.009903314,0.05616262,0.33570233,0.022111772,7.184326e-05,0.0009867954,0.5750613,1.4193506,4,8,synonym,minor,coordinated,part,contrary,major,separate,opposite,related,unrelated,sub,coordinate,partial,equal
2,hyp,minor,6,syn,synonym,flower,bloom,2.45,False,['flower'],['bloom'],1,1,16.440435,13.647002,17.1923,14.981981,8.268533,11.654334,16.184944,0.2382131,0.014581191,0.5052387,0.055407308,6.729044e-05,0.001987871,0.18450458,1.7795098,4,7,minor,contrary,synonym,part,coordinated,major,random,partial,separate,non,sub,parts,minors,unrelated
