pred_label,pred_rel,real_label,real_rel,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target
2,hyp,4,no-rel,advance,take,1.42,False,['Ġadvance'],['Ġtake'],1,1,-1.0535797,0.25353146,0.78320706,-0.11210258,0.5597095,0.30235144,-0.38906002,0.041019227,0.15158585,0.25745055,0.105163686,0.20588754,0.15916988,0.079723194,2.6296387,20,44
2,hyp,2,hyp,aura,light,3.69,True,['Ġaura'],['Ġlight'],1,1,-1.2791928,0.009349125,2.1810486,-0.24617292,-0.24807183,0.40885153,-0.26431197,0.019906908,0.072212175,0.6335305,0.0559292,0.05582309,0.10767431,0.054923844,1.8446808,3,47
5,r-hyp,4,no-rel,tusk,duty,0.08,False,"['Ġt', 'usk']",['Ġduty'],2,1,-1.1644133,0.117457494,0.3291899,0.33395147,0.44847682,0.48442614,-0.0061624167,0.037128557,0.13378811,0.16533762,0.16612677,0.18628478,0.19310342,0.11823065,2.69814,4,3
2,hyp,2,hyp,place,area,4.77,True,['Ġplace'],['Ġarea'],1,1,-1.3874092,-0.21744044,3.9361231,-0.7966931,-0.8894325,0.2727101,-0.5834205,0.004539801,0.014626745,0.9311452,0.008195613,0.007469734,0.023879064,0.01014389,0.5257462,32,6
3,mero,5,r-hyp,material,leather,1.64,False,['Ġmaterial'],['Ġleather'],1,1,-0.6688177,0.35673177,-0.9195534,0.6387756,0.61792225,0.18796834,0.15470998,0.060535673,0.16881144,0.04711056,0.22381642,0.21919744,0.1425965,0.13793197,2.6440759,11,2
2,hyp,2,hyp,add,calculate,5.23,True,['Ġadd'],['Ġcalculate'],1,1,-1.4142522,-0.21849981,2.5446026,-0.37585866,-0.3299196,0.5602332,-0.31408882,0.013756477,0.045479514,0.720802,0.038857583,0.0406843,0.09908668,0.04133349,1.5187676,7,6
2,hyp,5,r-hyp,toy,doll,2.1,False,['Ġtoy'],['Ġdoll'],1,1,-1.4471765,-0.2501042,3.0175233,-0.20189425,-0.7727974,0.6325145,-0.56252474,0.009340014,0.030919282,0.8115999,0.032446414,0.018332709,0.07473875,0.022622826,1.132039,8,2
2,hyp,2,hyp,instruct,inform,4.31,True,['Ġinstruct'],['Ġinform'],1,1,-1.444543,-0.31397787,2.7897072,-0.6371704,-0.40089625,0.74818635,-0.47394353,0.011137341,0.034496866,0.7685869,0.024970025,0.03162507,0.09978648,0.029397301,1.3035591,3,3
2,hyp,1,cohyp,jug,jar,2.4,False,['Ġjug'],['Ġjar'],1,1,-1.514436,0.22354522,2.2440608,0.3810547,-0.89230245,0.63289016,-0.5580847,0.014439892,0.08210312,0.6192391,0.096109234,0.02690005,0.12363342,0.037575264,1.8283751,4,8
2,hyp,6,syn,flower,bloom,2.45,False,['Ġflower'],['Ġbloom'],1,1,-0.9619479,0.270541,0.5231669,0.06267075,0.4752055,0.36523297,-0.009579513,0.045040585,0.15447819,0.19887546,0.12548456,0.18956223,0.169821,0.11673802,2.7077675,4,7
2,hyp,5,r-hyp,say,claim,2.1,False,['Ġsay'],['Ġclaim'],1,1,-1.5033933,-0.3969367,3.0115764,-0.57232475,-0.24933359,0.5394164,-0.5876781,0.008956481,0.027081048,0.8183967,0.022724554,0.03138836,0.0690746,0.022378318,1.1083626,12,11
4,no-rel,4,no-rel,symptom,orchid,0.08,True,['Ġsymptom'],"['Ġor', 'chid']",1,2,-0.8313343,0.19197768,-0.26109645,0.21561554,0.54878443,0.17946288,-0.062032644,0.0578655,0.16100466,0.102346,0.16485582,0.23003699,0.15900229,0.12488872,2.711753,2,1
