pred_label,pred_rel,real_label,real_rel,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target
2,hyp,4,no-rel,advance,take,1.42,False,['advance'],['take'],1,1,0.5006333,1.6440792,1.6505457,-1.474449,-1.4017158,-2.1568162,0.7977077,0.11111744,0.34863776,0.35089955,0.015417531,0.016580688,0.007792315,0.14955467,2.0677967,20,44
2,hyp,2,hyp,aura,light,3.69,True,['aura'],['light'],1,1,-1.2119273,-0.44671395,6.3529806,-1.304443,-0.99012935,-1.3902961,-0.09687188,0.00051586615,0.0011088302,0.9952561,0.00047028172,0.0006439656,0.00043159118,0.0015732564,0.054846,3,47
4,no-rel,4,no-rel,tusk,duty,0.08,True,"['tu', '##sk']",['duty'],2,1,-1.4731262,-0.24020334,-0.2166062,-1.1236628,5.1753917,-1.0297467,-0.7620706,0.0012745406,0.004373258,0.0044776825,0.001807688,0.98348594,0.0019856875,0.0025951413,0.16168258,4,3
2,hyp,2,hyp,place,area,4.77,True,['place'],['area'],1,1,-1.0261216,-1.0135652,5.2471333,-0.74018794,-2.381638,-0.54444015,1.433484,0.00182775,0.001850845,0.9690736,0.0024327424,0.00047121974,0.0029587504,0.021385035,0.24716182,32,6
5,r-hyp,5,r-hyp,material,leather,1.64,True,['material'],['leather'],1,1,-1.0875584,-1.0779719,-1.3417112,-0.4906065,-0.85487,5.3013124,-1.4302689,0.0016617983,0.0016778054,0.0012888464,0.0030187787,0.0020971699,0.9890759,0.001179617,0.11426429,11,2
2,hyp,2,hyp,add,calculate,5.23,True,['add'],['calculate'],1,1,-1.7134615,0.047068637,5.048789,-1.9450455,0.46756357,-1.1872894,-0.70570374,0.0011293287,0.0065676323,0.9764015,0.0008958694,0.010000634,0.0019113229,0.0030937414,0.21087953,7,6
5,r-hyp,5,r-hyp,toy,doll,2.1,True,['toy'],['doll'],1,1,-1.0436604,0.4752179,-2.4029138,0.08934713,-1.4716754,4.909181,-0.48717806,0.0025241645,0.011528112,0.0006483382,0.007837486,0.0016452549,0.97141314,0.00440347,0.24803026,8,2
2,hyp,2,hyp,instruct,inform,4.31,True,"['ins', '##truct']",['inform'],2,1,0.029245533,-0.30289015,3.3500924,-1.923799,-2.9507003,-0.050897717,2.115784,0.025924351,0.018597871,0.71768415,0.0036771505,0.0013168425,0.023927765,0.20887189,1.2300919,3,3
2,hyp,1,cohyp,jug,jar,2.4,False,['jug'],['jar'],1,1,-0.7551226,0.5288695,4.208478,-1.3345928,-2.0872128,-1.262385,2.20673,0.00593545,0.021433072,0.8494113,0.00332501,0.0015665144,0.003573983,0.114754535,0.7921748,4,8
6,syn,6,syn,flower,bloom,2.45,True,['flower'],['bloom'],1,1,-0.82937723,-1.140901,2.420333,0.60854596,-2.9746032,-1.0791265,3.1959786,0.011283701,0.008263394,0.29092613,0.047526266,0.0013206622,0.008789959,0.6318899,1.3484182,4,7
6,syn,5,r-hyp,say,claim,2.1,False,['say'],['claim'],1,1,-0.47285727,-1.4854937,2.1188912,-0.24336495,-2.6646216,1.3996458,2.7195141,0.021305295,0.0077393632,0.2844917,0.02680123,0.002380216,0.13858151,0.51870066,1.7355516,12,11
4,no-rel,4,no-rel,symptom,orchid,0.08,True,"['sy', '##mpt', '##om']",['orchid'],3,1,-2.1207292,-0.35095012,-0.51260525,-0.8587369,3.9883242,1.356667,-1.1273234,0.0019984655,0.0117301075,0.00997921,0.007059485,0.89913505,0.06470096,0.0053966907,0.64408064,2,1
0,ant,1,cohyp,sitting,standing,0.15,False,['sitting'],['standing'],1,1,3.5273285,2.0812945,-1.8560567,-1.4959775,-1.1437364,-1.2414576,0.092865214,0.77114487,0.1816065,0.00354129,0.0050762375,0.0072196852,0.0065475455,0.024863802,1.0349795,16,21
6,syn,6,syn,infant,baby,3.75,True,['infant'],['baby'],1,1,0.23482652,-0.9827883,-0.46148136,0.91226906,-2.7190883,-1.2541922,4.2136645,0.017392574,0.005147073,0.008668842,0.034243125,0.0009067655,0.003923658,0.92971796,0.50514716,1,8
3,mero,3,mero,nucleus,cell,1.23,True,['nucleus'],['cell'],1,1,-1.8095353,-1.1214483,2.4736056,3.5340047,-1.5319219,-2.0757859,0.11764782,0.0034052269,0.006776082,0.24676901,0.7125512,0.004494818,0.002609245,0.02339436,1.1074848,6,7
5,r-hyp,5,r-hyp,force,gravity,2.15,True,['force'],['gravity'],1,1,-0.8360345,-0.78277284,-1.6509476,-0.5994882,-0.9679249,5.394849,-1.0303499,0.0019467822,0.0020532813,0.0008617971,0.002466312,0.0017062314,0.98936266,0.0016029768,0.11183866,19,3
4,no-rel,4,no-rel,desire,attack,0.43,True,['desire'],['attack'],1,1,-1.13115,-0.56128746,-0.8715704,-1.3723478,5.029535,-0.2074121,-0.72051954,0.0020719855,0.0036633196,0.0026860898,0.0016279301,0.9816079,0.005218682,0.003124073,0.17799309,6,15
6,syn,6,syn,motorcycle,bike,5.4,True,['motorcycle'],['bike'],1,1,-0.7459035,-0.92095715,2.689465,-0.22582127,-2.534176,-1.2844709,3.3810768,0.010276889,0.008626544,0.31902394,0.017287433,0.001718798,0.0059974235,0.6370689,1.2285193,2,3
2,hyp,2,hyp,god,being,4.78,True,['god'],['being'],1,1,-1.2438467,-1.2146213,6.4304028,-1.1538737,-0.9544527,-1.1956034,-0.25996143,0.00046287896,0.0004766064,0.9962119,0.0005064568,0.0006182297,0.0004857573,0.0012381219,0.04527997,4,15
5,r-hyp,5,r-hyp,communication,conversation,2.42,True,['communication'],['conversation'],1,1,-0.76794463,-1.1731532,-1.4365319,0.8611284,-1.8454962,4.3673744,0.06813904,0.005560353,0.0037078548,0.0028493027,0.028353052,0.0018929003,0.9448071,0.012829478,0.4165628,3,1
6,syn,6,syn,phase,stage,4.33,True,['phase'],['stage'],1,1,0.78058827,-0.46924546,-0.7047289,-0.1101935,-2.9246957,-1.21425,4.182466,0.031148411,0.008925654,0.0070529496,0.012781276,0.0007660403,0.004237294,0.9350884,0.4793261,6,10
2,hyp,2,hyp,cod,fish,5.54,True,['cod'],['fish'],1,1,-1.4486624,-1.1442701,6.486159,-1.0863696,-0.9998808,-1.2627639,-0.27028346,0.00035680243,0.00048375304,0.99649894,0.00051258935,0.0005588962,0.0004296971,0.001159288,0.042209614,7,6
6,syn,5,r-hyp,maker,producer,3.15,False,['maker'],['producer'],1,1,-0.32696813,-1.2026145,1.7471256,-0.4111315,-2.7629564,-0.6292017,3.7419324,0.014365235,0.005984453,0.11430896,0.013205691,0.0012571197,0.010618283,0.84026027,0.8649597,3,3
0,ant,0,ant,daughter,son,1.18,True,['daughter'],['son'],1,1,3.09129,2.511413,-2.049831,-2.054165,-0.7497474,-0.82310593,-0.15099697,0.6052746,0.33893397,0.0035415387,0.0035262234,0.012996044,0.012076802,0.023650762,1.311177,1,2
6,syn,6,syn,wardrobe,closet,3.73,True,['wardrobe'],['closet'],1,1,-0.107957356,-0.66065687,-0.54828167,1.7024232,-2.54943,-1.5684296,3.962857,0.014868604,0.008555312,0.009572812,0.090888396,0.0012940527,0.0034513979,0.8713694,0.7414321,3,5
2,hyp,2,hyp,emotion,feeling,4.67,True,['emotion'],['feeling'],1,1,-0.6822294,-1.192281,4.320403,-0.61634314,-2.4499624,-0.91529053,2.3447301,0.0057780026,0.0034694872,0.8597921,0.0061715157,0.000986418,0.0045767864,0.119225614,0.7152235,1,19
1,cohyp,1,cohyp,snap,pop,2.8,True,['snap'],['pop'],1,1,-0.92446727,4.1200447,0.90998745,-1.4417474,-0.5782314,-2.2558115,0.50408036,0.0059214747,0.91882646,0.037078604,0.0035300248,0.008371401,0.0015639911,0.024708143,0.5652961,26,19
5,r-hyp,5,r-hyp,idea,suggestion,2.38,True,['idea'],['suggestion'],1,1,0.21598648,-0.5978657,-1.5975766,-0.20735544,-2.7163773,2.809362,2.3589473,0.041298717,0.018301433,0.006734667,0.027044658,0.0022000228,0.5523638,0.35205668,1.5076195,5,6
2,hyp,2,hyp,suggestion,idea,5.1,True,['suggestion'],['idea'],1,1,-1.0231605,-0.9478068,6.066508,-0.6207859,-1.8394626,-1.1962672,0.55775017,0.0008269753,0.0008916988,0.99196494,0.0012366353,0.00036557534,0.0006955258,0.004018586,0.08444662,6,5
2,hyp,2,hyp,volleyball,activity,4.86,True,['volleyball'],['activity'],1,1,-1.4410818,-1.1230747,6.3304214,-1.4122691,-0.2121801,-1.1215233,-0.4848016,0.00041966824,0.00057678635,0.99546766,0.00043193594,0.0014342056,0.00057768176,0.0010919765,0.05277062,2,6
