pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,Ġsubclass,4,no-rel,Ġrandom,advance,take,1.42,False,['Ġadvance'],['Ġtake'],1,1,16.273115,22.698927,24.63529,15.373313,19.799524,18.899858,21.178902,0.00019669993,0.12147832,0.84226865,7.9988036e-05,0.006688122,0.0027200964,0.026568083,0.7920984,20,44,Ġsubclass,Ġcoordinated,Ġequivalent,Ġrandom,Ġmajor,Ġcontrary,Ġpart,Ġcoordinate,Ġrandomized,Ġsimilar,Ġvariant,Ġcoordination,Ġuncommon,Ġsignificant
2,hyp,Ġsubclass,2,hyp,Ġsubclass,aura,light,3.69,True,['Ġaura'],['Ġlight'],1,1,13.777439,21.268984,25.679436,17.017258,17.095148,16.971588,22.244213,6.4856554e-06,0.011627608,0.95702946,0.00016557287,0.00017898496,0.0001581813,0.030833801,0.29654664,3,47,Ġsubclass,Ġequivalent,Ġcoordinated,Ġrandom,Ġpart,Ġmajor,Ġrelated,Ġsimilar,Ġtype,Ġanalogous,Ġcomponent,Ġcontrary,Ġclass,Ġcoordinate
4,no-rel,Ġrandom,4,no-rel,Ġrandom,tusk,duty,0.08,True,"['Ġt', 'usk']",['Ġduty'],2,1,13.768888,16.948051,20.579079,17.534182,20.899036,14.080603,18.186909,0.00043316188,0.010407421,0.39289656,0.018702352,0.5410459,0.000591597,0.035922952,1.3684851,4,3,Ġrandom,Ġsubclass,Ġequivalent,Ġpart,Ġcoordinated,Ġmajor,Ġcontrary,Ġrandomized,Ġrelated,Ġvariant,Ġcoordination,Ġpartial,Ġportion,Ġcoordinate
2,hyp,Ġsubclass,2,hyp,Ġsubclass,place,area,4.77,True,['Ġplace'],['Ġarea'],1,1,12.918098,20.419584,23.412432,17.354979,13.88417,18.009241,20.379097,2.505599e-05,0.04536965,0.90477914,0.0021175032,6.5837135e-05,0.0040734904,0.043569446,0.5824686,32,6,Ġsubclass,Ġcoordinated,Ġequivalent,Ġmajor,Ġpart,Ġsimilar,Ġrandom,Ġrelated,ĠSimilar,Ġor,Ġsuch,Ġcontrary,Ġsignificant,Ġanalogous
5,r-hyp,Ġmajor,5,r-hyp,Ġmajor,material,leather,1.64,True,['Ġmaterial'],['Ġleather'],1,1,12.982278,16.430264,15.238342,17.06671,15.550383,24.141033,16.842321,1.4217177e-05,0.00044694543,0.00013570933,0.0008446164,0.00018540739,0.99769825,0.00067485264,0.028292602,11,2,Ġmajor,Ġpart,Ġequivalent,Ġcoordinated,Ġrandom,Ġsignificant,Ġsubclass,Ġminor,Ġlarge,major,Ġcontrary,Ġgiant,Ġlike,Ġsubstantial
2,hyp,Ġsubclass,2,hyp,Ġsubclass,add,calculate,5.23,True,['Ġadd'],['Ġcalculate'],1,1,17.33753,22.05868,22.704723,15.501796,16.982092,20.12484,20.843922,0.0026456192,0.2970958,0.5668521,0.00042196657,0.0018542252,0.042957656,0.088172644,1.5326346,7,6,Ġsubclass,Ġcoordinated,Ġequivalent,Ġmajor,Ġcontrary,Ġrandom,Ġpart,Ġcoordinate,Ġsimilar,Ġcombined,Ġsignificant,Ġrelated,Ġminor,Ġindependent
5,r-hyp,Ġmajor,5,r-hyp,Ġmajor,toy,doll,2.1,True,['Ġtoy'],['Ġdoll'],1,1,11.804033,15.4112215,14.270499,16.61507,12.73753,22.91899,16.789968,1.4817091e-05,0.00054619147,0.00017455629,0.0018204125,3.768559e-05,0.99523807,0.0021683387,0.05150067,8,2,Ġmajor,Ġequivalent,Ġpart,Ġcoordinated,Ġsubclass,Ġsignificant,major,Ġminor,ĠMajor,Ġrandom,Ġgiant,Ġlarge,Ġbig,Ġmain
2,hyp,Ġsubclass,2,hyp,Ġsubclass,instruct,inform,4.31,True,['Ġinstruct'],['Ġinform'],1,1,16.39469,18.696224,20.865294,11.471403,13.819205,17.193827,19.66737,0.007868566,0.078603044,0.68778735,5.7245248e-05,0.0005989312,0.01749671,0.20758815,1.2949911,3,3,Ġsubclass,Ġequivalent,Ġcoordinated,Ġmajor,Ġcontrary,Ġsimilar,Ġrandom,Ġanalogous,Ġcoordinate,Ġpart,Ġrelated,Ġsuperior,Ġor,Ġminor
6,syn,Ġequivalent,1,cohyp,Ġcoordinated,jug,jar,2.4,False,['Ġjug'],['Ġjar'],1,1,11.853512,19.358307,19.014606,15.50025,10.518759,14.009169,21.295643,6.34443e-05,0.115261346,0.081736594,0.0024330488,1.6700009e-05,0.0005477501,0.7999411,0.9403947,4,8,Ġequivalent,Ġcoordinated,Ġsubclass,Ġpart,Ġmajor,Ġor,Ġsimilar,Ġtype,Ġcombined,Ġcontrary,Ġlike,Ġcoordinate,",",Ġsort
3,mero,Ġpart,6,syn,Ġequivalent,flower,bloom,2.45,False,['Ġflower'],['Ġbloom'],1,1,16.146029,19.82909,18.06158,20.178003,17.717373,17.673273,18.73583,0.007894125,0.31393325,0.053606533,0.4450086,0.037995327,0.03635615,0.105206035,2.0208695,4,7,Ġpart,Ġcoordinated,Ġequivalent,Ġsubclass,Ġrandom,Ġmajor,Ġcontrary,Ġfull,Ġcomplete,Ġpartial,Ġsynchronized,Ġsignificant,Ġpeak,Ġduplicate
2,hyp,Ġsubclass,5,r-hyp,Ġmajor,say,claim,2.1,False,['Ġsay'],['Ġclaim'],1,1,14.564621,16.53424,23.4548,15.175483,17.252981,19.384073,20.81007,0.00012618946,0.00090451987,0.9161755,0.0002324433,0.0018559365,0.015634524,0.06507096,0.49643514,12,11,Ġsubclass,Ġequivalent,Ġmajor,Ġrandom,Ġcoordinated,Ġpart,Ġcontrary,Ġsimilar,Ġanalogous,Ġsignificant,Ġrelated,Ġsuch,Ġarbitrary,ĠMajor
4,no-rel,Ġrandom,4,no-rel,Ġrandom,symptom,orchid,0.08,True,['Ġsymptom'],"['Ġor', 'chid']",1,2,12.040529,16.467096,13.100219,17.951363,21.61556,18.258636,13.319299,6.509325e-05,0.005444645,0.00018782493,0.024020288,0.9373875,0.032660708,0.00023382904,0.42488408,2,1,Ġrandom,Ġmajor,Ġpart,Ġcoordinated,Ġequivalent,Ġminor,Ġsubclass,ĠRandom,Ġcommon,Ġcontrary,Ġof,Ġspecific,Ġrandomized,Ġinvolved
0,ant,Ġcontrary,1,cohyp,Ġcoordinated,sitting,standing,0.15,False,['Ġsitting'],['Ġstanding'],1,1,22.931513,21.046167,13.029928,16.746624,12.137058,16.087229,16.6218,0.86446005,0.13120481,4.3305332e-05,0.0017810734,1.7732618e-05,0.00092110713,0.0015720677,0.607196,16,21,Ġcontrary,Ġcoordinated,Ġpart,Ġequivalent,Ġmajor,Ġopposite,Ġand,Ġor,Ġcombined,Ġinconsistent,",",Ġsubclass,Ġunited,Ġsynchronized
