pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,Ġsubclass,4,no-rel,Ġrandom,advance,take,1.42,False,['Ġadvance'],['Ġtake'],1,1,54.197613,56.778023,60.145985,55.753647,57.205524,55.945244,58.26013,0.0020568587,0.027155781,0.78804237,0.009749481,0.041641265,0.011808398,0.119545735,1.128498,20,44,Ġsubclass,Ġequivalent,Ġrandom,Ġcoordinated,Ġmajor,Ġpart,Ġcontrary,Ġcoordinate,Ġkind,Ġindependent,Ġgeneral,Ġsort,Ġvariant,Ġclass
2,hyp,Ġsubclass,2,hyp,Ġsubclass,aura,light,3.69,True,['Ġaura'],['Ġlight'],1,1,52.92737,59.186466,60.128075,56.196587,58.130234,52.981518,58.024033,0.00044707936,0.23370951,0.5992551,0.011754067,0.08127565,0.000471956,0.07308662,1.5885329,3,47,Ġsubclass,Ġcoordinated,Ġrandom,Ġequivalent,Ġpart,Ġmajor,Ġcontrary,Ġcoordinate,Ġsimilar,Ġrelated,Ġkind,Ġorganized,Ġcoordination,Ġanalogous
4,no-rel,Ġrandom,4,no-rel,Ġrandom,tusk,duty,0.08,True,"['Ġt', 'usk']",['Ġduty'],2,1,52.039112,55.912834,59.07255,56.561523,60.66846,53.30053,54.73654,0.00014520303,0.0069873384,0.16464922,0.013366999,0.81218356,0.00051262794,0.0021550357,0.8320516,4,3,Ġrandom,Ġsubclass,Ġpart,Ġcoordinated,Ġequivalent,Ġrandomly,Ġmajor,Ġcontrary,Ġkind,Ġcoordinate,Ġindependent,Ġclass,Ġsort,Ġarbitrary
2,hyp,Ġsubclass,2,hyp,Ġsubclass,place,area,4.77,True,['Ġplace'],['Ġarea'],1,1,55.8242,58.92742,62.439,57.343628,55.618942,55.140526,60.0472,0.001185605,0.026402934,0.8845267,0.005417755,0.0009656014,0.000598445,0.08090316,0.65689373,32,6,Ġsubclass,Ġequivalent,Ġcoordinated,Ġpart,Ġcontrary,Ġrandom,Ġmajor,Ġcoordinate,Ġkind,Ġsimilar,Ġrelated,Ġsort,Ġcomparable,Ġtype
5,r-hyp,Ġmajor,5,r-hyp,Ġmajor,material,leather,1.64,True,['Ġmaterial'],['Ġleather'],1,1,54.12812,54.536957,54.932293,60.55967,55.76602,63.23563,56.472126,0.00010347427,0.00015573554,0.00023124908,0.06427153,0.00053230906,0.93362725,0.0010785023,0.36955202,11,2,Ġmajor,Ġpart,Ġmain,Ġequivalent,Ġkey,Ġmajority,Ġrandom,Ġcore,Ġfundamental,Ġsubclass,Ġbasis,ĠMajor,Ġcoordinated,Ġbasic
2,hyp,Ġsubclass,2,hyp,Ġsubclass,add,calculate,5.23,True,['Ġadd'],['Ġcalculate'],1,1,53.39913,57.43885,60.81656,56.335583,56.34141,54.838406,58.02241,0.0005357885,0.030438336,0.8919511,0.010098988,0.010158026,0.0022597588,0.05455797,0.6893112,7,6,Ġsubclass,Ġequivalent,Ġcoordinated,Ġrandom,Ġpart,Ġmajor,Ġcoordinate,Ġcontrary,Ġsimilar,Ġrelated,Ġkind,Ġvariant,Ġversion,Ġindependent
5,r-hyp,Ġmajor,5,r-hyp,Ġmajor,toy,doll,2.1,True,['Ġtoy'],['Ġdoll'],1,1,55.87261,57.606724,56.759453,57.310215,54.94778,62.457996,59.31752,0.0012995935,0.007360789,0.0031547088,0.0054720775,0.00051541853,0.9414674,0.040729944,0.40757817,8,2,Ġmajor,Ġequivalent,Ġcoordinated,Ġpart,Ġsubclass,Ġcontrary,ĠMajor,Ġrandom,Ġmain,Ġminor,Ġopposite,Ġkey,Ġbiggest,Ġfundamental
2,hyp,Ġsubclass,2,hyp,Ġsubclass,instruct,inform,4.31,True,['Ġinstruct'],['Ġinform'],1,1,51.210438,55.223835,62.104393,55.325344,56.948387,53.435543,55.70309,1.83903e-05,0.0010176186,0.99031514,0.0011263409,0.005708849,0.00017019223,0.0016433237,0.0952167,3,3,Ġsubclass,Ġrandom,Ġequivalent,Ġpart,Ġcoordinated,Ġmajor,Ġkind,Ġclass,Ġsort,Ġtype,Ġcontrary,Ġinstance,Ġfull,Ġgroup
2,hyp,Ġsubclass,1,cohyp,Ġcoordinated,jug,jar,2.4,False,['Ġjug'],['Ġjar'],1,1,54.98706,61.352764,62.859135,58.10864,55.46567,55.13779,61.29761,0.00026445507,0.15379485,0.69366574,0.005998409,0.00042678582,0.00030747737,0.14554231,1.2418886,4,8,Ġsubclass,Ġcoordinated,Ġequivalent,Ġpart,Ġrandom,Ġmajor,Ġcontrary,Ġsimilar,Ġcoordinate,Ġrelated,Ġkind,Ġvariant,Ġversion,Ġmodified
6,syn,Ġequivalent,6,syn,Ġequivalent,flower,bloom,2.45,True,['Ġflower'],['Ġbloom'],1,1,55.92747,59.79829,59.74048,57.33933,54.677895,55.600994,60.52122,0.0050442833,0.24203315,0.22843757,0.020699577,0.0014458233,0.0036392536,0.49870044,1.6799668,4,7,Ġequivalent,Ġcoordinated,Ġsubclass,Ġpart,Ġcontrary,Ġmajor,Ġrandom,Ġcoordinate,Ġrelated,Ġsimilar,Ġopposite,Ġindependent,Ġcounterpart,Ġdifferent
2,hyp,Ġsubclass,5,r-hyp,Ġmajor,say,claim,2.1,False,['Ġsay'],['Ġclaim'],1,1,54.42115,56.80938,62.04137,56.07186,56.843246,54.07804,58.213478,0.00047338303,0.0051571233,0.9652332,0.0024666493,0.0053347703,0.00033589403,0.020999055,0.27625793,12,11,Ġsubclass,Ġequivalent,Ġrandom,Ġcoordinated,Ġpart,Ġcontrary,Ġmajor,Ġkind,Ġsort,Ġcoordinate,Ġtype,Ġindependent,Ġclass,Ġvariant
4,no-rel,Ġrandom,4,no-rel,Ġrandom,symptom,orchid,0.08,True,['Ġsymptom'],"['Ġor', 'chid']",1,2,50.65846,55.282867,55.42836,56.52828,64.680824,52.85084,51.098885,8.127506e-07,8.28538e-05,9.582947e-05,0.00028786415,0.9995241,7.2794246e-06,1.2625013e-06,0.006640433,2,1,Ġrandom,Ġpart,Ġrandomly,Ġsubclass,Ġcoordinated,Ġrandomized,ĠRandom,Ġmajor,Ġvariable,Ġequivalent,Ġarbitrary,random,Ġsporadic,Ġspontaneous
0,ant,Ġcontrary,1,cohyp,Ġcoordinated,sitting,standing,0.15,False,['Ġsitting'],['Ġstanding'],1,1,63.216908,60.104996,57.875168,54.794292,54.54085,56.468082,59.95026,0.91827357,0.040877655,0.004396267,0.00020187236,0.0001566783,0.0010764519,0.035017505,0.5203304,16,21,Ġcontrary,Ġcoordinated,Ġequivalent,Ġsubclass,Ġopposite,Ġmajor,Ġpart,Ġindependent,Ġsuperior,Ġrandom,Ġsame,Ġdifferent,Ġopposed,Ġrelated
6,syn,Ġequivalent,6,syn,Ġequivalent,infant,baby,3.75,True,['Ġinfant'],['Ġbaby'],1,1,57.226448,59.47061,60.749363,57.09997,53.69273,57.17932,62.0716,0.005770249,0.054428,0.19551362,0.0050847144,0.0001684691,0.0055046235,0.73353034,1.1419617,1,8,Ġequivalent,Ġsubclass,Ġcoordinated,Ġcontrary,Ġmajor,Ġpart,Ġsimilar,Ġopposite,Ġrelated,Ġcomparable,Ġsuperior,Ġrandom,Ġcounterpart,Ġcoordinate
3,mero,Ġpart,3,mero,Ġpart,nucleus,cell,1.23,True,['Ġnucleus'],['Ġcell'],1,1,51.68284,58.50998,59.590305,63.05995,56.63656,54.157158,57.046303,1.0951853e-05,0.010103624,0.029761638,0.95610404,0.0015518899,0.00013003818,0.0023378176,0.31657293,6,7,Ġpart,Ġsubclass,Ġcoordinated,Ġequivalent,Ġrandom,ĠPart,Ġcomponent,Ġmajor,Ġparts,Ġcoordinate,Ġunit,Ġportion,Ġmember,Ġindependent
