pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,minor,4,no-rel,random,advance,take,1.42,False,['advance'],['take'],1,1,11.695029,13.663081,16.23664,11.979353,11.4824505,12.447991,12.929884,0.009116007,0.06524071,0.85546356,0.012113924,0.00737026,0.019355835,0.031339727,0.90744287,20,44,minor,coordinated,synonym,major,part,contrary,random,or,partial,small,alternate,complementary,also,coordinate
2,hyp,minor,2,hyp,minor,aura,light,3.69,True,['aura'],['light'],1,1,8.609086,13.874416,18.117977,13.016075,10.664618,10.434131,12.734771,7.2298775e-05,0.013990551,0.974518,0.0059300996,0.0005647249,0.0004484745,0.0044760304,0.21333857,3,47,minor,coordinated,part,synonym,random,major,small,complementary,auxiliary,or,contrary,secondary,related,natural
4,no-rel,random,4,no-rel,random,tusk,duty,0.08,True,"['tu', '##sk']",['duty'],2,1,9.923926,10.944389,15.37274,13.50539,16.578196,11.406232,8.160301,0.0009498049,0.0026352135,0.22081268,0.034122776,0.7371346,0.004182072,0.00016281774,1.0390059,4,3,random,minor,part,major,coordinated,contrary,synonym,partial,parts,non,unrelated,related,miscellaneous,small
2,hyp,minor,2,hyp,minor,place,area,4.77,True,['place'],['area'],1,1,8.822091,12.992838,15.9926605,12.675563,7.961484,13.218057,15.301744,0.00046581044,0.030167654,0.6058261,0.021965988,0.00019699367,0.037787907,0.30358964,1.4196796,32,6,minor,synonym,major,coordinated,part,or,also,contrary,abbreviated,random,",",sometimes,specific,parts
5,r-hyp,major,5,r-hyp,major,material,leather,1.64,True,['material'],['leather'],1,1,6.66012,10.983671,9.141627,12.36575,9.605849,18.218763,8.108773,9.515638e-06,0.0007180131,0.00011380016,0.0028599715,0.00018103057,0.9960771,4.0511663e-05,0.041804507,11,2,major,part,main,coordinated,primary,principal,random,general,minor,important,basic,most,significant,primarily
2,hyp,minor,2,hyp,minor,add,calculate,5.23,True,['add'],['calculate'],1,1,11.621029,12.91374,15.764413,10.668236,10.276358,12.792711,11.704972,0.013770384,0.050160676,0.8677504,0.005310718,0.0035889114,0.044442777,0.014976218,0.83896345,7,6,minor,coordinated,major,synonym,contrary,part,random,coordinate,or,and,also,small,partial,related
6,syn,synonym,5,r-hyp,major,toy,doll,2.1,False,['toy'],['doll'],1,1,7.1606297,13.227961,12.87234,11.677413,8.313711,14.915694,15.14225,0.00016421296,0.07086238,0.049656004,0.015032163,0.00052021677,0.38316792,0.48059705,1.6228123,8,2,synonym,major,coordinated,minor,part,or,random,singular,main,including,abbreviated,specific,also,variant
2,hyp,minor,2,hyp,minor,instruct,inform,4.31,True,"['ins', '##truct']",['inform'],2,1,10.213956,12.762428,15.45975,10.644696,9.248179,13.65139,13.958927,0.0035856692,0.045851942,0.68043983,0.0055161794,0.0013650195,0.11153955,0.15170175,1.4310435,3,3,minor,synonym,major,coordinated,part,contrary,random,or,also,abbreviated,short,sometimes,related,partial
1,cohyp,coordinated,1,cohyp,coordinated,jug,jar,2.4,True,['jug'],['jar'],1,1,9.311573,15.760743,14.750895,10.962816,7.9196396,11.418822,15.02422,0.0008475854,0.53582436,0.19518696,0.0044188504,0.0002107048,0.006971885,0.2565398,1.541659,4,8,coordinated,synonym,minor,major,part,or,also,contrary,sometimes,coordinate,random,and,abbreviated,variant
2,hyp,minor,6,syn,synonym,flower,bloom,2.45,False,['flower'],['bloom'],1,1,8.053659,13.712194,14.755898,13.082523,9.373613,12.548658,14.722252,0.00046831553,0.13427931,0.38131508,0.07153958,0.0017530215,0.04194612,0.36869857,1.9354537,4,7,minor,synonym,coordinated,part,major,or,abbreviated,random,also,",",full,contrary,specific,partial
2,hyp,minor,5,r-hyp,major,say,claim,2.1,False,['say'],['claim'],1,1,10.1685095,11.288495,14.864959,11.0206375,12.190043,14.368796,11.070795,0.00518975,0.015905598,0.5685759,0.01216805,0.03918208,0.3461847,0.012793934,1.4683353,12,11,minor,major,random,coordinated,synonym,part,contrary,significant,a,specific,or,partial,small,tentative
4,no-rel,random,4,no-rel,random,symptom,orchid,0.08,True,"['sy', '##mpt', '##om']",['orchid'],3,1,10.996824,12.565675,9.38981,10.854965,17.859575,12.614225,8.487982,0.0010330747,0.0049599223,0.00020711625,0.00089644396,0.98761266,0.005206671,8.4053405e-05,0.11821969,2,1,random,major,coordinated,contrary,part,minor,synonym,specific,common,a,general,randomly,primary,main
0,ant,contrary,1,cohyp,coordinated,sitting,standing,0.15,False,['sitting'],['standing'],1,1,19.27416,17.419954,13.379617,13.032705,12.396152,11.879517,11.454119,0.85960495,0.13459453,0.0023677244,0.0016736684,0.00088555925,0.0005282578,0.0003452216,0.6318253,16,21,contrary,coordinated,minor,part,random,major,synonym,opposite,complementary,partial,coordinate,relative,conflicting,combined
6,syn,synonym,6,syn,synonym,infant,baby,3.75,True,['infant'],['baby'],1,1,10.816801,12.953528,15.185324,12.444715,6.713673,10.934692,15.990524,0.0036872542,0.03123719,0.2910237,0.018780058,6.091679e-05,0.00414861,0.65106225,1.2487346,1,8,synonym,minor,coordinated,part,also,major,or,contrary,abbreviated,sometimes,variant,plural,singular,short
3,mero,part,3,mero,part,nucleus,cell,1.23,True,['nucleus'],['cell'],1,1,8.560374,12.223082,11.177508,18.182465,10.776652,9.642399,8.676993,6.595662e-05,0.0025701113,0.00090336916,0.99558675,0.00060502836,0.00019461471,7.4114876e-05,0.04840124,6,7,part,coordinated,minor,parts,random,of,portion,in,major,nucleus,section,synonym,contrary,central
5,r-hyp,major,5,r-hyp,major,force,gravity,2.15,True,['force'],['gravity'],1,1,7.16825,11.113594,9.672699,12.391775,8.173799,19.140688,8.482508,6.305681e-06,0.00032596663,7.716144e-05,0.001170254,1.7235987e-05,0.9983796,2.3469662e-05,0.019305365,19,3,major,part,main,coordinated,principal,primary,general,minor,important,fundamental,significant,basic,synonym,common
