pred_label,pred_rel,real_label,real_rel,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target
2,hyp,4,no-rel,advance,take,1.42,False,['Ġadvance'],['Ġtake'],1,1,-0.67599756,-0.8466826,4.111625,-0.8924394,-1.1691744,-0.47881755,-0.08957072,0.007918257,0.0066757817,0.95031554,0.0063772025,0.004835547,0.009644149,0.014233501,0.40898606,20,44
2,hyp,2,hyp,aura,light,3.69,True,['Ġaura'],['Ġlight'],1,1,-0.75642526,-0.40325254,4.1493144,-0.46424776,-1.3942622,-0.8528923,-0.36933932,0.0070554274,0.010043945,0.95292574,0.0094496235,0.0037283297,0.006406609,0.010390408,0.39215162,3,47
2,hyp,4,no-rel,tusk,duty,0.08,False,"['Ġt', 'usk']",['Ġduty'],2,1,-0.82946473,-0.8323496,4.255081,-0.7879669,-0.9800225,-0.72683966,-0.3869314,0.0059498646,0.0059327246,0.9609425,0.006201968,0.0051182415,0.0065929038,0.009261833,0.33785853,4,3
2,hyp,2,hyp,place,area,4.77,True,['Ġplace'],['Ġarea'],1,1,-0.99809843,-1.0899585,4.215579,-0.81651324,-0.9414839,0.047074355,-0.5829822,0.0052002976,0.0047438815,0.9556515,0.006235765,0.0055032037,0.014789074,0.007876095,0.37054884,32,6
5,r-hyp,5,r-hyp,material,leather,1.64,True,['Ġmaterial'],['Ġleather'],1,1,-0.71817684,-0.57550174,-0.047232036,-0.6166901,-0.037841752,3.0672264,-0.106088646,0.01883647,0.021725139,0.03684572,0.02084849,0.03719335,0.82981116,0.0347397,1.0882047,11,2
2,hyp,2,hyp,add,calculate,5.23,True,['Ġadd'],['Ġcalculate'],1,1,-0.5887638,-0.72154605,3.6004984,-1.1230458,-1.2559751,-0.5622958,0.027424097,0.013922213,0.012191069,0.9185056,0.008159672,0.007144012,0.01429563,0.025781924,0.60721487,7,6
5,r-hyp,5,r-hyp,toy,doll,2.1,True,['Ġtoy'],['Ġdoll'],1,1,-0.31372055,-0.82775605,0.5473251,-1.2778217,-0.48547703,2.4625769,0.5674706,0.042264637,0.025277514,0.09998262,0.016116599,0.03559461,0.67874676,0.10201723,1.6418743,8,2
2,hyp,2,hyp,instruct,inform,4.31,True,['Ġinstruct'],['Ġinform'],1,1,-0.027308583,-0.59939176,2.5115938,-1.5777129,-1.23251,-0.19342345,0.65332645,0.0569347,0.032131013,0.72112125,0.012079387,0.017059434,0.048220772,0.11245353,1.4775131,3,3
1,cohyp,1,cohyp,jug,jar,2.4,True,['Ġjug'],['Ġjar'],1,1,-0.43764088,1.2168107,0.8522549,0.31310722,-1.9210994,-0.8296581,0.42427364,0.06556759,0.34293234,0.23816825,0.13891049,0.014874123,0.044303536,0.1552437,2.382518,4,8
5,r-hyp,6,syn,flower,bloom,2.45,False,['Ġflower'],['Ġbloom'],1,1,-0.16271746,-0.6447446,0.4272323,-1.1143752,-0.41168767,1.964511,0.99381375,0.061890393,0.0382192,0.11164395,0.023895908,0.04824995,0.51935804,0.1967426,2.0736866,4,7
2,hyp,5,r-hyp,say,claim,2.1,False,['Ġsay'],['Ġclaim'],1,1,-0.8452956,-1.1186575,4.078846,-0.99790984,-0.9219071,0.019327713,-0.489395,0.006900442,0.005249975,0.94930184,0.005923757,0.006391531,0.016382415,0.009850141,0.41381174,12,11
5,r-hyp,4,no-rel,symptom,orchid,0.08,False,['Ġsymptom'],"['Ġor', 'chid']",1,2,-0.45221615,-0.7094197,-0.43610603,-1.0502596,0.52458704,2.8891277,0.01613845,0.027894214,0.021568106,0.028347233,0.015338651,0.074085705,0.7882089,0.04455721,1.2503653,2,1
1,cohyp,1,cohyp,sitting,standing,0.15,True,['Ġsitting'],['Ġstanding'],1,1,0.5938236,1.33724,-0.21266161,-0.58055794,-1.3078768,-0.7949687,0.37991658,0.19744675,0.41525188,0.08814504,0.061013024,0.029481662,0.049238533,0.15942313,2.329766,16,21
5,r-hyp,6,syn,infant,baby,3.75,False,['Ġinfant'],['Ġbaby'],1,1,-0.23831841,-0.7091083,1.2850237,-1.0654761,-1.1089298,1.6104616,0.8964363,0.060494225,0.037779182,0.2775192,0.026453549,0.025328662,0.3842633,0.18816188,2.1932335,1,8
