pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target
3,sibl,3,sibl,parsley,rue,True,"['par', '##sley']",['rue'],2,1,4.5800753e-06,2.8679877e-05,7.2240337e-06,0.99995947,0.00069576554,2,5
0,false,0,false,mint,hystricomorpha,True,['mint'],"['h', '##yst', '##ric', '##omo', '##rp', '##ha']",1,6,0.9999763,6.92439e-06,8.763263e-06,8.017463e-06,0.00043585408,8,1
3,sibl,3,sibl,avocado,redbud,True,"['av', '##oca', '##do']","['red', '##bu', '##d']",3,3,4.582785e-06,3.414777e-05,7.2327484e-06,0.999954,0.00077776844,3,1
0,false,0,false,mint,nicad,True,['mint'],"['nic', '##ad']",1,2,0.99997544,6.986304e-06,8.863055e-06,8.6787895e-06,0.00044976393,8,1
0,false,0,false,entire,falchion,True,['entire'],"['fa', '##lch', '##ion']",1,3,0.99997556,6.35952e-06,1.1637275e-05,6.4925675e-06,0.0004476684,5,1
3,sibl,3,sibl,macaw,cockatoo,True,"['mac', '##aw']","['cock', '##ato', '##o']",2,3,5.2100113e-06,2.6051523e-05,9.913404e-06,0.9999589,0.0007122721,1,1
3,sibl,3,sibl,leek,annual,True,"['lee', '##k']",['annual'],2,1,4.5868765e-06,2.920785e-05,6.8840495e-06,0.99995935,0.0006980048,2,4
3,sibl,3,sibl,flax,safflower,True,"['fl', '##ax']","['sa', '##ff', '##lowe', '##r']",2,4,4.62796e-06,2.8739374e-05,7.1269455e-06,0.99995947,0.0006958383,2,1
3,sibl,3,sibl,osprey,thoroughbred,True,"['os', '##pre', '##y']",['thoroughbred'],3,1,5.3774347e-06,2.7110073e-05,7.859652e-06,0.9999597,0.0006968178,1,4
3,sibl,3,sibl,yucca,artemisia,True,"['yu', '##cca']","['artemis', '##ia']",2,2,4.6717955e-06,2.9300374e-05,7.2760713e-06,0.99995875,0.00070764817,1,1
3,sibl,3,sibl,soapwort,dahlia,True,"['soap', '##wo', '##rt']","['dahl', '##ia']",3,2,4.882581e-06,3.1992746e-05,6.2137037e-06,0.99995697,0.0007334176,1,1
0,false,0,false,barge,russell,True,['barge'],['russell'],1,1,0.9999751,6.5680133e-06,9.281244e-06,9.035144e-06,0.00045556953,3,7
3,sibl,3,sibl,asparagus,corn,True,"['as', '##para', '##gus']",['corn'],3,1,4.4747408e-06,2.8262064e-05,8.017518e-06,0.99995923,0.0007011175,2,9
0,false,0,false,refinery,yardie,True,['refinery'],"['yard', '##ie']",1,2,0.99997365,6.1931187e-06,9.359003e-06,1.0701158e-05,0.0004781086,1,1
1,hypo,1,hypo,wheatgrass,grass,True,"['wheat', '##grass']",['grass'],2,1,8.7486715e-06,0.9999691,8.346568e-06,1.3860618e-05,0.0005562158,1,11
0,false,0,false,marten,defense,True,"['mart', '##en']",['defense'],2,1,0.9999747,6.539535e-06,9.764101e-06,8.928066e-06,0.0004613531,1,12
0,false,0,false,crawfish,mantelet,True,"['cr', '##aw', '##fish']","['man', '##tel', '##et']",3,3,0.9999751,7.2210123e-06,9.457028e-06,8.186038e-06,0.0004553588,4,2
3,sibl,3,sibl,kookaburra,whippet,True,"['ko', '##oka', '##bu', '##rra']","['whip', '##pet']",4,2,5.3021677e-06,2.6532112e-05,8.788994e-06,0.99995935,0.0007025227,1,1
0,false,0,false,mint,coke,True,['mint'],['coke'],1,1,0.9999752,6.623266e-06,9.011747e-06,9.066903e-06,0.0004524609,8,4
0,false,0,false,bullock,enamel,True,['bullock'],['enamel'],1,1,0.9999746,6.7687247e-06,9.658327e-06,8.990222e-06,0.0004644798,2,5
0,false,0,false,serow,pyelogram,True,"['ser', '##ow']","['p', '##ye', '##logram']",2,3,0.9999757,6.469434e-06,1.0238958e-05,7.606669e-06,0.00044566634,1,1
1,hypo,1,hypo,barge,vessel,True,['barge'],['vessel'],1,1,9.076116e-06,0.9999685,8.922477e-06,1.349678e-05,0.0005654276,3,3
3,sibl,3,sibl,senna,buckthorn,True,"['sen', '##na']","['buck', '##thor', '##n']",2,3,4.5186084e-06,2.9123114e-05,7.465196e-06,0.9999589,0.00070551824,1,3
0,false,0,false,refinery,esophagoscope,True,['refinery'],"['es', '##op', '##ha', '##gos', '##cope']",1,5,0.9999757,5.7957022e-06,1.0619979e-05,7.92542e-06,0.00044567877,1,1
0,false,0,false,parrot,knife,True,['parrot'],['knife'],1,1,0.9999727,5.9883796e-06,1.4883961e-05,6.3776797e-06,0.0004919392,3,4
0,false,0,false,dotterel,jerkin,True,"['dot', '##ter', '##el']","['jerk', '##in']",3,2,0.9999759,6.5076397e-06,1.1453713e-05,6.1220317e-06,0.0004408809,1,1
3,sibl,3,sibl,chick,trout,True,['chick'],['trout'],1,1,5.327377e-06,2.661025e-05,9.044733e-06,0.999959,0.00070843997,2,2
0,false,0,false,mint,crutch,True,['mint'],"['cr', '##ut', '##ch']",1,3,0.99997556,6.141772e-06,1.0481446e-05,7.797734e-06,0.00044728594,8,2
3,sibl,3,sibl,rhubarb,dandelion,True,"['r', '##hu', '##bar', '##b']","['dan', '##del', '##ion']",4,3,4.569366e-06,2.9759885e-05,6.8915924e-06,0.99995875,0.0007062094,2,1
2,mero,2,mero,fish,fishbone,True,['fish'],"['fish', '##bone']",1,2,0.0007103784,0.0001116578,0.9990908,8.714947e-05,0.0113821905,6,1
3,sibl,3,sibl,guppy,songbird,True,"['gu', '##ppy']","['song', '##bird']",2,2,5.6510034e-06,3.3452252e-05,6.8084983e-06,0.9999541,0.0007789413,1,1
3,sibl,3,sibl,henbane,flax,True,"['hen', '##bane']","['fl', '##ax']",2,2,4.7272115e-06,2.8921197e-05,6.910163e-06,0.99995947,0.0006966197,1,2
0,false,0,false,refinery,photostat,True,['refinery'],"['photos', '##tat']",1,2,0.9999738,6.4604014e-06,8.767773e-06,1.0974547e-05,0.00047723055,1,3
3,sibl,3,sibl,wheat,flax,True,['wheat'],"['fl', '##ax']",1,2,4.76819e-06,2.8016968e-05,7.1482555e-06,0.99996006,0.000687808,3,2
3,sibl,3,sibl,caladium,hyacinth,True,"['cal', '##adi', '##um']","['h', '##ya', '##cin', '##th']",3,4,4.3858245e-06,2.8541841e-05,7.638713e-06,0.99995947,0.00069726334,1,2
1,hypo,1,hypo,blackberry,plant,True,['blackberry'],['plant'],1,1,1.3610494e-05,0.9999652,8.3563555e-06,1.2908395e-05,0.00062084093,3,10
0,false,0,false,mint,bubblejet,True,['mint'],"['bubble', '##jet']",1,2,0.9999758,5.7224474e-06,1.0918363e-05,7.477271e-06,0.00044169315,8,1
3,sibl,3,sibl,parsley,saxifrage,True,"['par', '##sley']","['sax', '##if', '##rage']",2,3,4.570788e-06,3.0484232e-05,6.798929e-06,0.99995816,0.0007154702,2,1
0,false,0,false,mint,waistcloth,True,['mint'],"['waist', '##cloth']",1,2,0.99997556,6.188909e-06,1.0192427e-05,7.967631e-06,0.00044621323,8,1
0,false,0,false,refinery,dravidian,True,['refinery'],"['dr', '##avi', '##dian']",1,3,0.9999747,6.509624e-06,8.636526e-06,1.0144609e-05,0.00046217834,1,2
0,false,0,false,refinery,revetement,True,['refinery'],"['rev', '##ete', '##ment']",1,3,0.9999745,6.1423975e-06,9.321279e-06,1.0032426e-05,0.00046541617,1,1
2,mero,2,mero,vertebrate,belly,True,"['ve', '##rte', '##brate']",['belly'],3,1,0.0003343671,5.9097587e-05,0.99950516,0.00010144416,0.0067503983,2,6
