pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8
3,sibl,Ġcoordinated,3,sibl,Ġcoordinated,parsley,rue,True,"['Ġpars', 'ley']","['Ġr', 'ue']",2,2,4.197928e-06,0.0017513352,0.00015185645,0.9980926,0.02078802,2,5,Ġcoordinated,Ġsubclass,Ġpart,Ġcoordinate,Ġrandom,Ġsynchronized,Ġcoordinating,Ġcoordination
0,false,Ġrandom,0,false,Ġrandom,mint,hystricomorpha,True,['Ġmint'],"['Ġhy', 'st', 'ric', 'om', 'or', 'pha']",1,6,0.9999845,6.6008597e-06,5.108207e-06,3.7933503e-06,0.00029405812,8,1,Ġrandom,Ġsubclass,Ġpart,Ġcoordinated,Ġrandomly,ĠRandom,Ġrandomized,s
3,sibl,Ġcoordinated,3,sibl,Ġcoordinated,avocado,redbud,True,['Ġavocado'],"['Ġred', 'b', 'ud']",1,3,5.2749416e-05,0.0025826239,0.0008037395,0.9965609,0.036168493,3,1,Ġcoordinated,Ġsubclass,Ġpart,Ġrandom,Ġcoordinate,Ġsynchronized,Ġcoordination,Ġand
0,false,Ġrandom,0,false,Ġrandom,mint,nicad,True,['Ġmint'],"['Ġnic', 'ad']",1,2,0.99998355,7.443811e-06,8.476456e-06,5.388983e-07,0.00030457662,8,1,Ġrandom,Ġpart,Ġsubclass,Ġrandomly,ĠRandom,Ġcoordinated,random,s
0,false,Ġrandom,0,false,Ġrandom,entire,falchion,True,['Ġentire'],"['Ġfal', 'ch', 'ion']",1,3,0.9804582,0.006688899,0.012025674,0.00082723435,0.16140328,5,1,Ġrandom,Ġpart,Ġsubclass,Ġcoordinated,ĠRandom,Ġclass,Ġrandomly,Ġrandomized
3,sibl,Ġcoordinated,3,sibl,Ġcoordinated,macaw,cockatoo,True,"['Ġmac', 'aw']","['Ġcock', 'at', 'oo']",2,3,0.00071947277,0.01856991,0.0018705821,0.97884,0.16145921,1,1,Ġcoordinated,Ġsubclass,Ġpart,Ġrandom,Ġcoordinate,Ġand,Ġsynchronized,Ġby
3,sibl,Ġcoordinated,3,sibl,Ġcoordinated,leek,annual,True,"['Ġle', 'ek']",['Ġannual'],2,1,9.650781e-06,0.000980764,9.452333e-05,0.9989151,0.012790401,2,4,Ġcoordinated,Ġsubclass,Ġpart,Ġrandom,Ġcoordinate,Ġsynchronized,Ġand,Ġorganized
3,sibl,Ġcoordinated,3,sibl,Ġcoordinated,flax,safflower,True,"['Ġfl', 'ax']","['Ġsa', 'ff', 'lower']",2,3,9.653448e-06,0.0010307077,8.186578e-05,0.9988777,0.01311716,2,1,Ġcoordinated,Ġsubclass,Ġpart,Ġrandom,Ġcoordinate,Ġsynchronized,Ġcoordinating,Ġcoordination
3,sibl,Ġcoordinated,3,sibl,Ġcoordinated,osprey,thoroughbred,True,"['Ġo', 'sp', 'rey']","['Ġthorough', 'bred']",3,2,0.00015833256,0.004711916,0.00018324156,0.99494654,0.047966436,1,4,Ġcoordinated,Ġsubclass,Ġpart,Ġrandom,Ġcoordinate,Ġsynchronized,Ġorganized,Ġand
3,sibl,Ġcoordinated,3,sibl,Ġcoordinated,yucca,artemisia,True,"['Ġy', 'u', 'cca']","['Ġart', 'emis', 'ia']",3,3,4.9669206e-06,0.0010504618,7.7072254e-05,0.9988675,0.013167561,1,1,Ġcoordinated,Ġsubclass,Ġpart,Ġcoordinate,Ġrandom,Ġsynchronized,Ġcoordinating,Ġcoordination
