pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8
3,sibl,coordinated,3,sibl,coordinated,parsley,rue,True,"['par', '##sley']",['rue'],2,1,1.019639e-06,0.00044496643,3.5732205e-06,0.9995504,0.005687614,2,5,coordinated,minor,part,coordination,random,coordinate,related,relative
0,false,random,0,false,random,mint,hystricomorpha,True,['mint'],"['h', '##yst', '##ric', '##omo', '##rp', '##ha']",1,6,0.9999987,1.0926597e-06,8.831341e-08,1.1852539e-07,2.8241046e-05,8,1,random,minor,coordinated,part,pick,zero,the,variable
3,sibl,coordinated,3,sibl,coordinated,avocado,redbud,True,"['av', '##oca', '##do']","['red', '##bu', '##d']",3,3,2.2433842e-06,0.00018443266,1.1345517e-05,0.99980205,0.0028020153,3,1,coordinated,minor,part,random,coordination,coordinate,related,red
0,false,random,0,false,random,mint,nicad,True,['mint'],"['nic', '##ad']",1,2,0.99997985,4.9492505e-06,1.4658776e-05,5.062168e-07,0.00036218186,8,1,random,part,minor,coordinated,independent,pick,of,entropy
0,false,random,0,false,random,entire,falchion,True,['entire'],"['fa', '##lch', '##ion']",1,3,0.99990356,2.9381943e-05,6.574646e-05,1.3416551e-06,0.001521034,5,1,random,part,minor,coordinated,entropy,product,free,total
3,sibl,coordinated,3,sibl,coordinated,macaw,cockatoo,True,"['mac', '##aw']","['cock', '##ato', '##o']",2,3,4.4366593e-06,0.0006411067,1.2833039e-05,0.99934155,0.008037289,1,1,coordinated,minor,part,random,coordination,coordinate,unrelated,separate
3,sibl,coordinated,3,sibl,coordinated,leek,annual,True,"['lee', '##k']",['annual'],2,1,9.1074566e-05,0.00024746178,5.590551e-06,0.99965584,0.00478115,2,4,coordinated,minor,random,part,coordinate,coordination,coordinating,symmetric
3,sibl,coordinated,3,sibl,coordinated,flax,safflower,True,"['fl', '##ax']","['sa', '##ff', '##lowe', '##r']",2,4,1.5336382e-06,0.000109092165,4.5787115e-06,0.99988484,0.0017130191,2,1,coordinated,minor,part,coordination,random,coordinate,related,sister
3,sibl,coordinated,3,sibl,coordinated,osprey,thoroughbred,True,"['os', '##pre', '##y']",['thoroughbred'],3,1,4.752989e-06,0.00049397023,1.0020005e-06,0.9995003,0.0062502027,1,4,coordinated,minor,random,part,coordination,coordinate,relative,unrelated
3,sibl,coordinated,3,sibl,coordinated,yucca,artemisia,True,"['yu', '##cca']","['artemis', '##ia']",2,2,1.4587577e-06,0.00011216356,4.651662e-06,0.99988174,0.0017530984,1,1,coordinated,minor,part,coordination,random,coordinate,related,sister
