pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target
3,sibl,3,sibl,parsley,rue,True,"['Ġpars', 'ley']","['Ġr', 'ue']",2,2,8.716685e-06,3.625851e-05,7.544094e-06,0.9999474,0.00088549755,2,5
0,false,0,false,mint,hystricomorpha,True,['Ġmint'],"['Ġhy', 'st', 'ric', 'om', 'or', 'pha']",1,6,0.99997914,7.1781906e-06,4.8140046e-06,8.950202e-06,0.00038805706,8,1
3,sibl,3,sibl,avocado,redbud,True,['Ġavocado'],"['Ġred', 'b', 'ud']",1,3,6.964885e-06,1.9792502e-05,1.2872424e-05,0.9999604,0.00069478457,3,1
0,false,0,false,mint,nicad,True,['Ġmint'],"['Ġnic', 'ad']",1,2,0.9999813,6.150605e-06,6.5168106e-06,5.9404747e-06,0.00034870146,8,1
0,false,0,false,entire,falchion,True,['Ġentire'],"['Ġfal', 'ch', 'ion']",1,3,0.99993956,9.58806e-06,4.246631e-05,8.414542e-06,0.0010056386,5,1
3,sibl,3,sibl,macaw,cockatoo,True,"['Ġmac', 'aw']","['Ġcock', 'at', 'oo']",2,3,1.13496035e-05,2.807621e-05,8.311731e-06,0.9999523,0.000820024,1,1
3,sibl,3,sibl,leek,annual,True,"['Ġle', 'ek']",['Ġannual'],2,1,1.1047485e-05,2.5244379e-05,8.22164e-06,0.99995553,0.00077051076,2,4
3,sibl,3,sibl,flax,safflower,True,"['Ġfl', 'ax']","['Ġsa', 'ff', 'lower']",2,3,9.711501e-06,3.17135e-05,7.768889e-06,0.99995077,0.0008384677,2,1
3,sibl,3,sibl,osprey,thoroughbred,True,"['Ġo', 'sp', 'rey']","['Ġthorough', 'bred']",3,2,1.3670663e-05,2.4084002e-05,8.133171e-06,0.9999541,0.0007941099,1,4
3,sibl,3,sibl,yucca,artemisia,True,"['Ġy', 'u', 'cca']","['Ġart', 'emis', 'ia']",3,3,9.983324e-06,2.2561731e-05,8.766845e-06,0.99995863,0.0007209705,1,1
3,sibl,3,sibl,soapwort,dahlia,True,"['Ġsoap', 'w', 'ort']","['Ġd', 'ahl', 'ia']",3,3,1.07186e-05,2.6653275e-05,7.458337e-06,0.9999552,0.00077366404,1,1
0,false,0,false,barge,russell,True,"['Ġb', 'arge']","['Ġr', 'us', 'sell']",2,3,0.99997354,4.830165e-06,1.7386314e-05,4.2109646e-06,0.0004735818,3,7
3,sibl,3,sibl,asparagus,corn,True,"['Ġas', 'par', 'agus']",['Ġcorn'],3,1,7.1196628e-06,2.2346223e-05,1.10320825e-05,0.99995947,0.0007070475,2,9
0,false,0,false,refinery,yardie,True,['Ġrefinery'],"['Ġyard', 'ie']",1,2,0.99998045,6.183842e-06,5.7747698e-06,7.5807934e-06,0.00036463907,1,1
1,hypo,1,hypo,wheatgrass,grass,True,"['Ġwheat', 'grass']",['Ġgrass'],2,1,1.9896403e-05,0.99992037,2.8792703e-05,3.0884523e-05,0.0013225612,1,11
0,false,0,false,marten,defense,True,"['Ġmart', 'en']",['Ġdefense'],2,1,0.99998,5.395271e-06,8.671069e-06,5.9009867e-06,0.00037153426,1,12
0,false,0,false,crawfish,mantelet,True,"['Ġcraw', 'fish']","['Ġm', 'ante', 'let']",2,3,0.99994636,7.5054068e-06,4.1999476e-05,4.1697217e-06,0.00089032075,4,2
