pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8
3,sibl,coordinated,3,sibl,coordinated,parsley,rue,True,"['par', '##sley']",['rue'],2,1,4.702116e-07,1.6329339e-05,3.5485566e-06,0.9999796,0.00036312296,2,5,coordinated,minor,part,random,combined,and,",",with
0,false,random,0,false,random,mint,hystricomorpha,True,['mint'],"['h', '##yst', '##ric', '##omo', '##rp', '##ha']",1,6,0.99989045,7.0969814e-05,2.2095015e-05,1.6541713e-05,0.0017408128,8,1,random,minor,part,coordinated,wild,randomly,the,a
3,sibl,coordinated,3,sibl,coordinated,avocado,redbud,True,"['av', '##oca', '##do']","['red', '##bu', '##d']",3,3,5.977096e-07,1.2993526e-05,6.2523854e-06,0.9999802,0.00035990082,3,1,coordinated,minor,part,random,and,combined,",",-
0,false,random,0,false,random,mint,nicad,True,['mint'],"['nic', '##ad']",1,2,0.9999604,1.8386025e-05,1.5243161e-05,5.9253734e-06,0.0006930475,8,1,random,minor,part,coordinated,randomly,wild,the,in
0,false,random,0,false,random,entire,falchion,True,['entire'],"['fa', '##lch', '##ion']",1,3,0.9992385,0.00012146329,0.0006341018,5.898158e-06,0.009516538,5,1,random,part,minor,coordinated,the,randomly,band,in
3,sibl,coordinated,3,sibl,coordinated,macaw,cockatoo,True,"['mac', '##aw']","['cock', '##ato', '##o']",2,3,1.6322862e-06,4.1825177e-05,3.165238e-06,0.9999534,0.0007648088,1,1,coordinated,minor,part,random,and,",",combined,mixed
3,sibl,coordinated,3,sibl,coordinated,leek,annual,True,"['lee', '##k']",['annual'],2,1,6.6664023e-07,3.1934058e-05,6.872709e-06,0.99996054,0.0006653946,2,4,coordinated,minor,part,random,and,",",combined,-
3,sibl,coordinated,3,sibl,coordinated,flax,safflower,True,"['fl', '##ax']","['sa', '##ff', '##lowe', '##r']",2,4,5.2396837e-07,1.5250487e-05,5.8143023e-06,0.9999784,0.00038720248,2,1,coordinated,minor,part,random,combined,and,",",-
3,sibl,coordinated,3,sibl,coordinated,osprey,thoroughbred,True,"['os', '##pre', '##y']",['thoroughbred'],3,1,7.253988e-07,2.4557427e-05,1.4224796e-06,0.9999733,0.0004570066,1,4,coordinated,minor,part,random,and,combined,",",the
3,sibl,coordinated,3,sibl,coordinated,yucca,artemisia,True,"['yu', '##cca']","['artemis', '##ia']",2,2,3.8633618e-07,1.731593e-05,2.6290033e-06,0.99997973,0.00036026846,1,1,coordinated,minor,part,random,combined,and,",",-
3,sibl,coordinated,3,sibl,coordinated,soapwort,dahlia,True,"['soap', '##wo', '##rt']","['dahl', '##ia']",3,2,2.1899245e-06,9.3615425e-05,2.0269094e-05,0.999884,0.001777521,1,1,coordinated,minor,part,random,and,",",-,combined
0,false,random,0,false,random,barge,russell,True,['barge'],['russell'],1,1,0.9997937,6.298395e-05,0.000110299865,3.3136224e-05,0.0031198172,3,7,random,part,minor,coordinated,the,randomly,.,wild
3,sibl,coordinated,3,sibl,coordinated,asparagus,corn,True,"['as', '##para', '##gus']",['corn'],3,1,1.0612666e-06,3.3451866e-05,1.2445119e-05,0.99995303,0.0007889502,2,9,coordinated,minor,part,random,and,combined,",",with
0,false,random,0,false,random,refinery,yardie,True,['refinery'],"['yard', '##ie']",1,2,0.9999331,1.4607463e-05,2.3451234e-05,2.8676195e-05,0.0011242571,1,1,random,coordinated,part,minor,the,randomly,wild,in
1,hypo,minor,1,hypo,minor,wheatgrass,grass,True,"['wheat', '##grass']",['grass'],2,1,8.3922685e-05,0.9981761,0.001449279,0.00029068073,0.020847645,1,11,minor,part,coordinated,random,low,small,major,high
0,false,random,0,false,random,marten,defense,True,"['mart', '##en']",['defense'],2,1,0.99986374,3.550608e-05,7.614981e-05,2.4571133e-05,0.0021394386,1,12,random,part,minor,coordinated,the,wild,randomly,in
0,false,random,0,false,random,crawfish,mantelet,True,"['cr', '##aw', '##fish']","['man', '##tel', '##et']",3,3,0.99991,2.0760772e-05,6.0083312e-05,9.1936845e-06,0.0014491387,4,2,random,part,minor,coordinated,the,randomly,wild,on
3,sibl,coordinated,3,sibl,coordinated,kookaburra,whippet,True,"['ko', '##oka', '##bu', '##rra']","['whip', '##pet']",4,2,2.1079638e-06,5.0976207e-05,5.214753e-06,0.9999417,0.00094226917,1,1,coordinated,minor,part,random,",",and,combined,the
0,false,random,0,false,random,mint,coke,True,['mint'],['coke'],1,1,0.99986756,3.394579e-05,2.375328e-05,7.477878e-05,0.0020850848,8,4,random,coordinated,minor,part,the,randomly,wild,he
0,false,random,0,false,random,bullock,enamel,True,['bullock'],['enamel'],1,1,0.9999279,2.5394691e-05,4.051208e-05,6.221338e-06,0.0011904159,2,5,random,part,minor,coordinated,the,randomly,in,wild
0,false,random,0,false,random,serow,pyelogram,True,"['ser', '##ow']","['p', '##ye', '##logram']",2,3,0.999426,0.00013778417,0.00017005202,0.00026626384,0.0078863455,1,1,random,coordinated,part,minor,the,wild,randomly,in
1,hypo,minor,1,hypo,minor,barge,vessel,True,['barge'],['vessel'],1,1,4.7567693e-05,0.999204,0.00045679597,0.00029164655,0.010324644,3,3,minor,part,coordinated,random,major,small,low,main
3,sibl,coordinated,3,sibl,coordinated,senna,buckthorn,True,"['sen', '##na']","['buck', '##thor', '##n']",2,3,3.465573e-07,1.3904111e-05,3.1267502e-06,0.9999826,0.00031396982,1,3,coordinated,minor,part,random,combined,and,",",-
0,false,random,0,false,random,refinery,esophagoscope,True,['refinery'],"['es', '##op', '##ha', '##gos', '##cope']",1,5,0.9999305,1.2580996e-05,4.8513335e-05,8.377322e-06,0.001141602,1,1,random,part,minor,coordinated,the,randomly,in,he
0,false,random,0,false,random,parrot,knife,True,['parrot'],['knife'],1,1,0.99974257,3.904466e-05,0.00019930566,1.9098914e-05,0.0036925469,3,4,random,part,minor,coordinated,the,randomly,wild,a
0,false,random,0,false,random,dotterel,jerkin,True,"['dot', '##ter', '##el']","['jerk', '##in']",3,2,0.99965155,6.131055e-05,0.00027330633,1.3909599e-05,0.0048201582,1,1,random,part,minor,coordinated,the,randomly,in,wild
3,sibl,coordinated,3,sibl,coordinated,chick,trout,True,['chick'],['trout'],1,1,1.3370135e-06,8.279977e-05,1.2225727e-05,0.99990356,0.0014874164,2,2,coordinated,minor,part,random,and,",",combined,the
0,false,random,0,false,random,mint,crutch,True,['mint'],"['cr', '##ut', '##ch']",1,3,0.999969,1.2914268e-05,1.1043388e-05,7.010165e-06,0.0005563256,8,2,random,minor,part,coordinated,randomly,the,wild,on
3,sibl,coordinated,3,sibl,coordinated,rhubarb,dandelion,True,"['r', '##hu', '##bar', '##b']","['dan', '##del', '##ion']",4,3,6.419561e-07,1.5474654e-05,5.5020255e-06,0.9999783,0.00038783028,2,1,coordinated,minor,part,random,combined,and,",",-
2,mero,part,2,mero,part,fish,fishbone,True,['fish'],"['fish', '##bone']",1,2,0.009913368,8.3620354e-05,0.9900029,6.236135e-08,0.081472024,6,1,part,random,minor,parts,side,section,face,in
3,sibl,coordinated,3,sibl,coordinated,guppy,songbird,True,"['gu', '##ppy']","['song', '##bird']",2,2,2.945074e-06,4.0950366e-05,4.145242e-06,0.99995196,0.0007944183,1,1,coordinated,minor,part,random,",",and,combined,the
3,sibl,coordinated,3,sibl,coordinated,henbane,flax,True,"['hen', '##bane']","['fl', '##ax']",2,2,1.3784258e-06,9.273926e-05,9.505425e-06,0.9998964,0.0015772362,1,2,coordinated,minor,part,random,and,combined,",",complex
0,false,random,0,false,random,refinery,photostat,True,['refinery'],"['photos', '##tat']",1,2,0.99997497,6.4128244e-06,1.4045085e-05,4.556533e-06,0.00045399123,1,3,random,part,minor,coordinated,randomly,the,wild,in
3,sibl,coordinated,3,sibl,coordinated,wheat,flax,True,['wheat'],"['fl', '##ax']",1,2,1.5985679e-06,4.9904964e-05,1.26325685e-05,0.99993587,0.0010420319,3,2,coordinated,minor,part,random,and,",",combined,mixed
3,sibl,coordinated,3,sibl,coordinated,caladium,hyacinth,True,"['cal', '##adi', '##um']","['h', '##ya', '##cin', '##th']",3,4,7.9584373e-07,2.3303079e-05,5.1779652e-06,0.9999708,0.0005077945,1,2,coordinated,minor,part,random,combined,and,-,","
1,hypo,minor,1,hypo,minor,blackberry,plant,True,['blackberry'],['plant'],1,1,1.3678868e-05,0.99951947,0.00041516888,5.1645322e-05,0.006313523,3,10,minor,part,coordinated,random,small,low,major,high
0,false,random,0,false,random,mint,bubblejet,True,['mint'],"['bubble', '##jet']",1,2,0.9999801,8.002025e-06,8.892084e-06,2.9310206e-06,0.0003671061,8,1,random,part,minor,coordinated,the,randomly,wild,in
3,sibl,coordinated,3,sibl,coordinated,parsley,saxifrage,True,"['par', '##sley']","['sax', '##if', '##rage']",2,3,6.0678065e-07,9.962283e-06,2.4472997e-06,0.9999869,0.00024242027,2,1,coordinated,minor,part,random,combined,",",and,-
0,false,random,0,false,random,mint,waistcloth,True,['mint'],"['waist', '##cloth']",1,2,0.99997413,1.1293835e-05,9.3861e-06,5.14409e-06,0.00046988428,8,1,random,minor,part,coordinated,the,randomly,wild,in
0,false,random,0,false,random,refinery,dravidian,True,['refinery'],"['dr', '##avi', '##dian']",1,3,0.9999348,2.3885956e-05,1.761114e-05,2.367904e-05,0.0011027062,1,2,random,minor,coordinated,part,randomly,the,wild,night
0,false,random,0,false,random,refinery,revetement,True,['refinery'],"['rev', '##ete', '##ment']",1,3,0.9999696,9.58374e-06,1.7476214e-05,3.3017802e-06,0.0005398576,1,1,random,part,minor,coordinated,randomly,the,wild,in
2,mero,part,2,mero,part,vertebrate,belly,True,"['ve', '##rte', '##brate']",['belly'],3,1,9.827596e-07,3.6663343e-07,0.9999987,3.781461e-09,2.9448518e-05,2,6,part,parts,random,minor,section,mid,portion,the
0,false,random,0,false,random,refinery,loungewear,True,['refinery'],"['lounge', '##wear']",1,2,0.99993193,2.1070518e-05,2.0444013e-05,2.6503616e-05,0.0011469395,1,1,random,coordinated,minor,part,randomly,the,band,in
0,false,random,0,false,random,refinery,dihybrid,True,['refinery'],"['di', '##hy', '##bri', '##d']",1,4,0.99990034,2.5124245e-05,5.0233903e-05,2.4303507e-05,0.001617608,1,1,random,part,minor,coordinated,randomly,the,wild,in
3,sibl,coordinated,3,sibl,coordinated,tulip,hydrillum,True,"['tu', '##lip']","['h', '##yd', '##rill', '##um']",2,4,9.175606e-07,2.6616171e-05,5.6325403e-06,0.99996686,0.0005689266,1,0,coordinated,minor,part,random,and,",",combined,-
0,false,random,0,false,random,refinery,bluestocking,True,['refinery'],"['blues', '##tock', '##ing']",1,3,0.99993646,1.7014529e-05,3.2577434e-05,1.3939582e-05,0.0010716663,1,1,random,part,minor,coordinated,randomly,the,wild,band
3,sibl,coordinated,3,sibl,coordinated,peach,fig,True,['peach'],['fig'],1,1,1.3549766e-06,3.155047e-05,1.5713966e-05,0.99995136,0.0008189933,5,4,coordinated,minor,part,random,and,",",combined,-
0,false,random,0,false,random,refinery,shopper,True,['refinery'],"['shop', '##per']",1,2,0.99993014,2.4680941e-05,1.8409892e-05,2.6866566e-05,0.0011762321,1,2,random,coordinated,minor,part,the,randomly,a,wild
0,false,random,0,false,random,tadpole,omnibus,True,"['tad', '##pole']",['omnibus'],2,1,0.9996531,0.000107377695,4.7708083e-05,0.00019182586,0.004969592,1,3,random,coordinated,minor,part,the,randomly,wild,a
3,sibl,coordinated,3,sibl,coordinated,peppermint,oleander,True,"['pepper', '##min', '##t']","['ole', '##ander']",3,2,5.6166425e-07,1.677612e-05,3.5857745e-06,0.999979,0.00037283252,3,1,coordinated,minor,part,random,combined,and,",",-
3,sibl,coordinated,3,sibl,coordinated,peanut,rush,True,['peanut'],['rush'],1,1,7.579484e-07,3.5080135e-05,1.0989203e-05,0.99995315,0.0007831794,5,16,coordinated,minor,part,random,and,combined,with,","
0,false,random,0,false,random,refinery,weeder,True,['refinery'],"['weed', '##er']",1,2,0.9997837,5.3532676e-05,4.5388897e-05,0.0001174431,0.003259763,1,2,random,coordinated,minor,part,the,wild,randomly,a
3,sibl,coordinated,3,sibl,coordinated,mule,seal,True,['mule'],['seal'],1,1,1.1440823e-06,2.2692628e-05,2.3909026e-06,0.9999738,0.00045515326,2,15,coordinated,minor,part,random,and,combined,",",complex
3,sibl,coordinated,3,sibl,coordinated,mouse,rat,True,['mouse'],['rat'],1,1,0.0001942638,0.28231642,0.00402841,0.7134609,0.89708465,6,11,coordinated,minor,part,random,-,complex,small,and
3,sibl,coordinated,3,sibl,coordinated,rice,sugarcane,True,['rice'],['sugarcane'],1,1,4.9725384e-07,1.6885619e-05,6.6300327e-06,0.9999759,0.00042682185,5,2,coordinated,minor,part,random,and,combined,",",with
3,sibl,coordinated,3,sibl,coordinated,reed,strawberry,True,['reed'],['strawberry'],1,1,5.1402213e-07,1.3291416e-05,3.899267e-06,0.99998236,0.00032156502,5,3,coordinated,minor,part,random,and,",",combined,-
2,mero,part,3,sibl,coordinated,sisal,maguey,False,"['sis', '##al']","['mag', '##ue', '##y']",2,3,4.6988524e-05,0.0002278704,0.9985996,0.0011255778,0.016476806,2,2,part,coordinated,minor,random,parts,or,and,in
3,sibl,coordinated,3,sibl,coordinated,cardamom,buckwheat,True,"['card', '##amo', '##m']","['buck', '##w', '##hea', '##t']",3,4,1.4407549e-06,2.2192658e-05,1.8640018e-05,0.9999578,0.0007249564,2,2,coordinated,minor,part,random,combined,and,-,","
0,false,random,0,false,random,alewife,bakery,True,"['ale', '##wife']",['bakery'],2,1,0.9998191,5.9262857e-05,4.5918503e-05,7.579972e-05,0.0027925475,2,1,random,coordinated,minor,part,the,randomly,wild,.
0,false,random,0,false,random,louse,poky,True,"['lou', '##se']","['po', '##ky']",2,2,0.9998313,4.6509373e-05,6.954631e-05,5.266113e-05,0.002621893,4,3,random,part,coordinated,minor,the,randomly,wild,he
3,sibl,coordinated,3,sibl,coordinated,bat,pachyderm,True,['bat'],"['pac', '##hy', '##der', '##m']",1,4,3.3808594e-06,4.0291558e-05,4.964932e-06,0.99995136,0.0008073157,10,1,coordinated,minor,part,random,and,",",combined,the
3,sibl,coordinated,3,sibl,coordinated,cicada,cockroach,True,"['ci', '##ca', '##da']","['cock', '##ro', '##ach']",3,3,2.7657948e-06,4.5177283e-05,4.551735e-06,0.99994755,0.0008595998,1,1,coordinated,minor,part,random,",",and,combined,the
0,false,random,0,false,random,shadfly,jet,True,"['sha', '##df', '##ly']",['jet'],3,1,0.99916124,0.00024268284,0.00022895687,0.00036717055,0.011082424,1,9,random,coordinated,minor,part,the,wild,zero,.
3,sibl,coordinated,3,sibl,coordinated,tangerine,casuarina,True,"['tang', '##erine']","['cas', '##ua', '##rina']",2,3,5.957694e-07,1.5864465e-05,4.5417964e-06,0.999979,0.0003761381,4,1,coordinated,minor,part,random,combined,and,",",-
3,sibl,coordinated,3,sibl,coordinated,oxali,glasswort,True,"['ox', '##ali']","['glass', '##wo', '##rt']",2,3,8.354439e-07,1.4305253e-05,5.194521e-06,0.9999796,0.00036759462,0,2,coordinated,minor,part,random,combined,and,",",mixed
0,false,random,0,false,random,songbird,coprolith,True,"['song', '##bird']","['cop', '##rol', '##ith']",2,3,0.99993694,2.615361e-05,2.8027009e-05,8.993811e-06,0.001063882,1,1,random,part,minor,coordinated,the,randomly,wild,in
0,false,random,0,false,random,bicycle,rustler,True,['bicycle'],"['rust', '##ler']",1,2,0.99990857,3.2061227e-05,2.5194035e-05,3.4224435e-05,0.001503125,2,1,random,coordinated,minor,part,the,randomly,wild,.
3,sibl,coordinated,3,sibl,coordinated,protea,daphne,True,"['pro', '##tea']",['daphne'],2,1,6.0213205e-07,2.5055038e-05,4.809498e-06,0.9999696,0.0005243867,1,2,coordinated,minor,part,random,and,",",combined,complex
1,hypo,minor,1,hypo,minor,bloodworm,polychaete,True,"['blood', '##worm']","['poly', '##cha', '##ete']",2,3,0.00034307738,0.9964527,0.00072282465,0.002481358,0.038074348,1,1,minor,coordinated,part,random,low,small,major,high
1,hypo,minor,1,hypo,minor,casuarina,tree,True,"['cas', '##ua', '##rina']",['tree'],3,1,4.2828156e-05,0.9988605,0.00092019816,0.00017647342,0.013745749,1,7,minor,part,coordinated,random,small,low,major,high
0,false,random,0,false,random,refinery,godfather,True,['refinery'],['godfather'],1,1,0.9998822,3.681793e-05,4.0690396e-05,4.0274597e-05,0.0018936761,1,2,random,part,coordinated,minor,the,randomly,wild,he
3,sibl,coordinated,3,sibl,coordinated,hen,mule,True,['hen'],['mule'],1,1,1.34663e-06,4.5970228e-05,9.037894e-06,0.9999436,0.00092133926,4,2,coordinated,minor,part,random,",",and,complex,combined
1,hypo,minor,1,hypo,minor,beaver,vertebrate,True,['beaver'],"['ve', '##rte', '##brate']",1,3,1.3208758e-05,0.99986374,8.768409e-05,3.5368193e-05,0.0021153954,8,2,minor,part,coordinated,random,major,non,main,low
2,mero,part,2,mero,part,craniate,tail,True,"['cr', '##ania', '##te']",['tail'],3,1,4.7031654e-07,3.7480513e-06,0.9999958,3.7058935e-08,8.455239e-05,1,11,part,minor,parts,with,random,or,side,portion
3,sibl,coordinated,3,sibl,coordinated,pet,homeotherm,True,['pet'],"['home', '##oth', '##er', '##m']",1,4,4.078706e-05,0.0001283387,3.903262e-05,0.9997918,0.0031257512,7,1,coordinated,minor,random,part,",",and,human,or
0,false,random,0,false,random,selachian,trail,True,"['se', '##la', '##chia', '##n']",['trail'],4,1,0.9997204,9.546487e-05,0.000101126934,8.294844e-05,0.004144909,1,8,random,part,minor,coordinated,the,on,wild,he
0,false,random,0,false,random,refinery,bowerbird,True,['refinery'],"['bow', '##er', '##bird']",1,3,0.9999076,2.476236e-05,3.557485e-05,3.2010696e-05,0.001515803,1,1,random,part,coordinated,minor,the,randomly,wild,he
1,hypo,minor,1,hypo,minor,nematode,animal,True,"['ne', '##mat', '##ode']",['animal'],3,1,8.8282526e-05,0.99894315,0.000668354,0.00030018765,0.013274798,1,2,minor,part,coordinated,random,small,low,major,or
0,false,random,0,false,random,refinery,substitute,True,['refinery'],['substitute'],1,1,0.99981946,5.144367e-05,4.5779256e-05,8.32757e-05,0.0027816948,1,9,random,coordinated,minor,part,the,randomly,wild,in
