pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8
3,sibl,coordinated,3,sibl,coordinated,parsley,rue,True,"['par', '##sley']",['rue'],2,1,1.8709319e-08,6.617796e-06,2.288812e-06,0.99999106,0.00017012496,2,5,coordinated,minor,part,and,",",coordination,or,##pin
0,false,random,0,false,random,mint,hystricomorpha,True,['mint'],"['h', '##yst', '##ric', '##omo', '##rp', '##ha']",1,6,0.99999774,1.493815e-06,5.7525386e-07,1.2839959e-07,4.6954876e-05,8,1,random,minor,part,coordinated,regular,number,card,new
3,sibl,coordinated,3,sibl,coordinated,avocado,redbud,True,"['av', '##oca', '##do']","['red', '##bu', '##d']",3,3,8.197507e-09,2.5855077e-06,1.21285e-05,0.9999852,0.00026752328,3,1,coordinated,part,minor,and,or,",",coordination,red
0,false,random,0,false,random,mint,nicad,True,['mint'],"['nic', '##ad']",1,2,0.9999989,3.212479e-07,5.8818017e-07,1.1419086e-07,2.3198289e-05,8,1,random,part,minor,coordinated,##ed,card,standard,regular
0,false,random,0,false,random,entire,falchion,True,['entire'],"['fa', '##lch', '##ion']",1,3,0.9992719,0.0001365745,0.0005621781,2.926682e-05,0.009313692,5,1,random,part,minor,coordinated,partial,human,genome,sample
3,sibl,coordinated,3,sibl,coordinated,macaw,cockatoo,True,"['mac', '##aw']","['cock', '##ato', '##o']",2,3,1.4968468e-06,5.266206e-05,9.097127e-06,0.9999367,0.0010211046,1,1,coordinated,minor,part,random,and,",",the,or
3,sibl,coordinated,3,sibl,coordinated,leek,annual,True,"['lee', '##k']",['annual'],2,1,6.320242e-07,1.5534905e-06,3.0150488e-06,0.99999475,0.00010576722,2,4,coordinated,part,minor,random,coordination,organized,national,wild
3,sibl,coordinated,3,sibl,coordinated,flax,safflower,True,"['fl', '##ax']","['sa', '##ff', '##lowe', '##r']",2,4,1.9323178e-08,3.287474e-07,1.0068711e-06,0.99999857,2.9611607e-05,2,1,coordinated,part,and,minor,or,",",coordination,-
3,sibl,coordinated,3,sibl,coordinated,osprey,thoroughbred,True,"['os', '##pre', '##y']",['thoroughbred'],3,1,3.997526e-07,3.3953853e-05,1.8203424e-06,0.99996376,0.00059948256,1,4,coordinated,minor,part,and,or,random,coordination,","
3,sibl,coordinated,3,sibl,coordinated,yucca,artemisia,True,"['yu', '##cca']","['artemis', '##ia']",2,2,8.352046e-08,4.753664e-06,4.9418404e-06,0.9999902,0.0001872306,1,1,coordinated,part,minor,and,random,",",coordination,or
3,sibl,coordinated,3,sibl,coordinated,soapwort,dahlia,True,"['soap', '##wo', '##rt']","['dahl', '##ia']",3,2,9.428231e-09,1.6708346e-06,5.9523137e-07,0.99999774,4.7893427e-05,1,1,coordinated,minor,part,and,",",coordination,or,random
0,false,random,0,false,random,barge,russell,True,['barge'],['russell'],1,1,0.99937063,3.036642e-05,0.00058446714,1.4507007e-05,0.007874017,3,7,random,part,minor,coordinated,on,of,tom,to
3,sibl,coordinated,3,sibl,coordinated,asparagus,corn,True,"['as', '##para', '##gus']",['corn'],3,1,1.018818e-08,5.722288e-07,2.2031459e-06,0.99999714,5.757985e-05,2,9,coordinated,part,minor,and,",",or,coordination,organized
0,false,random,0,false,random,refinery,yardie,True,['refinery'],"['yard', '##ie']",1,2,0.9999869,1.2792915e-06,2.029593e-06,9.828487e-06,0.000245835,1,1,random,coordinated,part,minor,-,new,secret,quick
1,hypo,minor,1,hypo,minor,wheatgrass,grass,True,"['wheat', '##grass']",['grass'],2,1,1.15980864e-10,1.0,8.538928e-09,6.1876076e-10,2.5162726e-07,1,11,minor,major,small,part,main,another,lesser,other
0,false,random,0,false,random,marten,defense,True,"['mart', '##en']",['defense'],2,1,0.9997645,2.2526912e-05,0.00020990233,3.0924577e-06,0.0033086685,1,12,random,part,minor,coordinated,plan,quick,point,-
0,false,random,0,false,random,crawfish,mantelet,True,"['cr', '##aw', '##fish']","['man', '##tel', '##et']",3,3,0.99977344,2.4038018e-06,0.0002232919,8.683232e-07,0.0030974285,4,2,random,part,minor,coordinated,',the,chalk,on
3,sibl,coordinated,3,sibl,coordinated,kookaburra,whippet,True,"['ko', '##oka', '##bu', '##rra']","['whip', '##pet']",4,2,2.4871952e-07,8.311278e-06,1.2342907e-06,0.9999902,0.00018405095,1,1,coordinated,minor,and,part,the,",",or,random
0,false,random,0,false,random,mint,coke,True,['mint'],['coke'],1,1,0.9999958,4.477724e-07,6.6507744e-07,3.0069286e-06,8.418154e-05,8,4,random,coordinated,part,minor,zero,limited,##rum,new
0,false,random,0,false,random,bullock,enamel,True,['bullock'],['enamel'],1,1,0.99999,1.3318538e-06,8.276939e-06,4.273407e-07,0.00018921868,2,5,random,part,minor,coordinated,white,blank,##s,-
0,false,random,0,false,random,serow,pyelogram,True,"['ser', '##ow']","['p', '##ye', '##logram']",2,3,0.99993527,3.211795e-06,5.1316096e-05,1.0197402e-05,0.0010523468,1,1,random,part,coordinated,minor,digital,-,computer,game
1,hypo,minor,1,hypo,minor,barge,vessel,True,['barge'],['vessel'],1,1,1.9603024e-07,0.9987238,7.257143e-07,0.0012752162,0.014120325,3,3,minor,coordinated,small,or,major,motor,smaller,light
3,sibl,coordinated,3,sibl,coordinated,senna,buckthorn,True,"['sen', '##na']","['buck', '##thor', '##n']",2,3,1.0754449e-08,3.2517403e-06,4.5590764e-06,0.99999225,0.00015180676,1,3,coordinated,part,minor,and,",",or,coordination,-
0,false,random,0,false,random,refinery,esophagoscope,True,['refinery'],"['es', '##op', '##ha', '##gos', '##cope']",1,5,0.9999912,5.8657076e-07,4.825436e-07,7.728964e-06,0.00016624232,1,1,random,coordinated,minor,part,##nova,neutron,sparrow,new
0,false,random,0,false,random,parrot,knife,True,['parrot'],['knife'],1,1,0.9988753,1.856912e-05,0.0010859665,2.0153342e-05,0.0129211685,3,4,random,part,coordinated,minor,hand,quick,with,-
0,false,random,0,false,random,dotterel,jerkin,True,"['dot', '##ter', '##el']","['jerk', '##in']",3,2,0.9999521,7.2645753e-06,3.4803583e-05,5.857348e-06,0.0008104103,1,1,random,part,minor,coordinated,the,pocket,human,national
3,sibl,coordinated,3,sibl,coordinated,chick,trout,True,['chick'],['trout'],1,1,3.7948556e-07,0.00026487475,6.2022145e-06,0.9997285,0.003654285,2,2,coordinated,minor,and,part,",",or,&,coordination
0,false,random,0,false,random,mint,crutch,True,['mint'],"['cr', '##ut', '##ch']",1,3,0.99997926,3.84719e-07,2.019891e-05,1.8754623e-07,0.0003573232,8,2,random,part,minor,card,coordinated,##rum,number,check
3,sibl,coordinated,3,sibl,coordinated,rhubarb,dandelion,True,"['r', '##hu', '##bar', '##b']","['dan', '##del', '##ion']",4,3,2.7254268e-08,3.0678943e-06,5.5783216e-06,0.9999913,0.00016669137,2,1,coordinated,part,minor,and,coordination,or,",",random
2,mero,part,2,mero,part,fish,fishbone,True,['fish'],"['fish', '##bone']",1,2,0.0124108875,0.0010062117,0.98658204,7.962709e-07,0.10785107,6,1,part,random,minor,parts,side,whole,joint,partial
3,sibl,coordinated,3,sibl,coordinated,guppy,songbird,True,"['gu', '##ppy']","['song', '##bird']",2,2,1.7910851e-07,1.4678356e-05,1.8163928e-06,0.9999833,0.00029832017,1,1,coordinated,minor,part,and,",",the,or,coordination
3,sibl,coordinated,3,sibl,coordinated,henbane,flax,True,"['hen', '##bane']","['fl', '##ax']",2,2,4.8159166e-08,8.0059095e-07,5.3832184e-07,0.99999857,3.0572915e-05,1,2,coordinated,minor,part,and,",",or,coordination,random
0,false,random,0,false,random,refinery,photostat,True,['refinery'],"['photos', '##tat']",1,2,0.9999964,8.413287e-08,1.2582196e-07,3.3951642e-06,7.170457e-05,1,3,random,coordinated,part,##nova,minor,neutron,quick,digital
3,sibl,coordinated,3,sibl,coordinated,wheat,flax,True,['wheat'],"['fl', '##ax']",1,2,1.3081862e-07,5.466164e-07,3.6574056e-07,0.9999989,2.3644896e-05,3,2,coordinated,minor,part,and,random,or,",",coordination
3,sibl,coordinated,3,sibl,coordinated,caladium,hyacinth,True,"['cal', '##adi', '##um']","['h', '##ya', '##cin', '##th']",3,4,1.4056262e-08,7.428048e-07,7.4820457e-07,0.99999857,3.2952314e-05,1,2,coordinated,part,minor,and,sea,red,coordination,random
1,hypo,minor,1,hypo,minor,blackberry,plant,True,['blackberry'],['plant'],1,1,6.003289e-10,1.0,3.6084788e-09,2.0602328e-10,1.2622256e-07,3,10,minor,major,small,main,lesser,subsidiary,other,local
0,false,random,0,false,random,mint,bubblejet,True,['mint'],"['bubble', '##jet']",1,2,0.9999995,4.9806932e-08,1.6853294e-07,3.900206e-07,1.4163768e-05,8,1,random,coordinated,part,minor,card,automatic,##ed,universal
