pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target
3,sibl,3,sibl,parsley,rue,True,"['Ġpars', 'ley']","['Ġr', 'ue']",2,2,0.0002900431,0.0056290952,0.023617307,0.9704635,0.21507867,2,5
3,sibl,0,false,mint,hystricomorpha,False,['Ġmint'],"['Ġhy', 'st', 'ric', 'om', 'or', 'pha']",1,6,0.00033662157,0.016742134,0.010023148,0.9728981,0.20779228,8,1
3,sibl,3,sibl,avocado,redbud,True,['Ġavocado'],"['Ġred', 'b', 'ud']",1,3,0.000103567436,0.0018902494,0.012548136,0.985458,0.11855753,3,1
3,sibl,0,false,mint,nicad,False,['Ġmint'],"['Ġnic', 'ad']",1,2,0.0011167856,0.08819032,0.032639798,0.8780531,0.6457933,8,1
2,mero,0,false,entire,falchion,False,['Ġentire'],"['Ġfal', 'ch', 'ion']",1,3,5.1844385e-05,0.00019167933,0.9932498,0.006506735,0.060074605,5,1
1,hypo,3,sibl,macaw,cockatoo,False,"['Ġmac', 'aw']","['Ġcock', 'at', 'oo']",2,3,0.0010209366,0.38523927,0.2769965,0.3367433,1.5820949,1,1
3,sibl,3,sibl,leek,annual,True,"['Ġle', 'ek']",['Ġannual'],2,1,0.00025548085,0.01478554,0.006363025,0.978596,0.16991194,2,4
3,sibl,3,sibl,flax,safflower,True,"['Ġfl', 'ax']","['Ġsa', 'ff', 'lower']",2,3,7.285524e-05,0.0010811326,0.0040018847,0.9948441,0.050948586,2,1
1,hypo,3,sibl,osprey,thoroughbred,False,"['Ġo', 'sp', 'rey']","['Ġthorough', 'bred']",3,2,0.0024448254,0.8264549,0.059332214,0.11176805,0.8436069,1,4
3,sibl,3,sibl,yucca,artemisia,True,"['Ġy', 'u', 'cca']","['Ġart', 'emis', 'ia']",3,3,7.2940886e-05,0.0009862226,0.0030943833,0.99584645,0.042625673,1,1
3,sibl,3,sibl,soapwort,dahlia,True,"['Ġsoap', 'w', 'ort']","['Ġd', 'ahl', 'ia']",3,3,0.00013842994,0.0040993113,0.009721101,0.9860411,0.119263135,1,1
3,sibl,0,false,barge,russell,False,"['Ġb', 'arge']","['Ġr', 'us', 'sell']",2,3,0.00056317,0.0288267,0.09774988,0.87286025,0.6527323,3,7
3,sibl,3,sibl,asparagus,corn,True,"['Ġas', 'par', 'agus']",['Ġcorn'],3,1,0.00016761401,0.004350281,0.029643534,0.96583855,0.23513652,2,9
3,sibl,0,false,refinery,yardie,False,['Ġrefinery'],"['Ġyard', 'ie']",1,2,4.1356047e-06,7.549902e-06,2.2707616e-05,0.99996555,0.0006023358,1,1
3,sibl,1,hypo,wheatgrass,grass,False,"['Ġwheat', 'grass']",['Ġgrass'],2,1,0.00011900366,0.003963856,0.0077544134,0.9881627,0.104518995,1,11
2,mero,0,false,marten,defense,False,"['Ġmart', 'en']",['Ġdefense'],2,1,0.0008709955,0.018477106,0.973929,0.0067229397,0.20088233,1,12
2,mero,0,false,crawfish,mantelet,False,"['Ġcraw', 'fish']","['Ġm', 'ante', 'let']",2,3,0.0003366904,0.0004957841,0.99807847,0.0010890365,0.022815492,4,2
3,sibl,3,sibl,kookaburra,whippet,True,"['Ġk', 'ook', 'ab', 'ur', 'ra']","['Ġwh', 'ipp', 'et']",5,3,0.004121042,0.26186147,0.3642152,0.36980227,1.6003028,1,1
3,sibl,0,false,mint,coke,False,['Ġmint'],"['Ġco', 'ke']",1,2,0.00089083094,0.0024086304,0.4328346,0.5638659,1.0189664,8,4
2,mero,0,false,bullock,enamel,False,"['Ġbull', 'ock']","['Ġen', 'amel']",2,2,0.00026084157,0.0008248376,0.9758463,0.023067944,0.17141931,2,5
2,mero,0,false,serow,pyelogram,False,"['Ġser', 'ow']","['Ġpy', 'el', 'ogram']",2,3,0.025313059,0.029225057,0.9049763,0.04048558,0.60087425,1,1
2,mero,1,hypo,barge,vessel,False,"['Ġb', 'arge']",['Ġvessel'],2,1,0.00049346674,0.0037039348,0.993061,0.0027415697,0.06864522,3,3
3,sibl,3,sibl,senna,buckthorn,True,"['Ġs', 'enna']","['Ġbuck', 'th', 'orn']",2,3,0.00012705098,0.0038878543,0.0040695416,0.9919155,0.076705694,1,3
3,sibl,0,false,refinery,esophagoscope,False,['Ġrefinery'],"['Ġes', 'oph', 'ag', 'oscope']",1,4,7.3386254e-05,5.6415596e-05,0.0038586205,0.9960116,0.03848391,1,1
2,mero,0,false,parrot,knife,False,"['Ġpar', 'rot']",['Ġknife'],2,1,9.104615e-05,0.00040394726,0.99884474,0.0006602555,0.014417148,3,4
3,sibl,0,false,dotterel,jerkin,False,"['Ġd', 'ott', 'ere', 'l']","['Ġjer', 'kin']",4,2,0.00024383317,0.004238503,0.13973929,0.85577834,0.62536734,1,1
3,sibl,3,sibl,chick,trout,True,['Ġchick'],['Ġtrout'],1,1,0.0014784125,0.13427873,0.4167999,0.44744298,1.4482391,2,2
2,mero,0,false,mint,crutch,False,['Ġmint'],"['Ġcr', 'utch']",1,2,0.00060219766,0.008652589,0.9060851,0.08466009,0.49622837,8,2
3,sibl,3,sibl,rhubarb,dandelion,True,"['Ġrh', 'ub', 'arb']","['Ġd', 'andel', 'ion']",3,3,0.00014569335,0.0035975212,0.030460702,0.96579605,0.23298422,2,1
2,mero,2,mero,fish,fishbone,True,['Ġfish'],"['Ġfish', 'bone']",1,2,4.6873887e-05,0.0001772305,0.99917656,0.0005993595,0.010485948,6,1
1,hypo,3,sibl,guppy,songbird,False,"['Ġgu', 'ppy']","['Ġsong', 'bird']",2,2,0.0010069173,0.64851004,0.14860839,0.20187469,1.2899687,1,1
3,sibl,3,sibl,henbane,flax,True,"['Ġhen', 'bane']","['Ġfl', 'ax']",2,2,8.089284e-05,0.0011919093,0.006103291,0.9926239,0.06817515,1,2
3,sibl,0,false,refinery,photostat,False,['Ġrefinery'],"['Ġphot', 'ost', 'at']",1,3,0.05311504,0.0026262852,0.077873275,0.86638534,0.7135005,1,3
3,sibl,3,sibl,wheat,flax,True,['Ġwheat'],"['Ġfl', 'ax']",1,2,0.00015179769,0.0018530755,0.032826655,0.9651684,0.22991186,3,2
3,sibl,3,sibl,caladium,hyacinth,True,"['Ġcal', 'adium']","['Ġhy', 'ac', 'inth']",2,3,0.00013403305,0.0048138304,0.0018978746,0.9931543,0.06578594,1,2
3,sibl,1,hypo,blackberry,plant,False,"['Ġblack', 'berry']",['Ġplant'],2,1,0.0009644461,0.11765539,0.394734,0.48664618,1.4079155,3,10
3,sibl,0,false,mint,bubblejet,False,['Ġmint'],"['Ġbubble', 'jet']",1,2,0.0017284867,0.0035195716,0.45952874,0.5352231,1.0426915,8,1
3,sibl,3,sibl,parsley,saxifrage,True,"['Ġpars', 'ley']","['Ġsax', 'if', 'rage']",2,3,0.000115751405,0.003117773,0.0018145972,0.99495184,0.05125836,2,1
2,mero,0,false,mint,waistcloth,False,['Ġmint'],"['Ġwaist', 'cloth']",1,2,0.0002628435,0.00069216103,0.9976453,0.0013996392,0.027054071,8,1
3,sibl,0,false,refinery,dravidian,False,['Ġrefinery'],"['Ġd', 'rav', 'idian']",1,3,0.00014959752,0.008433182,0.009412396,0.98200476,0.14908652,1,2
2,mero,0,false,refinery,revetement,False,['Ġrefinery'],"['Ġreve', 't', 'ement']",1,3,0.002364297,0.0028348141,0.8740974,0.12070349,0.58251005,1,1
2,mero,2,mero,vertebrate,belly,True,"['Ġverte', 'brate']",['Ġbelly'],2,1,0.00012230288,0.00088209077,0.99827194,0.0007236786,0.02058057,2,6
3,sibl,0,false,refinery,loungewear,False,['Ġrefinery'],"['Ġlou', 'ng', 'ew', 'ear']",1,4,1.7248905e-05,3.87454e-05,0.00023183055,0.99971217,0.0040552327,1,1
3,sibl,0,false,refinery,dihybrid,False,['Ġrefinery'],"['Ġdi', 'hy', 'brid']",1,3,0.00046249077,0.0011000419,0.0094112,0.98902625,0.09503026,1,1
3,sibl,3,sibl,tulip,hydrillum,True,"['Ġtul', 'ip']","['Ġhy', 'dr', 'ill', 'um']",2,4,0.00016093529,0.0067493008,0.01344911,0.97964066,0.16337307,1,0
3,sibl,0,false,refinery,bluestocking,False,['Ġrefinery'],"['Ġblu', 'est', 'ocking']",1,3,4.3369157e-05,0.0003808173,0.0032274514,0.99634844,0.03692114,1,1
3,sibl,3,sibl,peach,fig,True,['Ġpeach'],['Ġfig'],1,1,0.0002719053,0.016012508,0.10052867,0.8831869,0.59018934,5,4
3,sibl,0,false,refinery,shopper,False,['Ġrefinery'],"['Ġsho', 'pper']",1,2,2.7542714e-05,2.4264325e-05,0.0001364563,0.9998117,0.0028128286,1,2
2,mero,0,false,tadpole,omnibus,False,"['Ġtad', 'pole']","['Ġomn', 'ibus']",2,2,0.001703933,0.0038762514,0.9938419,0.00057794823,0.06179778,1,3
3,sibl,3,sibl,peppermint,oleander,True,"['Ġpepper', 'mint']","['Ġo', 'le', 'ander']",2,3,9.483191e-05,0.0010522183,0.0062675374,0.99258536,0.06819862,3,1
3,sibl,3,sibl,peanut,rush,True,['Ġpeanut'],['Ġrush'],1,1,1.086132e-05,4.3364726e-05,0.00031390035,0.9996319,0.004991568,5,16
3,sibl,0,false,refinery,weeder,False,['Ġrefinery'],"['Ġwe', 'eder']",1,2,1.2337644e-05,9.978755e-05,0.00011958791,0.9997683,0.0034198363,1,2
2,mero,3,sibl,mule,seal,False,"['Ġm', 'ule']",['Ġseal'],2,1,0.00070609327,0.096032575,0.80829066,0.09497067,0.90275806,2,15
2,mero,3,sibl,mouse,rat,False,['Ġmouse'],['Ġrat'],1,1,0.0012418139,0.24413384,0.64010066,0.11452368,1.2786392,6,11
3,sibl,3,sibl,rice,sugarcane,True,['Ġrice'],"['Ġsugar', 'c', 'ane']",1,3,0.00015064447,0.0032860236,0.06162381,0.9349395,0.36751157,5,2
3,sibl,3,sibl,reed,strawberry,True,"['Ġre', 'ed']",['Ġstrawberry'],2,1,0.0007594675,0.07803193,0.3448912,0.5763174,1.2829002,5,3
3,sibl,3,sibl,sisal,maguey,True,"['Ġs', 'isal']","['Ġm', 'ague', 'y']",2,3,9.7755146e-05,0.0012183875,0.027164895,0.971519,0.1949106,2,2
3,sibl,3,sibl,cardamom,buckwheat,True,"['Ġcard', 'am', 'om']","['Ġbuck', 'whe', 'at']",3,3,7.463128e-05,0.0011290135,0.0049004504,0.99389595,0.058456913,2,2
2,mero,0,false,alewife,bakery,False,"['Ġale', 'wife']",['Ġbakery'],2,1,0.00038576042,0.0013084065,0.98474693,0.013558949,0.12287124,2,1
3,sibl,0,false,louse,poky,False,"['Ġl', 'ouse']","['Ġp', 'oky']",2,2,0.00051406125,0.019746859,0.1286902,0.8510488,0.6961241,4,3
1,hypo,3,sibl,bat,pachyderm,False,['Ġbat'],"['Ġp', 'achy', 'der', 'm']",1,4,0.0008116984,0.8080048,0.12923434,0.061949216,0.88692683,10,1
2,mero,3,sibl,cicada,cockroach,False,"['Ġc', 'ic', 'ada']","['Ġcock', 'roach']",3,2,0.0011621639,0.22180869,0.7119518,0.06507743,1.098712,1,1
2,mero,0,false,shadfly,jet,False,"['Ġsh', 'ad', 'fly']",['Ġjet'],3,1,0.0006170974,0.0066272705,0.84174657,0.1510091,0.6755991,1,9
3,sibl,3,sibl,tangerine,casuarina,True,"['Ġt', 'anger', 'ine']","['Ġcas', 'u', 'ar', 'ina']",3,4,9.29833e-05,0.0014388055,0.0063213236,0.9921469,0.072294734,4,1
3,sibl,3,sibl,oxali,glasswort,True,"['Ġox', 'ali']","['Ġglass', 'w', 'ort']",2,3,0.00017852192,0.006217096,0.0064509003,0.9871535,0.113144,0,2
3,sibl,0,false,songbird,coprolith,False,"['Ġsong', 'bird']","['Ġcop', 'rol', 'ith']",2,3,0.0010647312,0.1539341,0.059466347,0.78553486,0.94177616,1,1
2,mero,0,false,bicycle,rustler,False,['Ġbicycle'],"['Ġrust', 'ler']",1,2,0.0017043643,0.0059837806,0.98840827,0.0039036716,0.10772214,2,1
3,sibl,3,sibl,protea,daphne,True,"['Ġprote', 'a']","['Ġd', 'aph', 'ne']",2,3,0.0003575613,0.015660373,0.034181222,0.94980085,0.335063,1,2
2,mero,1,hypo,bloodworm,polychaete,False,"['Ġblood', 'worm']","['Ġpoly', 'cha', 'ete']",2,3,0.0012444851,0.19597785,0.71681666,0.08596102,1.1214211,1,1
3,sibl,1,hypo,casuarina,tree,False,"['Ġcas', 'u', 'ar', 'ina']",['Ġtree'],4,1,0.00064829807,0.06607013,0.06695792,0.8663237,0.70637584,1,7
3,sibl,0,false,refinery,godfather,False,['Ġrefinery'],"['Ġgod', 'father']",1,2,6.579502e-05,5.5281667e-05,0.0008807715,0.9989981,0.012079361,1,2
2,mero,3,sibl,hen,mule,False,['Ġhen'],"['Ġm', 'ule']",1,2,0.0011815879,0.22799483,0.44602,0.32480353,1.5442687,4,2
1,hypo,1,hypo,beaver,vertebrate,True,"['Ġbe', 'aver']","['Ġverte', 'brate']",2,2,0.00065715803,0.81989914,0.15060587,0.028837765,0.8006913,8,2
2,mero,2,mero,craniate,tail,True,"['Ġcr', 'ani', 'ate']",['Ġtail'],3,1,0.00016404732,0.00081945554,0.9986993,0.00031716173,0.016025987,1,11
2,mero,3,sibl,pet,homeotherm,False,['Ġpet'],"['Ġhome', 'other', 'm']",1,3,0.002804235,0.0073042144,0.87192994,0.11796157,0.6117552,7,1
2,mero,0,false,selachian,trail,False,"['Ġse', 'l', 'ach', 'ian']",['Ġtrail'],4,1,0.000985481,0.014733779,0.7519195,0.23236127,0.8980452,1,8
