pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8
3,sibl,coordinated,3,sibl,coordinated,parsley,rue,True,"['par', '##sley']",['rue'],2,1,4.3061526e-08,9.60179e-06,5.27007e-06,0.999985,0.00027500064,2,5,coordinated,minor,part,and,coordination,##pin,or,","
0,false,random,0,false,random,mint,hystricomorpha,True,['mint'],"['h', '##yst', '##ric', '##omo', '##rp', '##ha']",1,6,0.9999999,5.6071926e-08,1.1200239e-07,6.8512422e-09,4.2945953e-06,8,1,random,part,minor,coordinated,zero,new,automatic,##rum
3,sibl,coordinated,3,sibl,coordinated,avocado,redbud,True,"['av', '##oca', '##do']","['red', '##bu', '##d']",3,3,1.1858724e-08,4.3884293e-06,4.9989317e-06,0.9999906,0.00018003439,3,1,coordinated,part,minor,and,or,coordination,",",/
0,false,random,0,false,random,mint,nicad,True,['mint'],"['nic', '##ad']",1,2,0.9999999,1.9994586e-08,9.345824e-08,4.3273833e-09,2.985945e-06,8,1,random,part,minor,standard,coordinated,automatic,regular,card
0,false,random,0,false,random,entire,falchion,True,['entire'],"['fa', '##lch', '##ion']",1,3,0.9999809,2.922471e-06,1.5940537e-05,1.471511e-07,0.000338456,5,1,random,part,minor,coordinated,partial,computer,human,genetic
3,sibl,coordinated,3,sibl,coordinated,macaw,cockatoo,True,"['mac', '##aw']","['cock', '##ato', '##o']",2,3,2.7439379e-05,9.4541574e-05,0.00053002505,0.999348,0.008387597,1,1,coordinated,part,minor,random,the,and,red,or
3,sibl,coordinated,3,sibl,coordinated,leek,annual,True,"['lee', '##k']",['annual'],2,1,5.6802246e-06,1.6865722e-06,9.850856e-06,0.99998283,0.0003200956,2,4,coordinated,part,random,minor,annual,an,late,third
3,sibl,coordinated,3,sibl,coordinated,flax,safflower,True,"['fl', '##ax']","['sa', '##ff', '##lowe', '##r']",2,4,2.4750835e-09,8.2992847e-07,8.9611126e-07,0.9999982,3.73322e-05,2,1,coordinated,part,minor,and,",",or,-,coordination
3,sibl,coordinated,3,sibl,coordinated,osprey,thoroughbred,True,"['os', '##pre', '##y']",['thoroughbred'],3,1,1.1606453e-05,0.0001265646,5.305408e-05,0.9998087,0.0028583398,1,4,coordinated,minor,part,random,and,or,the,/
3,sibl,coordinated,3,sibl,coordinated,yucca,artemisia,True,"['yu', '##cca']","['artemis', '##ia']",2,2,2.8441867e-09,1.1806976e-06,1.2615715e-06,0.9999975,5.1578798e-05,1,1,coordinated,part,minor,and,",",or,coordination,-
3,sibl,coordinated,3,sibl,coordinated,soapwort,dahlia,True,"['soap', '##wo', '##rt']","['dahl', '##ia']",3,2,1.7225833e-08,6.2124013e-06,3.2323212e-06,0.9999906,0.00018060936,1,1,coordinated,minor,part,and,",",or,coordination,&
0,false,random,0,false,random,barge,russell,True,['barge'],['russell'],1,1,0.999997,6.496194e-08,2.8833283e-06,3.6025284e-08,5.980565e-05,3,7,random,part,minor,coordinated,game,night,on,of
3,sibl,coordinated,3,sibl,coordinated,asparagus,corn,True,"['as', '##para', '##gus']",['corn'],3,1,1.8492357e-09,6.89066e-07,8.347182e-07,0.99999845,3.3248616e-05,2,9,coordinated,part,minor,and,",",or,&,organized
0,false,random,0,false,random,refinery,yardie,True,['refinery'],"['yard', '##ie']",1,2,0.999995,3.9656936e-07,6.681277e-07,3.9204288e-06,9.977531e-05,1,1,random,coordinated,part,minor,zero,night,the,##vd
1,hypo,minor,1,hypo,minor,wheatgrass,grass,True,"['wheat', '##grass']",['grass'],2,1,1.3408346e-09,1.0,3.3553874e-08,1.9443462e-09,9.288931e-07,1,11,minor,major,small,main,part,a,lesser,perennial
0,false,random,0,false,random,marten,defense,True,"['mart', '##en']",['defense'],2,1,0.9999989,5.1402548e-08,1.0697495e-06,1.6469276e-08,2.4436034e-05,1,12,random,part,minor,coordinated,',night,personal,blank
0,false,random,0,false,random,crawfish,mantelet,True,"['cr', '##aw', '##fish']","['man', '##tel', '##et']",3,3,0.9999883,1.5304726e-08,1.1643706e-05,4.263984e-09,0.00020812548,4,2,random,part,',personal,minor,on,.,the
3,sibl,coordinated,3,sibl,coordinated,kookaburra,whippet,True,"['ko', '##oka', '##bu', '##rra']","['whip', '##pet']",4,2,2.9148991e-06,1.8389115e-05,1.5183143e-05,0.9999635,0.00063853967,1,1,coordinated,minor,part,random,and,or,coordination,national
0,false,random,0,false,random,mint,coke,True,['mint'],['coke'],1,1,0.9999999,2.1028777e-08,6.994054e-08,3.0234286e-08,3.1259478e-06,8,4,random,part,coordinated,minor,##rum,automatic,zero,new
0,false,random,0,false,random,bullock,enamel,True,['bullock'],['enamel'],1,1,0.9999999,3.9337916e-08,1.2929688e-07,6.338019e-09,4.2709567e-06,2,5,random,part,minor,coordinated,white,blank,',.
0,false,random,0,false,random,serow,pyelogram,True,"['ser', '##ow']","['p', '##ye', '##logram']",2,3,0.9999925,1.217449e-07,7.202314e-06,2.6083472e-07,0.00014254573,1,1,random,part,coordinated,minor,digital,on,video,'
1,hypo,minor,1,hypo,minor,barge,vessel,True,['barge'],['vessel'],1,1,1.4631344e-05,0.9999683,1.2519489e-06,1.577408e-05,0.0005568254,3,3,minor,coordinated,random,small,major,part,smaller,main
3,sibl,coordinated,3,sibl,coordinated,senna,buckthorn,True,"['sen', '##na']","['buck', '##thor', '##n']",2,3,9.297179e-09,4.102245e-06,1.427978e-06,0.9999945,0.00010929744,1,3,coordinated,minor,part,and,or,",",coordination,&
0,false,random,0,false,random,refinery,esophagoscope,True,['refinery'],"['es', '##op', '##ha', '##gos', '##cope']",1,5,0.999997,5.7839646e-08,1.8166247e-07,2.7907479e-06,6.1249906e-05,1,1,random,coordinated,part,minor,##nova,##48,zero,night
0,false,random,0,false,random,parrot,knife,True,['parrot'],['knife'],1,1,0.99999154,7.219423e-08,8.30301e-06,4.8841795e-08,0.00015516132,3,4,random,part,minor,coordinated,quick,hand,automatic,##s
0,false,random,0,false,random,dotterel,jerkin,True,"['dot', '##ter', '##el']","['jerk', '##in']",3,2,0.9999356,1.5745496e-06,6.241714e-05,3.080222e-07,0.0010015342,1,1,random,part,minor,coordinated,the,partial,quick,card
3,sibl,coordinated,3,sibl,coordinated,chick,trout,True,['chick'],['trout'],1,1,5.952741e-07,0.00010538589,0.00011820175,0.9997758,0.0032701634,2,2,coordinated,part,minor,and,or,&,red,sea
0,false,random,0,false,random,mint,crutch,True,['mint'],"['cr', '##ut', '##ch']",1,3,0.99999356,5.6034576e-08,6.449283e-06,7.3531377e-09,0.000122036836,8,2,random,part,minor,##rum,check,card,automatic,blank
3,sibl,coordinated,3,sibl,coordinated,rhubarb,dandelion,True,"['r', '##hu', '##bar', '##b']","['dan', '##del', '##ion']",4,3,1.0241374e-08,1.6976674e-06,2.5667528e-06,0.9999957,8.658687e-05,2,1,coordinated,part,minor,and,or,coordination,",",&
2,mero,part,2,mero,part,fish,fishbone,True,['fish'],"['fish', '##bone']",1,2,0.06680892,2.9718767e-06,0.9331881,3.713112e-09,0.3539594,6,1,part,random,parts,minor,side,bit,tape,##bone
3,sibl,coordinated,3,sibl,coordinated,guppy,songbird,True,"['gu', '##ppy']","['song', '##bird']",2,2,1.1676749e-05,0.00010027389,0.00012723575,0.9997608,0.003514849,1,1,coordinated,part,minor,random,the,and,or,","
3,sibl,coordinated,3,sibl,coordinated,henbane,flax,True,"['hen', '##bane']","['fl', '##ax']",2,2,2.4604638e-08,2.5772877e-06,1.6345704e-06,0.9999957,8.599727e-05,1,2,coordinated,minor,part,and,or,",",coordination,-
0,false,random,0,false,random,refinery,photostat,True,['refinery'],"['photos', '##tat']",1,2,0.9999951,3.475895e-08,7.547152e-08,4.7499166e-06,9.3694085e-05,1,3,random,coordinated,##vd,part,##nova,##48,minor,zero
3,sibl,coordinated,3,sibl,coordinated,wheat,flax,True,['wheat'],"['fl', '##ax']",1,2,7.87423e-09,1.3427181e-06,1.1776983e-06,0.9999975,5.321069e-05,3,2,coordinated,minor,part,and,or,",",coordination,&
3,sibl,coordinated,3,sibl,coordinated,caladium,hyacinth,True,"['cal', '##adi', '##um']","['h', '##ya', '##cin', '##th']",3,4,1.7991499e-09,2.2280308e-06,1.0503376e-06,0.99999666,6.74753e-05,1,2,coordinated,minor,part,and,coordination,or,salt,","
1,hypo,minor,1,hypo,minor,blackberry,plant,True,['blackberry'],['plant'],1,1,2.2033673e-09,1.0,2.1522935e-09,6.052991e-11,1.2738595e-07,3,10,minor,major,main,small,local,other,national,lesser
0,false,random,0,false,random,mint,bubblejet,True,['mint'],"['bubble', '##jet']",1,2,1.0,8.12868e-10,7.83709e-09,7.9209155e-09,4.4874034e-07,8,1,random,coordinated,part,automatic,new,minor,card,##rum
3,sibl,coordinated,3,sibl,coordinated,parsley,saxifrage,True,"['par', '##sley']","['sax', '##if', '##rage']",2,3,2.5202846e-08,3.7608615e-06,3.4883635e-06,0.9999927,0.0001421403,2,1,coordinated,minor,part,and,coordination,or,",",random
0,false,random,0,false,random,mint,waistcloth,True,['mint'],"['waist', '##cloth']",1,2,0.9999999,1.5071045e-08,6.895741e-08,2.457682e-09,2.1883595e-06,8,1,random,part,minor,card,check,standard,zero,coordinated
0,false,random,0,false,random,refinery,dravidian,True,['refinery'],"['dr', '##avi', '##dian']",1,3,0.99997973,2.8380498e-06,3.0452359e-06,1.4278827e-05,0.0003670792,1,2,random,coordinated,part,minor,zero,##vid,the,new
0,false,random,0,false,random,refinery,revetement,True,['refinery'],"['rev', '##ete', '##ment']",1,3,0.9999995,4.8842924e-08,7.4629575e-08,3.5325732e-07,1.1212383e-05,1,1,random,coordinated,part,minor,##nova,zero,automatic,##ware
2,mero,part,2,mero,part,vertebrate,belly,True,"['ve', '##rte', '##brate']",['belly'],3,1,8.0499776e-05,7.548294e-08,0.9999194,1.1291987e-09,0.0012129247,2,6,part,random,parts,side,quarter,head,hand,portion
0,false,random,0,false,random,refinery,loungewear,True,['refinery'],"['lounge', '##wear']",1,2,0.9999932,1.6368352e-07,7.1607126e-08,6.6139487e-06,0.00012899243,1,1,random,coordinated,minor,part,night,zero,new,##nova
0,false,random,0,false,random,refinery,dihybrid,True,['refinery'],"['di', '##hy', '##bri', '##d']",1,4,0.99999166,4.673636e-07,4.804307e-07,7.333897e-06,0.00015695897,1,1,random,coordinated,part,minor,##nova,##48,zero,##vd
3,sibl,coordinated,3,sibl,coordinated,tulip,hydrillum,True,"['tu', '##lip']","['h', '##yd', '##rill', '##um']",2,4,1.8897026e-09,1.2342769e-06,1.7242859e-06,0.99999714,6.159302e-05,1,0,coordinated,part,minor,coordination,and,or,",",##rill
0,false,random,0,false,random,refinery,bluestocking,True,['refinery'],"['blues', '##tock', '##ing']",1,3,0.9999957,1.2463025e-07,2.1204548e-07,3.9476467e-06,8.461325e-05,1,1,random,coordinated,part,minor,zero,.,##vd,##nova
3,sibl,coordinated,3,sibl,coordinated,peach,fig,True,['peach'],['fig'],1,1,5.481436e-08,3.1327578e-05,1.7176939e-05,0.99995136,0.0008120299,5,4,coordinated,minor,part,or,and,coordination,##pin,","
0,false,random,0,false,random,refinery,shopper,True,['refinery'],"['shop', '##per']",1,2,0.9999969,2.7483813e-07,4.3121486e-07,2.437381e-06,6.502768e-05,1,2,random,coordinated,part,minor,zero,##nova,night,##ware
0,false,random,0,false,random,tadpole,omnibus,True,"['tad', '##pole']",['omnibus'],2,1,0.99999976,4.613239e-08,6.924434e-08,7.228204e-08,4.743752e-06,1,3,random,coordinated,part,minor,##s,rabbit,out,on
3,sibl,coordinated,3,sibl,coordinated,peppermint,oleander,True,"['pepper', '##min', '##t']","['ole', '##ander']",3,2,2.2226056e-08,5.043966e-06,1.3515904e-06,0.99999356,0.00012496265,3,1,coordinated,minor,part,and,or,",",coordination,-
3,sibl,coordinated,3,sibl,coordinated,peanut,rush,True,['peanut'],['rush'],1,1,3.2938747e-08,1.1013619e-06,9.7037355e-06,0.99998915,0.00019977812,5,16,coordinated,part,minor,butter,coordination,random,spring,salt
0,false,random,0,false,random,refinery,weeder,True,['refinery'],"['weed', '##er']",1,2,0.9999938,5.937204e-07,2.435375e-06,3.209292e-06,0.00012520426,1,2,random,coordinated,part,minor,.,zero,-,pick
3,sibl,coordinated,3,sibl,coordinated,mule,seal,True,['mule'],['seal'],1,1,1.8735076e-06,3.0696323e-05,4.9109596e-05,0.9999182,0.0013165716,2,15,coordinated,part,minor,random,american,and,red,sea
3,sibl,coordinated,3,sibl,coordinated,mouse,rat,True,['mouse'],['rat'],1,1,1.4391371e-06,0.0015050496,0.0021188906,0.99637467,0.03818099,6,11,coordinated,part,minor,random,rat,coordination,or,the
3,sibl,coordinated,3,sibl,coordinated,rice,sugarcane,True,['rice'],['sugarcane'],1,1,2.9523632e-08,1.2311209e-05,5.9306705e-05,0.99992836,0.0011376399,5,2,coordinated,part,minor,and,or,",",&,coordination
3,sibl,coordinated,3,sibl,coordinated,reed,strawberry,True,['reed'],['strawberry'],1,1,1.6886903e-08,1.1326421e-05,4.8896973e-06,0.9999838,0.00029618116,5,3,coordinated,minor,part,or,and,coordination,",",sweet
3,sibl,coordinated,3,sibl,coordinated,sisal,maguey,True,"['sis', '##al']","['mag', '##ue', '##y']",2,3,2.1391087e-07,4.602485e-06,4.502552e-05,0.99995005,0.00080834364,2,2,coordinated,part,minor,and,or,random,",",##pin
3,sibl,coordinated,3,sibl,coordinated,cardamom,buckwheat,True,"['card', '##amo', '##m']","['buck', '##w', '##hea', '##t']",3,4,2.0865462e-08,1.7317637e-06,5.2790806e-06,0.99999297,0.00013637316,2,2,coordinated,part,minor,and,",",or,-,/
0,false,random,0,false,random,alewife,bakery,True,"['ale', '##wife']",['bakery'],2,1,0.9999995,1.0413993e-07,2.9308805e-07,7.492053e-08,1.1237472e-05,2,1,random,part,minor,coordinated,quick,good,out,the
0,false,random,0,false,random,louse,poky,True,"['lou', '##se']","['po', '##ky']",2,2,0.9999869,8.37065e-07,1.1891519e-05,3.1436974e-07,0.00023706326,4,3,random,part,minor,coordinated,game,rabbit,wild,night
3,sibl,coordinated,3,sibl,coordinated,bat,pachyderm,True,['bat'],"['pac', '##hy', '##der', '##m']",1,4,1.0163377e-05,5.5536344e-05,5.8717622e-05,0.99987555,0.0019585104,10,1,coordinated,part,minor,random,and,or,the,coordination
3,sibl,coordinated,3,sibl,coordinated,cicada,cockroach,True,"['ci', '##ca', '##da']","['cock', '##ro', '##ach']",3,3,1.7877727e-06,5.1751867e-05,3.3306078e-05,0.9999132,0.0013917389,1,1,coordinated,minor,part,random,and,or,the,coordination
0,false,random,0,false,random,shadfly,jet,True,"['sha', '##df', '##ly']",['jet'],3,1,0.99999654,3.0596865e-07,8.9543573e-07,2.1088756e-06,6.910389e-05,1,9,random,coordinated,part,minor,speed,chess,dice,nova
3,sibl,coordinated,3,sibl,coordinated,tangerine,casuarina,True,"['tang', '##erine']","['cas', '##ua', '##rina']",2,3,3.9358657e-08,2.8776058e-06,9.86918e-06,0.99998724,0.00023644844,4,1,coordinated,part,minor,and,or,",",coordination,random
3,sibl,coordinated,3,sibl,coordinated,oxali,glasswort,True,"['ox', '##ali']","['glass', '##wo', '##rt']",2,3,5.3708103e-08,1.7459198e-06,1.7613224e-06,0.9999964,7.343329e-05,0,2,coordinated,part,minor,and,coordination,or,",",random
0,false,random,0,false,random,songbird,coprolith,True,"['song', '##bird']","['cop', '##rol', '##ith']",2,3,0.9999684,6.5979435e-07,3.070662e-05,1.130171e-07,0.00052188314,1,1,random,part,minor,.,coordinated,the,digital,:
0,false,random,0,false,random,bicycle,rustler,True,['bicycle'],"['rust', '##ler']",1,2,0.99998236,8.138012e-07,1.6700833e-05,1.3541833e-07,0.0003100427,2,1,random,part,minor,coordinated,number,check,pattern,game
3,sibl,coordinated,3,sibl,coordinated,protea,daphne,True,"['pro', '##tea']",['daphne'],2,1,3.8020985e-07,1.4694213e-05,8.10667e-06,0.9999769,0.00041448322,1,2,coordinated,minor,part,random,and,or,coordination,","
1,hypo,minor,1,hypo,minor,bloodworm,polychaete,True,"['blood', '##worm']","['poly', '##cha', '##ete']",2,3,2.4342911e-05,0.99997544,2.1308557e-07,2.936625e-08,0.00041396808,1,1,minor,random,major,small,sub,a,form,separate
1,hypo,minor,1,hypo,minor,casuarina,tree,True,"['cas', '##ua', '##rina']",['tree'],3,1,1.152235e-06,0.9999982,5.609951e-07,8.5783064e-08,3.897311e-05,1,7,minor,major,small,main,national,random,part,separate
0,false,random,0,false,random,refinery,godfather,True,['refinery'],['godfather'],1,1,0.9999958,1.4074918e-07,5.5276377e-07,3.4802265e-06,8.3731924e-05,1,2,random,coordinated,part,minor,##nova,zero,night,.
3,sibl,coordinated,3,sibl,coordinated,hen,mule,True,['hen'],['mule'],1,1,1.744127e-06,0.00011480371,0.00011812861,0.99976534,0.0034157508,4,2,coordinated,part,minor,and,or,/,random,&
1,hypo,minor,1,hypo,minor,beaver,vertebrate,True,['beaver'],"['ve', '##rte', '##brate']",1,3,4.000983e-10,1.0,6.571942e-10,1.15899484e-10,3.6362433e-08,8,2,minor,major,small,a,new,main,other,no
2,mero,part,2,mero,part,craniate,tail,True,"['cr', '##ania', '##te']",['tail'],3,1,7.5914653e-07,8.152671e-08,0.99999917,2.9712435e-08,1.9299401e-05,1,11,part,random,parts,portion,half,mid,of,minor
3,sibl,coordinated,3,sibl,coordinated,pet,homeotherm,True,['pet'],"['home', '##oth', '##er', '##m']",1,4,6.102985e-06,0.00048502223,0.00013783574,0.9993711,0.008120538,7,1,coordinated,minor,part,random,or,and,/,national
0,false,random,0,false,random,selachian,trail,True,"['se', '##la', '##chia', '##n']",['trail'],4,1,0.99996865,4.261538e-07,2.976174e-05,1.1181817e-06,0.0005237729,1,8,random,part,coordinated,minor,game,secret,night,memorial
0,false,random,0,false,random,refinery,bowerbird,True,['refinery'],"['bow', '##er', '##bird']",1,3,0.9999814,2.202836e-06,1.0322117e-05,6.116766e-06,0.00034513476,1,1,random,part,coordinated,minor,the,night,zero,one
1,hypo,minor,1,hypo,minor,nematode,animal,True,"['ne', '##mat', '##ode']",['animal'],3,1,1.0577378e-09,1.0,2.487325e-10,5.2077332e-11,4.1252626e-08,1,2,minor,small,major,main,an,class,smaller,new
0,false,random,0,false,random,refinery,substitute,True,['refinery'],['substitute'],1,1,0.9999962,2.3718418e-07,7.561659e-07,2.849324e-06,7.8586985e-05,1,9,random,coordinated,part,minor,zero,new,single,.
3,sibl,coordinated,3,sibl,coordinated,mullein,saxifrage,True,"['mu', '##lle', '##in']","['sax', '##if', '##rage']",3,3,1.2057342e-07,4.1682215e-06,6.771533e-06,0.9999889,0.00020954187,1,1,coordinated,part,minor,and,random,or,coordination,","
0,false,random,0,false,random,mint,cristal,True,['mint'],"['cr', '##ista', '##l']",1,3,0.9999999,3.502539e-08,5.507756e-08,9.612524e-08,4.6083237e-06,8,1,random,coordinated,part,minor,new,zero,black,card
0,false,random,0,false,random,refinery,mimosa,True,['refinery'],"['mi', '##mos', '##a']",1,3,0.99996924,6.3325325e-07,6.4917066e-07,2.959793e-05,0.0005162011,1,3,random,coordinated,part,minor,zero,##nova,##48,music
3,sibl,coordinated,3,sibl,coordinated,cauliflower,radish,True,"['ca', '##uli', '##flower']","['ra', '##dis', '##h']",3,3,6.280505e-08,3.99423e-06,8.595582e-06,0.99998724,0.00023600999,2,5,coordinated,part,minor,and,",",coordination,or,random
