pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target
3,sibl,3,sibl,parsley,rue,True,"['Ġpars', 'ley']","['Ġr', 'ue']",2,2,9.274856e-06,7.635545e-05,1.164833e-05,0.9999027,0.0015306073,2,5
0,false,0,false,mint,hystricomorpha,True,['Ġmint'],"['Ġhy', 'st', 'ric', 'om', 'or', 'pha']",1,6,0.999985,4.3510245e-06,6.6525135e-06,4.096615e-06,0.0002870597,8,1
3,sibl,3,sibl,avocado,redbud,True,['Ġavocado'],"['Ġred', 'b', 'ud']",1,3,1.0737874e-05,7.346162e-05,1.1280821e-05,0.9999045,0.0015092326,3,1
0,false,0,false,mint,nicad,True,['Ġmint'],"['Ġnic', 'ad']",1,2,0.9999858,3.8743196e-06,5.5541063e-06,4.7014432e-06,0.00027020287,8,1
0,false,0,false,entire,falchion,True,['Ġentire'],"['Ġfal', 'ch', 'ion']",1,3,0.9999839,5.4171787e-06,7.2189623e-06,3.4100842e-06,0.00030313115,5,1
3,sibl,3,sibl,macaw,cockatoo,True,"['Ġmac', 'aw']","['Ġcock', 'at', 'oo']",2,3,1.0736394e-05,8.053087e-05,1.1322289e-05,0.99989736,0.0016064692,1,1
3,sibl,3,sibl,leek,annual,True,"['Ġle', 'ek']",['Ġannual'],2,1,9.116937e-06,7.692104e-05,1.1742908e-05,0.99990225,0.0015372105,2,4
3,sibl,3,sibl,flax,safflower,True,"['Ġfl', 'ax']","['Ġsa', 'ff', 'lower']",2,3,9.910366e-06,7.3752846e-05,1.1201058e-05,0.9999051,0.0014982417,2,1
3,sibl,3,sibl,osprey,thoroughbred,True,"['Ġo', 'sp', 'rey']","['Ġthorough', 'bred']",3,2,1.2672158e-05,7.66268e-05,1.1041096e-05,0.9998996,0.0015803034,1,4
3,sibl,3,sibl,yucca,artemisia,True,"['Ġy', 'u', 'cca']","['Ġart', 'emis', 'ia']",3,3,1.0154585e-05,7.300808e-05,1.1243938e-05,0.9999056,0.0014927457,1,1
3,sibl,3,sibl,soapwort,dahlia,True,"['Ġsoap', 'w', 'ort']","['Ġd', 'ahl', 'ia']",3,3,9.586596e-06,7.458189e-05,1.1555793e-05,0.9999043,0.0015100145,1,1
0,false,0,false,barge,russell,True,"['Ġb', 'arge']","['Ġr', 'us', 'sell']",2,3,0.999985,5.091906e-06,6.112012e-06,3.798681e-06,0.00028546137,3,7
