pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8
3,sibl,coordinated,3,sibl,coordinated,parsley,rue,True,"['par', '##sley']",['rue'],2,1,4.5770157e-08,3.645112e-06,1.9514349e-07,0.99999607,7.690605e-05,2,5,coordinated,minor,part,random,and,with,",",led
0,false,random,0,false,random,mint,hystricomorpha,True,['mint'],"['h', '##yst', '##ric', '##omo', '##rp', '##ha']",1,6,1.0,4.354535e-08,3.039061e-09,2.2013331e-10,1.1578587e-06,8,1,random,minor,part,.,randomly,wild,##s,dice
3,sibl,coordinated,3,sibl,coordinated,avocado,redbud,True,"['av', '##oca', '##do']","['red', '##bu', '##d']",3,3,2.272801e-07,1.4480735e-05,2.268731e-06,0.9999831,0.00030476032,3,1,coordinated,minor,part,random,and,-,",",or
0,false,random,0,false,random,mint,nicad,True,['mint'],"['nic', '##ad']",1,2,1.0,1.3947108e-08,2.551061e-09,3.236554e-11,4.3790726e-07,8,1,random,minor,part,.,randomly,wild,##s,permanent
0,false,random,0,false,random,entire,falchion,True,['entire'],"['fa', '##lch', '##ion']",1,3,0.99988794,2.9900384e-05,2.3953795e-05,5.813907e-05,0.0017966564,5,1,random,coordinated,minor,part,novel,free,randomly,human
3,sibl,coordinated,3,sibl,coordinated,macaw,cockatoo,True,"['mac', '##aw']","['cock', '##ato', '##o']",2,3,1.7031816e-06,2.1638973e-05,3.4382842e-06,0.9999732,0.0004689704,1,1,coordinated,minor,part,random,",",and,the,-
3,sibl,coordinated,3,sibl,coordinated,leek,annual,True,"['lee', '##k']",['annual'],2,1,1.4275358e-07,2.0944473e-05,1.6010248e-06,0.99997723,0.00039228785,2,4,coordinated,minor,part,random,and,-,",",or
3,sibl,coordinated,3,sibl,coordinated,flax,safflower,True,"['fl', '##ax']","['sa', '##ff', '##lowe', '##r']",2,4,1.1522408e-07,1.0055756e-05,1.2641954e-06,0.99998856,0.00021087768,2,1,coordinated,minor,part,random,and,",",-,with
3,sibl,coordinated,3,sibl,coordinated,osprey,thoroughbred,True,"['os', '##pre', '##y']",['thoroughbred'],3,1,3.2941688e-07,1.465641e-05,6.3764986e-07,0.9999844,0.0002781006,1,4,coordinated,minor,part,random,and,",",controlled,or
3,sibl,coordinated,3,sibl,coordinated,yucca,artemisia,True,"['yu', '##cca']","['artemis', '##ia']",2,2,1.02384476e-07,9.347728e-06,6.904434e-07,0.99998987,0.00018729843,1,1,coordinated,minor,part,random,and,with,-,","
3,sibl,coordinated,3,sibl,coordinated,soapwort,dahlia,True,"['soap', '##wo', '##rt']","['dahl', '##ia']",3,2,9.345151e-08,1.2270518e-05,6.291681e-07,0.999987,0.00023407575,1,1,coordinated,minor,part,random,and,with,",",-
0,false,random,0,false,random,barge,russell,True,['barge'],['russell'],1,1,0.9999844,2.2579995e-06,2.616055e-06,1.0739572e-05,0.0002906693,3,7,random,coordinated,part,minor,randomly,.,jack,free
3,sibl,coordinated,3,sibl,coordinated,asparagus,corn,True,"['as', '##para', '##gus']",['corn'],3,1,5.7790917e-08,3.9563442e-06,6.1543204e-07,0.99999535,9.1714515e-05,2,9,coordinated,minor,part,random,and,with,",",to
0,false,random,0,false,random,refinery,yardie,True,['refinery'],"['yard', '##ie']",1,2,0.9999976,4.0828775e-07,1.6571086e-07,1.9645265e-06,5.3251984e-05,1,1,random,coordinated,minor,part,randomly,free,odd,wild
1,hypo,minor,1,hypo,minor,wheatgrass,grass,True,"['wheat', '##grass']",['grass'],2,1,6.815792e-08,0.9999844,1.3210383e-06,1.4255136e-05,0.00027943336,1,11,minor,coordinated,part,main,major,random,small,low
