pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target
3,sibl,3,sibl,parsley,rue,True,"['par', '##sley']",['rue'],2,1,0.00012036415,0.00059495063,6.60564e-05,0.9992186,0.009986116,2,5
0,false,0,false,mint,hystricomorpha,True,['mint'],"['h', '##yst', '##ric', '##omo', '##rp', '##ha']",1,6,0.9999758,6.7856213e-06,6.583451e-06,1.0789401e-05,0.0004426735,8,1
3,sibl,3,sibl,avocado,redbud,True,"['av', '##oca', '##do']","['red', '##bu', '##d']",3,3,0.00012016483,0.00059436914,6.580685e-05,0.99921966,0.009973848,3,1
0,false,0,false,mint,nicad,True,['mint'],"['nic', '##ad']",1,2,0.9999757,8.11479e-06,5.2682317e-06,1.100238e-05,0.00044591713,8,1
0,false,0,false,entire,falchion,True,['entire'],"['fa', '##lch', '##ion']",1,3,0.9999763,5.933667e-06,7.4513564e-06,1.0261829e-05,0.00043415188,5,1
3,sibl,3,sibl,macaw,cockatoo,True,"['mac', '##aw']","['cock', '##ato', '##o']",2,3,0.00012140801,0.00059394125,6.549227e-05,0.9992192,0.009981036,1,1
3,sibl,3,sibl,leek,annual,True,"['lee', '##k']",['annual'],2,1,0.00012007596,0.00059499365,6.60005e-05,0.99921894,0.009982051,2,4
3,sibl,3,sibl,flax,safflower,True,"['fl', '##ax']","['sa', '##ff', '##lowe', '##r']",2,4,0.00012042911,0.00059442275,6.582609e-05,0.9992193,0.00997816,2,1
3,sibl,3,sibl,osprey,thoroughbred,True,"['os', '##pre', '##y']",['thoroughbred'],3,1,0.00012146996,0.0005939588,6.552069e-05,0.99921906,0.0099824425,1,4
3,sibl,3,sibl,yucca,artemisia,True,"['yu', '##cca']","['artemis', '##ia']",2,2,0.00011990547,0.00059506466,6.5986795e-05,0.99921906,0.009980393,1,1
3,sibl,3,sibl,soapwort,dahlia,True,"['soap', '##wo', '##rt']","['dahl', '##ia']",3,2,0.00011999451,0.0005948541,6.577176e-05,0.9992194,0.00997628,1,1
0,false,0,false,barge,russell,True,['barge'],['russell'],1,1,0.99997425,7.692038e-06,5.002718e-06,1.3038595e-05,0.00046748915,3,7
3,sibl,3,sibl,asparagus,corn,True,"['as', '##para', '##gus']",['corn'],3,1,0.00012044909,0.0005943788,6.585247e-05,0.9992193,0.009978312,2,9
0,false,0,false,refinery,yardie,True,['refinery'],"['yard', '##ie']",1,2,0.9999677,5.7867474e-06,7.052011e-06,1.939968e-05,0.000571477,1,1
1,hypo,1,hypo,wheatgrass,grass,True,"['wheat', '##grass']",['grass'],2,1,2.1527823e-05,0.99957377,1.2721952e-05,0.00039193177,0.005590886,1,11
0,false,0,false,marten,defense,True,"['mart', '##en']",['defense'],2,1,0.9999732,7.847887e-06,4.7091785e-06,1.4213981e-05,0.00048391626,1,12
0,false,0,false,crawfish,mantelet,True,"['cr', '##aw', '##fish']","['man', '##tel', '##et']",3,3,0.9999746,1.0154027e-05,5.1955453e-06,9.985188e-06,0.00046205256,4,2
3,sibl,3,sibl,kookaburra,whippet,True,"['ko', '##oka', '##bu', '##rra']","['whip', '##pet']",4,2,0.00012199306,0.0005936079,6.54749e-05,0.99921894,0.009984837,1,1
0,false,0,false,mint,coke,True,['mint'],['coke'],1,1,0.99997485,7.6248925e-06,4.9867876e-06,1.2477942e-05,0.00045693511,8,4
0,false,0,false,bullock,enamel,True,['bullock'],['enamel'],1,1,0.99997556,8.08027e-06,5.3104877e-06,1.09569355e-05,0.00044546567,2,5
