pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,Ġcontains,1,hasa,Ġcontains,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.11256943,0.6371322,0.006003316,0.11664194,0.09393991,0.016316589,0.01739662,1.6940429,4,9,Ġcontains,Ġsubclass,Ġcontrary,Ġmaterial,Ġequivalent,Ġpart,Ġattribute,Ġconsists,Ġcontain,Ġcontaining,Ġcontained,Ġhas,Ġincludes,Ġlacks
3,isa,Ġsubclass,3,isa,Ġsubclass,call,order,True,['Ġcall'],['Ġorder'],1,1,0.17268088,0.00382049,0.0055175363,0.64332,0.0026835322,0.030539721,0.14143784,1.49476,41,24,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġattribute,Ġcontains,Ġmaterial,Ġcomponent,Ġopposite,Ġsuperior,Ġprecursor,Ġform,Ġsubstitute,Ġcounterpart
3,isa,Ġsubclass,3,isa,Ġsubclass,keep,store,True,['Ġkeep'],['Ġstore'],1,1,0.0778848,0.0006173723,0.0007369816,0.4751815,0.0013017613,0.0087036835,0.43557394,1.4054513,25,6,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġcontains,Ġopposite,Ġsuperior,Ġsubstitute,Ġcounterpart,Ġsimilar,Ġalternative,Ġcomponent
3,isa,Ġsubclass,6,synonym,Ġequivalent,see,view,False,['Ġsee'],['Ġview'],1,1,0.01402584,0.00041050714,0.0013895518,0.55813295,0.001529465,0.0075412896,0.41697034,1.1674023,25,13,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġcontains,Ġcomponent,Ġcounterpart,Ġsubset,Ġsubstitute,Ġsuperior,Ġkind,Ġportion
6,synonym,Ġequivalent,0,antonym,Ġcontrary,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.06852402,0.006925461,0.0011984538,0.37371036,0.018150756,0.025470145,0.50602084,1.5941126,7,5,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġcontains,Ġattribute,Ġconsists,Ġsubstitute,Ġcontain,Ġcomponent,Ġsuperior,Ġopposite,Ġsimilar
3,isa,Ġsubclass,3,isa,Ġsubclass,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.0001952296,4.323634e-05,0.00035209328,0.9986638,0.00021839462,0.00017436847,0.00035295158,0.017878804,3,32,Ġsubclass,Ġequivalent,Ġattribute,Ġmaterial,Ġcontrary,Ġpart,Ġcontains,Ġclass,Ġkind,Ġtype,Ġsort,Ġis,Ġcategory,Ġgroup
0,antonym,Ġcontrary,0,antonym,Ġcontrary,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.9955863,9.652829e-05,0.0009239021,0.0017044707,8.893162e-05,0.00026111002,0.0013386686,0.04971131,4,5,Ġcontrary,Ġsubclass,Ġequivalent,Ġattribute,Ġpart,Ġopposite,Ġcontains,Ġmaterial,Ġsuperior,Ġinferior,ĠContrary,Ġattributes,Ġequal,Ġcontradict
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.84662324,0.094537534,0.0048955353,0.026111078,0.0069943503,0.0072050216,0.0136333015,0.88580215,6,3,Ġcontrary,Ġcontains,Ġsubclass,Ġequivalent,Ġpart,Ġmaterial,Ġattribute,Ġopposite,Ġcontain,Ġcontained,Ġsubject,Ġcontaining,Ġconsists,Ġsuperior
3,isa,Ġsubclass,3,isa,Ġsubclass,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.14014518,0.014894486,0.035238087,0.6170688,0.0023404253,0.008771018,0.181542,1.6148531,13,24,Ġsubclass,Ġequivalent,Ġcontrary,Ġattribute,Ġcontains,Ġpart,Ġmaterial,Ġcontain,Ġopposite,Ġresult,Ġsubstitute,Ġprecursor,Ġcounterpart,Ġcomponent
0,antonym,Ġcontrary,0,antonym,Ġcontrary,slip,balance,True,['Ġslip'],['Ġbalance'],1,1,0.7229787,0.0003478797,0.002018844,0.20746346,0.000618799,0.015306612,0.051265664,1.1497625,26,16,Ġcontrary,Ġsubclass,Ġequivalent,Ġpart,Ġattribute,Ġmaterial,Ġopposite,Ġcontains,Ġsubstitute,Ġsuperior,Ġresult,Ġcounter,Ġlack,Ġreverse
