pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
3,isa,Ġsubclass,1,hasa,Ġcontains,lobby,wall,False,['Ġlobby'],['Ġwall'],1,1,0.06983413,0.36111104,0.008110142,0.3908863,0.037010893,0.046605,0.086442456,2.0723557,4,9,Ġsubclass,Ġcontains,Ġequivalent,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġcontain,Ġcontaining,Ġincludes,Ġhas,Ġcomponent,Ġis,Ġsection
3,isa,Ġsubclass,3,isa,Ġsubclass,call,order,True,['Ġcall'],['Ġorder'],1,1,0.016242087,0.0072607244,0.0052010147,0.72623384,0.0025407649,0.010682951,0.23183863,1.1035132,41,24,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġattribute,Ġmaterial,Ġor,Ġsimilar,Ġcontain,Ġclass,Ġcomponent,Ġis,Ġanalogous
3,isa,Ġsubclass,3,isa,Ġsubclass,keep,store,True,['Ġkeep'],['Ġstore'],1,1,0.003532686,0.007624775,0.0047806813,0.5211565,0.0023932273,0.00371938,0.4567927,1.1764729,25,6,Ġsubclass,Ġequivalent,Ġcontains,Ġattribute,Ġpart,Ġcontrary,Ġmaterial,Ġor,Ġsimilar,Ġclass,Ġcontain,Ġcomponent,Ġmeans,Ġelement
6,synonym,Ġequivalent,6,synonym,Ġequivalent,see,view,True,['Ġsee'],['Ġview'],1,1,0.0076445406,0.011396721,0.009249436,0.24593723,0.003991616,0.0070550377,0.7147254,1.1160451,25,13,Ġequivalent,Ġsubclass,Ġcontains,Ġattribute,Ġcontrary,Ġpart,Ġmaterial,Ġsimilar,Ġor,Ġcontain,Ġclass,Ġcomponent,Ġanalogous,Ġcomparable
3,isa,Ġsubclass,0,antonym,Ġcontrary,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.052212834,0.04993752,0.007080405,0.4183467,0.03797438,0.020283852,0.41416425,1.8348044,7,5,Ġsubclass,Ġequivalent,Ġcontrary,Ġcontains,Ġmaterial,Ġpart,Ġattribute,Ġor,Ġcontain,Ġcomponent,Ġsimilar,Ġanalogous,Ġelement,Ġcounterpart
3,isa,Ġsubclass,3,isa,Ġsubclass,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.0015589789,0.005410758,0.0046971655,0.9755484,0.0060049025,0.0011552646,0.0056245597,0.22407456,3,32,Ġsubclass,Ġmaterial,Ġequivalent,Ġcontains,Ġattribute,Ġcontrary,Ġpart,Ġa,Ġclass,Ġtype,Ġcontain,Ġkind,Ġthe,Ġelement
0,antonym,Ġcontrary,0,antonym,Ġcontrary,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.9834099,0.002654281,0.004848064,0.0057418216,0.0008785271,0.0007354972,0.0017319174,0.15892893,4,5,Ġcontrary,Ġsubclass,Ġattribute,Ġcontains,Ġequivalent,Ġmaterial,Ġpart,Ġopposite,Ġcounterpart,Ġunlike,ĠContrary,Ġattributes,Ġnotwithstanding,Ġcontain
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.43671933,0.10756704,0.012337556,0.27792948,0.01296338,0.0134700155,0.13901319,2.0203168,6,3,Ġcontrary,Ġsubclass,Ġequivalent,Ġcontains,Ġpart,Ġmaterial,Ġattribute,Ġcontain,Ġor,Ġand,Ġopposite,Ġcontaining,Ġincludes,Ġcontained
3,isa,Ġsubclass,3,isa,Ġsubclass,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.00689544,0.01409401,0.014433745,0.8300476,0.002238229,0.0027847453,0.12950626,0.87273043,13,24,Ġsubclass,Ġequivalent,Ġattribute,Ġcontains,Ġcontrary,Ġpart,Ġmaterial,Ġcontain,Ġor,Ġclass,Ġsimilar,Ġtype,Ġversion,Ġis
3,isa,Ġsubclass,0,antonym,Ġcontrary,slip,balance,False,['Ġslip'],['Ġbalance'],1,1,0.3139583,0.01169851,0.009604265,0.5473019,0.006824435,0.052253377,0.058359157,1.6509318,26,16,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġcontains,Ġattribute,Ġmaterial,Ġopposite,ĠPart,Ġcomponent,Ġis,Ġelement,Ġlacks,Ġparts
