pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
1,HasA,1,HasA,lobby,wall,True,['lobby'],['wall'],1,1,0.0062911976,0.9426948,0.009633172,0.0025677218,0.025905404,0.0073739216,0.0055339946,0.4431398,4,9
6,Synonym,3,IsA,call,order,False,['call'],['order'],1,1,0.07850848,0.006158931,0.0030695482,0.16972114,0.0028061953,0.014884852,0.72485083,1.243978,41,24
6,Synonym,3,IsA,keep,store,False,['keep'],['store'],1,1,0.122968234,0.003003567,0.005819866,0.23128991,0.0019592796,0.0064210733,0.6285381,1.4141914,25,6
6,Synonym,6,Synonym,see,view,True,['see'],['view'],1,1,0.02100549,0.005873263,0.0024456298,0.1269919,0.0034747391,0.0135527905,0.8266562,0.89940906,25,13
6,Synonym,0,Antonym,brake,pedal,False,['brake'],['pedal'],1,1,0.030555025,0.017741214,0.0025203263,0.13547717,0.0036074286,0.028916243,0.78118265,1.1248215,7,5
3,IsA,3,IsA,lake,place,True,['lake'],['place'],1,1,0.00601234,0.0023488684,0.010748772,0.9646409,0.0051200916,0.0059489766,0.005180041,0.3075407,3,32
2,HasProperty,0,Antonym,boy,female,False,['boy'],['female'],1,1,0.1100236,0.0027254615,0.85295737,0.014592206,0.005155131,0.003224384,0.011321956,0.7973133,4,5
0,Antonym,0,Antonym,hill,crater,True,['hill'],['crater'],1,1,0.8103684,0.038138602,0.011065395,0.029112672,0.0041195387,0.00442886,0.10276649,1.050603,6,3
6,Synonym,3,IsA,box,hit,False,['box'],['hit'],1,1,0.027306307,0.020526154,0.0046587214,0.4143493,0.0045269215,0.027223801,0.5014087,1.4958428,13,24
0,Antonym,0,Antonym,slip,balance,True,['slip'],['balance'],1,1,0.5769444,0.0021949834,0.0145801855,0.19691837,0.00230462,0.005615705,0.20144166,1.5555886,26,16
3,IsA,5,PartOf,rapid,river,False,['rapid'],['river'],1,1,0.027586993,0.0015613423,0.007215461,0.8274003,0.0026303104,0.025692262,0.10791332,0.9398396,3,1
3,IsA,3,IsA,level,tool,True,['level'],['tool'],1,1,0.007046059,0.0015117697,0.006342481,0.8827049,0.0024959361,0.0063253744,0.0935734,0.65732163,19,8
0,Antonym,6,Synonym,rest,relax,False,['rest'],['relax'],1,1,0.6245162,0.0064443997,0.00793223,0.021349775,0.0027774768,0.007648423,0.32933152,1.2499764,18,8
2,HasProperty,2,HasProperty,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.023043385,0.0044700042,0.90868706,0.03712791,0.009735674,0.008630666,0.008305225,0.64381015,1,4
3,IsA,3,IsA,conflict,state,True,['conflict'],['state'],1,1,0.006691212,0.002889982,0.010492081,0.9570849,0.0046763197,0.007980687,0.010184755,0.36146978,9,11
2,HasProperty,2,HasProperty,dice,red,True,['dice'],['red'],1,1,0.01605378,0.0015474743,0.9642024,0.007976263,0.0046220026,0.0020404416,0.003557567,0.29947683,3,7
3,IsA,5,PartOf,law,theory,False,['law'],['theory'],1,1,0.018508904,0.0015629149,0.011123207,0.89858663,0.0045123096,0.013759228,0.051946796,0.6738043,7,3
0,Antonym,6,Synonym,author,artist,False,['author'],['artist'],1,1,0.46234345,0.005584393,0.025678907,0.3547516,0.00391051,0.0034978613,0.14423329,1.6851685,3,1
2,HasProperty,0,Antonym,he,female,False,['he'],['female'],1,1,0.039452612,0.0022356275,0.93773395,0.00858208,0.0038233858,0.0020592464,0.0061130873,0.44360346,2,5
1,HasA,0,Antonym,paper,ink,False,['paper'],['ink'],1,1,0.016703479,0.87536025,0.017402584,0.010259503,0.06155812,0.0051303236,0.013585646,0.8070814,9,5
0,Antonym,0,Antonym,hear,sight,True,['hear'],['sight'],1,1,0.9298479,0.0046819383,0.009983134,0.007675555,0.0016984021,0.0025500727,0.043562975,0.4886145,5,9
2,HasProperty,2,HasProperty,love,important,True,['love'],['important'],1,1,0.012774352,0.0017721406,0.96324724,0.011263321,0.0048765875,0.0027391477,0.0033271443,0.3096464,10,5
5,PartOf,5,PartOf,song,culture,True,['song'],['culture'],1,1,0.005264782,0.023518093,0.005130662,0.03232484,0.014633644,0.91211253,0.0070154024,0.6265953,6,8
3,IsA,3,IsA,club,weapon,True,['club'],['weapon'],1,1,0.0030609362,0.0018622396,0.0065070055,0.96434706,0.0042430214,0.011147127,0.0088326605,0.3062426,11,2
3,IsA,3,IsA,heterosexual,person,True,['heterosexual'],['person'],1,1,0.0053529185,0.0022564726,0.011033128,0.9600217,0.0047863377,0.004712539,0.011836903,0.33754897,2,3
2,HasProperty,0,Antonym,fear,comfortable,False,['fear'],['comfortable'],1,1,0.40913463,0.005008078,0.530904,0.022485314,0.0044828206,0.0056840447,0.02230119,1.3735905,8,5
2,HasProperty,6,Synonym,mate,friendly,False,['mate'],['friendly'],1,1,0.27656472,0.0059115137,0.5660198,0.0564897,0.005039726,0.008005246,0.08196938,1.6455688,13,5
5,PartOf,5,PartOf,head,hammer,True,['head'],['hammer'],1,1,0.0077364827,0.0063024303,0.0023329493,0.01864718,0.0043187975,0.9527083,0.007953888,0.38384348,42,10
5,PartOf,5,PartOf,head,table,True,['head'],['table'],1,1,0.007632199,0.0051144473,0.002624547,0.014542683,0.00506344,0.9574361,0.0075866226,0.35599446,42,8
0,Antonym,0,Antonym,lose,tight,True,['lose'],['tight'],1,1,0.9321037,0.004907676,0.018599605,0.0073892195,0.0017749474,0.0031068772,0.032118067,0.4928573,11,16
5,PartOf,5,PartOf,button,tv,True,['button'],['tv'],1,1,0.0052089007,0.0065375604,0.0017120986,0.008083225,0.0040899166,0.9683802,0.005988065,0.2804224,9,2
1,HasA,1,HasA,house,basement,True,['house'],['basement'],1,1,0.013411543,0.93093544,0.010158748,0.0033987346,0.02685357,0.00647723,0.008764691,0.52180845,14,2
1,HasA,1,HasA,envelope,letter,True,['envelope'],['letter'],1,1,0.019539814,0.5519019,0.0052603157,0.045937475,0.031628728,0.12887724,0.21685448,1.8449334,6,8
0,Antonym,2,HasProperty,swim,relax,False,['swim'],['relax'],1,1,0.87230605,0.00495253,0.02328428,0.014210903,0.0022773296,0.004652545,0.078316495,0.76718193,6,8
