pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,Ġcontains,1,hasa,Ġcontains,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.034012284,0.7403169,0.0029124434,0.049587544,0.050835185,0.024872342,0.097463235,1.4049057,4,9,Ġcontains,Ġequivalent,Ġmaterial,Ġsubclass,Ġcontrary,Ġpart,Ġcontain,Ġhas,Ġcontaining,Ġconsists,Ġattribute,Ġincludes,Ġcontained,Ġlacks
6,synonym,Ġequivalent,3,isa,Ġsubclass,call,order,False,['Ġcall'],['Ġorder'],1,1,0.19250025,0.0029489226,0.0013346964,0.28727347,0.0042264257,0.07749134,0.43422487,1.8539122,41,24,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġcontains,Ġattribute,Ġcounterpart,Ġsubstitute,Ġalternative,Ġcomponent,Ġsimilar,Ġopposite,Ġvariant
6,synonym,Ġequivalent,3,isa,Ġsubclass,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.10573939,0.0007354612,0.001554793,0.1820494,0.002245411,0.04571746,0.66195804,1.4295498,25,6,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġcounterpart,Ġopposite,Ġcontains,Ġalternative,Ġvariant,Ġsimilar,Ġsubstitute,Ġsuccessor
6,synonym,Ġequivalent,6,synonym,Ġequivalent,see,view,True,['Ġsee'],['Ġview'],1,1,0.024964001,0.001526443,0.0010837612,0.19335118,0.0026115668,0.033675876,0.74278724,1.1220394,25,13,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġmaterial,Ġcontains,Ġattribute,Ġcounterpart,Ġcomponent,Ġsimilar,Ġversion,Ġderivative,Ġvariant,Ġanalogue
6,synonym,Ġequivalent,0,antonym,Ġcontrary,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.07727237,0.0019175337,0.0012567483,0.184542,0.0061437427,0.10310133,0.6257663,1.5710617,7,5,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġmaterial,Ġcontains,Ġattribute,Ġcounterpart,Ġopposite,Ġcomponent,Ġsimilar,Ġsubstitute,Ġalternative,Ġvariant
3,isa,Ġsubclass,3,isa,Ġsubclass,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.0063324654,0.0007706984,0.0016331192,0.95529884,0.003072571,0.016847102,0.016045168,0.35291645,3,32,Ġsubclass,Ġpart,Ġequivalent,Ġcontrary,Ġmaterial,Ġattribute,Ġcontains,Ġkind,Ġclass,Ġtype,Ġcomponent,Ġone,Ġcategory,Ġelement
0,antonym,Ġcontrary,0,antonym,Ġcontrary,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.9873626,0.0003974975,0.0034898461,0.0022219822,0.00035319244,0.0011879266,0.004986879,0.124408856,4,5,Ġcontrary,Ġequivalent,Ġattribute,Ġsubclass,Ġpart,Ġopposite,Ġcontains,Ġmaterial,Ġcontradictory,Ġalternative,Ġcounterpart,Ġsuperior,Ġcontrast,ĠContrary
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.42906237,0.005121622,0.0023018918,0.15721345,0.012660431,0.06682432,0.32681587,1.8705053,6,3,Ġcontrary,Ġequivalent,Ġsubclass,Ġpart,Ġmaterial,Ġcontains,Ġattribute,Ġopposite,Ġcounterpart,Ġalternative,Ġsimilar,Ġsubstitute,Ġsuperior,Ġsuccessor
6,synonym,Ġequivalent,3,isa,Ġsubclass,box,hit,False,['Ġbox'],['Ġhit'],1,1,0.048654646,0.0088125,0.008134793,0.28672633,0.005265477,0.021696629,0.62070954,1.432389,13,24,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġcontains,Ġattribute,Ġmaterial,Ġversion,Ġderivative,Ġcounterpart,Ġvariant,Ġopposite,Ġsimilar,Ġcomponent
0,antonym,Ġcontrary,0,antonym,Ġcontrary,slip,balance,True,['Ġslip'],['Ġbalance'],1,1,0.86616695,0.0006253768,0.001740184,0.06101058,0.0016094195,0.029547503,0.039299984,0.7968785,26,16,Ġcontrary,Ġsubclass,Ġequivalent,Ġpart,Ġattribute,Ġmaterial,Ġopposite,Ġcontains,Ġalternative,Ġsubstitute,Ġcounterpart,Ġlack,Ġvariant,Ġcomponent
