pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,contains,1,hasa,contains,lobby,wall,True,['lobby'],['wall'],1,1,0.0048299446,0.8959436,0.00851882,0.021160366,0.046977226,0.0019268706,0.020643178,0.69566053,4,9,contains,material,minor,synonym,attribute,contrary,part,includes,contain,lacks,containing,has,features,contained
6,synonym,synonym,3,isa,minor,call,order,False,['call'],['order'],1,1,0.039694168,0.00085082545,0.0047701527,0.4534429,0.0003689459,0.0048178695,0.49605528,1.2906352,41,24,synonym,minor,contrary,part,attribute,contains,or,material,major,not,reverse,lesser,also,/
6,synonym,synonym,3,isa,minor,keep,store,False,['keep'],['store'],1,1,0.061050996,0.0007342949,0.0018230701,0.17124803,0.00031820874,0.020990364,0.743835,1.144751,25,6,synonym,minor,contrary,part,attribute,contains,material,or,also,not,parts,major,variant,lesser
6,synonym,synonym,6,synonym,synonym,see,view,True,['see'],['view'],1,1,0.008557751,0.00018356867,0.0014710536,0.059951425,0.00017050993,0.00215057,0.9275152,0.44018444,25,13,synonym,minor,contrary,part,attribute,contains,material,or,variant,also,synonymous,alias,not,lesser
6,synonym,synonym,0,antonym,contrary,brake,pedal,False,['brake'],['pedal'],1,1,0.09182141,0.09417449,0.005758053,0.3525915,0.008776616,0.0046889847,0.44218895,1.8272496,7,5,synonym,minor,contains,contrary,material,attribute,part,includes,contain,or,parts,containing,small,lacks
3,isa,minor,3,isa,minor,lake,place,True,['lake'],['place'],1,1,0.0008062764,0.00032049874,0.004295552,0.98257184,0.0008280087,0.00014990133,0.01102791,0.15279728,3,32,minor,synonym,attribute,material,contrary,contains,part,major,small,important,other,secondary,lesser,unknown
0,antonym,contrary,0,antonym,contrary,boy,female,True,['boy'],['female'],1,1,0.97350127,0.0009880778,0.0054856874,0.0009365583,0.00017401899,0.00063415687,0.018280273,0.21265502,4,5,contrary,synonym,attribute,contains,minor,part,material,opposite,and,not,reverse,object,false,or
1,hasa,contains,0,antonym,contrary,hill,crater,False,['hill'],['crater'],1,1,0.0031494938,0.9824684,0.0013188426,0.004280653,0.003806333,0.0013422841,0.0036340032,0.17039153,6,3,contains,minor,material,synonym,contrary,part,attribute,contain,containing,includes,contained,has,with,features
6,synonym,synonym,3,isa,minor,box,hit,False,['box'],['hit'],1,1,0.025221614,0.074847855,0.07603103,0.24031256,0.0027355994,0.0037834637,0.57706785,1.7022395,13,24,synonym,minor,attribute,contains,contrary,part,material,contain,includes,containing,object,parts,attributes,contained
0,antonym,contrary,0,antonym,contrary,slip,balance,True,['slip'],['balance'],1,1,0.84921545,0.0014902864,0.0049127163,0.037850484,0.0011605246,0.007897401,0.09747317,0.8245751,26,16,contrary,synonym,minor,part,attribute,contains,material,not,lacks,opposite,lack,false,parts,lacking
5,partof,part,5,partof,part,rapid,river,True,['rapid'],['river'],1,1,0.022656323,0.0011629217,0.037912432,0.2873432,0.0031921586,0.33599174,0.31174126,1.9104635,3,1,part,synonym,minor,attribute,contrary,material,contains,parts,in,element,component,section,major,portion
3,isa,minor,3,isa,minor,level,tool,True,['level'],['tool'],1,1,0.0029240737,0.00035035366,0.0044578337,0.8536481,0.0007178117,0.0022567343,0.13564505,0.67660415,19,8,minor,synonym,attribute,contrary,part,material,contains,major,a,an,or,common,small,reference
6,synonym,synonym,6,synonym,synonym,rest,relax,True,['rest'],['relax'],1,1,0.017596215,0.00020413016,0.044539552,0.06495471,0.00034695145,0.003539043,0.86881924,0.77026284,18,8,synonym,minor,attribute,contrary,part,or,material,contains,alias,synonymous,=,variant,adjective,and
2,hasproperty,attribute,2,hasproperty,attribute,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.0042390972,0.00022515553,0.9877359,0.004242393,8.132606e-05,0.00037567227,0.0031003873,0.11837507,1,4,attribute,minor,contrary,synonym,part,contains,material,attributes,as,is,cause,be,not,while
3,isa,minor,3,isa,minor,conflict,state,True,['conflict'],['state'],1,1,0.07715446,0.012691823,0.018407064,0.6118891,0.026077667,0.044097878,0.20968199,1.7131805,9,11,minor,synonym,contrary,part,material,attribute,contains,major,main,parts,subject,component,principal,object
2,hasproperty,attribute,2,hasproperty,attribute,dice,red,True,['dice'],['red'],1,1,0.0001341793,0.00015406092,0.99842346,0.000105468294,0.0004916704,0.00018230328,0.0005089335,0.020579038,3,7,attribute,synonym,material,part,contains,contrary,minor,color,attributes,characteristic,contain,colour,element,are
3,isa,minor,5,partof,part,law,theory,False,['law'],['theory'],1,1,0.056540594,0.00148766,0.0025324733,0.7668923,0.002649015,0.012901696,0.15699625,1.0868183,7,3,minor,synonym,contrary,part,material,attribute,contains,major,or,not,main,component,lesser,parts
