pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,contains,1,hasa,contains,lobby,wall,True,['lobby'],['wall'],1,1,0.013500719,0.76558924,0.0134628285,0.018112624,0.09210858,0.077886455,0.019339569,1.2811649,4,9,contains,material,part,synonym,minor,contrary,attribute,contain,side,surface,parts,includes,-,high
3,isa,minor,3,isa,minor,call,order,True,['call'],['order'],1,1,0.047451783,0.00059400144,0.001851106,0.5951228,0.00090089225,0.001783039,0.35229644,1.2330765,41,24,minor,synonym,contrary,attribute,part,material,contains,partial,the,subordinate,secondary,negative,minors,major
0,antonym,contrary,3,isa,minor,keep,store,False,['keep'],['store'],1,1,0.3025457,0.005694869,0.00440355,0.2968142,0.0015023096,0.09498775,0.2940517,1.9748122,25,6,contrary,minor,synonym,part,contains,attribute,material,the,a,separate,small,parts,or,private
6,synonym,synonym,6,synonym,synonym,see,view,True,['see'],['view'],1,1,0.04293575,0.0013288088,0.004024394,0.36068347,0.00089124247,0.006491571,0.58364475,1.2799585,25,13,synonym,minor,contrary,part,attribute,contains,material,partial,the,inferior,summary,full,minors,side
3,isa,minor,0,antonym,contrary,brake,pedal,False,['brake'],['pedal'],1,1,0.19571804,0.08813639,0.012681458,0.3393833,0.01301524,0.019910876,0.33115464,2.100431,7,5,minor,synonym,contrary,contains,part,material,attribute,and,contain,auxiliary,surface,includes,is,or
3,isa,minor,3,isa,minor,lake,place,True,['lake'],['place'],1,1,8.018395e-05,0.00014128919,0.0005827804,0.99878997,0.00022692097,1.986739e-05,0.00015901319,0.015968284,3,32,minor,attribute,material,synonym,contains,contrary,part,major,type,natural,unknown,common,important,key
2,hasproperty,attribute,0,antonym,contrary,boy,female,False,['boy'],['female'],1,1,0.2670664,0.0009353621,0.69693387,0.014385616,0.0009072025,0.0017417314,0.018029878,1.0987546,4,5,attribute,contrary,synonym,minor,part,contains,material,attributes,is,property,and,attributed,not,","
0,antonym,contrary,0,antonym,contrary,hill,crater,True,['hill'],['crater'],1,1,0.6013814,0.1196085,0.073596865,0.07304886,0.007778676,0.0076609207,0.11692482,1.8308113,6,3,contrary,contains,synonym,attribute,minor,material,part,contain,and,or,surface,opposite,parts,type
3,isa,minor,3,isa,minor,box,hit,True,['box'],['hit'],1,1,0.016081007,0.012862132,0.1718543,0.6879215,0.0013080632,0.0013158029,0.10865717,1.357557,13,24,minor,attribute,synonym,contrary,contains,part,material,attributes,negative,major,key,is,contain,property
0,antonym,contrary,0,antonym,contrary,slip,balance,True,['slip'],['balance'],1,1,0.74915063,0.00010523328,0.0021787267,0.16047987,0.00067208364,0.0047193216,0.082694195,1.0973226,26,16,contrary,minor,synonym,part,attribute,material,contains,inferior,negative,false,partial,bad,null,wrong
3,isa,minor,5,partof,part,rapid,river,False,['rapid'],['river'],1,1,0.084695846,0.002480148,0.01364844,0.6676594,0.0009639142,0.065199,0.1653533,1.4925884,3,1,minor,synonym,contrary,part,attribute,contains,material,parts,major,the,component,side,name,small
3,isa,minor,3,isa,minor,level,tool,True,['level'],['tool'],1,1,0.016842034,0.0005467852,0.0027677384,0.87316346,0.002316989,0.009773558,0.09458943,0.70687914,19,8,minor,synonym,contrary,part,attribute,material,contains,one,the,of,2,component,side,major
6,synonym,synonym,6,synonym,synonym,rest,relax,True,['rest'],['relax'],1,1,0.29495564,0.00011055356,0.004914575,0.09479304,0.00020202725,0.0013312771,0.603693,1.3356477,18,8,synonym,contrary,minor,attribute,part,material,contains,minors,attributes,not,or,subject,key,negative
2,hasproperty,attribute,2,hasproperty,attribute,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.0058392235,0.0016006462,0.86589724,0.121670686,0.0006333731,0.00061937585,0.003739488,0.6512993,1,4,attribute,minor,contrary,synonym,contains,material,part,attributes,is,-,adjective,character,property,:
3,isa,minor,3,isa,minor,conflict,state,True,['conflict'],['state'],1,1,0.03539671,0.0004531697,0.0026233492,0.74540156,0.0034926971,0.009483892,0.20314868,1.0734898,9,11,minor,synonym,contrary,part,material,attribute,contains,minors,subject,component,subordinate,of,unknown,major
2,hasproperty,attribute,2,hasproperty,attribute,dice,red,True,['dice'],['red'],1,1,4.680993e-05,0.00029867285,0.9992436,0.00024766588,8.166172e-05,1.784043e-05,6.374552e-05,0.010506979,3,7,attribute,contains,minor,attributes,color,material,synonym,contrary,part,colour,contain,feature,degree,character
