pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,contains,1,hasa,contains,lobby,wall,True,['lobby'],['wall'],1,1,0.010208832,0.89640117,0.007477607,0.0067232167,0.04928077,0.017341545,0.012566841,0.70510334,4,9,contains,material,part,synonym,contrary,attribute,minor,contain,includes,lacks,without,with,surface,has
3,isa,minor,3,isa,minor,call,order,True,['call'],['order'],1,1,0.12322859,0.0032050025,0.0044234893,0.5814956,0.0024042137,0.013480741,0.27176234,1.5036672,41,24,minor,synonym,contrary,part,attribute,contains,material,partial,not,negative,the,major,secondary,subordinate
3,isa,minor,3,isa,minor,keep,store,True,['keep'],['store'],1,1,0.24909846,0.0035175579,0.0034020909,0.28334948,0.0013752981,0.22847293,0.23078413,2.0594695,25,6,minor,contrary,synonym,part,contains,attribute,material,parts,separate,a,the,small,side,not
6,synonym,synonym,6,synonym,synonym,see,view,True,['see'],['view'],1,1,0.20993255,0.0018206357,0.0054052626,0.2432201,0.0007382539,0.022973185,0.51591,1.6514754,25,13,synonym,minor,contrary,part,attribute,contains,material,not,partial,minors,separate,side,non,negative
3,isa,minor,0,antonym,contrary,brake,pedal,False,['brake'],['pedal'],1,1,0.18848641,0.052129325,0.007854739,0.39155352,0.020653905,0.086939186,0.25238296,2.1838026,7,5,minor,synonym,contrary,part,contains,material,attribute,and,parts,component,contain,-,separate,is
3,isa,minor,3,isa,minor,lake,place,True,['lake'],['place'],1,1,0.00015979318,0.00012811036,0.00015919631,0.99858415,0.00016174014,6.351068e-05,0.0007435202,0.018371623,3,32,minor,synonym,material,contrary,attribute,contains,part,major,unknown,type,lesser,subsidiary,main,small
2,hasproperty,attribute,0,antonym,contrary,boy,female,False,['boy'],['female'],1,1,0.09406049,0.0024506566,0.80726385,0.06702266,0.0019476758,0.0066908244,0.0205638,1.0338174,4,5,attribute,contrary,minor,synonym,part,contains,material,attributes,is,attributed,subspecies,status,property,not
0,antonym,contrary,0,antonym,contrary,hill,crater,True,['hill'],['crater'],1,1,0.36843288,0.32007682,0.043710385,0.12779658,0.014389844,0.01309743,0.11249606,2.1580489,6,3,contrary,contains,minor,synonym,attribute,material,part,contain,and,or,type,is,with,parts
3,isa,minor,3,isa,minor,box,hit,True,['box'],['hit'],1,1,0.059012365,0.031451926,0.122931585,0.637429,0.003404637,0.010510358,0.13526009,1.671147,13,24,minor,synonym,attribute,contrary,contains,part,material,attributes,contain,negative,is,major,not,-
0,antonym,contrary,0,antonym,contrary,slip,balance,True,['slip'],['balance'],1,1,0.60598665,0.00020813574,0.001550788,0.23205341,0.00081269536,0.011843478,0.14754476,1.4354519,26,16,contrary,minor,synonym,part,attribute,material,contains,negative,inferior,non,opposite,minors,partial,not
6,synonym,synonym,5,partof,part,rapid,river,False,['rapid'],['river'],1,1,0.11926527,0.004060055,0.01143437,0.3198649,0.0016009442,0.17281173,0.3709627,1.9811665,3,1,synonym,minor,part,contrary,attribute,contains,material,component,parts,separate,major,side,non,the
3,isa,minor,3,isa,minor,level,tool,True,['level'],['tool'],1,1,0.0079059,0.0009419739,0.00090775406,0.8210407,0.0020732686,0.030572403,0.13655801,0.8719737,19,8,minor,synonym,part,contrary,material,contains,attribute,2,component,one,secondary,minors,lesser,b
0,antonym,contrary,6,synonym,synonym,rest,relax,False,['rest'],['relax'],1,1,0.5018093,0.00042546046,0.012108415,0.10370956,0.00040357304,0.0046197325,0.37692395,1.4910982,18,8,contrary,synonym,minor,attribute,part,contains,material,minors,not,attributes,non,subject,negative,.
2,hasproperty,attribute,2,hasproperty,attribute,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.017455418,0.0014642082,0.6298109,0.3369605,0.0014190739,0.0033172027,0.009572709,1.1695758,1,4,attribute,minor,contrary,synonym,part,contains,material,attributes,non,is,character,not,adjective,-
6,synonym,synonym,3,isa,minor,conflict,state,False,['conflict'],['state'],1,1,0.028657258,0.0015046821,0.0014819476,0.43107054,0.0032432086,0.024417011,0.5096254,1.3514235,9,11,synonym,minor,contrary,part,material,contains,attribute,component,major,subordinate,minors,separate,unknown,subject
2,hasproperty,attribute,2,hasproperty,attribute,dice,red,True,['dice'],['red'],1,1,0.0010283572,0.0011863079,0.9948724,0.0018650113,0.0005816328,0.00013026774,0.00033601414,0.057834636,3,7,attribute,minor,contains,contrary,material,synonym,attributes,color,part,contain,character,property,colour,feature
3,isa,minor,5,partof,part,law,theory,False,['law'],['theory'],1,1,0.01490354,0.0019537413,0.0031986749,0.76456475,0.0043011527,0.117791474,0.09328671,1.1471642,7,3,minor,part,synonym,contrary,material,attribute,contains,component,-,and,major,sub,parts,type
3,isa,minor,6,synonym,synonym,author,artist,False,['author'],['artist'],1,1,0.10683157,0.002312985,0.013482083,0.667919,0.0075284014,0.02380504,0.17812097,1.4624428,3,1,minor,synonym,contrary,part,attribute,material,contains,and,lesser,subject,character,or,/,attributes
2,hasproperty,attribute,0,antonym,contrary,he,female,False,['he'],['female'],1,1,0.11620394,0.106895685,0.63004947,0.10021218,0.007294329,0.008299966,0.031044435,1.7228317,2,5,attribute,contrary,contains,minor,synonym,part,material,attributes,is,attributed,property,contain,content,=
1,hasa,contains,0,antonym,contrary,paper,ink,False,['paper'],['ink'],1,1,0.05925174,0.45947805,0.04450342,0.031142406,0.3837282,0.0037358112,0.018160425,1.7781593,9,5,contains,material,contrary,attribute,minor,synonym,part,contain,content,attributes,containing,and,without,with
0,antonym,contrary,0,antonym,contrary,hear,sight,True,['hear'],['sight'],1,1,0.48691836,0.003568743,0.011821598,0.120164044,0.0023182246,0.023489773,0.35171932,1.655208,5,9,contrary,synonym,minor,part,attribute,contains,material,not,separate,inferior,subject,the,parts,non
2,hasproperty,attribute,2,hasproperty,attribute,love,important,True,['love'],['important'],1,1,0.0029415076,0.0007425496,0.9283053,0.06539337,0.00057068776,0.00026484326,0.0017816816,0.41496012,10,5,attribute,minor,contrary,synonym,attributes,contains,material,is,part,property,-,not,attributed,element
5,partof,part,5,partof,part,song,culture,True,['song'],['culture'],1,1,0.007689786,0.003412026,0.0017693002,0.4647051,0.009727923,0.48228413,0.030411782,1.3375803,6,8,part,minor,synonym,material,contrary,contains,attribute,component,parts,sub,major,type,member,subject
3,isa,minor,3,isa,minor,club,weapon,True,['club'],['weapon'],1,1,0.00017425355,0.00012882196,0.00023577381,0.9950718,0.00032189416,0.0015720736,0.002495321,0.05372504,11,2,minor,synonym,part,material,attribute,contrary,contains,secondary,major,side,lesser,type,main,-
3,isa,minor,3,isa,minor,heterosexual,person,True,['heterosexual'],['person'],1,1,0.0004962835,0.0005745225,0.0009873938,0.9942516,0.0017575526,0.0005607557,0.0013718884,0.06494792,2,3,minor,material,synonym,attribute,contains,part,contrary,type,component,lesser,major,subject,character,sex
0,antonym,contrary,0,antonym,contrary,fear,comfortable,True,['fear'],['comfortable'],1,1,0.60328156,0.0003735155,0.3253656,0.06273162,0.00066763995,0.0014557814,0.006124272,1.2875271,8,5,contrary,attribute,minor,synonym,part,material,contains,not,attributes,is,non,less,but,adjective
2,hasproperty,attribute,6,synonym,synonym,mate,friendly,False,['mate'],['friendly'],1,1,0.06857658,0.00063212466,0.8485544,0.058632273,0.0005924093,0.0010715898,0.021940706,0.8506401,13,5,attribute,contrary,minor,synonym,part,contains,material,attributes,adjective,is,property,not,relation,-
5,partof,part,5,partof,part,head,hammer,True,['head'],['hammer'],1,1,0.0044598784,0.003716874,0.0008374108,0.004024,0.001033902,0.9720586,0.013869203,0.24100363,42,10,part,synonym,contrary,minor,contains,material,parts,attribute,of,piece,-,component,##less,type
5,partof,part,5,partof,part,head,table,True,['head'],['table'],1,1,0.015675377,0.0011220354,0.00035192873,0.007115959,0.00053196546,0.9655975,0.009605212,0.2787112,42,8,part,contrary,synonym,minor,contains,of,parts,material,attribute,side,-,piece,whole,member
0,antonym,contrary,0,antonym,contrary,lose,tight,True,['lose'],['tight'],1,1,0.83277214,0.00012557716,0.10716358,0.006269378,0.00025628446,0.0007691903,0.05264386,0.8472774,11,16,contrary,attribute,synonym,minor,part,material,contains,attributes,property,adjective,relation,or,side,is
5,partof,part,5,partof,part,button,tv,True,['button'],['tv'],1,1,0.0017023627,0.00045284108,0.0001941805,0.0016837078,9.742187e-05,0.99523914,0.00063021376,0.05344793,9,2,part,contrary,minor,of,synonym,contains,parts,side,in,attribute,material,on,off,character
1,hasa,contains,1,hasa,contains,house,basement,True,['house'],['basement'],1,1,0.007094998,0.9623805,0.008676922,0.0033706173,0.011514298,0.0033459726,0.003616603,0.32200444,14,2,contains,material,attribute,contrary,synonym,minor,part,contain,has,with,includes,-,is,have
5,partof,part,1,hasa,contains,envelope,letter,False,['envelope'],['letter'],1,1,0.02786286,0.22972812,0.0049082027,0.22188601,0.04547565,0.3726289,0.09751022,2.2119465,6,8,part,contains,minor,synonym,material,contrary,attribute,parts,contain,type,component,includes,of,subject
0,antonym,contrary,2,hasproperty,attribute,swim,relax,False,['swim'],['relax'],1,1,0.34508842,0.0013645432,0.27611706,0.24120572,0.0009043675,0.004318985,0.13100089,1.9774202,6,8,contrary,attribute,minor,synonym,part,contains,material,attributes,-,not,non,major,subject,or
6,synonym,synonym,6,synonym,synonym,affection,love,True,['affection'],['love'],1,1,0.119755566,0.0012852149,0.0048099156,0.26967445,0.005097473,0.044061996,0.5553153,1.63447,1,10,synonym,minor,contrary,part,material,attribute,contains,parts,subject,relative,component,non,partial,not
3,isa,minor,3,isa,minor,cloudy,weather,True,['cloudy'],['weather'],1,1,0.04008866,0.0013423044,0.0059023164,0.86045444,0.0016363746,0.045160796,0.0454151,0.8486618,3,6,minor,synonym,part,contrary,attribute,material,contains,component,side,secondary,subsidiary,surface,negative,parts
