pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,contains,1,hasa,contains,lobby,wall,True,['lobby'],['wall'],1,1,0.046901368,0.7689301,0.0075717634,0.022041658,0.069942705,0.03781815,0.046794362,1.3269844,4,9,contains,material,contrary,synonym,part,minor,attribute,contain,includes,missing,side,parts,surface,lack
3,isa,minor,3,isa,minor,call,order,True,['call'],['order'],1,1,0.20088072,0.00091009476,0.0052443584,0.41765365,0.0006214264,0.0058859577,0.3688038,1.6211239,41,24,minor,synonym,contrary,part,attribute,contains,material,subject,subordinate,or,not,minors,name,major
6,synonym,synonym,3,isa,minor,keep,store,False,['keep'],['store'],1,1,0.20577563,0.0005547344,0.0041290303,0.30823222,0.0009959622,0.0130285965,0.46728382,1.6358199,25,6,synonym,minor,contrary,part,attribute,material,contains,or,separate,subordinate,subject,not,component,parts
6,synonym,synonym,6,synonym,synonym,see,view,True,['see'],['view'],1,1,0.07304113,0.0010329874,0.008626378,0.2109691,0.00050939847,0.012366524,0.69345444,1.2689183,25,13,synonym,minor,contrary,part,attribute,contains,material,separate,partial,article,attributes,minors,subject,relative
6,synonym,synonym,0,antonym,contrary,brake,pedal,False,['brake'],['pedal'],1,1,0.28528798,0.0019886966,0.0033277923,0.21341218,0.00214082,0.007158069,0.48668438,1.6126434,7,5,synonym,contrary,minor,part,attribute,material,contains,not,or,and,",",plural,non,opposite
3,isa,minor,3,isa,minor,lake,place,True,['lake'],['place'],1,1,0.00050964707,0.00020275432,0.0006512402,0.9976907,0.00044090798,0.000110538065,0.0003941997,0.02910844,3,32,minor,attribute,contrary,material,synonym,contains,part,major,main,side,separate,common,name,noun
0,antonym,contrary,0,antonym,contrary,boy,female,True,['boy'],['female'],1,1,0.647876,0.00027806635,0.3003568,0.017116727,0.0009971999,0.0017846639,0.031590514,1.214329,4,5,contrary,attribute,synonym,minor,part,material,contains,attributes,and,",",attributed,not,adjective,subspecies
0,antonym,contrary,0,antonym,contrary,hill,crater,True,['hill'],['crater'],1,1,0.75416774,0.007148881,0.009878646,0.09818389,0.001943383,0.0037312617,0.124946095,1.1750157,6,3,contrary,synonym,minor,attribute,contains,part,material,or,not,and,opposite,contain,",",side
2,hasproperty,attribute,3,isa,minor,box,hit,False,['box'],['hit'],1,1,0.11201109,0.034738787,0.4076694,0.38315335,0.005206394,0.003243699,0.053977318,1.8738172,13,24,attribute,minor,contrary,synonym,contains,material,part,attributes,property,name,attributed,subject,contain,major
0,antonym,contrary,0,antonym,contrary,slip,balance,True,['slip'],['balance'],1,1,0.7312345,0.00010178922,0.0022426008,0.17260665,0.0003986948,0.0052653425,0.08815044,1.1419948,26,16,contrary,minor,synonym,part,attribute,material,contains,not,minors,inferior,negative,lack,non,incorrect
3,isa,minor,5,partof,part,rapid,river,False,['rapid'],['river'],1,1,0.26959363,0.0007377994,0.0212575,0.37441328,0.0020803593,0.036010906,0.29590663,1.8773409,3,1,minor,synonym,contrary,part,attribute,material,contains,component,adjective,or,form,attributes,side,major
6,synonym,synonym,3,isa,minor,level,tool,False,['level'],['tool'],1,1,0.041171417,0.00080785336,0.005861024,0.42765573,0.002016332,0.010424209,0.51206344,1.3464571,19,8,synonym,minor,contrary,part,attribute,material,contains,or,adjective,subject,subordinate,not,title,major
0,antonym,contrary,6,synonym,synonym,rest,relax,False,['rest'],['relax'],1,1,0.6378624,0.00010903929,0.012947613,0.0531045,0.00026452367,0.0012331656,0.2944787,1.2557524,18,8,contrary,synonym,minor,attribute,part,material,contains,attributes,not,opposite,contrast,subject,minors,adjective
2,hasproperty,attribute,2,hasproperty,attribute,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.11631743,0.00078633975,0.6998368,0.1543144,0.00065542996,0.0013344369,0.0267551,1.3049794,1,4,attribute,minor,contrary,synonym,part,contains,material,attributes,adjective,is,not,attributed,property,character
3,isa,minor,3,isa,minor,conflict,state,True,['conflict'],['state'],1,1,0.1335698,0.0032572146,0.010255327,0.5612831,0.020236013,0.12799853,0.14339997,1.8455403,9,11,minor,synonym,contrary,part,material,attribute,contains,parts,subject,component,subordinate,major,separate,whole
2,hasproperty,attribute,2,hasproperty,attribute,dice,red,True,['dice'],['red'],1,1,0.0028953264,0.00023536467,0.9941743,0.0014541728,0.00057351,0.00016643062,0.0005008563,0.063092604,3,7,attribute,contrary,minor,material,synonym,color,contains,attributes,part,colour,surface,adjective,attributed,property
3,isa,minor,5,partof,part,law,theory,False,['law'],['theory'],1,1,0.0348291,0.001637772,0.007820246,0.7090282,0.0092271995,0.034575034,0.20288248,1.2874185,7,3,minor,synonym,contrary,part,material,attribute,contains,or,and,component,article,subject,separate,major
