pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,Ġcontains,1,hasa,Ġcontains,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.036216497,0.8655737,0.004977302,0.037954856,0.034074597,0.012431484,0.008771601,0.87560385,4,9,Ġcontains,Ġsubclass,Ġcontrary,Ġmaterial,Ġpart,Ġequivalent,Ġattribute,Ġcontain,Ġcontaining,Ġhas,Ġexcludes,Ġincludes,Ġopposite,Ġlacks
3,isa,Ġsubclass,3,isa,Ġsubclass,call,order,True,['Ġcall'],['Ġorder'],1,1,0.032700457,0.0020325864,0.0009465322,0.5554925,0.0009332805,0.0037447643,0.40414983,1.2280122,41,24,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġattribute,Ġmaterial,Ġsuperior,Ġclass,Ġsimilar,Ġcomparable,Ġcorresponding,Ġor,Ġanalogous
6,synonym,Ġequivalent,3,isa,Ġsubclass,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.011767556,0.0005651261,0.0012547965,0.38296208,0.00067268265,0.0018775964,0.6009002,1.0895448,25,6,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġattribute,Ġmaterial,Ġcontains,Ġsimilar,Ġcomparable,Ġclass,Ġsuperior,Ġor,Ġanalogous,Ġcorresponding
6,synonym,Ġequivalent,6,synonym,Ġequivalent,see,view,True,['Ġsee'],['Ġview'],1,1,0.010595531,0.0014481096,0.0014353886,0.1854453,0.001511032,0.002320818,0.7972439,0.84262383,25,13,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġcontains,Ġattribute,Ġsimilar,Ġcomparable,Ġsuperior,Ġclass,Ġanalogous,Ġalternative,Ġrelated
3,isa,Ġsubclass,0,antonym,Ġcontrary,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.029338254,0.004018622,0.0039642802,0.8107666,0.005356709,0.0029425325,0.14361303,0.9255849,7,5,Ġsubclass,Ġequivalent,Ġcontrary,Ġmaterial,Ġcontains,Ġattribute,Ġpart,Ġclass,Ġtype,Ġsubstitute,Ġcontain,Ġor,Ġoverride,Ġrelated
3,isa,Ġsubclass,3,isa,Ġsubclass,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.0001561904,0.00012159017,0.00011882702,0.99886394,0.00017752177,3.0038562e-05,0.00053186365,0.015191678,3,32,Ġsubclass,Ġequivalent,Ġmaterial,Ġcontrary,Ġcontains,Ġattribute,Ġpart,Ġclass,Ġtype,Ġrelated,Ġother,Ġcontain,Ġsimilar,Ġlike
0,antonym,Ġcontrary,0,antonym,Ġcontrary,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.9956988,0.0009289243,0.001545299,0.00034686085,0.00018965629,0.00011657984,0.0011738942,0.049260147,4,5,Ġcontrary,Ġattribute,Ġequivalent,Ġcontains,Ġsubclass,Ġmaterial,Ġpart,Ġopposite,Ġcontradictory,Ġsuperior,Ġcontradicts,ĠContrary,Ġcounterpart,Ġcontain
1,hasa,Ġcontains,0,antonym,Ġcontrary,hill,crater,False,['Ġhill'],['Ġcrater'],1,1,0.20883256,0.26752818,0.023634948,0.25705862,0.009425176,0.007234974,0.22628558,2.212244,6,3,Ġcontains,Ġsubclass,Ġequivalent,Ġcontrary,Ġattribute,Ġmaterial,Ġpart,Ġcontain,Ġcontaining,Ġor,Ġwith,Ġclass,Ġand,Ġhas
3,isa,Ġsubclass,3,isa,Ġsubclass,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.022298535,0.053724326,0.11169424,0.7112028,0.0025947879,0.002358862,0.096126445,1.4195492,13,24,Ġsubclass,Ġattribute,Ġequivalent,Ġcontains,Ġcontrary,Ġmaterial,Ġpart,Ġcontain,Ġattributes,Ġclass,Ġcontaining,Ġelement,Ġsubject,Ġsuperior
0,antonym,Ġcontrary,0,antonym,Ġcontrary,slip,balance,True,['Ġslip'],['Ġbalance'],1,1,0.75378704,0.002444303,0.0016335137,0.080722794,0.0016079737,0.021017352,0.13878705,1.164247,26,16,Ġcontrary,Ġequivalent,Ġsubclass,Ġpart,Ġcontains,Ġattribute,Ġmaterial,Ġof,Ġin,ĠContrary,Ġthe,Ġfrom,Ġopposite,Ġinverse
3,isa,Ġsubclass,5,partof,Ġpart,rapid,river,False,['Ġrapid'],['Ġriver'],1,1,0.017478136,0.0007417437,0.005640029,0.6683644,0.003766569,0.08337971,0.22062948,1.3506173,3,1,Ġsubclass,Ġequivalent,Ġpart,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġclass,Ġtype,Ġin,Ġcomparable,Ġdescendant,Ġof,Ġelement
3,isa,Ġsubclass,3,isa,Ġsubclass,level,tool,True,['Ġlevel'],['Ġtool'],1,1,0.005505635,0.0003284893,0.00044780114,0.8934594,0.0020618073,0.026934272,0.07126265,0.62571526,19,8,Ġsubclass,Ġequivalent,Ġpart,Ġcontrary,Ġmaterial,Ġattribute,Ġcontains,Ġclass,Ġlevel,Ġof,Ġrelated,Ġsuperior,Ġa,Ġcomparable
6,synonym,Ġequivalent,6,synonym,Ġequivalent,rest,relax,True,['Ġrest'],['Ġrelax'],1,1,0.01967599,0.0007348731,0.0126906,0.22194254,0.00036012958,0.0027364327,0.7418595,1.0281122,18,8,Ġequivalent,Ġsubclass,Ġcontrary,Ġattribute,Ġpart,Ġcontains,Ġmaterial,Ġor,Ġclass,Ġsimilar,Ġcomparable,Ġrelated,Ġand,Ġsuperior
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,copulate,fun,True,"['Ġcop', 'ulate']",['Ġfun'],2,1,0.00874974,0.0011044091,0.93896174,0.04350232,0.00036826084,0.0013993616,0.005914208,0.41397515,1,4,Ġattribute,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġcontains,Ġattributes,Ġmaterial,Ġis,Ġtrait,Ġelement,Ġsomething,Ġclass,Ġrelated
3,isa,Ġsubclass,3,isa,Ġsubclass,conflict,state,True,['Ġconflict'],['Ġstate'],1,1,0.087533504,0.0066122385,0.0008597965,0.8052625,0.013243338,0.05024134,0.0362473,1.0887359,9,11,Ġsubclass,Ġcontrary,Ġpart,Ġequivalent,Ġmaterial,Ġcontains,Ġattribute,Ġclass,Ġin,Ġsubject,Ġof,Ġrelated,Ġcomponent,Ġtype
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,dice,red,True,['Ġdice'],['Ġred'],1,1,0.0031097378,0.0017568795,0.9938917,0.00077155436,7.990486e-05,0.00010971224,0.0002804744,0.064584866,3,7,Ġattribute,Ġcontrary,Ġcontains,Ġsubclass,Ġequivalent,Ġattributes,Ġcontain,Ġpart,Ġmaterial,Ġare,Ġis,Ġtrait,Ġindicate,Ġoverflow
0,antonym,Ġcontrary,5,partof,Ġpart,law,theory,False,['Ġlaw'],['Ġtheory'],1,1,0.661978,0.0045008296,0.0012970426,0.23641038,0.008929074,0.013580458,0.07330416,1.3547493,7,3,Ġcontrary,Ġsubclass,Ġequivalent,Ġpart,Ġmaterial,Ġcontains,Ġattribute,Ġsuperior,Ġclass,Ġor,Ġsubject,Ġalternative,Ġcounterpart,Ġexcludes
3,isa,Ġsubclass,6,synonym,Ġequivalent,author,artist,False,['Ġauthor'],['Ġartist'],1,1,0.0079279095,0.00050816167,0.0025451204,0.9437576,0.0030689007,0.0019611877,0.040231153,0.39138862,3,1,Ġsubclass,Ġequivalent,Ġcontrary,Ġmaterial,Ġattribute,Ġpart,Ġcontains,Ġclass,Ġor,Ġrelated,Ġtype,Ġsimilar,Ġsuperior,Ġother
0,antonym,Ġcontrary,0,antonym,Ġcontrary,he,female,True,['Ġhe'],['Ġfemale'],1,1,0.9872105,0.006877205,0.0038831278,0.0004415257,0.00048818777,0.00020469427,0.00089478947,0.120696954,2,5,Ġcontrary,Ġcontains,Ġattribute,Ġequivalent,Ġmaterial,Ġsubclass,Ġpart,Ġattributes,Ġcontradicts,Ġcontain,Ġcontradictory,Ġopposite,Ġlacks,Ġsuperior
1,hasa,Ġcontains,0,antonym,Ġcontrary,paper,ink,False,['Ġpaper'],['Ġink'],1,1,0.27934492,0.617764,0.024792893,0.010990705,0.033098817,0.003917751,0.030090978,1.4931653,9,5,Ġcontains,Ġcontrary,Ġmaterial,Ġequivalent,Ġattribute,Ġsubclass,Ġpart,Ġcontain,Ġcontaining,Ġhas,Ġcontained,Ġlacks,Ġwith,Ġincludes
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hear,sight,True,['Ġhear'],['Ġsight'],1,1,0.9695883,0.0024253072,0.0011739836,0.006452293,0.00082768174,0.0012334022,0.018299157,0.24866286,5,9,Ġcontrary,Ġequivalent,Ġsubclass,Ġcontains,Ġpart,Ġattribute,Ġmaterial,Ġsuperior,Ġopposite,Ġand,Ġcontain,ĠContrary,Ġsubject,Ġor
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,love,important,True,['Ġlove'],['Ġimportant'],1,1,0.00034853298,6.118808e-05,0.9987791,0.0005445091,4.421121e-05,3.1779095e-05,0.00019070659,0.015994865,10,5,Ġattribute,Ġsubclass,Ġcontrary,Ġequivalent,Ġattributes,Ġcontains,Ġmaterial,Ġpart,Ġis,Ġtrait,Ġelement,Ġproperty,Ġmost,Ġattribution
5,partof,Ġpart,5,partof,Ġpart,song,culture,True,['Ġsong'],['Ġculture'],1,1,0.0044818074,0.0027280145,0.0013060577,0.06060176,0.021619353,0.9059762,0.0032869251,0.5915821,6,8,Ġpart,Ġsubclass,Ġmaterial,Ġcontrary,Ġequivalent,Ġcontains,Ġattribute,Ġparts,Ġin,part,Ġcomponent,Ġof,ĠPart,Ġportion
3,isa,Ġsubclass,3,isa,Ġsubclass,club,weapon,True,['Ġclub'],['Ġweapon'],1,1,0.00028333804,0.00015119032,0.00048166182,0.99303126,0.0004231528,0.00047523016,0.005154132,0.06974421,11,2,Ġsubclass,Ġequivalent,Ġattribute,Ġpart,Ġmaterial,Ġcontrary,Ġcontains,Ġclass,Ġtype,Ġrelated,Ġalternative,Ġderived,Ġsuperior,Ġbased
3,isa,Ġsubclass,3,isa,Ġsubclass,heterosexual,person,True,['Ġheterosexual'],['Ġperson'],1,1,0.000764115,6.0056867e-05,0.0011023927,0.99408567,0.0004458421,7.424836e-05,0.0034676702,0.062410645,2,3,Ġsubclass,Ġequivalent,Ġattribute,Ġcontrary,Ġmaterial,Ġpart,Ġcontains,Ġtype,Ġclass,Ġsuperior,Ġrelated,Ġattributes,Ġsubject,Ġtrait
0,antonym,Ġcontrary,0,antonym,Ġcontrary,fear,comfortable,True,['Ġfear'],['Ġcomfortable'],1,1,0.99763346,5.288163e-05,0.002057404,7.588885e-05,4.9434024e-05,5.032103e-05,8.059365e-05,0.02608389,8,5,Ġcontrary,Ġattribute,Ġequivalent,Ġsubclass,Ġcontains,Ġpart,Ġmaterial,Ġcontradictory,ĠContrary,Ġopposite,Ġcontrast,Ġnotwithstanding,Ġis,Ġcounter
6,synonym,Ġequivalent,6,synonym,Ġequivalent,mate,friendly,True,['Ġmate'],['Ġfriendly'],1,1,0.00968932,0.0011263237,0.2661536,0.13436142,0.001907198,0.0014908279,0.58527136,1.4567367,13,5,Ġequivalent,Ġattribute,Ġsubclass,Ġcontrary,Ġmaterial,Ġpart,Ġcontains,Ġattributes,Ġor,Ġsimilar,Ġclass,Ġcomparable,Ġis,Ġsuperior
5,partof,Ġpart,5,partof,Ġpart,head,hammer,True,['Ġhead'],['Ġhammer'],1,1,0.0020936183,0.00017227538,0.00037633427,0.0025418256,0.0001851795,0.98218936,0.012441484,0.15347762,42,10,Ġpart,Ġequivalent,Ġsubclass,Ġcontrary,Ġof,Ġattribute,Ġmaterial,Ġcontains,Ġparts,part,Ġportion,Ġon,ĠPart,Ġhalf
5,partof,Ġpart,5,partof,Ġpart,head,table,True,['Ġhead'],['Ġtable'],1,1,0.027908571,0.001428854,0.0016135789,0.13222367,0.00095278816,0.8000829,0.03578955,0.99747634,42,8,Ġpart,Ġsubclass,Ġequivalent,Ġcontrary,Ġof,Ġattribute,Ġcontains,Ġmaterial,Ġparts,part,Ġthe,Ġclass,Ġsection,Ġon
0,antonym,Ġcontrary,0,antonym,Ġcontrary,lose,tight,True,['Ġlose'],['Ġtight'],1,1,0.9557528,0.00041093025,0.01281775,0.0074036154,0.0002400815,0.00061254593,0.022762328,0.3336355,11,16,Ġcontrary,Ġequivalent,Ġattribute,Ġsubclass,Ġpart,Ġcontains,Ġmaterial,Ġopposite,Ġcontrast,Ġalternative,Ġis,Ġor,Ġnotwithstanding,Ġcontradictory
5,partof,Ġpart,5,partof,Ġpart,button,tv,True,['Ġbutton'],['Ġtv'],1,1,0.005314805,0.0010074648,0.0008617073,0.010138149,0.001428519,0.979163,0.0020863314,0.1879409,9,2,Ġpart,Ġsubclass,Ġcontrary,Ġequivalent,Ġmaterial,Ġcontains,Ġattribute,Ġon,Ġin,Ġparts,Ġof,part,ĠPart,Ġclass
1,hasa,Ġcontains,1,hasa,Ġcontains,house,basement,True,['Ġhouse'],['Ġbasement'],1,1,0.0006854415,0.99717987,0.00080168335,8.1418955e-05,0.0007550218,9.609687e-05,0.0004006435,0.034252875,14,2,Ġcontains,Ġcontain,Ġattribute,Ġmaterial,Ġcontrary,Ġequivalent,Ġhas,Ġincludes,Ġcontaining,Ġpart,Ġsubclass,Ġlacks,Ġcontained,Ġexcludes
5,partof,Ġpart,1,hasa,Ġcontains,envelope,letter,False,['Ġenvelope'],['Ġletter'],1,1,0.031734932,0.14696436,0.0012515538,0.15609044,0.015581848,0.5946899,0.053687006,1.7608268,6,8,Ġpart,Ġsubclass,Ġcontains,Ġequivalent,Ġcontrary,Ġmaterial,Ġattribute,Ġcontaining,Ġof,Ġfor,Ġcontain,Ġparts,Ġcontained,Ġa
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,swim,relax,True,['Ġswim'],['Ġrelax'],1,1,0.01642556,0.004093358,0.7532149,0.18416758,0.0003223285,0.0028246122,0.038951688,1.0973758,6,8,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġcontains,Ġpart,Ġattributes,Ġmaterial,Ġto,Ġclass,Ġtrait,Ġis,Ġrelates,Ġelement
6,synonym,Ġequivalent,6,synonym,Ġequivalent,affection,love,True,['Ġaffection'],['Ġlove'],1,1,0.010570535,0.0009766674,0.0030027754,0.291921,0.002728057,0.005834821,0.68496615,1.063323,1,10,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġattribute,Ġmaterial,Ġcontains,Ġsimilar,Ġcomparable,Ġclass,Ġor,Ġrelated,Ġsuperior,Ġanalogous
3,isa,Ġsubclass,3,isa,Ġsubclass,cloudy,weather,True,['Ġcloudy'],['Ġweather'],1,1,0.026366945,0.0052358354,0.028107863,0.73806775,0.01338242,0.05840487,0.13043433,1.3521211,3,6,Ġsubclass,Ġequivalent,Ġpart,Ġattribute,Ġcontrary,Ġmaterial,Ġcontains,Ġclass,Ġtype,Ġrelated,Ġin,Ġelement,Ġcomponent,Ġsimilar
3,isa,Ġsubclass,3,isa,Ġsubclass,cookie,food,True,['Ġcookie'],['Ġfood'],1,1,0.00032496676,0.00019025194,0.00028935465,0.9974172,0.0009941679,0.00029437698,0.00048964506,0.031992923,3,3,Ġsubclass,Ġmaterial,Ġequivalent,Ġcontrary,Ġpart,Ġattribute,Ġcontains,Ġclass,Ġtype,Ġrelated,Ġderived,Ġcontain,Ġderivative,Ġother
5,partof,Ġpart,5,partof,Ġpart,face,body,True,['Ġface'],['Ġbody'],1,1,0.012946846,0.0006867731,0.00042319903,0.047175664,0.0015825086,0.9350493,0.002135689,0.4252609,22,12,Ġpart,Ġsubclass,Ġcontrary,Ġequivalent,Ġmaterial,Ġcontains,Ġattribute,Ġof,Ġparts,part,Ġin,ĠPart,Part,Ġportion
3,isa,Ġsubclass,3,isa,Ġsubclass,leaf,sheet,True,['Ġleaf'],['Ġsheet'],1,1,0.0037793014,0.0014051715,0.002355743,0.9550228,0.0058978535,0.0038955377,0.027643539,0.34566504,6,10,Ġsubclass,Ġequivalent,Ġmaterial,Ġpart,Ġcontrary,Ġattribute,Ġcontains,Ġclass,Ġtype,Ġsubstitute,Ġlike,Ġor,Ġderivative,Ġcontain
