pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,Ġcontains,1,hasa,Ġcontains,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.004979456,0.95027107,0.0031244284,0.0015351288,0.036119904,0.0021439649,0.0018261409,0.35704544,4,9,Ġcontains,Ġmaterial,Ġcontrary,Ġattribute,Ġpart,Ġequivalent,Ġsubclass,Ġcontain,Ġhas,Ġincludes,Ġcontained,Ġlacks,Ġpossesses,Ġcontaining
6,synonym,Ġequivalent,3,isa,Ġsubclass,call,order,False,['Ġcall'],['Ġorder'],1,1,0.052201048,0.0025807514,0.00058749114,0.4324477,0.0008837717,0.012230742,0.4990685,1.3609453,41,24,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġcontains,Ġmaterial,Ġattribute,Ġanalogous,Ġsimilar,Ġan,Ġequal,Ġsuperior,Ġoverride,Ġprior
6,synonym,Ġequivalent,3,isa,Ġsubclass,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.3076084,0.00011183849,0.0002955414,0.04569959,0.00012761266,0.0040951543,0.6420618,1.1761124,25,6,Ġequivalent,Ġcontrary,Ġsubclass,Ġpart,Ġattribute,Ġopposite,Ġmaterial,Ġcontains,Ġanalogous,Ġsuperior,Ġsimilar,Ġequal,Ġalternative,Ġinverse
6,synonym,Ġequivalent,6,synonym,Ġequivalent,see,view,True,['Ġsee'],['Ġview'],1,1,0.010987743,0.000222888,0.0005682907,0.27340278,0.0001881651,0.0034983489,0.71113175,0.9724625,25,13,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġattribute,Ġcontains,Ġmaterial,Ġsimilar,Ġanalogous,Ġalternative,Ġexample,Ġcomparable,Ġopposite,Ġrelated
6,synonym,Ġequivalent,0,antonym,Ġcontrary,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.021687837,0.006050473,0.00034583043,0.021874472,0.002218709,0.014320261,0.93350226,0.48901397,7,5,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġcontains,Ġmaterial,Ġattribute,Ġopposite,Ġoverride,Ġanalogous,Ġcomponent,Ġcontain,Ġequal,Ġlike
3,isa,Ġsubclass,3,isa,Ġsubclass,lake,place,True,['Ġlake'],['Ġplace'],1,1,9.576018e-05,0.0001917361,0.00022027666,0.99835664,0.00075848575,8.709265e-05,0.00028993422,0.021134255,3,32,Ġsubclass,Ġmaterial,Ġequivalent,Ġattribute,Ġcontains,Ġcontrary,Ġpart,Ġtype,Ġclass,Ġkind,Ġcomponent,Ġcontain,Ġform,Ġcontent
0,antonym,Ġcontrary,0,antonym,Ġcontrary,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.9953733,7.711604e-05,0.00069327967,0.0007030008,9.226809e-05,0.00045877075,0.0026022408,0.05101919,4,5,Ġcontrary,Ġequivalent,Ġsubclass,Ġattribute,Ġpart,Ġopposite,Ġmaterial,Ġcontains,Ġsuperior,ĠContrary,Ġattributes,Ġequal,Ġsubject,Ġcontradictory
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.41939744,0.23968989,0.009586562,0.09341668,0.0046481183,0.015883297,0.2173781,2.01303,6,3,Ġcontrary,Ġcontains,Ġequivalent,Ġsubclass,Ġpart,Ġattribute,Ġmaterial,Ġcontain,Ġopposite,Ġcontaining,Ġcontained,Ġincludes,Ġsuperior,Ġform
3,isa,Ġsubclass,3,isa,Ġsubclass,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.004761616,0.014889255,0.009933567,0.90133244,0.0006215274,0.0010397672,0.067421846,0.60751677,13,24,Ġsubclass,Ġequivalent,Ġcontains,Ġattribute,Ġcontrary,Ġpart,Ġmaterial,Ġcontain,Ġattributes,Ġclass,Ġtype,Ġobject,Ġexample,Ġcontained
3,isa,Ġsubclass,0,antonym,Ġcontrary,slip,balance,False,['Ġslip'],['Ġbalance'],1,1,0.14155717,0.00030347993,0.00049624464,0.65333325,0.0017482811,0.10083731,0.101724274,1.4946667,26,16,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġin,Ġmaterial,Ġattribute,Ġfrom,Ġcontains,Ġof,Ġopposite,Ġform,Ġincorrect,Ġclass
