pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
3,isa,Ġsubclass,1,hasa,Ġcontains,lobby,wall,False,['Ġlobby'],['Ġwall'],1,1,0.07784472,0.03654456,0.0061341766,0.7379111,0.016817706,0.092746295,0.03200144,1.4060367,4,9,Ġsubclass,Ġpart,Ġcontrary,Ġcontains,Ġequivalent,Ġmaterial,Ġattribute,Ġcontain,Ġis,Ġcomponent,Ġclass,Ġside,part,Ġelement
3,isa,Ġsubclass,3,isa,Ġsubclass,call,order,True,['Ġcall'],['Ġorder'],1,1,0.012844531,0.0019146462,0.00086934934,0.5277305,0.00075007236,0.008824306,0.44706655,1.1807051,41,24,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġattribute,Ġmaterial,Ġclass,Ġsuperior,Ġor,",",Ġan,Ġsimilar,Ġsubordinate
6,synonym,Ġequivalent,3,isa,Ġsubclass,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.0014396495,0.000360756,0.00049551047,0.09256798,0.00018795479,0.0017178435,0.9032303,0.4917041,25,6,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġattribute,Ġcontains,Ġmaterial,Ġsimilar,Ġclass,Ġcomparable,Ġor,Ġequivalents,Ġversion,Ġcorresponding
6,synonym,Ġequivalent,6,synonym,Ġequivalent,see,view,True,['Ġsee'],['Ġview'],1,1,0.0021899275,0.00058533077,0.0010066383,0.16742611,0.0003246505,0.0033794662,0.82508796,0.7277152,25,13,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġattribute,Ġcontains,Ġmaterial,Ġsimilar,Ġcomparable,Ġclass,Ġsuperior,Ġversion,Ġcorresponding,Ġanalogous
6,synonym,Ġequivalent,0,antonym,Ġcontrary,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.010745488,0.00855252,0.0063626305,0.39931968,0.012453434,0.024110714,0.5384555,1.3935704,7,5,Ġequivalent,Ġsubclass,Ġpart,Ġmaterial,Ġcontrary,Ġcontains,Ġattribute,Ġclass,Ġtype,Ġcomponent,:,Ġelement,Ġis,Ġor
3,isa,Ġsubclass,3,isa,Ġsubclass,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.00021000073,6.472992e-05,0.00027665007,0.99793786,0.00012293235,9.0683716e-05,0.0012970688,0.024962392,3,32,Ġsubclass,Ġequivalent,Ġattribute,Ġcontrary,Ġmaterial,Ġpart,Ġcontains,Ġclass,Ġtype,Ġother,Ġsimilar,Ġspecial,Ġkind,Ġrelated
0,antonym,Ġcontrary,0,antonym,Ġcontrary,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.99891853,2.5926223e-05,0.00051785784,0.00022915636,3.0988107e-05,6.8276546e-05,0.0002092622,0.014344343,4,5,Ġcontrary,Ġattribute,Ġsubclass,Ġequivalent,Ġpart,Ġmaterial,Ġcontains,Ġopposite,Ġcontradictory,ĠContrary,Ġcounterpart,Ġand,Ġcontrast,Ġsuperior
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.85286987,0.022485882,0.0034116989,0.038865462,0.0030874496,0.004299207,0.074980326,0.8687601,6,3,Ġcontrary,Ġequivalent,Ġsubclass,Ġcontains,Ġpart,Ġattribute,Ġmaterial,Ġcontain,Ġand,Ġor,Ġside,Ġopposite,Ġsuperior,Ġalternative
3,isa,Ġsubclass,3,isa,Ġsubclass,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.0029781403,0.001882134,0.0024963156,0.9279725,0.00034186625,0.00081581355,0.06351315,0.42857698,13,24,Ġsubclass,Ġequivalent,Ġcontrary,Ġattribute,Ġcontains,Ġpart,Ġmaterial,Ġclass,Ġcontain,Ġelement,Ġversion,Ġtype,Ġduplicate,Ġcorresponding
0,antonym,Ġcontrary,0,antonym,Ġcontrary,slip,balance,True,['Ġslip'],['Ġbalance'],1,1,0.991576,3.6962065e-05,0.00016370008,0.0043899445,8.5126616e-05,0.0011979805,0.002550279,0.08383364,26,16,Ġcontrary,Ġsubclass,Ġequivalent,Ġpart,Ġattribute,Ġmaterial,Ġcontains,Ġopposite,ĠContrary,Ġcontrast,Ġcontradictory,Ġside,Ġinverse,Ġalternative
3,isa,Ġsubclass,5,partof,Ġpart,rapid,river,False,['Ġrapid'],['Ġriver'],1,1,0.012376123,0.0002110643,0.010441199,0.8757835,0.0010279318,0.010032207,0.09012804,0.707023,3,1,Ġsubclass,Ġequivalent,Ġcontrary,Ġattribute,Ġpart,Ġmaterial,Ġcontains,Ġclass,Ġtype,Ġelement,Ġdescendant,Ġkind,Ġversion,Ġcomponent
3,isa,Ġsubclass,3,isa,Ġsubclass,level,tool,True,['Ġlevel'],['Ġtool'],1,1,0.00095366256,0.00012659733,0.0015228617,0.9761603,0.00062069023,0.0011884741,0.019427394,0.18806128,19,8,Ġsubclass,Ġequivalent,Ġattribute,Ġpart,Ġcontrary,Ġmaterial,Ġcontains,Ġclass,Ġelement,Ġtype,Ġrelated,Ġsimilar,Ġmember,Ġuse
