pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,Ġcontains,1,hasa,Ġcontains,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.12911929,0.7046122,0.007389281,0.015935097,0.13122419,0.007016851,0.0047030803,1.3557376,4,9,Ġcontains,Ġmaterial,Ġcontrary,Ġsubclass,Ġattribute,Ġpart,Ġequivalent,Ġcontain,Ġcontained,Ġcontaining,Ġconsists,Ġhas,Ġincludes,Ġsubject
6,synonym,Ġequivalent,3,isa,Ġsubclass,call,order,False,['Ġcall'],['Ġorder'],1,1,0.07776289,0.0006971889,0.0017110534,0.3708303,0.005143615,0.018705428,0.5251496,1.4747488,41,24,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġcontains,Ġrelative,Ġopposite,Ġvariant,Ġcounterpart,Ġversion,Ġsubset,Ġcomponent
6,synonym,Ġequivalent,3,isa,Ġsubclass,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.014274924,0.00013370655,0.0007614276,0.30789042,0.0007621862,0.004254621,0.6719227,1.047226,25,6,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġcontains,Ġopposite,Ġsubset,Ġclass,Ġversion,Ġrelative,Ġcounterpart,Ġvariant
6,synonym,Ġequivalent,6,synonym,Ġequivalent,see,view,True,['Ġsee'],['Ġview'],1,1,0.024473617,0.00020284444,0.00059321657,0.08210658,0.0016049631,0.0067833867,0.88423544,0.656666,25,13,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġcontains,Ġopposite,Ġcounterpart,Ġrelative,Ġsubset,Ġversion,Ġvariant,Ġsuperior
6,synonym,Ġequivalent,0,antonym,Ġcontrary,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.12191947,0.0039959806,0.0039662453,0.29518658,0.014225143,0.0148764625,0.5458302,1.6076033,7,5,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġcontains,Ġattribute,Ġopposite,Ġcounterpart,Ġcomponent,Ġversion,Ġcontain,Ġrelative,Ġvariant
3,isa,Ġsubclass,3,isa,Ġsubclass,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.0010081383,4.480911e-05,0.0044909604,0.99204445,0.0005261369,0.00030242215,0.0015830984,0.08113209,3,32,Ġsubclass,Ġattribute,Ġequivalent,Ġcontrary,Ġmaterial,Ġpart,Ġkind,Ġcontains,Ġclass,Ġtype,Ġcategory,Ġsort,Ġone,Ġsubset
0,antonym,Ġcontrary,0,antonym,Ġcontrary,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.99127203,0.00014875617,0.00436211,0.0016173538,0.0005880863,0.00022519575,0.0017864067,0.08897396,4,5,Ġcontrary,Ġattribute,Ġequivalent,Ġsubclass,Ġmaterial,Ġpart,Ġcontains,Ġopposite,Ġcontradictory,Ġcontrast,Ġsuperior,Ġalternative,Ġsubject,ĠContrary
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.91995096,0.0010585123,0.001519984,0.025135182,0.0070740883,0.012086842,0.03317445,0.5595416,6,3,Ġcontrary,Ġequivalent,Ġsubclass,Ġpart,Ġmaterial,Ġattribute,Ġcontains,Ġopposite,Ġalternative,Ġsuperior,Ġcounterpart,Ġsubject,Ġinferior,Ġinverse
3,isa,Ġsubclass,3,isa,Ġsubclass,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.020408604,0.03872208,0.020782806,0.7063021,0.0067710136,0.0011382039,0.20587522,1.2960299,13,24,Ġsubclass,Ġequivalent,Ġcontains,Ġattribute,Ġcontrary,Ġmaterial,Ġpart,Ġcontain,Ġclass,Ġconsists,Ġcontaining,Ġcategory,Ġderivative,Ġis
0,antonym,Ġcontrary,0,antonym,Ġcontrary,slip,balance,True,['Ġslip'],['Ġbalance'],1,1,0.71655715,0.0008773436,0.002511821,0.17176127,0.008024347,0.011707423,0.08856062,1.2523869,26,16,Ġcontrary,Ġsubclass,Ġequivalent,Ġpart,Ġmaterial,Ġattribute,Ġcontains,Ġopposite,Ġinverse,Ġlack,Ġalternative,Ġsubstitute,Ġrelative,Ġenemy
