pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
1,HasA,1,HasA,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.0059242123,0.9637516,0.003994839,0.002504691,0.015550788,0.005382094,0.002891726,0.30701107,4,9
6,Synonym,3,IsA,call,order,False,['Ġcall'],['Ġorder'],1,1,0.004511311,0.0008315161,0.0020356153,0.43653655,0.0025337099,0.008426974,0.5451243,1.140973,41,24
6,Synonym,3,IsA,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.0054946677,0.00070509745,0.0020632208,0.07779192,0.0016756024,0.0025083188,0.90976125,0.51489294,25,6
6,Synonym,6,Synonym,see,view,True,['Ġsee'],['Ġview'],1,1,0.0020919994,0.00027913656,0.00071248075,0.030856097,0.00066884345,0.0017068622,0.96368456,0.2583868,25,13
6,Synonym,0,Antonym,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.024741141,0.010488566,0.002614791,0.028041488,0.011385518,0.06484306,0.8578854,0.8871846,7,5
3,IsA,3,IsA,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.0011011164,0.0006159239,0.0024574092,0.99092686,0.001433837,0.0022510015,0.0012139218,0.09682217,3,32
0,Antonym,0,Antonym,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.9978935,0.0002853,0.0006575964,0.000251421,0.00020045317,0.0003175336,0.00039425542,0.026963905,4,5
0,Antonym,0,Antonym,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.9569951,0.008924455,0.0030472626,0.0029768148,0.002483311,0.00097069034,0.024602301,0.33460408,6,3
3,IsA,3,IsA,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.0028965182,0.0018125213,0.010967147,0.8416196,0.0013049108,0.0012903946,0.14010882,0.7438449,13,24
0,Antonym,0,Antonym,slip,balance,True,['Ġslip'],['Ġbalance'],1,1,0.9548232,0.0003122741,0.0009381723,0.020223536,0.0011835503,0.0048624836,0.017656928,0.34226686,26,16
5,PartOf,5,PartOf,rapid,river,True,['Ġrapid'],['Ġriver'],1,1,0.0062613734,0.00035638548,0.00066938205,0.012452946,0.0016646156,0.9682303,0.010365012,0.264555,3,1
3,IsA,3,IsA,level,tool,True,['Ġlevel'],['Ġtool'],1,1,0.00064504094,0.00024865472,0.0036148012,0.9778723,0.00083938945,0.0045501334,0.012229612,0.19238134,19,8
6,Synonym,6,Synonym,rest,relax,True,['Ġrest'],['Ġrelax'],1,1,0.0027381964,0.00026589734,0.0012205322,0.008848836,0.0007964367,0.0009060602,0.985224,0.1371475,18,8
2,HasProperty,2,HasProperty,copulate,fun,True,"['Ġcop', 'ulate']",['Ġfun'],2,1,0.0006360262,0.0022710396,0.9681456,0.025727134,0.00053885643,0.0005114027,0.002169806,0.23840997,1,4
