pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
1,HasA,1,HasA,lobby,wall,True,['lobby'],['wall'],1,1,0.0023250417,0.95010906,0.008002624,0.0021532371,0.025277063,0.0102884965,0.0018444957,0.38411552,4,9
6,Synonym,3,IsA,call,order,False,['call'],['order'],1,1,0.009466785,0.007204823,0.0049419543,0.4666735,0.0046528527,0.0066064945,0.5004536,1.2495842,41,24
6,Synonym,3,IsA,keep,store,False,['keep'],['store'],1,1,0.0031331265,0.0029004097,0.0027362665,0.05736775,0.0030406266,0.0066216644,0.9242002,0.48882702,25,6
6,Synonym,6,Synonym,see,view,True,['see'],['view'],1,1,0.0035390786,0.0023515224,0.002761274,0.09002606,0.002119782,0.003825062,0.89537716,0.5778256,25,13
6,Synonym,0,Antonym,brake,pedal,False,['brake'],['pedal'],1,1,0.023663577,0.0036533414,0.0020896837,0.023280337,0.0015051864,0.0030607176,0.9427472,0.4221469,7,5
3,IsA,3,IsA,lake,place,True,['lake'],['place'],1,1,0.0021795619,0.0012277481,0.004692418,0.98338276,0.0025027352,0.0034370022,0.0025776841,0.16314158,3,32
2,HasProperty,0,Antonym,boy,female,False,['boy'],['female'],1,1,0.38879585,0.0064825905,0.58075523,0.0062923767,0.0022683858,0.0014723307,0.013933217,1.1980207,4,5
0,Antonym,0,Antonym,hill,crater,True,['hill'],['crater'],1,1,0.89679646,0.041973703,0.0044103763,0.0026412439,0.006279807,0.0036192425,0.044279147,0.66448736,6,3
6,Synonym,3,IsA,box,hit,False,['box'],['hit'],1,1,0.017224096,0.021476695,0.029750008,0.4008946,0.0037545974,0.0034906764,0.5234093,1.4470519,13,24
0,Antonym,0,Antonym,slip,balance,True,['slip'],['balance'],1,1,0.9437432,0.0014175291,0.0024572334,0.031843722,0.0024979687,0.007624625,0.010415542,0.4157253,26,16
3,IsA,5,PartOf,rapid,river,False,['rapid'],['river'],1,1,0.004882095,0.0010674816,0.003900727,0.8201856,0.0016720912,0.004919933,0.16337197,0.79395413,3,1
3,IsA,3,IsA,level,tool,True,['level'],['tool'],1,1,0.0015715732,0.0012458682,0.0018234652,0.925168,0.0026473005,0.004189559,0.06335432,0.45499933,19,8
6,Synonym,6,Synonym,rest,relax,True,['rest'],['relax'],1,1,0.06826216,0.0023907637,0.0029245468,0.022181476,0.001733692,0.0038217998,0.8986856,0.61677104,18,8
2,HasProperty,2,HasProperty,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.0041325483,0.006651996,0.90305007,0.07183067,0.0034999927,0.003915048,0.0069196536,0.59610486,1,4
3,IsA,3,IsA,conflict,state,True,['conflict'],['state'],1,1,0.0047594034,0.0015541456,0.0047085527,0.95981133,0.008621586,0.00834831,0.012196716,0.3387205,9,11
2,HasProperty,2,HasProperty,dice,red,True,['dice'],['red'],1,1,0.0029837657,0.003561441,0.98579097,0.0036504124,0.0015902577,0.00075460225,0.0016686592,0.14191675,3,7
3,IsA,5,PartOf,law,theory,False,['law'],['theory'],1,1,0.012036249,0.0011315504,0.0036501507,0.9634805,0.004017612,0.008935696,0.006748267,0.31055433,7,3
0,Antonym,6,Synonym,author,artist,False,['author'],['artist'],1,1,0.9007091,0.0027093627,0.002269731,0.0063630934,0.0023139247,0.003798745,0.08183604,0.5716753,3,1
2,HasProperty,0,Antonym,he,female,False,['he'],['female'],1,1,0.050754786,0.010195668,0.9261147,0.004428072,0.0032351115,0.0016389728,0.0036327017,0.49426213,2,5
1,HasA,0,Antonym,paper,ink,False,['paper'],['ink'],1,1,0.029305378,0.84321576,0.027965656,0.003404811,0.07927156,0.005473141,0.011363736,0.9333436,9,5
0,Antonym,0,Antonym,hear,sight,True,['hear'],['sight'],1,1,0.9866375,0.001888123,0.0021097811,0.0008452269,0.0016591224,0.0020165588,0.004843744,0.13424096,5,9
2,HasProperty,2,HasProperty,love,important,True,['love'],['important'],1,1,0.0018893928,0.0035520452,0.9811535,0.008766009,0.0017151426,0.0014621165,0.0014618265,0.17613111,10,5
5,PartOf,5,PartOf,song,culture,True,['song'],['culture'],1,1,0.0029758816,0.0039566266,0.0014430655,0.010878535,0.009134778,0.9692826,0.002328531,0.26700345,6,8
3,IsA,3,IsA,club,weapon,True,['club'],['weapon'],1,1,0.0011002937,0.0015792185,0.005104164,0.9788311,0.004188868,0.005657284,0.003539053,0.19872968,11,2
3,IsA,3,IsA,heterosexual,person,True,['heterosexual'],['person'],1,1,0.0026715354,0.0011703526,0.011153443,0.9755613,0.0025958202,0.0027444125,0.004102985,0.21958594,2,3
0,Antonym,0,Antonym,fear,comfortable,True,['fear'],['comfortable'],1,1,0.8380622,0.0057831914,0.131406,0.011209742,0.0037774674,0.00737467,0.0023867248,0.81739056,8,5
2,HasProperty,6,Synonym,mate,friendly,False,['mate'],['friendly'],1,1,0.020209998,0.0041007767,0.93769526,0.024267891,0.0011464616,0.0014324902,0.0111471675,0.46054167,13,5
5,PartOf,5,PartOf,head,hammer,True,['head'],['hammer'],1,1,0.0031207663,0.0045968858,0.00055780564,0.00636327,0.005251478,0.9752093,0.0049004485,0.22681613,42,10
5,PartOf,5,PartOf,head,table,True,['head'],['table'],1,1,0.003939336,0.0031185502,0.0009870371,0.0033074406,0.004360785,0.9820393,0.0022476122,0.17418177,42,8
0,Antonym,0,Antonym,lose,tight,True,['lose'],['tight'],1,1,0.92710054,0.0031554047,0.029665008,0.002291592,0.001964874,0.0021192953,0.033703245,0.49943754,11,16
5,PartOf,5,PartOf,button,tv,True,['button'],['tv'],1,1,0.0030335556,0.0032925543,0.0011073076,0.0034142102,0.0038183588,0.9836447,0.001689205,0.16100687,9,2
1,HasA,1,HasA,house,basement,True,['house'],['basement'],1,1,0.006452566,0.9372662,0.030983862,0.0019059404,0.013546568,0.005906327,0.003938599,0.46633482,14,2
1,HasA,1,HasA,envelope,letter,True,['envelope'],['letter'],1,1,0.0054868357,0.8797015,0.0030740297,0.0059641907,0.06129281,0.015528038,0.028952664,0.7617576,6,8
0,Antonym,2,HasProperty,swim,relax,False,['swim'],['relax'],1,1,0.6741688,0.02751242,0.20274465,0.047776043,0.0047289073,0.0072168247,0.035852365,1.4625164,6,8
6,Synonym,6,Synonym,affection,love,True,['affection'],['love'],1,1,0.004000956,0.0026281846,0.0033136287,0.09937522,0.0052313497,0.010142243,0.8753084,0.687711,1,10
3,IsA,3,IsA,cloudy,weather,True,['cloudy'],['weather'],1,1,0.004799674,0.0017241172,0.0024172987,0.9636262,0.0042246417,0.01939036,0.0038177304,0.2996107,3,6
3,IsA,3,IsA,cookie,food,True,['cookie'],['food'],1,1,0.0014753261,0.0016522979,0.005062301,0.98159754,0.003670756,0.0034526174,0.0030891225,0.17774288,3,3
5,PartOf,5,PartOf,face,body,True,['face'],['body'],1,1,0.0055539035,0.00489253,0.0016169841,0.0026084175,0.0038027426,0.97862923,0.0028962616,0.20203228,22,12
6,Synonym,3,IsA,leaf,sheet,False,['leaf'],['sheet'],1,1,0.049347494,0.004554662,0.0025163717,0.08794508,0.004042095,0.005128231,0.84646606,0.8545169,6,10
1,HasA,2,HasProperty,human_body,water,False,"['human', '_', 'body']",['water'],3,1,0.0025895985,0.65760607,0.009787602,0.0043226876,0.30754358,0.01408067,0.004069817,1.1612799,1,10
1,HasA,0,Antonym,door,hole,False,['door'],['hole'],1,1,0.013867426,0.7804081,0.042537235,0.115179256,0.012292608,0.008119171,0.027596243,1.1949648,5,10
2,HasProperty,2,HasProperty,rock,solid,True,['rock'],['solid'],1,1,0.0054938262,0.005204467,0.854688,0.11803755,0.0040650847,0.0047630197,0.0077480907,0.76157135,9,18
3,IsA,3,IsA,fish,animal,True,['fish'],['animal'],1,1,0.0024479448,0.0017113023,0.014113729,0.9710373,0.0051596686,0.0027148707,0.0028152599,0.25109127,6,2
4,MadeOf,4,MadeOf,statue,stone,True,['statue'],['stone'],1,1,0.0070254034,0.0074101044,0.0066038417,0.016082795,0.94624364,0.0073705157,0.009263713,0.436558,1,16
0,Antonym,0,Antonym,dark,light,True,['dark'],['light'],1,1,0.98065084,0.0011195961,0.005320318,0.000997015,0.0010653154,0.001041468,0.009805292,0.17501014,16,47
5,PartOf,6,Synonym,bend,bow,False,['bend'],['bow'],1,1,0.0667661,0.0050900644,0.004761371,0.1161872,0.00594078,0.6372464,0.16400805,1.5829803,12,14
3,IsA,3,IsA,burn,destroy,True,['burn'],['destroy'],1,1,0.007974161,0.0013329426,0.0025771277,0.8741448,0.0026366152,0.00784084,0.10349346,0.6762147,20,4
2,HasProperty,2,HasProperty,person,lazy,True,['person'],['lazy'],1,1,0.0028396805,0.0072197225,0.9843054,0.002092248,0.0014711149,0.0006958312,0.0013760789,0.15069032,3,2
5,PartOf,2,HasProperty,sugar,sweet,False,['sugar'],['sweet'],1,1,0.006562851,0.0028366023,0.0014261788,0.007015692,0.006426974,0.97351426,0.002217359,0.23932323,4,16
1,HasA,1,HasA,fiddle,string,True,['fiddle'],['string'],1,1,0.001475267,0.96015817,0.0032792059,0.0031972795,0.021031503,0.0065014656,0.004357125,0.3223336,8,17
6,Synonym,4,MadeOf,cloud,water_vapor,False,['cloud'],"['water', '_', 'vapor']",1,3,0.019496627,0.027333012,0.006706042,0.2705132,0.0534903,0.012962945,0.6094978,1.5539823,14,1
0,Antonym,0,Antonym,keep,give,True,['keep'],['give'],1,1,0.9875882,0.0018193054,0.0022004957,0.0007291584,0.0023142041,0.0019078642,0.0034408893,0.1270334,25,45
0,Antonym,0,Antonym,cold,hot,True,['cold'],['hot'],1,1,0.9769537,0.0013446718,0.0040942337,0.00090302137,0.0012211227,0.0010867065,0.014396571,0.19789448,16,21
1,HasA,1,HasA,person,sleep,True,['person'],['sleep'],1,1,0.013096011,0.5226786,0.4279469,0.0073051294,0.013295125,0.010519612,0.005158635,1.3381935,3,6
6,Synonym,0,Antonym,plain,complicate,False,['plain'],"['com', '##pl', '##icate']",1,3,0.15526766,0.0017713499,0.008111197,0.022232736,0.0016861558,0.0030150579,0.80791587,0.90123963,11,2
