pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
1,HasA,1,HasA,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.04089732,0.81069285,0.0077820416,0.017546562,0.081902176,0.01776734,0.023411749,1.1167156,4,9
3,IsA,3,IsA,call,order,True,['Ġcall'],['Ġorder'],1,1,0.05048063,0.014992115,0.0046918145,0.6731773,0.008256145,0.019950245,0.22845171,1.3853772,41,24
6,Synonym,3,IsA,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.2410184,0.0045559374,0.0035940465,0.21892901,0.0054304907,0.01589425,0.5105779,1.6701483,25,6
6,Synonym,6,Synonym,see,view,True,['Ġsee'],['Ġview'],1,1,0.034662087,0.0050475122,0.0054621818,0.29990155,0.007868385,0.017734462,0.6293238,1.3473899,25,13
6,Synonym,0,Antonym,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.06478029,0.010102652,0.0037516868,0.122403674,0.009847143,0.048048683,0.7410658,1.3203399,7,5
3,IsA,3,IsA,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.005686549,0.007777158,0.006862366,0.93921846,0.0063921534,0.016815338,0.017247934,0.47792655,3,32
0,Antonym,0,Antonym,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.95966387,0.0052176737,0.0101979785,0.006223949,0.003179313,0.004961084,0.0105560105,0.3433048,4,5
0,Antonym,0,Antonym,hill,crater,True,['Ġhill'],['Ġcrater'],1,1,0.40682924,0.13298668,0.009334615,0.07638049,0.028357372,0.028356817,0.31775486,2.0783968,6,3
3,IsA,3,IsA,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.014250904,0.024898151,0.04084063,0.7755942,0.010271509,0.00903091,0.12511365,1.1971868,13,24
3,IsA,0,Antonym,slip,balance,False,['Ġslip'],['Ġbalance'],1,1,0.11919739,0.038444284,0.004796727,0.4518493,0.010360866,0.044806786,0.33054465,1.8982613,26,16
3,IsA,5,PartOf,rapid,river,False,['Ġrapid'],['Ġriver'],1,1,0.02524781,0.011151732,0.006832072,0.42215073,0.011407633,0.134553,0.388657,1.7736112,3,1
3,IsA,3,IsA,level,tool,True,['Ġlevel'],['Ġtool'],1,1,0.009214854,0.0043345615,0.0025940205,0.9019764,0.0059455065,0.018134244,0.0578004,0.63945824,19,8
6,Synonym,6,Synonym,rest,relax,True,['Ġrest'],['Ġrelax'],1,1,0.030095262,0.004597916,0.021820858,0.17155512,0.006254185,0.01016187,0.75551474,1.1631792,18,8
2,HasProperty,2,HasProperty,copulate,fun,True,"['Ġcop', 'ulate']",['Ġfun'],2,1,0.00647407,0.0051757623,0.928853,0.03977065,0.004872402,0.0040773354,0.010776845,0.5105286,1,4
3,IsA,3,IsA,conflict,state,True,['Ġconflict'],['Ġstate'],1,1,0.02632898,0.009183471,0.0034181946,0.7106568,0.011334526,0.07777826,0.1612998,1.3628937,9,11
2,HasProperty,2,HasProperty,dice,red,True,['Ġdice'],['Ġred'],1,1,0.0075285975,0.0033604994,0.97514534,0.0046294555,0.0035463206,0.0014937161,0.004295886,0.22868931,3,7
0,Antonym,5,PartOf,law,theory,False,['Ġlaw'],['Ġtheory'],1,1,0.54224515,0.04951704,0.005146845,0.23645566,0.025416838,0.037990343,0.10322815,1.8766268,7,3
6,Synonym,6,Synonym,author,artist,True,['Ġauthor'],['Ġartist'],1,1,0.028208591,0.0048965868,0.0057284012,0.27780324,0.00948896,0.013152271,0.66072196,1.2797719,3,1
0,Antonym,0,Antonym,he,female,True,['Ġhe'],['Ġfemale'],1,1,0.9554502,0.005125156,0.014090915,0.0065301973,0.003512254,0.0049750167,0.010316219,0.37063548,2,5
1,HasA,0,Antonym,paper,ink,False,['Ġpaper'],['Ġink'],1,1,0.13846728,0.6529168,0.03027847,0.018338189,0.10592444,0.013222803,0.04085212,1.6691573,9,5
0,Antonym,0,Antonym,hear,sight,True,['Ġhear'],['Ġsight'],1,1,0.91477174,0.004531745,0.0038035058,0.021264095,0.003650253,0.0099438345,0.042034823,0.5894514,5,9
2,HasProperty,2,HasProperty,love,important,True,['Ġlove'],['Ġimportant'],1,1,0.004146637,0.0034042227,0.96463746,0.0154873,0.0029582111,0.001849368,0.007516965,0.29863042,10,5
5,PartOf,5,PartOf,song,culture,True,['Ġsong'],['Ġculture'],1,1,0.008559881,0.010635392,0.0028484608,0.03744247,0.009780764,0.92171395,0.009019145,0.5649998,6,8
3,IsA,3,IsA,club,weapon,True,['Ġclub'],['Ġweapon'],1,1,0.008567143,0.0068421746,0.0048475335,0.9241915,0.008013514,0.009132226,0.038406055,0.54869473,11,2
3,IsA,3,IsA,heterosexual,person,True,['Ġheterosexual'],['Ġperson'],1,1,0.009640926,0.012955522,0.013970217,0.9141247,0.014369067,0.011384947,0.023554498,0.6391272,2,3
0,Antonym,0,Antonym,fear,comfortable,True,['Ġfear'],['Ġcomfortable'],1,1,0.94382817,0.00481657,0.016939804,0.012693954,0.004116659,0.006874093,0.01073066,0.447639,8,5
2,HasProperty,6,Synonym,mate,friendly,False,['Ġmate'],['Ġfriendly'],1,1,0.021206465,0.0051017758,0.7533776,0.103933595,0.0061028795,0.0046455674,0.105632074,1.2274637,13,5
5,PartOf,5,PartOf,head,hammer,True,['Ġhead'],['Ġhammer'],1,1,0.014714943,0.0142645985,0.0022104557,0.015798492,0.008580531,0.9256922,0.018738734,0.56060505,42,10
5,PartOf,5,PartOf,head,table,True,['Ġhead'],['Ġtable'],1,1,0.017129663,0.008581154,0.0024698467,0.013942788,0.006673326,0.9404869,0.010716433,0.46836406,42,8
0,Antonym,0,Antonym,lose,tight,True,['Ġlose'],['Ġtight'],1,1,0.6096311,0.0036096962,0.1331471,0.08003645,0.00516499,0.0068340064,0.16157666,1.6567569,11,16
5,PartOf,5,PartOf,button,tv,True,['Ġbutton'],['Ġtv'],1,1,0.011149153,0.011046619,0.002827453,0.010380143,0.0066878498,0.9499289,0.007979929,0.41080084,9,2
1,HasA,1,HasA,house,basement,True,['Ġhouse'],['Ġbasement'],1,1,0.019605879,0.89425886,0.014394948,0.008369409,0.03501204,0.01341884,0.014940025,0.7446136,14,2
6,Synonym,1,HasA,envelope,letter,False,['Ġenvelope'],['Ġletter'],1,1,0.065476365,0.24889609,0.007072026,0.23752111,0.10796678,0.053607333,0.2794603,2.3870254,6,8
2,HasProperty,2,HasProperty,swim,relax,True,['Ġswim'],['Ġrelax'],1,1,0.019881584,0.004545135,0.9101066,0.039890386,0.0024618253,0.0029506495,0.020163782,0.61652476,6,8
6,Synonym,6,Synonym,affection,love,True,['Ġaffection'],['Ġlove'],1,1,0.021987418,0.006981289,0.010745637,0.1842354,0.010135542,0.021330522,0.7445842,1.1933342,1,10
3,IsA,3,IsA,cloudy,weather,True,['Ġcloudy'],['Ġweather'],1,1,0.010809047,0.015341718,0.007078106,0.49781612,0.014503127,0.42426163,0.030190201,1.4804026,3,6
3,IsA,3,IsA,cookie,food,True,['Ġcookie'],['Ġfood'],1,1,0.006696652,0.010535609,0.008023684,0.91788864,0.012674226,0.012114697,0.03206647,0.6030328,3,3
5,PartOf,5,PartOf,face,body,True,['Ġface'],['Ġbody'],1,1,0.010558048,0.0074215755,0.001856678,0.023900049,0.008033231,0.93630296,0.011927409,0.4884364,22,12
5,PartOf,3,IsA,leaf,sheet,False,['Ġleaf'],['Ġsheet'],1,1,0.037902325,0.013301291,0.0020558743,0.15145464,0.012280836,0.7229601,0.060044944,1.3525814,6,10
1,HasA,2,HasProperty,human_body,water,False,"['Ġhuman', '_', 'body']",['Ġwater'],3,1,0.016707597,0.7108936,0.027729016,0.011103894,0.20826809,0.014090278,0.011207569,1.2947956,1,10
1,HasA,0,Antonym,door,hole,False,['Ġdoor'],['Ġhole'],1,1,0.047297698,0.6453664,0.022834372,0.07566224,0.07765861,0.009858419,0.12132226,1.743452,5,10
2,HasProperty,2,HasProperty,rock,solid,True,['Ġrock'],['Ġsolid'],1,1,0.063852586,0.005693824,0.8545527,0.04510843,0.009338569,0.0039226264,0.017531188,0.8879252,9,18
3,IsA,3,IsA,fish,animal,True,['Ġfish'],['Ġanimal'],1,1,0.0069260085,0.013199963,0.016322901,0.91424716,0.0145028895,0.009842712,0.024958374,0.63433975,6,2
4,MadeOf,4,MadeOf,statue,stone,True,['Ġstatue'],['Ġstone'],1,1,0.011661628,0.044436637,0.01743925,0.009428028,0.89896494,0.010338889,0.007730639,0.70038015,1,16
0,Antonym,0,Antonym,dark,light,True,['Ġdark'],['Ġlight'],1,1,0.9600472,0.004262166,0.0058457176,0.007559451,0.0032838369,0.006493387,0.01250836,0.34001914,16,47
6,Synonym,6,Synonym,bend,bow,True,['Ġbend'],['Ġbow'],1,1,0.043015584,0.0077923946,0.0035549314,0.19517973,0.008629997,0.103939995,0.63788736,1.551217,12,14
3,IsA,3,IsA,burn,destroy,True,['Ġburn'],['Ġdestroy'],1,1,0.016393822,0.004191988,0.017497407,0.5271065,0.008029424,0.01845215,0.40832874,1.4092374,20,4
2,HasProperty,2,HasProperty,person,lazy,True,['Ġperson'],['Ġlazy'],1,1,0.013205372,0.0047552236,0.96798867,0.004566545,0.0032353718,0.0016907639,0.0045579784,0.27784935,3,2
2,HasProperty,2,HasProperty,sugar,sweet,True,['Ġsugar'],['Ġsweet'],1,1,0.012231478,0.0043774145,0.91821647,0.036166657,0.0050100796,0.0043624258,0.019635493,0.5820728,4,16
1,HasA,1,HasA,fiddle,string,True,"['Ġf', 'iddle']",['Ġstring'],2,1,0.017443506,0.6181132,0.019626772,0.03247629,0.25616506,0.008384445,0.04779072,1.5736058,8,17
4,MadeOf,4,MadeOf,cloud,water_vapor,True,['Ġcloud'],"['Ġwater', '_', 'v', 'apor']",1,4,0.034383982,0.26405784,0.029972913,0.122002244,0.406288,0.021204023,0.12209106,2.2126477,14,1
0,Antonym,0,Antonym,keep,give,True,['Ġkeep'],['Ġgive'],1,1,0.95308197,0.004152916,0.0031377794,0.01240843,0.0026310491,0.004889478,0.019698413,0.3752897,25,45
0,Antonym,0,Antonym,cold,hot,True,['Ġcold'],['Ġhot'],1,1,0.9638758,0.0037336843,0.0064326315,0.0065163947,0.0028785784,0.0049915113,0.011571513,0.31233433,16,21
1,HasA,1,HasA,person,sleep,True,['Ġperson'],['Ġsleep'],1,1,0.105426624,0.6035097,0.1364911,0.022448732,0.052757964,0.040896688,0.038469184,1.8903325,3,6
0,Antonym,0,Antonym,plain,complicate,True,['Ġplain'],['Ġcomplicate'],1,1,0.95114046,0.002625454,0.005629777,0.010528611,0.0022607124,0.002945018,0.02487001,0.37965816,11,2
1,HasA,1,HasA,water,surface,True,['Ġwater'],['Ġsurface'],1,1,0.017475136,0.46267706,0.021855608,0.3156207,0.04515207,0.08380865,0.053410888,1.989456,10,10
6,Synonym,6,Synonym,unhappiness,sadness,True,"['Ġunh', 'appiness']",['Ġsadness'],2,1,0.020994222,0.011045567,0.01820665,0.15500596,0.013662725,0.024534166,0.75655067,1.2313089,2,3
2,HasProperty,2,HasProperty,shape,fun,True,['Ġshape'],['Ġfun'],1,1,0.04992019,0.00419086,0.8875191,0.03130019,0.0039558024,0.004077889,0.01903592,0.73092043,11,4
6,Synonym,3,IsA,action,play,False,['Ġaction'],['Ġplay'],1,1,0.024489226,0.0044583147,0.008584196,0.45728254,0.006869377,0.025751764,0.47256458,1.4373462,12,52
2,HasProperty,3,IsA,man,male,False,['Ġman'],['Ġmale'],1,1,0.0122265285,0.013557257,0.8926708,0.03686664,0.013803625,0.0038874433,0.026987866,0.7406318,13,6
2,HasProperty,2,HasProperty,glass,fragile,True,['Ġglass'],['Ġfragile'],1,1,0.0071945162,0.0028534364,0.9760143,0.0058122785,0.002860579,0.0013634706,0.0039013696,0.22105548,12,3
2,HasProperty,3,IsA,sport,fun,False,['Ġsport'],['Ġfun'],1,1,0.0052790325,0.004507909,0.9660283,0.012289644,0.003572914,0.001927779,0.0063944864,0.29427278,9,4
3,IsA,3,IsA,fork,shape,True,['Ġfork'],['Ġshape'],1,1,0.007246907,0.030959982,0.016954122,0.87275857,0.020004299,0.009752894,0.04232322,0.84896034,9,11
2,HasProperty,3,IsA,aluminum,gray,False,['Ġaluminum'],['Ġgray'],1,1,0.2676974,0.008931981,0.6860282,0.009578748,0.008352326,0.005923833,0.013487568,1.1922597,1,15
0,Antonym,0,Antonym,middle,side,True,['Ġmiddle'],['Ġside'],1,1,0.5010042,0.015087204,0.0018675152,0.16002288,0.008432938,0.08677873,0.2268065,1.8804114,9,14
4,MadeOf,1,HasA,bath,water,False,['Ġbath'],['Ġwater'],1,1,0.017458022,0.43138933,0.03213984,0.012942972,0.48069763,0.011148131,0.014224098,1.5333655,7,10
0,Antonym,0,Antonym,gentle,wild,True,['Ġgentle'],['Ġwild'],1,1,0.95580745,0.0050544566,0.007949315,0.0066602263,0.0035173022,0.0068450505,0.014166343,0.3693765,10,17
5,PartOf,4,MadeOf,alcohol,rice,False,['Ġalcohol'],['Ġrice'],1,1,0.24669872,0.121186934,0.012592734,0.029451242,0.13423763,0.42056403,0.035268635,2.1809876,2,5
3,IsA,3,IsA,baseball,game,True,['Ġbaseball'],['Ġgame'],1,1,0.0055879424,0.009775834,0.009409979,0.93491364,0.007785487,0.008793717,0.023733404,0.5038858,2,14
5,PartOf,5,PartOf,object,sentence,True,['Ġobject'],['Ġsentence'],1,1,0.025277304,0.026917448,0.0021283058,0.04653742,0.014174769,0.8426409,0.042323817,0.98762447,7,4
6,Synonym,6,Synonym,rush,charge,True,['Ġrush'],['Ġcharge'],1,1,0.02671129,0.005279378,0.006318137,0.29243487,0.010531036,0.014864135,0.6438611,1.3128343,16,40
1,HasA,1,HasA,city,skyscraper,True,['Ġcity'],"['Ġskysc', 'raper']",1,2,0.01813263,0.8760979,0.015831076,0.008231959,0.056185517,0.009797907,0.015722953,0.8167387,3,1
6,Synonym,6,Synonym,light,ignite,True,['Ġlight'],['Ġignite'],1,1,0.028138183,0.010957542,0.12173717,0.38416243,0.009744031,0.010093737,0.4351669,1.7707705,47,3
0,Antonym,0,Antonym,happy,displease,True,['Ġhappy'],"['Ġdis', 'please']",1,2,0.9656534,0.0041198754,0.006554458,0.0056795855,0.0027428744,0.0044140643,0.01083585,0.29985803,4,1
3,IsA,3,IsA,keyboard,device,True,['Ġkeyboard'],['Ġdevice'],1,1,0.006281888,0.006329775,0.0027722924,0.8919172,0.00781162,0.04790687,0.036980443,0.70352,2,5
0,Antonym,0,Antonym,steal,give,True,['Ġsteal'],['Ġgive'],1,1,0.66343105,0.003593299,0.005468681,0.16124952,0.0046924218,0.008892843,0.15267214,1.3983794,5,45
6,Synonym,6,Synonym,dot,spot,True,['Ġdot'],['Ġspot'],1,1,0.042007778,0.004601522,0.0071969097,0.38137436,0.0075237835,0.012674146,0.5446215,1.4198532,8,20
6,Synonym,6,Synonym,garden,yard,True,['Ġgarden'],['Ġyard'],1,1,0.024560228,0.02606158,0.007553825,0.41350174,0.032694805,0.0378905,0.45773733,1.7048489,4,9
0,Antonym,6,Synonym,limp,relax,False,['Ġlimp'],['Ġrelax'],1,1,0.54478055,0.0042118137,0.030854985,0.22621594,0.003438136,0.013020523,0.17747808,1.70287,5,8
6,Synonym,1,HasA,chain,link,False,['Ġchain'],['Ġlink'],1,1,0.03530429,0.012169196,0.006678482,0.15866852,0.015198187,0.018342268,0.753639,1.222515,12,13
5,PartOf,1,HasA,drawer,clothe,False,['Ġdrawer'],"['Ġclot', 'he']",1,2,0.012523589,0.009329063,0.0018980827,0.018875659,0.0072827553,0.9379212,0.012169569,0.48316693,3,3
6,Synonym,6,Synonym,garbage,trash,True,['Ġgarbage'],['Ġtrash'],1,1,0.033888523,0.01352935,0.015990948,0.15988442,0.023659594,0.017092792,0.73595434,1.321416,3,6
6,Synonym,6,Synonym,string_instrument,string,True,"['Ġstring', '_', 'in', 'strument']",['Ġstring'],4,1,0.021714985,0.0785777,0.009584534,0.20488107,0.07749489,0.022191131,0.58555573,1.801168,0,17
3,IsA,6,Synonym,boyfriend,friend,False,['Ġboyfriend'],['Ġfriend'],1,1,0.16915236,0.011225567,0.0050054314,0.40571943,0.007482111,0.013123577,0.3882915,1.7374448,1,5
1,HasA,1,HasA,mountain,snow,True,['Ġmountain'],['Ġsnow'],1,1,0.048439752,0.68953955,0.078217596,0.012260122,0.13380608,0.019696746,0.018040115,1.5511479,2,6
1,HasA,4,MadeOf,music,note,False,['Ġmusic'],['Ġnote'],1,1,0.035588954,0.3904312,0.035691652,0.16253333,0.06446505,0.013371107,0.29791865,2.1573555,5,13
2,HasProperty,2,HasProperty,queen,female,True,['Ġqueen'],['Ġfemale'],1,1,0.18485409,0.015782993,0.5173226,0.15379278,0.01509085,0.017379945,0.09577673,1.9690158,12,5
5,PartOf,5,PartOf,picture,book,True,['Ġpicture'],['Ġbook'],1,1,0.0124714095,0.010506197,0.0018559586,0.01745126,0.006911076,0.94161725,0.00918679,0.46018276,12,15
5,PartOf,5,PartOf,animal,nature,True,['Ġanimal'],['Ġnature'],1,1,0.011943248,0.013057526,0.0043088626,0.029292477,0.012762898,0.9158124,0.012822606,0.6181631,2,5
6,Synonym,0,Antonym,due,pay,False,['Ġdue'],['Ġpay'],1,1,0.1499304,0.0068901563,0.005672617,0.31930223,0.008990285,0.015229999,0.49398428,1.6838188,7,12
1,HasA,1,HasA,house,attic,True,['Ġhouse'],['Ġattic'],1,1,0.016484523,0.90655595,0.011226727,0.0074803885,0.031268746,0.014650555,0.012333058,0.6752753,14,5
6,Synonym,5,PartOf,member,committee,False,['Ġmember'],['Ġcommittee'],1,1,0.041546106,0.009207904,0.0037674517,0.2998198,0.012001237,0.27644145,0.35721603,1.924181,5,2
0,Antonym,0,Antonym,busy,nothing,True,['Ġbusy'],['Ġnothing'],1,1,0.9351736,0.010708992,0.008742939,0.011413217,0.0068270443,0.011252104,0.015882067,0.5108269,6,2
2,HasProperty,2,HasProperty,stone,solid,True,['Ġstone'],['Ġsolid'],1,1,0.020307524,0.005432589,0.93759364,0.01830115,0.008433274,0.0024603659,0.0074714134,0.48004523,16,18
1,HasA,1,HasA,person,information,True,['Ġperson'],['Ġinformation'],1,1,0.02458125,0.8111072,0.026750712,0.032231763,0.07127748,0.013419592,0.020632021,1.1464533,3,5
2,HasProperty,2,HasProperty,hockey,violent,True,['Ġhockey'],['Ġviolent'],1,1,0.0059514735,0.0032380105,0.97601604,0.0065799267,0.002596063,0.0015618377,0.004056697,0.22174129,2,5
0,Antonym,0,Antonym,company,loneliness,True,['Ġcompany'],['Ġloneliness'],1,1,0.94656175,0.011804531,0.010402755,0.0060981726,0.005734815,0.009296936,0.010101116,0.436399,10,3
1,HasA,1,HasA,peach,pit,True,['Ġpeach'],['Ġpit'],1,1,0.0332305,0.75589013,0.02182243,0.08135015,0.032766294,0.013385477,0.06155502,1.3757446,5,14
6,Synonym,3,IsA,wash,clean,False,['Ġwash'],['Ġclean'],1,1,0.056437284,0.0047037215,0.10040369,0.32401487,0.008016858,0.010989578,0.495434,1.7595096,21,31
1,HasA,1,HasA,dog,penis,True,['Ġdog'],['Ġpenis'],1,1,0.012129246,0.9174192,0.009741774,0.0076983348,0.03308596,0.010152348,0.009773226,0.60561734,8,1
3,IsA,3,IsA,bicycle,tool,True,['Ġbicycle'],['Ġtool'],1,1,0.010393029,0.042775724,0.015213301,0.8459891,0.020695388,0.0072034574,0.05772998,0.9635505,2,8
5,PartOf,6,Synonym,pin,nail,False,['Ġpin'],['Ġnail'],1,1,0.049031984,0.06349042,0.0027636995,0.111127704,0.031972915,0.5930823,0.14853103,1.8559953,15,10
2,HasProperty,3,IsA,bark,tan,False,['Ġbark'],['Ġtan'],1,1,0.027506666,0.00847686,0.91040194,0.023800666,0.005994441,0.0043730224,0.01944631,0.6416444,9,6
5,PartOf,5,PartOf,bone,human,True,['Ġbone'],['Ġhuman'],1,1,0.012490166,0.014458175,0.004031367,0.009615908,0.011757244,0.9398694,0.0077777845,0.4777917,6,4
3,IsA,3,IsA,end,happen,True,['Ġend'],['Ġhappen'],1,1,0.0121435635,0.004858275,0.0143710915,0.9005945,0.0045531457,0.010895239,0.05258424,0.66851074,18,5
6,Synonym,6,Synonym,enjoyment,pleasure,True,['Ġenjoyment'],['Ġpleasure'],1,1,0.025188493,0.0095783,0.014998702,0.16549869,0.011208942,0.014997551,0.75852937,1.1843153,3,5
6,Synonym,3,IsA,create,make,False,['Ġcreate'],['Ġmake'],1,1,0.029743373,0.0050320467,0.006886334,0.24177636,0.0071599307,0.015916651,0.6934853,1.2462323,6,51
4,MadeOf,4,MadeOf,container,metal,True,['Ġcontainer'],['Ġmetal'],1,1,0.00993087,0.06622994,0.017843707,0.0079063745,0.8820771,0.00840267,0.007609333,0.7554793,1,4
2,HasProperty,2,HasProperty,suit,uncomfortable,True,['Ġsuit'],['Ġuncomfortable'],1,1,0.013912203,0.0034409019,0.966811,0.0059577413,0.003065873,0.0018404467,0.004971825,0.28543708,10,2
5,PartOf,5,PartOf,breast,turkey,True,['Ġbreast'],['Ġturkey'],1,1,0.019739572,0.01633908,0.004388335,0.009530497,0.012150967,0.925586,0.012265502,0.5655621,7,5
6,Synonym,6,Synonym,divide,part,True,['Ġdivide'],['Ġpart'],1,1,0.038397294,0.012314575,0.005283319,0.45205355,0.017884217,0.013926144,0.4601408,1.5214369,8,18
6,Synonym,6,Synonym,love,honey,True,['Ġlove'],['Ġhoney'],1,1,0.146959,0.14305097,0.014467233,0.07903584,0.08844305,0.03846245,0.4895815,2.1803827,10,4
6,Synonym,6,Synonym,earth,globe,True,['Ġearth'],['Ġglobe'],1,1,0.03330358,0.030521616,0.011191299,0.20812473,0.035266962,0.08787613,0.59371567,1.785989,9,3
1,HasA,4,MadeOf,world,material,False,['Ġworld'],['Ġmaterial'],1,1,0.019542312,0.61963826,0.03238207,0.040641196,0.2553339,0.009898962,0.022563256,1.5790771,9,11
3,IsA,3,IsA,act,communication,True,['Ġact'],['Ġcommunication'],1,1,0.02329071,0.009043422,0.003794368,0.52415687,0.013701892,0.03408771,0.391925,1.4873173,15,3
3,IsA,3,IsA,watch,check,True,['Ġwatch'],['Ġcheck'],1,1,0.014540382,0.0102048665,0.0131356735,0.5237871,0.0106417425,0.01286606,0.41482425,1.4041605,13,38
6,Synonym,3,IsA,pluck,pull,False,"['Ġpl', 'uck']",['Ġpull'],2,1,0.062605776,0.006090666,0.004553325,0.28381255,0.008166703,0.017058218,0.61771274,1.4323362,8,24
2,HasProperty,3,IsA,sex,fun,False,['Ġsex'],['Ġfun'],1,1,0.004601051,0.00402213,0.9573205,0.019906923,0.0031662667,0.0026041707,0.00837905,0.34690875,6,4
3,IsA,3,IsA,fungus,organism,True,['Ġfungus'],['Ġorganism'],1,1,0.0077059115,0.009464017,0.014853546,0.85908204,0.015864141,0.008218399,0.0848119,0.8498437,1,2
4,MadeOf,4,MadeOf,hat,cotton,True,['Ġhat'],['Ġcotton'],1,1,0.01281797,0.052564662,0.02541473,0.011108299,0.8765012,0.010430212,0.011162996,0.8184692,4,5
3,IsA,3,IsA,promotion,change,True,['Ġpromotion'],['Ġchange'],1,1,0.0064232633,0.0065822997,0.0065922854,0.8981066,0.0066517876,0.010934256,0.06470947,0.6564225,4,20
6,Synonym,6,Synonym,edge,line,True,['Ġedge'],['Ġline'],1,1,0.08706348,0.005559226,0.0026499561,0.30279404,0.008125688,0.06179552,0.5320121,1.6818314,10,36
6,Synonym,6,Synonym,store,stock,True,['Ġstore'],['Ġstock'],1,1,0.04933755,0.07759459,0.0064997035,0.2790581,0.058812834,0.022436464,0.5062607,1.9219041,6,27
