pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
1,HasA,1,HasA,lobby,wall,True,['lobby'],['wall'],1,1,0.0066277063,0.7701234,0.011763446,0.0064012213,0.19418347,0.005606567,0.005294116,1.0013344,4,9
3,IsA,3,IsA,call,order,True,['call'],['order'],1,1,0.005886567,0.0012537988,0.0034109114,0.73164386,0.001778337,0.010937398,0.2450891,0.9981568,41,24
6,Synonym,3,IsA,keep,store,False,['keep'],['store'],1,1,0.002177118,0.00089761557,0.0020376923,0.14164732,0.001095496,0.006554563,0.8455902,0.7088678,25,6
6,Synonym,6,Synonym,see,view,True,['see'],['view'],1,1,0.002311709,0.0011465271,0.004921164,0.08372118,0.0014571627,0.006775447,0.8996668,0.56853235,25,13
6,Synonym,0,Antonym,brake,pedal,False,['brake'],['pedal'],1,1,0.0060233423,0.001360088,0.0019811853,0.093429714,0.0013497907,0.0053803963,0.8904755,0.59713995,7,5
3,IsA,3,IsA,lake,place,True,['lake'],['place'],1,1,0.0016919202,0.0005935506,0.0062988875,0.9838958,0.0011818035,0.004061315,0.0022767892,0.15477699,3,32
0,Antonym,0,Antonym,boy,female,True,['boy'],['female'],1,1,0.9898617,0.00066651247,0.0046865926,0.0013809319,0.00051732303,0.00092096376,0.001965937,0.1035746,4,5
1,HasA,0,Antonym,hill,crater,False,['hill'],['crater'],1,1,0.06471722,0.86222404,0.009701884,0.021345403,0.022916326,0.009531934,0.009563174,0.87633777,6,3
3,IsA,3,IsA,box,hit,True,['box'],['hit'],1,1,0.0061045005,0.0016016589,0.003563134,0.91755813,0.0013119449,0.00974417,0.060116593,0.52415276,13,24
0,Antonym,0,Antonym,slip,balance,True,['slip'],['balance'],1,1,0.97071224,0.0008733752,0.001766412,0.0073112654,0.00083806686,0.0048660277,0.013632654,0.2489651,26,16
5,PartOf,5,PartOf,rapid,river,True,['rapid'],['river'],1,1,0.010725779,0.00071294216,0.0026642848,0.057519156,0.0015599795,0.9199751,0.0068427697,0.5118397,3,1
3,IsA,3,IsA,level,tool,True,['level'],['tool'],1,1,0.00279115,0.0002888532,0.0033666652,0.9828073,0.0011219109,0.0050939396,0.0045301104,0.16439113,19,8
6,Synonym,6,Synonym,rest,relax,True,['rest'],['relax'],1,1,0.0037569713,0.0009655544,0.008432316,0.03284402,0.0009826954,0.0047554993,0.94826293,0.37908664,18,8
2,HasProperty,2,HasProperty,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.0028053678,0.0027769632,0.88021994,0.1009975,0.0019678024,0.0038497276,0.0073828255,0.64429265,1,4
3,IsA,3,IsA,conflict,state,True,['conflict'],['state'],1,1,0.018461425,0.0008219792,0.001326289,0.9323048,0.0019942387,0.022977024,0.022114169,0.4862782,9,11
2,HasProperty,2,HasProperty,dice,red,True,['dice'],['red'],1,1,0.001441757,0.0026993388,0.9866105,0.005038371,0.001321656,0.0008834296,0.0020050707,0.13385677,3,7
3,IsA,5,PartOf,law,theory,False,['law'],['theory'],1,1,0.051176596,0.00064560055,0.0029854644,0.896132,0.0036832357,0.037345953,0.00803127,0.655936,7,3
3,IsA,6,Synonym,author,artist,False,['author'],['artist'],1,1,0.008924832,0.0006652453,0.059785582,0.82902724,0.0036272767,0.007937642,0.090032205,0.93251854,3,1
0,Antonym,0,Antonym,he,female,True,['he'],['female'],1,1,0.9854284,0.000822031,0.008628909,0.001511932,0.00060403784,0.00091840676,0.0020861716,0.1369254,2,5
1,HasA,0,Antonym,paper,ink,False,['paper'],['ink'],1,1,0.1781134,0.6289156,0.02676478,0.02962132,0.11099919,0.007159948,0.01842575,1.6635442,9,5
0,Antonym,0,Antonym,hear,sight,True,['hear'],['sight'],1,1,0.9908366,0.0007400728,0.0023690383,0.002070161,0.00053015375,0.0016382101,0.001815795,0.09743668,5,9
2,HasProperty,2,HasProperty,love,important,True,['love'],['important'],1,1,0.0012976669,0.0025374903,0.97739685,0.013628885,0.0016443157,0.0015475898,0.0019471382,0.19821039,10,5
5,PartOf,5,PartOf,song,culture,True,['song'],['culture'],1,1,0.00597834,0.0035400854,0.0010924126,0.012281219,0.00330805,0.9729134,0.0008865694,0.23647171,6,8
3,IsA,3,IsA,club,weapon,True,['club'],['weapon'],1,1,0.0015935734,0.00052941527,0.0053665596,0.9823084,0.0010325124,0.005758621,0.0034109831,0.16738345,11,2
3,IsA,3,IsA,heterosexual,person,True,['heterosexual'],['person'],1,1,0.002428704,0.0006795935,0.01539251,0.97194314,0.0013195772,0.0035145995,0.00472183,0.23859644,2,3
0,Antonym,0,Antonym,fear,comfortable,True,['fear'],['comfortable'],1,1,0.9916618,0.0006723338,0.0025744939,0.0015952281,0.0006918888,0.0017359456,0.0010683626,0.08975877,8,5
2,HasProperty,6,Synonym,mate,friendly,False,['mate'],['friendly'],1,1,0.0020930339,0.0022904628,0.94912976,0.033807937,0.0018183873,0.0016052186,0.009255313,0.36938816,13,5
5,PartOf,5,PartOf,head,hammer,True,['head'],['hammer'],1,1,0.0032848453,0.0008083039,0.0010422678,0.0053571365,0.0011021547,0.98689497,0.0015103847,0.12990922,42,10
5,PartOf,5,PartOf,head,table,True,['head'],['table'],1,1,0.011387379,0.0010040704,0.0010338547,0.022775725,0.000921053,0.960709,0.0021689702,0.3020857,42,8
2,HasProperty,0,Antonym,lose,tight,False,['lose'],['tight'],1,1,0.03245966,0.0016876442,0.9359859,0.011143813,0.001817874,0.0016359462,0.015269266,0.46150658,11,16
5,PartOf,5,PartOf,button,tv,True,['button'],['tv'],1,1,0.0057922606,0.0010666249,0.001404647,0.007971358,0.0011352627,0.9815922,0.0010376833,0.17015733,9,2
1,HasA,1,HasA,house,basement,True,['house'],['basement'],1,1,0.0058954367,0.8755305,0.007870562,0.005444679,0.09280969,0.0071907304,0.005258488,0.71682924,14,2
5,PartOf,1,HasA,envelope,letter,False,['envelope'],['letter'],1,1,0.031106686,0.020600293,0.0032590246,0.060554672,0.006009423,0.8396395,0.038830366,0.9810788,6,8
2,HasProperty,2,HasProperty,swim,relax,True,['swim'],['relax'],1,1,0.0066279043,0.0015770722,0.9385301,0.041674234,0.0011405767,0.0023868636,0.008063251,0.4276276,6,8
6,Synonym,6,Synonym,affection,love,True,['affection'],['love'],1,1,0.002389971,0.0015068835,0.0039363583,0.10799068,0.002610312,0.0090739755,0.8724918,0.6688007,1,10
5,PartOf,3,IsA,cloudy,weather,False,['cloudy'],['weather'],1,1,0.014746568,0.0013526812,0.009290066,0.28541443,0.003145669,0.6701634,0.015887149,1.1896399,3,6
3,IsA,3,IsA,cookie,food,True,['cookie'],['food'],1,1,0.0013028404,0.0010557916,0.01325672,0.97595656,0.002090028,0.0043554395,0.00198267,0.2104432,3,3
5,PartOf,5,PartOf,face,body,True,['face'],['body'],1,1,0.14864817,0.0023102572,0.0021241184,0.015081661,0.0033664044,0.8256439,0.0028254848,0.8189315,22,12
3,IsA,3,IsA,leaf,sheet,True,['leaf'],['sheet'],1,1,0.052670214,0.0015151404,0.0075167296,0.65636,0.003008919,0.016817218,0.26211193,1.3202673,6,10
1,HasA,2,HasProperty,human_body,water,False,"['human', '_', 'body']",['water'],3,1,0.011102832,0.5979785,0.033780716,0.014792333,0.32790187,0.007862145,0.006581669,1.4008688,1,10
3,IsA,0,Antonym,door,hole,False,['door'],['hole'],1,1,0.006609399,0.009300905,0.020253185,0.837742,0.003473362,0.005972279,0.11664878,0.8726215,5,10
2,HasProperty,2,HasProperty,rock,solid,True,['rock'],['solid'],1,1,0.0034477594,0.0016722331,0.9386585,0.04355465,0.0030386108,0.0014537123,0.008174629,0.42206603,9,18
3,IsA,3,IsA,fish,animal,True,['fish'],['animal'],1,1,0.0054393965,0.0008787573,0.059861634,0.91770655,0.0034785187,0.0073918244,0.005243303,0.527172,6,2
4,MadeOf,4,MadeOf,statue,stone,True,['statue'],['stone'],1,1,0.0026204502,0.002250391,0.0039242688,0.008647292,0.977764,0.002763473,0.002030132,0.206265,1,16
0,Antonym,0,Antonym,dark,light,True,['dark'],['light'],1,1,0.9924856,0.00059805746,0.001998293,0.0013436707,0.00047716303,0.001899233,0.0011978969,0.08200082,16,47
6,Synonym,6,Synonym,bend,bow,True,['bend'],['bow'],1,1,0.08838319,0.001267338,0.00299771,0.2148399,0.0013864781,0.045692757,0.64543265,1.4476079,12,14
3,IsA,3,IsA,burn,destroy,True,['burn'],['destroy'],1,1,0.0030767196,0.001979554,0.0062584686,0.6790615,0.0022579422,0.017362416,0.29000345,1.1077287,20,4
2,HasProperty,2,HasProperty,person,lazy,True,['person'],['lazy'],1,1,0.0034569525,0.0020575426,0.9891616,0.0027719492,0.0009171481,0.0005971153,0.0010375957,0.111661725,3,2
2,HasProperty,2,HasProperty,sugar,sweet,True,['sugar'],['sweet'],1,1,0.0038065067,0.0032641757,0.78886724,0.11783727,0.0038225057,0.008850051,0.073552184,1.0589923,4,16
1,HasA,1,HasA,fiddle,string,True,['fiddle'],['string'],1,1,0.005424558,0.9166239,0.007131216,0.0048886016,0.051030867,0.010177626,0.004723163,0.5672377,8,17
6,Synonym,4,MadeOf,cloud,water_vapor,False,['cloud'],"['water', '_', 'vapor']",1,3,0.0065665455,0.005453049,0.019650241,0.06653999,0.018175587,0.0047762063,0.87883836,0.76582897,14,1
0,Antonym,0,Antonym,keep,give,True,['keep'],['give'],1,1,0.98782015,0.0008221341,0.0019159521,0.0032166536,0.00080516376,0.0021699807,0.0032499742,0.124159314,25,45
0,Antonym,0,Antonym,cold,hot,True,['cold'],['hot'],1,1,0.99222976,0.00063146057,0.0028702384,0.0012462718,0.00054472097,0.0011748066,0.0013027242,0.08396695,16,21
2,HasProperty,1,HasA,person,sleep,False,['person'],['sleep'],1,1,0.0023982716,0.2770664,0.68256974,0.015096392,0.0118117,0.0069453698,0.00411201,1.1593337,3,6
0,Antonym,0,Antonym,plain,complicate,True,['plain'],"['com', '##pl', '##icate']",1,3,0.9884505,0.00076178205,0.004199783,0.002018153,0.0008446871,0.0015954721,0.0021296262,0.118033305,11,2
1,HasA,1,HasA,water,surface,True,['water'],['surface'],1,1,0.006034701,0.89233476,0.027725726,0.01310463,0.04199805,0.004601891,0.014200212,0.7314748,10,10
6,Synonym,6,Synonym,unhappiness,sadness,True,"['un', '##ha', '##pp', '##iness']",['sadness'],4,1,0.004972631,0.002670069,0.0140315415,0.03980171,0.0052615926,0.011777138,0.9214853,0.55636394,2,3
2,HasProperty,2,HasProperty,shape,fun,True,['shape'],['fun'],1,1,0.001897673,0.0022520719,0.959996,0.029607438,0.001369927,0.0017781177,0.00309885,0.29895112,11,4
6,Synonym,3,IsA,action,play,False,['action'],['play'],1,1,0.0033128902,0.0005819776,0.0030592568,0.07851266,0.0014085672,0.0067728646,0.90635186,0.5380313,12,52
