pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
1,HasA,1,HasA,lobby,wall,True,['Ġlobby'],['Ġwall'],1,1,0.017027723,0.95095456,0.0020615752,0.003552566,0.013925476,0.005950345,0.0065277354,0.39359033,4,9
0,Antonym,3,IsA,call,order,False,['Ġcall'],['Ġorder'],1,1,0.41508162,0.0023366117,0.003646959,0.35991657,0.0028600437,0.032362252,0.18379591,1.7406293,41,24
0,Antonym,3,IsA,keep,store,False,['Ġkeep'],['Ġstore'],1,1,0.57217985,0.002643599,0.0015726417,0.04398666,0.0021830709,0.0049426127,0.37249157,1.2842458,25,6
6,Synonym,6,Synonym,see,view,True,['Ġsee'],['Ġview'],1,1,0.0024166484,0.0010533842,0.0018299005,0.08302522,0.0019979903,0.005329074,0.9043478,0.5354904,25,13
6,Synonym,0,Antonym,brake,pedal,False,['Ġbrake'],['Ġpedal'],1,1,0.04382509,0.005793207,0.0010847666,0.01396868,0.0036771453,0.02723341,0.9044177,0.63994384,7,5
3,IsA,3,IsA,lake,place,True,['Ġlake'],['Ġplace'],1,1,0.0020174456,0.0013770879,0.0023882003,0.9883299,0.0023736388,0.0013318761,0.0021817212,0.121393844,3,32
0,Antonym,0,Antonym,boy,female,True,['Ġboy'],['Ġfemale'],1,1,0.9934807,0.0013572259,0.0013933479,0.0007494956,0.0006057855,0.0008688752,0.0015447516,0.073038444,4,5
1,HasA,0,Antonym,hill,crater,False,['Ġhill'],['Ġcrater'],1,1,0.42362282,0.51553625,0.015536807,0.0051520984,0.0063152835,0.004966133,0.028870601,1.3820217,6,3
3,IsA,3,IsA,box,hit,True,['Ġbox'],['Ġhit'],1,1,0.004475983,0.002996429,0.004412586,0.8430014,0.0038073803,0.0019075202,0.1393986,0.74638337,13,24
0,Antonym,0,Antonym,slip,balance,True,['Ġslip'],['Ġbalance'],1,1,0.93443835,0.0017333721,0.0009360897,0.018260807,0.0010547648,0.007817515,0.035759144,0.45917773,26,16
3,IsA,5,PartOf,rapid,river,False,['Ġrapid'],['Ġriver'],1,1,0.0032115153,0.00059067673,0.010186624,0.9426853,0.001766902,0.0042321594,0.037326865,0.4072036,3,1
3,IsA,3,IsA,level,tool,True,['Ġlevel'],['Ġtool'],1,1,0.002208377,0.0009555007,0.0020584513,0.98747265,0.002772362,0.0012147509,0.0033179293,0.12803878,19,8
6,Synonym,6,Synonym,rest,relax,True,['Ġrest'],['Ġrelax'],1,1,0.0030729019,0.0007595078,0.0038287295,0.02301932,0.001974909,0.0018685308,0.96547616,0.2731227,18,8
