pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,hasa,contains,1,hasa,contains,lobby,wall,True,['lobby'],['wall'],1,1,0.14587504,0.60441846,0.024351327,0.06195339,0.09813754,0.017397948,0.04786629,1.8635234,4,9,contains,contrary,material,minor,synonym,attribute,part,contain,includes,opposite,containing,rear,side,false
6,synonym,synonym,3,isa,minor,call,order,False,['call'],['order'],1,1,0.05115731,0.00059007166,0.0054442883,0.36399803,0.00026942597,0.007388622,0.57115215,1.3144249,41,24,synonym,minor,contrary,part,attribute,contains,or,material,also,lesser,reverse,major,not,small
6,synonym,synonym,3,isa,minor,keep,store,False,['keep'],['store'],1,1,0.032600805,0.00017350106,0.0009727864,0.11643496,0.0001264054,0.004139801,0.8455517,0.7732045,25,6,synonym,minor,contrary,part,attribute,contains,or,material,also,lesser,synonymous,reverse,variant,compare
6,synonym,synonym,6,synonym,synonym,see,view,True,['see'],['view'],1,1,0.005223405,0.0002112024,0.0010506047,0.0670429,0.00015701113,0.0043997737,0.9219151,0.4585188,25,13,synonym,minor,contrary,part,attribute,contains,material,also,or,variant,synonymous,lesser,reverse,subset
6,synonym,synonym,0,antonym,contrary,brake,pedal,False,['brake'],['pedal'],1,1,0.21250011,0.010577982,0.0028095848,0.2215093,0.0027024564,0.03253373,0.5173668,1.7254598,7,5,synonym,minor,contrary,part,contains,attribute,material,or,parts,reverse,opposite,contain,small,component
3,isa,minor,3,isa,minor,lake,place,True,['lake'],['place'],1,1,0.00010673406,0.00016648514,0.0011423663,0.9948748,0.00021983797,0.0001240335,0.003365767,0.05396851,3,32,minor,synonym,attribute,material,contains,part,contrary,major,small,important,a,other,reference,lesser
0,antonym,contrary,0,antonym,contrary,boy,female,True,['boy'],['female'],1,1,0.9392603,0.00059442327,0.0034969428,0.016160326,0.0002700405,0.0032624512,0.03695553,0.42197785,4,5,contrary,synonym,minor,attribute,part,contains,material,opposite,and,unknown,false,subordinate,not,parts
0,antonym,contrary,0,antonym,contrary,hill,crater,True,['hill'],['crater'],1,1,0.73923624,0.019959511,0.00353188,0.11774681,0.0059121633,0.032546066,0.081067316,1.3255302,6,3,contrary,minor,synonym,part,contains,material,attribute,opposite,parts,contain,reverse,partial,small,void
2,hasproperty,attribute,3,isa,minor,box,hit,False,['box'],['hit'],1,1,0.08326875,0.014195614,0.6170073,0.20948678,0.0013081222,0.004634893,0.07009852,1.6052423,13,24,attribute,minor,contrary,synonym,contains,part,material,attributes,object,opposite,reverse,contain,will,can
0,antonym,contrary,0,antonym,contrary,slip,balance,True,['slip'],['balance'],1,1,0.82883793,0.0014989726,0.005954191,0.06837333,0.0013664268,0.012735315,0.08123391,0.9345724,26,16,contrary,synonym,minor,part,attribute,contains,material,lack,lacks,opposite,false,not,void,lacking
5,partof,part,5,partof,part,rapid,river,True,['rapid'],['river'],1,1,0.0059379097,0.00022475379,0.0016823563,0.022262268,0.00059231004,0.9536754,0.01562503,0.34970665,3,1,part,minor,synonym,contrary,attribute,material,section,parts,contains,portion,in,element,component,of
3,isa,minor,3,isa,minor,level,tool,True,['level'],['tool'],1,1,0.0011257483,0.0005025505,0.005079595,0.8743303,0.00087397214,0.0042985035,0.11378935,0.6241149,19,8,minor,synonym,attribute,part,contrary,material,contains,major,a,small,an,technical,or,reference
6,synonym,synonym,6,synonym,synonym,rest,relax,True,['rest'],['relax'],1,1,0.01702487,0.000199353,0.014298692,0.10259168,0.00023420986,0.0071416628,0.85850966,0.7698233,18,8,synonym,minor,contrary,attribute,part,or,material,contains,also,variant,synonymous,=,adjective,form
2,hasproperty,attribute,2,hasproperty,attribute,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.010894599,0.0038976662,0.7384271,0.17073824,0.00073898106,0.0053684376,0.06993498,1.1772487,1,4,attribute,minor,synonym,contrary,part,contains,material,attributes,contain,is,",",title,.,component
3,isa,minor,3,isa,minor,conflict,state,True,['conflict'],['state'],1,1,0.06441219,0.0031641475,0.011940583,0.6888571,0.011048038,0.14056255,0.08001539,1.4890621,9,11,minor,part,synonym,contrary,attribute,material,contains,major,parts,subject,member,component,subordinate,organ
2,hasproperty,attribute,2,hasproperty,attribute,dice,red,True,['dice'],['red'],1,1,0.0015404511,0.002639389,0.9870143,0.0027060753,0.0024877046,0.0015656723,0.0020463534,0.1330844,3,7,attribute,minor,contains,material,synonym,part,contrary,color,attributes,contain,colour,surface,characteristic,red
3,isa,minor,5,partof,part,law,theory,False,['law'],['theory'],1,1,0.0069926633,0.0031314816,0.005157384,0.64462024,0.011304065,0.031220244,0.2975739,1.2732718,7,3,minor,synonym,part,material,contrary,attribute,contains,or,major,also,parts,a,article,theory
3,isa,minor,6,synonym,synonym,author,artist,False,['author'],['artist'],1,1,0.032248028,0.0014467511,0.009778285,0.8218382,0.0042234864,0.018416282,0.11204891,0.9646182,3,1,minor,synonym,contrary,part,attribute,material,contains,major,lesser,subordinate,reverse,small,other,and
0,antonym,contrary,0,antonym,contrary,he,female,True,['he'],['female'],1,1,0.97983265,0.0015378816,0.0028106587,0.0035783357,0.00038143987,0.00092383265,0.010935202,0.18095607,2,5,contrary,synonym,minor,attribute,contains,part,material,opposite,and,false,unknown,object,not,reverse
1,hasa,contains,0,antonym,contrary,paper,ink,False,['paper'],['ink'],1,1,0.2728759,0.37840438,0.1016709,0.09669684,0.05377536,0.015155472,0.08142115,2.3160086,9,5,contains,contrary,attribute,minor,synonym,material,part,contain,containing,parts,surface,includes,contained,negative
0,antonym,contrary,0,antonym,contrary,hear,sight,True,['hear'],['sight'],1,1,0.9683584,0.00017868953,0.0009950309,0.005156103,0.00016823412,0.0017706873,0.023372838,0.24120504,5,9,contrary,synonym,minor,part,attribute,contains,material,opposite,compare,object,contrast,reverse,not,relative
2,hasproperty,attribute,2,hasproperty,attribute,love,important,True,['love'],['important'],1,1,0.00034014115,0.000562254,0.9866093,0.010358397,0.00033856538,0.0004384685,0.0013529127,0.11915878,10,5,attribute,minor,synonym,contains,part,contrary,material,attributes,is,property,object,element,",",title
5,partof,part,5,partof,part,song,culture,True,['song'],['culture'],1,1,0.0005898157,0.0023177094,0.0007947154,0.11656432,0.0026907397,0.8704223,0.0066204844,0.6414077,6,8,part,minor,synonym,material,contains,attribute,parts,contrary,component,section,portion,in,element,major
3,isa,minor,3,isa,minor,club,weapon,True,['club'],['weapon'],1,1,0.00051702245,0.00055938546,0.0037454627,0.96206903,0.00067201967,0.0029587117,0.029478388,0.27736264,11,2,minor,synonym,attribute,part,material,contains,contrary,major,small,",",secondary,a,as,lesser
3,isa,minor,3,isa,minor,heterosexual,person,True,['heterosexual'],['person'],1,1,0.0010728681,0.0002615407,0.013364449,0.9663359,0.0023367202,0.00068999716,0.015938567,0.26748186,2,3,minor,synonym,attribute,material,contrary,part,contains,major,a,small,category,type,reference,subject
0,antonym,contrary,0,antonym,contrary,fear,comfortable,True,['fear'],['comfortable'],1,1,0.48057964,0.0011596945,0.44226313,0.04777754,0.0015222366,0.004428316,0.022269469,1.4206395,8,5,contrary,attribute,minor,synonym,part,material,contains,not,attributes,is,relative,becomes,false,but
2,hasproperty,attribute,6,synonym,synonym,mate,friendly,False,['mate'],['friendly'],1,1,0.004240553,0.0013147386,0.8475006,0.042286057,0.00034883549,0.0017951607,0.10251399,0.79854846,13,5,attribute,synonym,minor,contrary,part,contains,material,attributes,adjective,element,property,=,feature,","
5,partof,part,5,partof,part,head,hammer,True,['head'],['hammer'],1,1,0.0027907933,0.0006735022,0.00056020054,0.00781413,0.00037452488,0.96371984,0.024067126,0.27657115,42,10,part,synonym,minor,contrary,contains,attribute,parts,material,of,portion,section,head,side,in
5,partof,part,5,partof,part,head,table,True,['head'],['table'],1,1,0.011777912,0.00061630853,0.0010397763,0.011091297,0.00029895932,0.9651019,0.010073865,0.2841589,42,8,part,contrary,minor,synonym,attribute,contains,of,material,portion,section,end,parts,head,side
2,hasproperty,attribute,0,antonym,contrary,lose,tight,False,['lose'],['tight'],1,1,0.08335731,0.0014399706,0.7570176,0.019621914,0.0033629665,0.0035103373,0.13168989,1.1691126,11,16,attribute,synonym,contrary,minor,part,material,contains,object,or,contain,element,article,property,feature
5,partof,part,5,partof,part,button,tv,True,['button'],['tv'],1,1,0.0022707365,0.00028579324,0.0003792332,0.020052074,0.00011000336,0.97237194,0.004530137,0.21673544,9,2,part,minor,synonym,contrary,attribute,contains,in,parts,material,component,on,section,portion,of
1,hasa,contains,1,hasa,contains,house,basement,True,['house'],['basement'],1,1,0.0048992634,0.97350276,0.003435271,0.0029015634,0.0054028993,0.0017424205,0.008115757,0.24091364,14,2,contains,synonym,material,contrary,attribute,minor,contain,part,includes,has,containing,contained,features,have
6,synonym,synonym,1,hasa,contains,envelope,letter,False,['envelope'],['letter'],1,1,0.056645684,0.15573755,0.0044016084,0.27802673,0.014016753,0.19994581,0.29122588,2.2692783,6,8,synonym,minor,part,contains,contrary,material,attribute,contain,parts,containing,includes,small,contained,object
