pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
0,antonym,contrary,1,hasa,contains,lobby,wall,False,['lobby'],['wall'],1,1,0.53523564,0.074947484,0.0020397294,0.11463831,0.12304797,0.030134624,0.119956285,2.0304465,4,9,contrary,material,synonym,minor,contains,part,attribute,contain,containing,consists,opposite,contained,substance,absence
0,antonym,contrary,3,isa,minor,call,order,False,['call'],['order'],1,1,0.45449623,0.0003074898,0.0056549646,0.19026399,0.0011322695,0.01328759,0.3348574,1.6407945,41,24,contrary,synonym,minor,part,attribute,material,opposite,contains,substitute,synonymous,component,source,auxiliary,subject
6,synonym,synonym,3,isa,minor,keep,store,False,['keep'],['store'],1,1,0.0129948445,0.00011331019,0.0007646415,0.29228267,0.0002924462,0.025404267,0.6681478,1.1362475,25,6,synonym,minor,part,contrary,attribute,material,synonymous,parts,contains,component,abbreviation,opposite,name,major
6,synonym,synonym,6,synonym,synonym,see,view,True,['see'],['view'],1,1,0.014820576,0.000109825225,0.0019636815,0.36662656,0.0006538976,0.021602837,0.59422255,1.2125452,25,13,synonym,minor,part,contrary,attribute,material,contains,component,synonymous,parts,abbreviation,opposite,auxiliary,portion
0,antonym,contrary,0,antonym,contrary,brake,pedal,True,['brake'],['pedal'],1,1,0.40616262,0.014830664,0.0010920225,0.16123047,0.010210236,0.040737312,0.36573657,1.8396541,7,5,contrary,synonym,minor,part,contains,material,attribute,consists,opposite,parts,contain,containing,substitute,absence
3,isa,minor,3,isa,minor,lake,place,True,['lake'],['place'],1,1,0.0015683412,7.8357254e-05,0.0019503529,0.9939996,0.00037959215,0.0008095394,0.0012141818,0.066256285,3,32,minor,attribute,contrary,synonym,part,material,major,small,smallest,contains,principal,kind,type,lesser
0,antonym,contrary,0,antonym,contrary,boy,female,True,['boy'],['female'],1,1,0.9900136,4.101326e-05,0.00636761,0.00038781966,5.460058e-05,0.00056437764,0.0025709835,0.09476245,4,5,contrary,attribute,synonym,opposite,part,minor,material,contains,contrast,inferior,counterpart,substitute,equal,other
0,antonym,contrary,0,antonym,contrary,hill,crater,True,['hill'],['crater'],1,1,0.9844823,0.008492046,0.00020007255,0.0015639376,0.0007554916,0.002240887,0.0022653004,0.14513181,6,3,contrary,contains,synonym,part,opposite,minor,material,attribute,containing,contain,subject,exclude,without,inferior
0,antonym,contrary,3,isa,minor,box,hit,False,['box'],['hit'],1,1,0.4010225,0.01068598,0.18758139,0.24650359,0.010632997,0.021169646,0.122403905,2.1078968,13,24,contrary,minor,attribute,synonym,part,contains,material,subject,opposite,object,source,characteristic,property,indicator
0,antonym,contrary,0,antonym,contrary,slip,balance,True,['slip'],['balance'],1,1,0.9675474,1.6314863e-05,0.0006690972,0.013050689,0.0001689711,0.011052341,0.0074951597,0.26192695,26,16,contrary,minor,part,synonym,attribute,opposite,deficiency,lack,material,absence,defect,contradiction,substitute,negative
5,partof,part,5,partof,part,rapid,river,True,['rapid'],['river'],1,1,0.023808613,0.00025069038,0.004930562,0.097417034,0.010005668,0.8481641,0.01542326,0.85726935,3,1,part,minor,contrary,synonym,material,attribute,portion,parts,section,component,contains,surface,member,characteristic
3,isa,minor,3,isa,minor,level,tool,True,['level'],['tool'],1,1,0.0070002875,0.00016982194,0.00082439306,0.92301637,0.0014349001,0.009702267,0.057851933,0.4836512,19,8,minor,synonym,part,contrary,material,attribute,contains,kind,major,type,name,small,component,form
6,synonym,synonym,6,synonym,synonym,rest,relax,True,['rest'],['relax'],1,1,0.08934646,6.768713e-05,0.03539041,0.0505029,0.00015765247,0.0040962216,0.8204387,0.969143,18,8,synonym,contrary,minor,attribute,part,opposite,synonymous,material,adjective,counterpart,contains,substitute,aspect,component
2,hasproperty,attribute,2,hasproperty,attribute,copulate,fun,True,"['cop', '##ulate']",['fun'],2,1,0.0015092737,8.5365464e-05,0.9878308,0.005917572,0.00023648063,0.0010278287,0.003392571,0.11742395,1,4,attribute,minor,synonym,contrary,part,material,attributes,characteristic,contains,property,element,aspect,subject,trait
0,antonym,contrary,3,isa,minor,conflict,state,False,['conflict'],['state'],1,1,0.7518191,8.253022e-05,0.011225395,0.052073184,0.0016522566,0.17927296,0.0038746228,1.0961046,9,11,contrary,part,minor,attribute,synonym,material,property,deficiency,opposite,subject,organ,subordinate,parts,lack
2,hasproperty,attribute,2,hasproperty,attribute,dice,red,True,['dice'],['red'],1,1,0.0038768894,0.00016623319,0.99093455,0.0003656553,0.0029735917,0.0013691813,0.0003139749,0.09197555,3,7,attribute,contrary,material,color,part,minor,synonym,colour,characteristic,contains,attributes,property,opposite,substance
6,synonym,synonym,5,partof,part,law,theory,False,['law'],['theory'],1,1,0.098873615,0.00070639345,0.00092278095,0.28203243,0.0064843544,0.038907837,0.5720726,1.5520802,7,3,synonym,minor,contrary,part,material,attribute,contains,opposite,component,subject,substitute,name,parts,portion
6,synonym,synonym,6,synonym,synonym,author,artist,True,['author'],['artist'],1,1,0.015073174,0.00024103498,0.0043744873,0.4604008,0.0007425625,0.0058073425,0.51336056,1.1882907,3,1,synonym,minor,contrary,part,attribute,material,contains,opposite,synonymous,adjective,kind,lesser,type,major
0,antonym,contrary,0,antonym,contrary,he,female,True,['he'],['female'],1,1,0.96917826,0.00017137619,0.027902737,0.00042777072,0.00015339782,0.0008638182,0.0013025578,0.21799837,2,5,contrary,attribute,synonym,part,opposite,minor,contains,material,equal,inferior,other,substitute,subject,counterpart
