pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.0031824748,0.020167736,0.97664976,0.17327233,5,5
2,RANDOM,1,HYPER,phone,good,False,['phone'],['good'],1,1,0.003179318,0.12761232,0.86920834,0.5811847,4,27
1,HYPER,1,HYPER,orbital,circular,True,['orbital'],['circular'],1,1,0.020070616,0.95812297,0.021806486,0.29265863,2,3
0,COORD,1,HYPER,trumpet,horn,False,['trumpet'],['horn'],1,1,0.97717047,0.018907595,0.0039218753,0.17215346,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.985776,0.009712192,0.0045117675,0.120465934,2,3
1,HYPER,1,HYPER,evidence,argue,True,['evidence'],['argue'],1,1,0.0015232272,0.83340734,0.16506948,0.6623551,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['coconut'],['accumulate'],1,1,0.0058841263,0.010232336,0.98388356,0.13430108,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['coupling'],['fruit'],1,1,0.006488734,0.028506089,0.9650052,0.243062,7,5
0,COORD,0,COORD,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9902407,0.0069406694,0.0028187532,0.087657355,2,4
1,HYPER,2,RANDOM,hospital,place,False,['hospital'],['place'],1,1,0.0039514503,0.9616711,0.034377508,0.25292626,2,32
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.0062663816,0.98402035,0.009713274,0.13366817,2,3
1,HYPER,1,HYPER,crystal,rock,True,['crystal'],['rock'],1,1,0.013809532,0.9446976,0.041492812,0.35334772,6,9
1,HYPER,1,HYPER,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,0.0027414323,0.9760241,0.021234479,0.17551334,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['dress'],['uniform'],1,1,0.19681686,0.7421747,0.061008506,1.0269707,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['pine'],['hint'],1,1,0.0027627524,0.012326429,0.98491085,0.12326194,3,6
2,RANDOM,1,HYPER,cut,free,False,['cut'],['free'],1,1,0.0055580125,0.19771916,0.7967228,0.76520336,70,22
0,COORD,0,COORD,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9860319,0.010339365,0.0036286642,0.11762089,1,3
0,COORD,0,COORD,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.9745281,0.023108134,0.0023637372,0.18250227,2,3
0,COORD,0,COORD,donkey,bull,True,['donkey'],['bull'],1,1,0.98879504,0.008567792,0.002637165,0.09750032,2,15
0,COORD,0,COORD,cow,beaver,True,['cow'],['beaver'],1,1,0.98979694,0.008274709,0.0019283112,0.08927172,4,8
0,COORD,0,COORD,grenade,rifle,True,['grenade'],['rifle'],1,1,0.98693115,0.009805581,0.003263338,0.11110857,1,3
1,HYPER,1,HYPER,dog,animal,True,['dog'],['animal'],1,1,0.0031329184,0.9236709,0.07319618,0.40796864,8,2
0,COORD,0,COORD,box,case,True,['box'],['case'],1,1,0.834764,0.13475093,0.030485079,0.7606714,13,22
1,HYPER,1,HYPER,foot,anatomy,True,['foot'],['anatomy'],1,1,0.0016421742,0.6201161,0.37824175,0.97322124,14,3
2,RANDOM,2,RANDOM,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,0.0025938824,0.04440278,0.95300335,0.28797707,5,1
1,HYPER,1,HYPER,hospital,structure,True,['hospital'],['structure'],1,1,0.002377673,0.92358106,0.0740412,0.40471315,2,6
2,RANDOM,2,RANDOM,guitar,information,True,['guitar'],['information'],1,1,0.001838377,0.009209237,0.98895246,0.09483534,1,5
2,RANDOM,2,RANDOM,coyote,attempt,True,['coyote'],['attempt'],1,1,0.0074805124,0.0103709055,0.98214865,0.1467131,3,4
2,RANDOM,2,RANDOM,desk,bracket,True,['desk'],['bracket'],1,1,0.02466602,0.06845097,0.906883,0.52445257,1,7
1,HYPER,1,HYPER,penguin,creature,True,['penguin'],['creature'],1,1,0.0021952572,0.9210263,0.07677847,0.41302243,1,3
0,COORD,0,COORD,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.9918534,0.0056712544,0.002475286,0.07545601,5,2
1,HYPER,2,RANDOM,civilization,human,False,['civilization'],['human'],1,1,0.0032281086,0.56161106,0.43516085,1.0165317,4,4
2,RANDOM,2,RANDOM,clarinet,ideal,True,['clarinet'],['ideal'],1,1,0.0018982125,0.0180875,0.9800143,0.15041125,1,5
1,HYPER,1,HYPER,educator,profession,True,['educator'],['profession'],1,1,0.0027522915,0.96587354,0.03137413,0.22848414,1,4
2,RANDOM,2,RANDOM,invade,turn,True,['invade'],['turn'],1,1,0.003219305,0.06758804,0.92919266,0.3878217,4,38
0,COORD,0,COORD,lion,panther,True,['lion'],['panther'],1,1,0.97963744,0.017011901,0.0033507207,0.15660737,4,3
2,RANDOM,2,RANDOM,cow,broccoli,True,['cow'],"['bro', '##cco', '##li']",1,3,0.28708744,0.048095703,0.6648168,1.1190015,4,2
0,COORD,0,COORD,radio,toaster,True,['radio'],"['toast', '##er']",1,2,0.9788204,0.016390193,0.0047893845,0.16434719,5,2
2,RANDOM,2,RANDOM,noise,creature,True,['noise'],['creature'],1,1,0.0012085338,0.041004345,0.9577871,0.2602615,7,3
2,RANDOM,2,RANDOM,trout,invaluable,True,['trout'],"['in', '##val', '##ua', '##ble']",1,4,0.0036416035,0.04618498,0.95017344,0.3044611,2,1
