pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
2,random,random,2,random,random,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,8.7709406e-05,0.0006884689,0.9992238,0.0095332945,5,5,random,minor,coordinated,free,randomly,normal
2,random,random,1,hyper,minor,phone,good,False,['phone'],['good'],1,1,0.00024117863,0.33318397,0.66657484,0.9212517,4,27,random,minor,coordinated,major,other,natural
1,hyper,minor,1,hyper,minor,orbital,circular,True,['orbital'],['circular'],1,1,0.00014163695,0.99722314,0.0026352762,0.028390098,2,3,minor,random,coordinated,opposite,major,lesser
0,coord,coordinated,1,hyper,minor,trumpet,horn,False,['trumpet'],['horn'],1,1,0.99981767,0.0001587128,2.3615696e-05,0.0026291553,4,12,coordinated,minor,coordination,random,coordinating,coordinate
0,coord,coordinated,0,coord,coordinated,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.99999106,3.7881657e-06,5.159438e-06,0.00017174597,2,3,coordinated,coordination,coordinate,random,coordinating,minor
1,hyper,minor,1,hyper,minor,evidence,argue,True,['evidence'],['argue'],1,1,0.00010522427,0.5421061,0.4577887,0.996302,6,3,minor,random,coordinated,major,same,opposite
2,random,random,2,random,random,coconut,accumulate,True,['coconut'],['accumulate'],1,1,1.2464209e-05,0.0037275369,0.99626005,0.035660706,3,2,random,minor,coordinated,normal,randomly,first
2,random,random,2,random,random,coupling,fruit,True,['coupling'],['fruit'],1,1,0.00020644303,0.0015562888,0.99823725,0.01958469,7,5,random,minor,coordinated,probability,randomly,entropy
0,coord,coordinated,0,coord,coordinated,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9999676,1.529896e-05,1.7143977e-05,0.00056292623,2,4,coordinated,coordination,random,minor,coordinate,coordinating
1,hyper,minor,2,random,random,hospital,place,False,['hospital'],['place'],1,1,0.000126822,0.9933662,0.006506936,0.058445495,2,32,minor,random,coordinated,major,smallest,small
1,hyper,minor,1,hyper,minor,hate,dislike,True,['hate'],['dislike'],1,1,0.000104992294,0.9971624,0.00273254,0.028744677,2,3,minor,random,coordinated,major,opposite,lesser
1,hyper,minor,1,hyper,minor,crystal,rock,True,['crystal'],['rock'],1,1,0.000107893626,0.99132544,0.008566607,0.07270947,6,9,minor,random,coordinated,major,small,relative
1,hyper,minor,1,hyper,minor,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,3.335794e-05,0.9624938,0.037472863,0.23112525,2,3,minor,random,non,coordinated,opposite,major
1,hyper,minor,2,random,random,dress,uniform,False,['dress'],['uniform'],1,1,0.10861637,0.88678724,0.0045964685,0.5372729,21,6,minor,coordinated,random,major,opposite,separate
2,random,random,2,random,random,pine,hint,True,['pine'],['hint'],1,1,3.687128e-06,0.007502717,0.9924936,0.06381217,3,6,random,minor,coordinated,randomly,first,major
1,hyper,minor,1,hyper,minor,cut,free,True,['cut'],['free'],1,1,1.7538867e-05,0.7433741,0.2566084,0.82188,70,22,minor,random,coordinated,major,sum,number
0,coord,coordinated,0,coord,coordinated,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9999777,1.1644683e-05,1.0597287e-05,0.0003980606,1,3,coordinated,coordination,minor,random,coordinate,coordinating
0,coord,coordinated,0,coord,coordinated,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.99998605,6.5262575e-06,7.361043e-06,0.0002578847,2,3,coordinated,random,minor,coordination,coordinate,coordinating
0,coord,coordinated,0,coord,coordinated,donkey,bull,True,['donkey'],['bull'],1,1,0.99999404,8.733771e-07,5.181578e-06,0.000117328505,2,15,coordinated,random,coordination,coordinate,coordinating,unrelated
