pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
2,random,random,2,random,random,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,7.527164e-05,0.19603543,0.80388933,0.7150436,5,5,random,minor,major,coordinated,randomly,small
2,random,random,1,hyper,minor,phone,good,False,['phone'],['good'],1,1,2.046997e-05,0.4495767,0.5504028,0.99298215,4,27,random,minor,small,major,little,unknown
1,hyper,minor,1,hyper,minor,orbital,circular,True,['orbital'],['circular'],1,1,0.0006120318,0.99689496,0.0024930027,0.0325648,2,3,minor,random,coordinated,and,small,major
0,coord,coordinated,1,hyper,minor,trumpet,horn,False,['trumpet'],['horn'],1,1,0.9963994,0.0034758307,0.00012477307,0.035195377,4,12,coordinated,minor,and,",",/,random
0,coord,coordinated,0,coord,coordinated,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.99999785,1.0214148e-07,1.9838171e-06,4.2961743e-05,2,3,coordinated,random,and,synchronized,",",controlled
2,random,random,1,hyper,minor,evidence,argue,False,['evidence'],['argue'],1,1,6.686527e-05,0.35968882,0.6402443,0.94340533,6,3,random,minor,major,small,randomly,unknown
2,random,random,2,random,random,coconut,accumulate,True,['coconut'],['accumulate'],1,1,9.620195e-06,0.010948426,0.98904186,0.08719102,3,2,random,minor,randomly,coordinated,major,small
2,random,random,2,random,random,coupling,fruit,True,['coupling'],['fruit'],1,1,8.749057e-05,0.018783348,0.9811291,0.13585703,7,5,random,minor,coordinated,randomly,major,accidental
0,coord,coordinated,0,coord,coordinated,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9999993,2.6346729e-07,4.4776328e-07,1.6233871e-05,2,4,coordinated,and,",",coordination,/,random
1,hyper,minor,2,random,random,hospital,place,False,['hospital'],['place'],1,1,0.00022248266,0.700515,0.29926258,0.8832939,2,32,minor,random,coordinated,major,small,different
1,hyper,minor,1,hyper,minor,hate,dislike,True,['hate'],['dislike'],1,1,0.00026821138,0.9788397,0.020892171,0.14998187,2,3,minor,random,coordinated,major,small,unknown
1,hyper,minor,1,hyper,minor,crystal,rock,True,['crystal'],['rock'],1,1,0.0008245046,0.9781636,0.021011828,0.15669474,6,9,minor,random,coordinated,major,small,and
1,hyper,minor,1,hyper,minor,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,6.74405e-05,0.87484676,0.12508586,0.5448241,2,3,minor,random,and,major,or,non
1,hyper,minor,2,random,random,dress,uniform,False,['dress'],['uniform'],1,1,0.24581346,0.7456398,0.008546781,0.8720764,21,6,minor,coordinated,random,and,major,casual
2,random,random,2,random,random,pine,hint,True,['pine'],['hint'],1,1,1.6023816e-05,0.08578281,0.91420114,0.4225108,3,6,random,minor,randomly,small,major,coordinated
1,hyper,minor,1,hyper,minor,cut,free,True,['cut'],['free'],1,1,0.00021920442,0.64651376,0.35326707,0.9397949,70,22,minor,random,small,coordinated,major,-
0,coord,coordinated,0,coord,coordinated,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9999734,5.6292206e-06,2.0992766e-05,0.00046273982,1,3,coordinated,random,and,minor,automatic,","
0,coord,coordinated,0,coord,coordinated,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.9997727,0.00022587513,1.3892054e-06,0.0030907197,2,3,coordinated,minor,and,",",or,/
0,coord,coordinated,0,coord,coordinated,donkey,bull,True,['donkey'],['bull'],1,1,1.0,4.290245e-09,2.3876362e-08,7.237986e-07,2,15,coordinated,and,",",random,organized,synchronized
0,coord,coordinated,0,coord,coordinated,cow,beaver,True,['cow'],['beaver'],1,1,1.0,3.3741145e-08,5.6614525e-08,2.2004385e-06,4,8,coordinated,",",and,random,minor,/
0,coord,coordinated,0,coord,coordinated,grenade,rifle,True,['grenade'],['rifle'],1,1,0.99999905,6.369778e-07,4.1270573e-07,2.3411101e-05,1,3,coordinated,and,",",coordination,synchronized,minor
1,hyper,minor,1,hyper,minor,dog,animal,True,['dog'],['animal'],1,1,8.939878e-06,0.9865302,0.013460884,0.10311181,8,2,minor,random,small,other,major,unknown
0,coord,coordinated,0,coord,coordinated,box,case,True,['box'],['case'],1,1,0.85368514,0.14306308,0.0032517232,0.62303704,13,22,coordinated,minor,random,and,small,or
2,random,random,1,hyper,minor,foot,anatomy,False,['foot'],['anatomy'],1,1,0.00030125582,0.472058,0.52764076,1.0014266,14,3,random,minor,coordinated,major,miscellaneous,general
2,random,random,2,random,random,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,0.00026369252,0.014610101,0.98512626,0.113509074,5,1,random,minor,coordinated,unknown,:,major
