pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.00014829158,0.0017649129,0.9980868,0.020785892,5,5
1,HYPER,1,HYPER,phone,good,True,['phone'],['good'],1,1,0.0003743765,0.9646021,0.03502354,0.22377269,4,27
1,HYPER,1,HYPER,orbital,circular,True,['orbital'],['circular'],1,1,0.00066072296,0.9965784,0.0027608578,0.03537667,2,3
0,COORD,1,HYPER,trumpet,horn,False,['trumpet'],['horn'],1,1,0.999405,0.00044242188,0.0001525398,0.0077216825,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.9994135,0.00031011403,0.0002763941,0.00772751,2,3
1,HYPER,1,HYPER,evidence,argue,True,['evidence'],['argue'],1,1,0.00038856122,0.91859496,0.081016526,0.41066614,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['coconut'],['accumulate'],1,1,0.00022207561,0.0013796545,0.99839824,0.018113006,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['coupling'],['fruit'],1,1,0.00018203302,0.001570279,0.99824774,0.019414024,7,5
0,COORD,0,COORD,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.99974793,0.00017468583,7.731938e-05,0.0036002109,2,4
1,HYPER,2,RANDOM,hospital,place,False,['hospital'],['place'],1,1,0.00042533266,0.98511076,0.014463931,0.11447809,2,32
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.00085959485,0.997401,0.0017393248,0.028443603,2,3
1,HYPER,1,HYPER,crystal,rock,True,['crystal'],['rock'],1,1,0.00042240528,0.9883188,0.011258863,0.09436485,6,9
1,HYPER,1,HYPER,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,0.00048950064,0.99431604,0.0051944363,0.05297916,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['dress'],['uniform'],1,1,0.0021151165,0.995981,0.0019039199,0.04178483,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['pine'],['hint'],1,1,0.00017898482,0.0015889223,0.99823207,0.019549692,3,6
2,RANDOM,1,HYPER,cut,free,False,['cut'],['free'],1,1,0.00041518873,0.35668278,0.6429021,0.94489384,70,22
0,COORD,0,COORD,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.99943143,0.00037233467,0.00019621696,0.007477808,1,3
