pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.00035454106,0.0040782434,0.99556726,0.04281699,5,5
1,HYPER,1,HYPER,phone,good,True,['phone'],['good'],1,1,0.0014139086,0.8907138,0.10787234,0.50865424,4,27
1,HYPER,1,HYPER,orbital,circular,True,['orbital'],['circular'],1,1,0.0027651016,0.9885406,0.008694412,0.09945589,2,3
0,COORD,1,HYPER,trumpet,horn,False,['trumpet'],['horn'],1,1,0.99665844,0.0027949254,0.0005466312,0.034445982,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.9976579,0.0013530136,0.0009889783,0.026140261,2,3
1,HYPER,1,HYPER,evidence,argue,True,['evidence'],['argue'],1,1,0.0010032918,0.901237,0.09775966,0.47314492,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['coconut'],['accumulate'],1,1,0.00031348187,0.0016129572,0.9980736,0.021387193,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['coupling'],['fruit'],1,1,0.0002820188,0.0017705638,0.9979474,0.022469528,7,5
0,COORD,0,COORD,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9978721,0.0013062186,0.0008216648,0.02400208,2,4
1,HYPER,2,RANDOM,hospital,place,False,['hospital'],['place'],1,1,0.0013043071,0.9766234,0.02207229,0.16725986,2,32
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.0017421647,0.98470205,0.013555777,0.121980265,2,3
1,HYPER,1,HYPER,crystal,rock,True,['crystal'],['rock'],1,1,0.0014371264,0.98196006,0.016602844,0.13752323,6,9
1,HYPER,1,HYPER,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,0.0014096941,0.9838225,0.014767798,0.12630862,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['dress'],['uniform'],1,1,0.0018240015,0.9870183,0.011157694,0.10756932,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['pine'],['hint'],1,1,0.00036052158,0.0015423994,0.9980971,0.02127312,3,6
1,HYPER,1,HYPER,cut,free,True,['cut'],['free'],1,1,0.0012356569,0.6259208,0.3728436,0.9657167,70,22
0,COORD,0,COORD,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9975483,0.0015636738,0.0008880661,0.027109867,1,3
0,COORD,0,COORD,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.99810386,0.0009952356,0.00090079405,0.021770848,2,3
0,COORD,0,COORD,donkey,bull,True,['donkey'],['bull'],1,1,0.9981988,0.0008873258,0.0009139354,0.020819072,2,15
0,COORD,0,COORD,cow,beaver,True,['cow'],['beaver'],1,1,0.99809366,0.0010705056,0.0008358892,0.02185731,4,8
0,COORD,0,COORD,grenade,rifle,True,['grenade'],['rifle'],1,1,0.99780387,0.0015006769,0.00069546315,0.0245367,1,3
1,HYPER,1,HYPER,dog,animal,True,['dog'],['animal'],1,1,0.0013482366,0.95707387,0.041577883,0.26419672,8,2
