pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['Ġvan'],"['Ġco', '-', 'ordinate']",1,3,0.00032934314,0.0014731132,0.9981976,0.020265449,5,5
1,HYPER,1,HYPER,phone,good,True,['Ġphone'],['Ġgood'],1,1,0.00030592596,0.9391743,0.060519863,0.33349043,4,27
1,HYPER,1,HYPER,orbital,circular,True,['Ġorbital'],['Ġcircular'],1,1,0.0011784884,0.9911841,0.0076373583,0.07783907,2,3
0,COORD,1,HYPER,trumpet,horn,False,['Ġtrumpet'],['Ġhorn'],1,1,0.9764321,0.020337593,0.0032303254,0.17461683,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['Ġdish', 'washer']",['Ġtelephone'],2,1,0.99632335,0.0006388438,0.0030377929,0.03747843,2,3
1,HYPER,1,HYPER,evidence,argue,True,['Ġevidence'],['Ġargue'],1,1,0.00034313084,0.66050136,0.33915547,0.9282472,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['Ġcoconut'],['Ġaccumulate'],1,1,0.00042667726,0.001247256,0.998326,0.019221738,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['Ġcoupling'],['Ġfruit'],1,1,0.00025731322,0.0018525589,0.9978902,0.022923188,7,5
0,COORD,0,COORD,hatchet,spear,True,"['Ġhat', 'chet']",['Ġspear'],2,1,0.99794525,0.0010727938,0.0009819175,0.023355154,2,4
1,HYPER,2,RANDOM,hospital,place,False,['Ġhospital'],['Ġplace'],1,1,0.0004415104,0.9794016,0.020156816,0.14786467,2,32
1,HYPER,1,HYPER,hate,dislike,True,['Ġhate'],['Ġdislike'],1,1,0.00069363846,0.9891615,0.010144944,0.09002127,2,3
1,HYPER,1,HYPER,crystal,rock,True,['Ġcrystal'],['Ġrock'],1,1,0.000675118,0.98869926,0.010625651,0.09298679,6,9
1,HYPER,1,HYPER,normative,appropriate,True,['Ġnormative'],['Ġappropriate'],1,1,0.00074714696,0.99073213,0.008520745,0.079647124,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['Ġdress'],['Ġuniform'],1,1,0.0028372514,0.98961276,0.0075500314,0.09213678,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['Ġpine'],['Ġhint'],1,1,0.00034956154,0.0013447661,0.9983057,0.019282999,3,6
1,HYPER,1,HYPER,cut,free,True,['Ġcut'],['Ġfree'],1,1,0.0006373469,0.9868067,0.012555917,0.10497032,70,22
0,COORD,0,COORD,fridge,washer,True,['Ġfridge'],"['Ġwas', 'her']",1,2,0.99794036,0.0007641651,0.0012954167,0.023306431,1,3
0,COORD,0,COORD,grasshopper,cricket,True,"['Ġgrass', 'ho', 'pper']",['Ġcricket'],3,1,0.9985311,0.0005160124,0.000952909,0.017315425,2,3
0,COORD,0,COORD,donkey,bull,True,['Ġdonkey'],['Ġbull'],1,1,0.9986602,0.0007163922,0.0006233072,0.0160524,2,15
0,COORD,0,COORD,cow,beaver,True,['Ġcow'],"['Ġbe', 'aver']",1,2,0.9987508,0.0004751876,0.0007739775,0.015046077,4,8
0,COORD,0,COORD,grenade,rifle,True,['Ġgrenade'],['Ġrifle'],1,1,0.9906545,0.006842726,0.0025027897,0.08425669,1,3
1,HYPER,1,HYPER,dog,animal,True,['Ġdog'],['Ġanimal'],1,1,0.00038353197,0.9761648,0.023451623,0.1652973,8,2
0,COORD,0,COORD,box,case,True,['Ġbox'],['Ġcase'],1,1,0.98554546,0.009894532,0.0045599802,0.12205311,13,22
1,HYPER,1,HYPER,foot,anatomy,True,['Ġfoot'],['Ġanatomy'],1,1,0.000347851,0.95753914,0.04211298,0.25637436,14,3
2,RANDOM,2,RANDOM,scarf,septicaemia,True,['Ġscarf'],"['Ġse', 'pt', 'ica', 'emia']",1,4,0.00030294075,0.0019439392,0.9977531,0.024287535,5,1
1,HYPER,1,HYPER,hospital,structure,True,['Ġhospital'],['Ġstructure'],1,1,0.00047750218,0.9823331,0.017189316,0.13129894,2,6
2,RANDOM,2,RANDOM,guitar,information,True,['Ġguitar'],['Ġinformation'],1,1,0.00035260702,0.0013460299,0.9983014,0.019329965,1,5
2,RANDOM,2,RANDOM,coyote,attempt,True,"['Ġcoy', 'ote']",['Ġattempt'],2,1,0.0004608936,0.0012241319,0.998315,0.019379422,3,4
2,RANDOM,2,RANDOM,desk,bracket,True,['Ġdesk'],['Ġbracket'],1,1,0.0003853868,0.001502816,0.99811184,0.02118587,1,7
1,HYPER,1,HYPER,penguin,creature,True,"['Ġpengu', 'in']",['Ġcreature'],2,1,0.00042876843,0.97990364,0.019667596,0.1449731,1,3
0,COORD,0,COORD,spoon,hatchet,True,['Ġspoon'],"['Ġhat', 'chet']",1,2,0.99841106,0.00072147464,0.0008674291,0.018642902,5,2
1,HYPER,2,RANDOM,civilization,human,False,['Ġcivilization'],['Ġhuman'],1,1,0.0003079967,0.8726678,0.1270242,0.55319685,4,4
2,RANDOM,2,RANDOM,clarinet,ideal,True,"['Ġclar', 'inet']",['Ġideal'],2,1,0.00045752164,0.0012067577,0.9983358,0.019173743,1,5
1,HYPER,1,HYPER,educator,profession,True,['Ġeducator'],['Ġprofession'],1,1,0.0005828716,0.9874419,0.011975197,0.100713216,1,4
1,HYPER,2,RANDOM,invade,turn,False,['Ġinvade'],['Ġturn'],1,1,0.00033203914,0.87496567,0.12470239,0.5469807,4,38
0,COORD,0,COORD,lion,panther,True,['Ġlion'],"['Ġpant', 'her']",1,2,0.9986212,0.00061007094,0.0007686291,0.01645419,4,3
2,RANDOM,2,RANDOM,cow,broccoli,True,['Ġcow'],['Ġbroccoli'],1,1,0.06988176,0.003925887,0.9261923,0.40210256,4,2
0,COORD,0,COORD,radio,toaster,True,['Ġradio'],"['Ġto', 'aster']",1,2,0.9979031,0.00067693,0.0014200325,0.023582678,5,2
2,RANDOM,2,RANDOM,noise,creature,True,['Ġnoise'],['Ġcreature'],1,1,0.0002677853,0.0020949896,0.9976373,0.025225356,7,3
2,RANDOM,2,RANDOM,trout,invaluable,True,['Ġtrout'],['Ġinvaluable'],1,1,0.00041063776,0.0013006021,0.9982887,0.019554667,2,1
2,RANDOM,2,RANDOM,gorilla,participate,True,['Ġgorilla'],['Ġparticipate'],1,1,0.00036525057,0.0013635992,0.9982711,0.019641988,1,2
0,COORD,0,COORD,willow,cedar,True,"['Ġwill', 'ow']","['Ġc', 'edar']",2,2,0.9984805,0.0004460335,0.0010735649,0.017744256,2,3
2,RANDOM,2,RANDOM,dishwasher,valour,True,"['Ġdish', 'washer']","['Ġval', 'our']",2,2,0.0003379192,0.0014403606,0.9982217,0.020055901,2,1
2,RANDOM,2,RANDOM,cockroach,side,True,"['Ġcock', 'roach']",['Ġside'],2,1,0.0004010332,0.0012359185,0.9983631,0.018824121,1,14
1,HYPER,1,HYPER,emperor,ruler,True,['Ġemperor'],['Ġruler'],1,1,0.0008615522,0.9909802,0.008158245,0.078323245,4,2
1,HYPER,1,HYPER,roll,move,True,['Ġroll'],['Ġmove'],1,1,0.000337861,0.9724335,0.02722865,0.18466717,33,21
2,RANDOM,2,RANDOM,wing,shine,True,['Ġwing'],['Ġshine'],1,1,0.00023909121,0.0024071643,0.9973538,0.027627517,12,11
2,RANDOM,2,RANDOM,contrast,rock,True,['Ġcontrast'],['Ġrock'],1,1,0.0002614976,0.0018544265,0.9978841,0.022990003,7,9
2,RANDOM,2,RANDOM,whisk,game,True,['Ġwhisk'],['Ġgame'],1,1,0.0002403871,0.15816525,0.8415944,0.6330792,6,14
1,HYPER,2,RANDOM,falcon,creature,False,"['Ġfal', 'con']",['Ġcreature'],2,1,0.00043260754,0.9795303,0.020037074,0.14709422,2,3
2,RANDOM,2,RANDOM,black,utensil,True,['Ġblack'],"['Ġut', 'ens', 'il']",1,3,0.00021426963,0.0026309623,0.9971547,0.029258389,22,1
1,HYPER,1,HYPER,revolver,firearm,True,['Ġrevolver'],['Ġfirearm'],1,1,0.0016740744,0.98916,0.009165883,0.09304122,2,1
2,RANDOM,2,RANDOM,axe,consulting,True,['Ġaxe'],['Ġconsulting'],1,1,0.00056074036,0.0011380854,0.9983012,0.019634502,3,4
2,RANDOM,2,RANDOM,pigeon,blend,True,['Ġpigeon'],['Ġblend'],1,1,0.00036014733,0.0013686179,0.9982712,0.019631457,1,6
2,RANDOM,2,RANDOM,defense,air,True,['Ġdefense'],['Ġair'],1,1,0.00017436226,0.0033076673,0.996518,0.034446787,12,15
1,HYPER,1,HYPER,bus,artifact,True,['Ġbus'],['Ġartifact'],1,1,0.00046817557,0.9811286,0.018403254,0.13821995,7,1
2,RANDOM,2,RANDOM,truck,vanish,True,['Ġtruck'],['Ġvanish'],1,1,0.0005828421,0.0011461851,0.998271,0.019951707,3,5
1,HYPER,1,HYPER,customer,person,True,['Ġcustomer'],['Ġperson'],1,1,0.00048298406,0.9848578,0.014659259,0.11630462,1,3
0,COORD,0,COORD,goldfish,salmon,True,"['Ġgold', 'fish']",['Ġsalmon'],2,1,0.99874496,0.0005200311,0.00073499384,0.0151338475,1,5
2,RANDOM,2,RANDOM,mackerel,cover,True,"['Ġmac', 'ke', 'rel']",['Ġcover'],3,1,0.00043091277,0.0012954089,0.99827373,0.019732121,2,36
2,RANDOM,2,RANDOM,moth,secession,True,['Ġmoth'],['Ġsecession'],1,1,0.000313112,0.0015084883,0.99817836,0.020409115,1,3
1,HYPER,1,HYPER,lobster,creature,True,['Ġlobster'],['Ġcreature'],1,1,0.00041145663,0.97779214,0.021796321,0.15661903,2,3
2,RANDOM,2,RANDOM,villa,work,True,"['Ġvill', 'a']",['Ġwork'],2,1,0.00039173127,0.0013528875,0.9982553,0.019840995,4,34
0,COORD,0,COORD,sword,pistol,True,['Ġsword'],['Ġpistol'],1,1,0.99424803,0.003562045,0.0021899878,0.056593053,1,1
0,COORD,0,COORD,shirt,stocking,True,['Ġshirt'],['Ġstocking'],1,1,0.9982558,0.0007812011,0.0009629386,0.020226473,2,9
2,RANDOM,2,RANDOM,beauty,business,True,['Ġbeauty'],['Ġbusiness'],1,1,0.00017742784,0.011708385,0.9881142,0.09438081,3,9
1,HYPER,1,HYPER,cannon,arm,True,['Ġcannon'],['Ġarm'],1,1,0.0005182422,0.9838651,0.0156166395,0.12245699,8,8
1,HYPER,1,HYPER,immortal,everlasting,True,['Ġimmortal'],['Ġeverlasting'],1,1,0.00117793,0.99114734,0.0076748077,0.07809624,3,3
2,RANDOM,2,RANDOM,symphonic,fall,True,"['Ġsym', 'ph', 'onic']",['Ġfall'],3,1,0.00028178806,0.0017977587,0.99792045,0.022714999,2,44
2,RANDOM,2,RANDOM,cottage,vehicle,True,['Ġcottage'],['Ġvehicle'],1,1,0.00025120637,0.08324353,0.9165053,0.41684106,1,4
2,RANDOM,2,RANDOM,dishwasher,concern,True,"['Ġdish', 'washer']",['Ġconcern'],2,1,0.0004212946,0.0013038826,0.9982748,0.019705778,2,7
0,COORD,0,COORD,moth,bee,True,['Ġmoth'],['Ġbee'],1,1,0.99864477,0.0006496635,0.00070553704,0.01621877,1,2
2,RANDOM,2,RANDOM,goose,video,True,['Ġgoose'],['Ġvideo'],1,1,0.00030721727,0.0015773139,0.99811554,0.020983191,6,4
1,HYPER,1,HYPER,pick,device,True,['Ġpick'],['Ġdevice'],1,1,0.00035043544,0.972626,0.02702363,0.18375258,21,5
1,HYPER,1,HYPER,dinner,meal,True,['Ġdinner'],['Ġmeal'],1,1,0.0007628001,0.98522145,0.014015712,0.115354575,2,3
1,HYPER,1,HYPER,football,sport,True,['Ġfootball'],['Ġsport'],1,1,0.00052169984,0.985872,0.013606368,0.11028033,2,9
2,RANDOM,2,RANDOM,tiger,content,True,['Ġtiger'],['Ġcontent'],1,1,0.0003594174,0.0013392193,0.9983014,0.019343004,2,10
1,HYPER,1,HYPER,cedar,tree,True,"['Ġc', 'edar']",['Ġtree'],2,1,0.00072771293,0.98715913,0.012113101,0.103119455,3,7
2,RANDOM,2,RANDOM,van,think,True,['Ġvan'],['Ġthink'],1,1,0.00044185313,0.0012317372,0.99832636,0.01924137,5,14
2,RANDOM,2,RANDOM,rain,evergreen,True,['Ġrain'],"['Ġever', 'green']",1,2,0.00019013233,0.05015704,0.9496528,0.28967398,4,2
1,HYPER,1,HYPER,dishwasher,artefact,True,"['Ġdish', 'washer']","['Ġarte', 'fact']",2,2,0.00037681413,0.9717146,0.027908541,0.18860634,2,1
2,RANDOM,2,RANDOM,cow,barrio,True,['Ġcow'],"['Ġbar', 'rio']",1,2,0.0002983693,0.001951408,0.9977502,0.024301324,4,2
0,COORD,0,COORD,donkey,gorilla,True,['Ġdonkey'],['Ġgorilla'],1,1,0.998667,0.00058921654,0.0007438234,0.015973853,2,1
2,RANDOM,2,RANDOM,jet,question,True,['Ġjet'],['Ġquestion'],1,1,0.00036848133,0.0013430422,0.99828845,0.019483067,9,11
2,RANDOM,2,RANDOM,turtle,listed,True,['Ġturtle'],['Ġlisted'],1,1,0.0004976088,0.0012208747,0.9982815,0.019752664,4,6
2,RANDOM,2,RANDOM,freezer,build,True,['Ġfreezer'],['Ġbuild'],1,1,0.00042094337,0.0013770628,0.99820197,0.020400042,1,12
1,HYPER,2,RANDOM,couch,object,False,['Ġcouch'],['Ġobject'],1,1,0.00034277965,0.96870685,0.030950394,0.20356028,4,7
0,COORD,0,COORD,helicopter,motorcycle,True,['Ġhelicopter'],['Ġmotorcycle'],1,1,0.99814963,0.00081557117,0.0010348873,0.021297157,1,2
2,RANDOM,2,RANDOM,boy,standard,True,['Ġboy'],['Ġstandard'],1,1,0.00025458014,0.0018495021,0.99789584,0.022862947,4,11
1,HYPER,1,HYPER,manual,functional,True,['Ġmanual'],['Ġfunctional'],1,1,0.000746633,0.99043685,0.00881651,0.0816638,5,6
