pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
2,random,Ġrandom,2,random,Ġrandom,van,co-ordinate,True,['Ġvan'],"['Ġco', '-', 'ordinate']",1,3,0.0004689687,0.00251751,0.99701345,0.031223763,5,5,Ġrandom,Ġsubclass,Ġcoordinated,ĠRandom,Ġrandomly,Ġrandomized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,phone,good,True,['Ġphone'],['Ġgood'],1,1,0.00022805642,0.9145145,0.08525744,0.42349723,4,27,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġother,Ġthe
1,hyper,Ġsubclass,1,hyper,Ġsubclass,orbital,circular,True,['Ġorbital'],['Ġcircular'],1,1,0.00012341807,0.9977139,0.0021626952,0.024043059,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġgeneralized,Ġtype,Ġmodified
0,coord,Ġcoordinated,1,hyper,Ġsubclass,trumpet,horn,False,['Ġtrumpet'],['Ġhorn'],1,1,0.99950635,0.00047586468,1.7749293e-05,0.0062443167,4,12,Ġcoordinated,Ġsubclass,Ġsynchronized,Ġcoordination,Ġcoordinate,Ġrandom
0,coord,Ġcoordinated,0,coord,Ġcoordinated,dishwasher,telephone,True,"['Ġdish', 'washer']",['Ġtelephone'],2,1,0.9999944,9.731111e-07,4.5905554e-06,0.00010883493,2,3,Ġcoordinated,Ġsynchronized,Ġrandom,Ġcoordinate,Ġcoordinating,Ġorganized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,evidence,argue,True,['Ġevidence'],['Ġargue'],1,1,0.0005455408,0.8674531,0.13200133,0.5694905,6,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,ĠRandom,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,coconut,accumulate,True,['Ġcoconut'],['Ġaccumulate'],1,1,6.896862e-05,0.0049057,0.99502534,0.045745663,3,2,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġrandomized,ĠRandom
2,random,Ġrandom,2,random,Ġrandom,coupling,fruit,True,['Ġcoupling'],['Ġfruit'],1,1,8.185715e-05,0.008065535,0.9918527,0.0689054,7,5,Ġrandom,Ġsubclass,Ġcoordinated,ĠRandom,Ġrandomly,Ġrandomized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,hatchet,spear,True,"['Ġhat', 'chet']",['Ġspear'],2,1,0.999997,1.9018946e-06,1.0202958e-06,6.066395e-05,2,4,Ġcoordinated,Ġcoordination,Ġsubclass,Ġsynchronized,Ġcoordinate,Ġrandom
1,hyper,Ġsubclass,2,random,Ġrandom,hospital,place,False,['Ġhospital'],['Ġplace'],1,1,0.00015061739,0.9840469,0.015802475,0.11930056,2,32,Ġsubclass,Ġrandom,Ġcoordinated,Ġother,Ġclass,Ġtype
1,hyper,Ġsubclass,1,hyper,Ġsubclass,hate,dislike,True,['Ġhate'],['Ġdislike'],1,1,4.6912002e-05,0.9991654,0.0007876602,0.0099990135,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġgeneralized,Ġclass,Ġgroup
1,hyper,Ġsubclass,1,hyper,Ġsubclass,crystal,rock,True,['Ġcrystal'],['Ġrock'],1,1,0.0012354276,0.98787516,0.01088944,0.10033039,6,9,Ġsubclass,Ġrandom,Ġcoordinated,Ġgeneralized,Ġtype,Ġclass
1,hyper,Ġsubclass,1,hyper,Ġsubclass,normative,appropriate,True,['Ġnormative'],['Ġappropriate'],1,1,0.000112706315,0.99832565,0.0015616975,0.018450907,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġgeneralized,Ġclass,Ġtype
1,hyper,Ġsubclass,2,random,Ġrandom,dress,uniform,False,['Ġdress'],['Ġuniform'],1,1,0.1776022,0.8180538,0.0043439874,0.7139147,21,6,Ġsubclass,Ġcoordinated,Ġrandom,Ġcoordinate,Ġgeneralized,Ġclass
2,random,Ġrandom,2,random,Ġrandom,pine,hint,True,['Ġpine'],['Ġhint'],1,1,0.0008137285,0.15261674,0.8465696,0.62568045,3,6,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomized,Ġrandomly,ĠRandom
1,hyper,Ġsubclass,1,hyper,Ġsubclass,cut,free,True,['Ġcut'],['Ġfree'],1,1,0.00011368449,0.9976568,0.0022295278,0.02450611,70,22,Ġsubclass,Ġrandom,Ġcoordinated,Ġselect,Ġclass,Ġmin
0,coord,Ġcoordinated,0,coord,Ġcoordinated,fridge,washer,True,['Ġfridge'],"['Ġwas', 'her']",1,2,0.9999043,3.0561765e-05,6.5161694e-05,0.0015025716,1,3,Ġcoordinated,Ġrandom,Ġcombined,Ġsubclass,Ġsynchronized,Ġtwin
0,coord,Ġcoordinated,0,coord,Ġcoordinated,grasshopper,cricket,True,"['Ġgrass', 'ho', 'pper']",['Ġcricket'],3,1,0.99999845,3.278491e-07,1.1680877e-06,3.231779e-05,2,3,Ġcoordinated,Ġsynchronized,Ġorganized,Ġrandom,Ġcoordination,Ġcoordinate
0,coord,Ġcoordinated,0,coord,Ġcoordinated,donkey,bull,True,['Ġdonkey'],['Ġbull'],1,1,0.99999976,4.290344e-08,2.2122543e-07,6.2848458e-06,2,15,Ġcoordinated,Ġsynchronized,Ġcoordination,Ġcoordinate,Ġrandom,Ġcoordinating
0,coord,Ġcoordinated,0,coord,Ġcoordinated,cow,beaver,True,['Ġcow'],"['Ġbe', 'aver']",1,2,1.0,3.5245035e-10,9.235247e-09,2.575582e-07,4,8,Ġcoordinated,Ġsynchronized,Ġcoordination,Ġcoordinating,Ġcoordinate,Ġorganized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,grenade,rifle,True,['Ġgrenade'],['Ġrifle'],1,1,0.99999905,2.3143077e-07,6.5888077e-07,1.9920393e-05,1,3,Ġcoordinated,Ġsynchronized,Ġcoordination,Ġcoordinate,Ġrandom,Ġsniper
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dog,animal,True,['Ġdog'],['Ġanimal'],1,1,0.00020679807,0.9676205,0.0321727,0.20799313,8,2,Ġsubclass,Ġrandom,Ġcoordinated,Ġother,Ġclass,Ġtype
0,coord,Ġcoordinated,0,coord,Ġcoordinated,box,case,True,['Ġbox'],['Ġcase'],1,1,0.99712175,0.0024378214,0.00044035367,0.030216653,13,22,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordinate,Ġorganized,Ġcoordinating
1,hyper,Ġsubclass,1,hyper,Ġsubclass,foot,anatomy,True,['Ġfoot'],['Ġanatomy'],1,1,0.0001076983,0.9031769,0.09671537,0.46005535,14,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġother,Ġarbitrary
2,random,Ġrandom,2,random,Ġrandom,scarf,septicaemia,True,['Ġscarf'],"['Ġse', 'pt', 'ica', 'emia']",1,4,0.017094087,0.01229414,0.9706119,0.22013469,5,1,Ġrandom,Ġcoordinated,Ġsubclass,Ġrandomized,ĠRandom,Ġrandomly
1,hyper,Ġsubclass,1,hyper,Ġsubclass,hospital,structure,True,['Ġhospital'],['Ġstructure'],1,1,9.055476e-05,0.97738034,0.022529183,0.15675883,2,6,Ġsubclass,Ġrandom,Ġcoordinated,Ġother,Ġclass,Ġtype
2,random,Ġrandom,2,random,Ġrandom,guitar,information,True,['Ġguitar'],['Ġinformation'],1,1,6.365727e-05,0.007064479,0.9928718,0.061611425,1,5,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,ĠRandom,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,coyote,attempt,True,"['Ġcoy', 'ote']",['Ġattempt'],2,1,0.0003344696,0.0014820633,0.9981834,0.020408716,3,4,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomized,Ġrandomly,ĠRandom
2,random,Ġrandom,2,random,Ġrandom,desk,bracket,True,['Ġdesk'],['Ġbracket'],1,1,0.024584187,0.090656795,0.88475907,0.6017015,1,7,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomized,Ġclass,Ġcomplete
1,hyper,Ġsubclass,1,hyper,Ġsubclass,penguin,creature,True,"['Ġpengu', 'in']",['Ġcreature'],2,1,0.00039213055,0.96280116,0.036806744,0.23243645,1,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġother,Ġclass,Ġtype
