pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.00022205661,0.0009889364,0.998789,0.01431248,5,5
1,HYPER,1,HYPER,phone,good,True,['phone'],['good'],1,1,8.384025e-05,0.86601347,0.1339027,0.5692839,4,27
1,HYPER,1,HYPER,orbital,circular,True,['orbital'],['circular'],1,1,0.0008448849,0.99701655,0.002138513,0.03188994,2,3
0,COORD,1,HYPER,trumpet,horn,False,['trumpet'],['horn'],1,1,0.99958616,0.00029970842,0.00011410635,0.0055991504,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.9997094,0.00013080264,0.00015967556,0.004120376,2,3
2,RANDOM,1,HYPER,evidence,argue,False,['evidence'],['argue'],1,1,0.0001503104,0.08155489,0.9182948,0.4097417,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['coconut'],['accumulate'],1,1,0.00022772474,0.00088170945,0.9988906,0.0133023,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['coupling'],['fruit'],1,1,0.00023722467,0.0008813239,0.9988814,0.013413052,7,5
0,COORD,0,COORD,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9996886,0.00018196106,0.00012943964,0.0043816166,2,4
1,HYPER,2,RANDOM,hospital,place,False,['hospital'],['place'],1,1,0.00020718478,0.99314076,0.0066521247,0.060505185,2,32
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.0009907341,0.9968087,0.0022005495,0.03390973,2,3
1,HYPER,1,HYPER,crystal,rock,True,['crystal'],['rock'],1,1,0.00024384198,0.993764,0.005992292,0.05613441,6,9
1,HYPER,1,HYPER,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,0.00062829664,0.99632406,0.003047645,0.037448715,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['dress'],['uniform'],1,1,0.0013289885,0.99701905,0.0016519146,0.03225968,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['pine'],['hint'],1,1,0.00020608015,0.0008250725,0.99896884,0.012461607,3,6
1,HYPER,1,HYPER,cut,free,True,['cut'],['free'],1,1,0.00024338554,0.9942411,0.0055155447,0.05258522,70,22
0,COORD,0,COORD,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.99970466,0.00014139457,0.00015391564,0.0041835196,1,3
0,COORD,0,COORD,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.9996828,0.0002310704,8.619669e-05,0.0044127605,2,3
0,COORD,0,COORD,donkey,bull,True,['donkey'],['bull'],1,1,0.9997702,0.00011771276,0.000112069574,0.003338622,2,15
0,COORD,0,COORD,cow,beaver,True,['cow'],['beaver'],1,1,0.9997423,0.00014611245,0.00011149421,0.003697174,4,8
0,COORD,0,COORD,grenade,rifle,True,['grenade'],['rifle'],1,1,0.9996245,0.00026062827,0.00011488085,0.005148122,1,3
1,HYPER,1,HYPER,dog,animal,True,['dog'],['animal'],1,1,0.00016976372,0.9533987,0.046431493,0.27339965,8,2
0,COORD,0,COORD,box,case,True,['box'],['case'],1,1,0.9962088,0.0033772974,0.00041382806,0.037837308,13,22
2,RANDOM,1,HYPER,foot,anatomy,False,['foot'],['anatomy'],1,1,0.00011285664,0.10189342,0.8979937,0.47659418,14,3
2,RANDOM,2,RANDOM,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,0.0005337729,0.0010998809,0.9983663,0.01896794,5,1
1,HYPER,1,HYPER,hospital,structure,True,['hospital'],['structure'],1,1,0.00014362202,0.99015933,0.009697053,0.08081659,2,6
2,RANDOM,2,RANDOM,guitar,information,True,['guitar'],['information'],1,1,0.00023987905,0.00084943476,0.99891067,0.013120626,1,5
2,RANDOM,2,RANDOM,coyote,attempt,True,['coyote'],['attempt'],1,1,0.00025353068,0.0007246858,0.99902177,0.011997895,3,4
2,RANDOM,2,RANDOM,desk,bracket,True,['desk'],['bracket'],1,1,0.00025521382,0.00078177697,0.998963,0.012610219,1,7
1,HYPER,1,HYPER,penguin,creature,True,['penguin'],['creature'],1,1,0.00014050302,0.9658355,0.034023996,0.21618061,1,3
0,COORD,0,COORD,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.9996834,0.00017683605,0.00013981802,0.0044512805,5,2
2,RANDOM,2,RANDOM,civilization,human,True,['civilization'],['human'],1,1,9.572462e-05,0.088645,0.91125923,0.43333402,4,4
2,RANDOM,2,RANDOM,clarinet,ideal,True,['clarinet'],['ideal'],1,1,0.0003156313,0.00072501204,0.9989593,0.012732831,1,5
1,HYPER,1,HYPER,educator,profession,True,['educator'],['profession'],1,1,0.00026395818,0.9936965,0.0060396143,0.056723043,1,4
1,HYPER,2,RANDOM,invade,turn,False,['invade'],['turn'],1,1,0.00012139074,0.9577319,0.042146694,0.25379625,4,38
0,COORD,0,COORD,lion,panther,True,['lion'],['panther'],1,1,0.99975795,0.0001466445,9.545844e-05,0.0034915681,4,3
0,COORD,2,RANDOM,cow,broccoli,False,['cow'],"['bro', '##cco', '##li']",1,3,0.9996921,9.421827e-05,0.00021366417,0.004309275,4,2
0,COORD,0,COORD,radio,toaster,True,['radio'],"['toast', '##er']",1,2,0.9996309,0.00023607785,0.00013302448,0.005089558,5,2
2,RANDOM,2,RANDOM,noise,creature,True,['noise'],['creature'],1,1,0.00014759718,0.0016035684,0.9982488,0.01929087,7,3
2,RANDOM,2,RANDOM,trout,invaluable,True,['trout'],"['in', '##val', '##ua', '##ble']",1,4,0.0003088555,0.0007608608,0.9989303,0.013026535,2,1
2,RANDOM,2,RANDOM,gorilla,participate,True,['gorilla'],['participate'],1,1,0.00023968933,0.0008389165,0.9989214,0.013010938,1,2
0,COORD,0,COORD,willow,cedar,True,['willow'],['cedar'],1,1,0.99974567,0.00015513302,9.919399e-05,0.0036491829,2,3
2,RANDOM,2,RANDOM,dishwasher,valour,True,"['dish', '##wash', '##er']","['val', '##our']",3,2,0.00025908128,0.0010200755,0.9987208,0.015067654,2,1
2,RANDOM,2,RANDOM,cockroach,side,True,"['cock', '##ro', '##ach']",['side'],3,1,0.00025307087,0.000758969,0.998988,0.012348747,1,14
1,HYPER,1,HYPER,emperor,ruler,True,['emperor'],['ruler'],1,1,0.0005536647,0.9969183,0.002528007,0.032240096,4,2
1,HYPER,1,HYPER,roll,move,True,['roll'],['move'],1,1,0.00022370764,0.99099886,0.008777406,0.07560705,33,21
2,RANDOM,2,RANDOM,wing,shine,True,['wing'],['shine'],1,1,0.00018906427,0.0009395052,0.9988714,0.013413234,12,11
