pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
2,random,random,2,random,random,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.00010012404,0.029619724,0.9702801,0.19395159,5,5,random,minor,coordinated,major,-,to
2,random,random,1,hyper,minor,phone,good,False,['phone'],['good'],1,1,3.4966997e-05,0.077771954,0.9221931,0.3948434,4,27,random,minor,coordinated,no,all,bad
1,hyper,minor,1,hyper,minor,orbital,circular,True,['orbital'],['circular'],1,1,0.0006003347,0.99036026,0.009039374,0.081638016,2,3,minor,random,coordinated,major,and,partial
0,coord,coordinated,1,hyper,minor,trumpet,horn,False,['trumpet'],['horn'],1,1,0.9996295,0.00031279604,5.764433e-05,0.0049878363,4,12,coordinated,minor,random,coordination,major,and
0,coord,coordinated,0,coord,coordinated,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.99995935,9.286941e-06,3.1372496e-05,0.00068322575,2,3,coordinated,random,coordination,minor,synchronized,and
1,hyper,minor,1,hyper,minor,evidence,argue,True,['evidence'],['argue'],1,1,3.904723e-05,0.6313679,0.36859307,0.95018786,6,3,minor,random,coordinated,major,no,small
2,random,random,2,random,random,coconut,accumulate,True,['coconut'],['accumulate'],1,1,1.1665731e-05,0.023154004,0.97683436,0.15900831,3,2,random,minor,##s,viruses,randomly,-
2,random,random,2,random,random,coupling,fruit,True,['coupling'],['fruit'],1,1,7.646021e-06,0.0021538874,0.99783856,0.022326007,7,5,random,minor,the,with,of,coordinated
0,coord,coordinated,0,coord,coordinated,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9999304,3.087105e-05,3.8707978e-05,0.0011302446,2,4,coordinated,random,minor,and,coordination,or
1,hyper,minor,2,random,random,hospital,place,False,['hospital'],['place'],1,1,5.233294e-06,0.9817178,0.018276926,0.13175274,2,32,minor,random,major,small,unknown,public
1,hyper,minor,1,hyper,minor,hate,dislike,True,['hate'],['dislike'],1,1,0.000366907,0.99243104,0.007202064,0.0663253,2,3,minor,random,coordinated,major,perfect,and
