pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.000115122355,0.0006778388,0.9992071,0.009785266,5,5
2,RANDOM,1,HYPER,phone,good,False,['phone'],['good'],1,1,8.4109524e-05,0.027668726,0.9722472,0.18381892,4,27
1,HYPER,1,HYPER,orbital,circular,True,['orbital'],['circular'],1,1,0.0015139437,0.9945977,0.003888335,0.05308703,2,3
0,COORD,1,HYPER,trumpet,horn,False,['trumpet'],['horn'],1,1,0.9987625,0.0009228044,0.00031469876,0.014748797,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.9987197,0.000860742,0.00041960576,0.01531752,2,3
2,RANDOM,1,HYPER,evidence,argue,False,['evidence'],['argue'],1,1,0.00028091448,0.10701334,0.8927058,0.4945144,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['coconut'],['accumulate'],1,1,0.00013489462,0.00049843587,0.9993667,0.0081155505,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['coupling'],['fruit'],1,1,0.00011639354,0.0005021353,0.9993814,0.007916389,7,5
0,COORD,0,COORD,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9989065,0.0006855422,0.00040794516,0.013375209,2,4
1,HYPER,2,RANDOM,hospital,place,False,['hospital'],['place'],1,1,0.0006033246,0.9879909,0.0114056785,0.09728677,2,32
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.000973236,0.99449253,0.0045342795,0.05295979,2,3
1,HYPER,1,HYPER,crystal,rock,True,['crystal'],['rock'],1,1,0.0009084961,0.99318296,0.005908569,0.06272196,6,9
1,HYPER,1,HYPER,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,0.0005025219,0.99075633,0.008741092,0.07855211,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['dress'],['uniform'],1,1,0.014235095,0.97262573,0.0131392535,0.20839112,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['pine'],['hint'],1,1,9.3529066e-05,0.0006018049,0.99930465,0.008692999,3,6
1,HYPER,1,HYPER,cut,free,True,['cut'],['free'],1,1,0.00041647124,0.98308265,0.016500844,0.12658235,70,22
0,COORD,0,COORD,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9982217,0.0009341431,0.00084410986,0.020583063,1,3
0,COORD,0,COORD,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.99900335,0.00066768966,0.0003288934,0.012285532,2,3
0,COORD,0,COORD,donkey,bull,True,['donkey'],['bull'],1,1,0.99900925,0.00048488265,0.00050572143,0.012304394,2,15
0,COORD,0,COORD,cow,beaver,True,['cow'],['beaver'],1,1,0.9988972,0.0005602789,0.0005425228,0.013527327,4,8
0,COORD,0,COORD,grenade,rifle,True,['grenade'],['rifle'],1,1,0.9989422,0.0008109419,0.00024684475,0.0128102545,1,3
1,HYPER,1,HYPER,dog,animal,True,['dog'],['animal'],1,1,0.0012458155,0.9657948,0.032959357,0.2227788,8,2
0,COORD,0,COORD,box,case,True,['box'],['case'],1,1,0.79454875,0.14269036,0.06276093,0.9151147,13,22
1,HYPER,1,HYPER,foot,anatomy,True,['foot'],['anatomy'],1,1,0.0007698897,0.988781,0.010449102,0.0928176,14,3
2,RANDOM,2,RANDOM,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,0.0025811628,0.0028647387,0.99455404,0.054227103,5,1
1,HYPER,1,HYPER,hospital,structure,True,['hospital'],['structure'],1,1,0.00048586767,0.98417306,0.015341091,0.120452195,2,6
2,RANDOM,2,RANDOM,guitar,information,True,['guitar'],['information'],1,1,9.208303e-05,0.00061895396,0.9992889,0.008856693,1,5
2,RANDOM,2,RANDOM,coyote,attempt,True,['coyote'],['attempt'],1,1,0.00016342106,0.00047282627,0.9993637,0.008196302,3,4
2,RANDOM,2,RANDOM,desk,bracket,True,['desk'],['bracket'],1,1,0.00027436911,0.00092630717,0.9987993,0.01431107,1,7
1,HYPER,1,HYPER,penguin,creature,True,['penguin'],['creature'],1,1,0.0010876996,0.9710448,0.027867626,0.19581456,1,3
0,COORD,0,COORD,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.998901,0.00072479417,0.0003741018,0.0134030515,5,2
1,HYPER,2,RANDOM,civilization,human,False,['civilization'],['human'],1,1,0.0003632274,0.50082546,0.49881133,1.0043083,4,4
2,RANDOM,2,RANDOM,clarinet,ideal,True,['clarinet'],['ideal'],1,1,0.00015058364,0.00046800723,0.9993814,0.0079808375,1,5
1,HYPER,1,HYPER,educator,profession,True,['educator'],['profession'],1,1,0.0007410351,0.99337935,0.005879597,0.0607935,1,4
1,HYPER,2,RANDOM,invade,turn,False,['invade'],['turn'],1,1,0.0007888093,0.98549336,0.013717914,0.11379099,4,38
0,COORD,0,COORD,lion,panther,True,['lion'],['panther'],1,1,0.99894756,0.00051908876,0.0005333243,0.012980383,4,3
0,COORD,2,RANDOM,cow,broccoli,False,['cow'],"['bro', '##cco', '##li']",1,3,0.99829847,0.00066314306,0.0010384013,0.01974646,4,2
0,COORD,0,COORD,radio,toaster,True,['radio'],"['toast', '##er']",1,2,0.9988651,0.00070432684,0.00043062438,0.013826785,5,2
2,RANDOM,2,RANDOM,noise,creature,True,['noise'],['creature'],1,1,0.00031336895,0.28573185,0.7139547,0.8670913,7,3
2,RANDOM,2,RANDOM,trout,invaluable,True,['trout'],"['in', '##val', '##ua', '##ble']",1,4,0.00021148268,0.0005548416,0.9992337,0.009687651,2,1
2,RANDOM,2,RANDOM,gorilla,participate,True,['gorilla'],['participate'],1,1,0.00017018549,0.00050882244,0.999321,0.008676903,1,2
0,COORD,0,COORD,willow,cedar,True,['willow'],['cedar'],1,1,0.9985613,0.0007606879,0.00067802606,0.01709227,2,3
2,RANDOM,2,RANDOM,dishwasher,valour,True,"['dish', '##wash', '##er']","['val', '##our']",3,2,0.00013160896,0.0009310262,0.9989373,0.01260327,2,1
2,RANDOM,2,RANDOM,cockroach,side,True,"['cock', '##ro', '##ach']",['side'],3,1,0.000112908056,0.00051244133,0.9993747,0.007983517,1,14
1,HYPER,1,HYPER,emperor,ruler,True,['emperor'],['ruler'],1,1,0.0016476525,0.9936266,0.0047257678,0.060906343,4,2
1,HYPER,1,HYPER,roll,move,True,['roll'],['move'],1,1,0.0012748637,0.987807,0.010918204,0.10089693,33,21
