pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
2,random,Ġrandom,2,random,Ġrandom,van,co-ordinate,True,['Ġvan'],"['Ġco', '-', 'ordinate']",1,3,6.6408606e-06,2.8686261e-05,0.9999646,0.00059798517,5,5,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġrandomized,ĠRandom
1,hyper,Ġsubclass,1,hyper,Ġsubclass,phone,good,True,['Ġphone'],['Ġgood'],1,1,8.3579456e-05,0.9670031,0.032913286,0.21004654,4,27,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġkind
1,hyper,Ġsubclass,1,hyper,Ġsubclass,orbital,circular,True,['Ġorbital'],['Ġcircular'],1,1,2.2028913e-05,0.99904424,0.00093372865,0.011116711,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġsubset,Ġtype
0,coord,Ġcoordinated,1,hyper,Ġsubclass,trumpet,horn,False,['Ġtrumpet'],['Ġhorn'],1,1,0.97123283,0.028481264,0.0002859129,0.19048364,4,12,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordination,Ġcoordinate,Ġsimilar
0,coord,Ġcoordinated,0,coord,Ġcoordinated,dishwasher,telephone,True,"['Ġdish', 'washer']",['Ġtelephone'],2,1,0.9994228,0.00021319938,0.00036415184,0.0075925156,2,3,Ġcoordinated,Ġrandom,Ġsubclass,Ġcoordination,Ġcoordinate,Ġsynchronized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,evidence,argue,True,['Ġevidence'],['Ġargue'],1,1,1.3695719e-05,0.9985876,0.0013987076,0.015519588,6,3,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġsubset,Ġtype
2,random,Ġrandom,2,random,Ġrandom,coconut,accumulate,True,['Ġcoconut'],['Ġaccumulate'],1,1,1.4474278e-06,8.04096e-05,0.9999181,0.001239892,3,2,Ġrandom,Ġsubclass,Ġrandomly,ĠRandom,Ġrandomized,random
2,random,Ġrandom,2,random,Ġrandom,coupling,fruit,True,['Ġcoupling'],['Ġfruit'],1,1,1.8989816e-05,0.016620899,0.9833602,0.122347124,7,5,Ġrandom,Ġsubclass,Ġrandomly,Ġcoordinated,ĠRandom,Ġrandomized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,hatchet,spear,True,"['Ġhat', 'chet']",['Ġspear'],2,1,0.99936694,0.0005493122,8.3784034e-05,0.007996808,2,4,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordination,Ġcoordinate,Ġsynchronized
1,hyper,Ġsubclass,2,random,Ġrandom,hospital,place,False,['Ġhospital'],['Ġplace'],1,1,9.7527176e-05,0.96500045,0.034902018,0.2198438,2,32,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġgroup
1,hyper,Ġsubclass,1,hyper,Ġsubclass,hate,dislike,True,['Ġhate'],['Ġdislike'],1,1,9.5697815e-06,0.999283,0.0007074326,0.008596944,2,3,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġsubset,Ġtype
1,hyper,Ġsubclass,1,hyper,Ġsubclass,crystal,rock,True,['Ġcrystal'],['Ġrock'],1,1,2.5225607e-05,0.99692184,0.0030529539,0.030328518,6,9,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġgroup
1,hyper,Ġsubclass,1,hyper,Ġsubclass,normative,appropriate,True,['Ġnormative'],['Ġappropriate'],1,1,1.4913943e-05,0.9992779,0.0007071996,0.008681788,2,3,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġsubset,Ġgroup
1,hyper,Ġsubclass,2,random,Ġrandom,dress,uniform,False,['Ġdress'],['Ġuniform'],1,1,9.626014e-05,0.9939329,0.005970873,0.05412261,21,6,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġtype,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,pine,hint,True,['Ġpine'],['Ġhint'],1,1,1.9041362e-06,0.00014685384,0.9998512,0.0021207402,3,6,Ġrandom,Ġsubclass,Ġrandomly,Ġrandomized,ĠRandom,random
1,hyper,Ġsubclass,1,hyper,Ġsubclass,cut,free,True,['Ġcut'],['Ġfree'],1,1,1.8755964e-05,0.9985934,0.0013877992,0.015496666,70,22,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġsubset,Ġtype
0,coord,Ġcoordinated,0,coord,Ġcoordinated,fridge,washer,True,['Ġfridge'],"['Ġwas', 'her']",1,2,0.99947065,0.00049664703,3.2735312e-05,0.0067021484,1,3,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordinate,Ġcoordination,Ġcoordinating
0,coord,Ġcoordinated,0,coord,Ġcoordinated,grasshopper,cricket,True,"['Ġgrass', 'ho', 'pper']",['Ġcricket'],3,1,0.9998864,9.297753e-05,2.0621585e-05,0.0017301006,2,3,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordination,Ġcoordinate,Ġsynchronized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,donkey,bull,True,['Ġdonkey'],['Ġbull'],1,1,0.99975234,0.00019955506,4.8168782e-05,0.0035007808,2,15,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordination,Ġsynchronized,Ġcoordinate
0,coord,Ġcoordinated,0,coord,Ġcoordinated,cow,beaver,True,['Ġcow'],"['Ġbe', 'aver']",1,2,0.9999286,4.1245003e-05,3.0205549e-05,0.0011572959,4,8,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordinate,Ġcoordination,Ġsynchronized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,grenade,rifle,True,['Ġgrenade'],['Ġrifle'],1,1,0.99921894,0.0006569146,0.00012410292,0.009681592,1,3,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordination,Ġcoordinate,Ġsynchronized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dog,animal,True,['Ġdog'],['Ġanimal'],1,1,5.2789692e-05,0.97107524,0.02887195,0.18952689,8,2,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġgroup
1,hyper,Ġsubclass,0,coord,Ġcoordinated,box,case,False,['Ġbox'],['Ġcase'],1,1,0.11550241,0.87205124,0.012446309,0.6106804,13,22,Ġsubclass,Ġcoordinated,Ġrandom,Ġcoordinate,Ġclass,Ġcase
1,hyper,Ġsubclass,1,hyper,Ġsubclass,foot,anatomy,True,['Ġfoot'],['Ġanatomy'],1,1,2.4101095e-05,0.98428035,0.015695594,0.11694068,14,3,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġgroup
