pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.00013255794,0.00565377,0.99421364,0.052245438,5,5
2,RANDOM,1,HYPER,phone,good,False,['phone'],['good'],1,1,0.00087000086,0.43934068,0.55978936,0.99872977,4,27
1,HYPER,1,HYPER,orbital,circular,True,['orbital'],['circular'],1,1,0.0006256143,0.9951255,0.0042489166,0.04714924,2,3
0,COORD,1,HYPER,trumpet,horn,False,['trumpet'],['horn'],1,1,0.99929106,0.00053485564,0.00017402018,0.009008689,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.9990858,0.00054977654,0.0003644386,0.01143442,2,3
1,HYPER,1,HYPER,evidence,argue,True,['evidence'],['argue'],1,1,0.0005139896,0.98806363,0.011422303,0.09642975,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['coconut'],['accumulate'],1,1,0.00013189689,0.0031655345,0.9967026,0.032733694,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['coupling'],['fruit'],1,1,0.00016669152,0.005352195,0.9944811,0.05041797,7,5
0,COORD,0,COORD,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9995623,0.00028918215,0.00014845686,0.00591887,2,4
1,HYPER,2,RANDOM,hospital,place,False,['hospital'],['place'],1,1,0.0011143477,0.90959567,0.08928991,0.44648284,2,32
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.00040238793,0.9945227,0.0050748643,0.05110163,2,3
1,HYPER,1,HYPER,crystal,rock,True,['crystal'],['rock'],1,1,0.00048249098,0.9915451,0.007972426,0.07303577,6,9
1,HYPER,1,HYPER,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,0.0004911964,0.99454767,0.0049611684,0.051221777,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['dress'],['uniform'],1,1,0.0037311781,0.99336433,0.002904585,0.064116076,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['pine'],['hint'],1,1,0.00012500964,0.0048028133,0.9950722,0.045703433,3,6
2,RANDOM,1,HYPER,cut,free,False,['cut'],['free'],1,1,0.0005773625,0.15989497,0.8395277,0.6409572,70,22
0,COORD,0,COORD,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9991284,0.0005939089,0.00027774932,0.010903414,1,3
0,COORD,0,COORD,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.99963593,0.00026160115,0.0001025217,0.0049970495,2,3
0,COORD,0,COORD,donkey,bull,True,['donkey'],['bull'],1,1,0.99974734,0.00015382403,9.874234e-05,0.00362665,2,15
0,COORD,0,COORD,cow,beaver,True,['cow'],['beaver'],1,1,0.99976915,0.0001503047,8.0534825e-05,0.0033371248,4,8
