pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
2,RANDOM,2,RANDOM,van,co-ordinate,True,['van'],"['co', '-', 'or', '##dina', '##te']",1,5,0.00069656956,0.019675195,0.97962826,0.14790276,5,5
1,HYPER,1,HYPER,phone,good,True,['phone'],['good'],1,1,0.0043041455,0.66306216,0.33263373,0.95510375,4,27
1,HYPER,1,HYPER,orbital,circular,True,['orbital'],['circular'],1,1,0.033055354,0.8901298,0.07681482,0.5964669,2,3
0,COORD,1,HYPER,trumpet,horn,False,['trumpet'],['horn'],1,1,0.98127043,0.01703873,0.00169084,0.14243895,4,12
0,COORD,0,COORD,dishwasher,telephone,True,"['dish', '##wash', '##er']",['telephone'],3,1,0.9960013,0.0024737308,0.0015249896,0.041446928,2,3
2,RANDOM,1,HYPER,evidence,argue,False,['evidence'],['argue'],1,1,0.0030758567,0.43587428,0.5610499,1.0156547,6,3
2,RANDOM,2,RANDOM,coconut,accumulate,True,['coconut'],['accumulate'],1,1,0.0009949807,0.05805674,0.9409483,0.3309539,3,2
2,RANDOM,2,RANDOM,coupling,fruit,True,['coupling'],['fruit'],1,1,0.00062400935,0.016237503,0.98313856,0.12728737,7,5
0,COORD,0,COORD,hatchet,spear,True,"['hatch', '##et']",['spear'],2,1,0.9932541,0.0062574814,0.0004884151,0.06087774,2,4
1,HYPER,2,RANDOM,hospital,place,False,['hospital'],['place'],1,1,0.0026621297,0.845815,0.15152293,0.63961154,2,32
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.0032850315,0.9608357,0.035879306,0.25472802,2,3
1,HYPER,1,HYPER,crystal,rock,True,['crystal'],['rock'],1,1,0.0086116195,0.8590769,0.13231139,0.63341355,6,9
1,HYPER,1,HYPER,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,0.002055714,0.8956685,0.10227587,0.4971607,2,3
1,HYPER,2,RANDOM,dress,uniform,False,['dress'],['uniform'],1,1,0.010958917,0.94095707,0.04808407,0.36450338,21,6
2,RANDOM,2,RANDOM,pine,hint,True,['pine'],['hint'],1,1,0.00069059816,0.014658336,0.9846511,0.11852472,3,6
2,RANDOM,1,HYPER,cut,free,False,['cut'],['free'],1,1,0.0019675635,0.31497568,0.6830568,0.91828156,70,22
0,COORD,0,COORD,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9968266,0.002680472,0.00049296115,0.03288685,1,3
0,COORD,0,COORD,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.98704785,0.012094024,0.0008580929,0.10433905,2,3
0,COORD,0,COORD,donkey,bull,True,['donkey'],['bull'],1,1,0.997436,0.0023143787,0.00024972056,0.026945772,2,15
0,COORD,0,COORD,cow,beaver,True,['cow'],['beaver'],1,1,0.9973953,0.0023573472,0.00024728486,0.02729208,4,8
0,COORD,0,COORD,grenade,rifle,True,['grenade'],['rifle'],1,1,0.98716474,0.011875952,0.00095927564,0.10397178,1,3
1,HYPER,1,HYPER,dog,animal,True,['dog'],['animal'],1,1,0.0017805233,0.8642754,0.13394399,0.58661526,8,2
2,RANDOM,0,COORD,box,case,False,['box'],['case'],1,1,0.27894777,0.23562719,0.48542506,1.511328,13,22
2,RANDOM,1,HYPER,foot,anatomy,False,['foot'],['anatomy'],1,1,0.0016442686,0.4481149,0.5502408,1.0083836,14,3
2,RANDOM,2,RANDOM,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,0.00079790875,0.010800597,0.9884015,0.09540494,5,1
1,HYPER,1,HYPER,hospital,structure,True,['hospital'],['structure'],1,1,0.002297096,0.79339087,0.20431212,0.7531571,2,6
2,RANDOM,2,RANDOM,guitar,information,True,['guitar'],['information'],1,1,0.00068405404,0.011293234,0.9880227,0.097416714,1,5
2,RANDOM,2,RANDOM,coyote,attempt,True,['coyote'],['attempt'],1,1,0.0007681578,0.0140636815,0.9851681,0.11570407,3,4
2,RANDOM,2,RANDOM,desk,bracket,True,['desk'],['bracket'],1,1,0.01175312,0.057178184,0.9310687,0.4073387,1,7
1,HYPER,1,HYPER,penguin,creature,True,['penguin'],['creature'],1,1,0.0023640555,0.8736148,0.124021135,0.5643897,1,3
0,COORD,0,COORD,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.9962728,0.0034222342,0.00030495247,0.036959745,5,2
