pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
4,syn,Ġequivalent,1,hyper,Ġsubclass,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,4.9076465e-07,0.18913433,1.2371567e-06,8.238941e-08,0.81086385,0.6996956,7,3,Ġequivalent,Ġsubclass,Ġsimilar,Ġanalogous,Ġuse,Ġpart,Ġtype,Ġrelated,Ġclass,Ġsubstitute
4,syn,Ġequivalent,1,hyper,Ġsubclass,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,3.6078494e-05,0.0020148326,2.3608177e-07,6.366477e-08,0.9979488,0.021538442,7,2,Ġequivalent,Ġsubclass,Ġcontrary,Ġsimilar,Ġsuperior,Ġsubstitute,Ġcomparable,Ġanalogous,Ġrelative,Ġrelated
3,random,Ġrandom,3,random,Ġrandom,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,6.3800464e-08,5.0378014e-07,4.181599e-08,0.9999994,1.3601324e-08,1.4304689e-05,7,6,Ġrandom,Ġsubclass,ĠRandom,Ġrandomly,Ġrandomized,random,Ġcontrary,Ġweird,Ġarbitrary,Ġpart
3,random,Ġrandom,3,random,Ġrandom,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,1.261154e-07,1.7417267e-06,7.337525e-08,0.999998,5.4484577e-09,4.0851763e-05,7,8,Ġrandom,Ġsubclass,ĠRandom,Ġrandomly,Ġweird,Ġdumb,Ġcontrary,Ġstupid,Ġarbitrary,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,9.325187e-08,4.285879e-08,6.0922494e-09,0.9999999,6.8929236e-09,3.751961e-06,7,5,Ġrandom,Ġarbitrary,ĠRandom,random,Ġcontrary,Ġrandomly,Ġsubclass,Ġunrelated,Ġrandomized,Ġgeneral
3,random,Ġrandom,3,random,Ġrandom,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,3.6182536e-07,1.2908566e-07,2.2146633e-08,0.9999995,1.119489e-08,1.2243328e-05,7,14,Ġrandom,Ġcontrary,ĠRandom,Ġrandomized,Ġsubclass,Ġarbitrary,Ġrandomly,random,Ġanonymous,Ġpart
3,random,Ġrandom,3,random,Ġrandom,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,1.0201085e-07,3.437042e-08,1.6102394e-08,0.9999999,1.1179483e-09,3.843456e-06,7,4,Ġrandom,Ġrandomly,ĠRandom,Ġcontrary,Ġarbitrary,random,Ġweird,Ġsubclass,Ġrogue,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,4.4195835e-06,1.3076125e-07,1.9075429e-07,0.9999951,6.887874e-08,9.4380084e-05,7,11,Ġrandom,Ġcontrary,Ġrandomly,ĠRandom,Ġarbitrary,Ġpart,Ġsubclass,Ġequivalent,Ġrandomized,random
1,hyper,Ġsubclass,3,random,Ġrandom,coach,ride,False,['Ġcoach'],['Ġride'],1,1,2.1625195e-09,0.9999658,6.251141e-07,3.2696476e-05,8.528146e-07,0.00056660554,7,16,Ġsubclass,Ġrandom,Ġtype,Ġclass,Ġkind,Ġequivalent,Ġcategory,Ġpart,Ġgroup,Ġmode
3,random,Ġrandom,3,random,Ġrandom,coach,side,True,['Ġcoach'],['Ġside'],1,1,2.4408158e-05,3.7185055e-06,1.3575856e-06,0.99997044,8.4092335e-08,0.0005121463,7,14,Ġrandom,Ġcontrary,Ġsubclass,Ġside,Ġrandomly,Ġpart,Ġarbitrary,ĠRandom,Ġwild,Ġright
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dance,move,True,['Ġdance'],['Ġmove'],1,1,6.682014e-12,1.0,2.0777295e-11,4.733831e-12,2.6965485e-10,9.735284e-09,7,21,Ġsubclass,Ġclass,Ġtype,Ġgroup,Ġcategory,Ġa,Ġkind,Ġequivalent,Ġform,ĠClass
3,random,Ġrandom,3,random,Ġrandom,dance,bring,True,['Ġdance'],['Ġbring'],1,1,6.6110346e-08,4.5540872e-08,1.6922278e-09,0.9999999,4.4083e-09,3.031084e-06,7,11,Ġrandom,ĠRandom,Ġarbitrary,Ġrandomly,random,Ġcontrary,Ġsubclass,Ġrandomized,Ġanonymous,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dance,human,True,['Ġdance'],['Ġhuman'],1,1,3.388888e-06,2.0540076e-05,2.696472e-06,0.9999734,2.4175144e-08,0.0004702616,7,4,Ġrandom,Ġsubclass,Ġcontrary,Ġpart,Ġrandomly,Ġarbitrary,Ġunrelated,ĠRandom,Ġanonymous,Ġunknown
