pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
3,RANDOM,1,HYPER,coach,teach,False,['coach'],['teach'],1,1,0.010726337,0.0010335526,0.0010721796,0.9848567,0.0023112537,0.13292821,7,3
0,ANT,1,HYPER,coach,teacher,False,['coach'],['teacher'],1,1,0.63435555,0.054082662,0.005267786,0.0063008075,0.29999322,1.251176,7,2
3,RANDOM,3,RANDOM,coach,coat,True,['coach'],['coat'],1,1,0.00053604535,0.0004371467,0.0006855255,0.99797565,0.00036556597,0.02499928,7,6
3,RANDOM,3,RANDOM,coach,dog,True,['coach'],['dog'],1,1,0.13251723,0.005557512,0.0058985357,0.8447261,0.011300644,0.7504316,7,8
3,RANDOM,3,RANDOM,coach,performance,True,['coach'],['performance'],1,1,0.0022168693,0.0012645833,0.0020232447,0.9930782,0.001417102,0.07318844,7,5
3,RANDOM,3,RANDOM,coach,pit,True,['coach'],['pit'],1,1,0.00052848685,0.00039981728,0.0006957855,0.9979741,0.0004017829,0.025016883,7,14
3,RANDOM,3,RANDOM,coach,rain,True,['coach'],['rain'],1,1,0.00058320875,0.000368825,0.0007216373,0.99801105,0.00031530974,0.024537617,7,4
0,ANT,3,RANDOM,coach,rear,False,['coach'],['rear'],1,1,0.72815645,0.014783318,0.010397366,0.028835718,0.21782714,1.1181071,7,11
3,RANDOM,3,RANDOM,coach,ride,True,['coach'],['ride'],1,1,0.002870251,0.0085760495,0.0022108338,0.9844749,0.0018680437,0.14177474,7,16
3,RANDOM,3,RANDOM,coach,side,True,['coach'],['side'],1,1,0.003120304,0.00508034,0.054902196,0.93100995,0.0058871945,0.43419534,7,14
1,HYPER,1,HYPER,dance,move,True,['dance'],['move'],1,1,0.00713967,0.9194127,0.008149169,0.0019624631,0.0633361,0.4886795,7,21
3,RANDOM,3,RANDOM,dance,bring,True,['dance'],['bring'],1,1,0.0009050464,0.0004124861,0.00060352345,0.9976683,0.0004106014,0.028220987,7,11
1,HYPER,3,RANDOM,dance,human,False,['dance'],['human'],1,1,0.01819992,0.56351167,0.32990015,0.077073544,0.011314685,1.4574428,7,4
3,RANDOM,3,RANDOM,dance,idea,True,['dance'],['idea'],1,1,0.0007182796,0.00049483724,0.0008038009,0.99762124,0.00036187877,0.028763391,7,5
3,RANDOM,3,RANDOM,dance,idle,True,['dance'],['idle'],1,1,0.000850717,0.00040416225,0.00061017944,0.99774545,0.00038940046,0.02740762,7,10
3,RANDOM,3,RANDOM,dance,lens,True,['dance'],['lens'],1,1,0.00055926805,0.00040927346,0.00068862527,0.99798113,0.0003618419,0.024928514,7,5
3,RANDOM,3,RANDOM,dance,mark,True,['dance'],['mark'],1,1,0.0034891411,0.0007657608,0.0008906954,0.99383163,0.0010227344,0.06446377,7,30
3,RANDOM,3,RANDOM,dance,transport,True,['dance'],['transport'],1,1,0.0005339656,0.00040844647,0.0007092545,0.99799216,0.00035614974,0.024796123,7,11
3,RANDOM,3,RANDOM,dance,unknown,True,['dance'],['unknown'],1,1,0.00070393,0.0004534737,0.00073511375,0.9977265,0.0003809518,0.027663732,7,8
0,ANT,0,ANT,copy,original,True,['copy'],['original'],1,1,0.45955658,0.06582238,0.008411488,0.006844598,0.45936492,1.3965908,8,6
3,RANDOM,3,RANDOM,copy,busy,True,['copy'],['busy'],1,1,0.0007858335,0.00038060578,0.000590684,0.9978484,0.00039449782,0.026325056,8,6
3,RANDOM,3,RANDOM,copy,cattle,True,['copy'],['cattle'],1,1,0.00047573622,0.00044305128,0.0007958319,0.9979328,0.00035258257,0.025403248,8,1
3,RANDOM,3,RANDOM,copy,generous,True,['copy'],['generous'],1,1,0.0005545926,0.00034328186,0.00069440267,0.9980393,0.0003685032,0.024264097,8,3
3,RANDOM,3,RANDOM,copy,hand,True,['copy'],['hand'],1,1,0.00096494815,0.0005018083,0.0012078475,0.9967043,0.00062115095,0.038238183,8,16
0,ANT,3,RANDOM,copy,join,False,['copy'],['join'],1,1,0.88936555,0.010907931,0.0039157914,0.042266488,0.053544287,0.67189616,8,7
3,RANDOM,3,RANDOM,copy,joint,True,['copy'],['joint'],1,1,0.0005147655,0.00060435594,0.0011206964,0.9972184,0.00054186105,0.032956075,8,13
3,RANDOM,3,RANDOM,copy,nose,True,['copy'],['nose'],1,1,0.000463129,0.00036947304,0.00080953544,0.9980227,0.0003351811,0.024375696,8,14
3,RANDOM,3,RANDOM,copy,rent,True,['copy'],['rent'],1,1,0.00084524794,0.00038330693,0.0006427849,0.9977233,0.00040539607,0.027643524,8,9
3,RANDOM,3,RANDOM,copy,south,True,['copy'],['south'],1,1,0.00049237284,0.0004012675,0.0007425814,0.99800926,0.00035450587,0.024589464,8,7
1,HYPER,1,HYPER,dollar,coin,True,['dollar'],['coin'],1,1,0.005696059,0.96577215,0.0082846545,0.0013485869,0.018898575,0.26934862,4,3
1,HYPER,1,HYPER,dollar,money,True,['dollar'],['money'],1,1,0.0058994466,0.9683714,0.011278351,0.002284817,0.012165963,0.25899604,4,3
3,RANDOM,3,RANDOM,dollar,air,True,['dollar'],['air'],1,1,0.00047831197,0.00040042534,0.0007684677,0.9980227,0.00033009567,0.02441265,4,15
3,RANDOM,3,RANDOM,dollar,build,True,['dollar'],['build'],1,1,0.0004666011,0.00041177755,0.00078800094,0.997995,0.00033857106,0.024710601,4,12
