pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
0,ant,contrary,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.99999475,1.7549497e-06,1.3459722e-06,3.380719e-08,2.1265616e-06,0.00010828242,7,3,contrary,synonym,minor,part,opposite,not,non,alternative,reverse,adjunct
0,ant,contrary,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.9999578,1.7326865e-05,9.037308e-06,2.0205324e-08,1.5877344e-05,0.00074000313,7,2,contrary,minor,synonym,part,not,opposite,alternative,non,substitute,opposed
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,6.3620735e-09,1.9233513e-09,7.4061196e-10,1.0,1.3390379e-09,2.9084669e-07,7,6,random,randomly,contrary,minor,coach,synonym,normal,coat,part,plain
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,3.4703392e-06,1.6825611e-08,4.881112e-08,0.99999654,3.818802e-09,6.9826085e-05,7,8,random,contrary,randomly,coach,part,stray,chicken,minor,computer,coaching
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,1.2422693e-06,1.2503342e-05,1.1529346e-05,0.99997425,4.8093943e-07,0.00046439035,7,5,random,minor,part,subjective,contrary,key,rank,summary,synonym,individual
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,1.474902e-08,9.608392e-10,2.8290392e-09,1.0,1.6050314e-10,4.980334e-07,7,14,random,randomly,contrary,pit,statistical,part,the,unknown,team,chance
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,2.076655e-08,3.166004e-10,4.3663073e-10,1.0,3.5470873e-11,5.547848e-07,7,4,random,contrary,randomly,rain,part,wild,minor,rainy,dark,strange
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,5.727311e-09,3.227032e-10,5.530004e-10,1.0,8.8104146e-10,2.1049307e-07,7,11,random,rear,randomly,contrary,coach,synonym,coaching,part,anonymous,squad
1,hyper,minor,3,random,random,coach,ride,False,['coach'],['ride'],1,1,2.8386568e-05,0.99962676,9.732896e-07,0.00030803768,3.582237e-05,0.0051087677,7,16,minor,random,synonym,contrary,short,small,simple,part,casual,mean
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,9.697175e-09,1.640877e-09,1.0310856e-09,1.0,6.0895633e-10,3.554454e-07,7,14,random,randomly,side,contrary,minor,part,synonym,player,right,strange
1,hyper,minor,1,hyper,minor,dance,move,True,['dance'],['move'],1,1,2.4701986e-08,1.0,5.0007637e-11,2.3652618e-09,4.4125212e-10,7.074406e-07,7,21,minor,small,lesser,major,contrary,a,other,another,key,random
3,random,random,3,random,random,dance,bring,True,['dance'],['bring'],1,1,1.1688283e-08,1.9164998e-09,4.2127546e-10,1.0,1.7008994e-10,3.8213054e-07,7,11,random,randomly,contrary,minor,spontaneous,wild,strange,part,chance,simple
