pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
4,SYN,1,HYPER,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.0014682048,0.0028601193,0.063846275,0.00060858007,0.93121684,0.3936479,7,3
4,SYN,1,HYPER,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.0014297899,0.002639972,0.05733186,0.0005828915,0.9380155,0.36544687,7,2
4,SYN,3,RANDOM,coach,coat,False,['Ġcoach'],['Ġcoat'],1,1,0.0012218453,0.0027942082,0.06438688,0.0008398424,0.9307573,0.3952485,7,6
4,SYN,3,RANDOM,coach,dog,False,['Ġcoach'],['Ġdog'],1,1,0.0012765846,0.00309577,0.055593204,0.00067971455,0.9393548,0.36177903,7,8
4,SYN,3,RANDOM,coach,performance,False,['Ġcoach'],['Ġperformance'],1,1,0.0018636822,0.008697074,0.24776426,0.0041000345,0.73757493,0.9315838,7,5
4,SYN,3,RANDOM,coach,pit,False,['Ġcoach'],['Ġpit'],1,1,0.0013077162,0.0034986974,0.10105015,0.0016581292,0.8924853,0.5370017,7,14
4,SYN,3,RANDOM,coach,rain,False,['Ġcoach'],['Ġrain'],1,1,0.0014257103,0.0043171463,0.11990215,0.0047788275,0.86957616,0.6264629,7,4
2,PART_OF,3,RANDOM,coach,rear,False,['Ġcoach'],['Ġrear'],1,1,0.0057151024,0.0040427363,0.81232166,0.0038006776,0.17411989,0.7879808,7,11
4,SYN,3,RANDOM,coach,ride,False,['Ġcoach'],['Ġride'],1,1,0.0014293697,0.0034516258,0.09397781,0.0009672005,0.90017396,0.50860965,7,16
4,SYN,3,RANDOM,coach,side,False,['Ġcoach'],['Ġside'],1,1,0.00229757,0.00375212,0.26035422,0.002440315,0.73115575,0.9073179,7,14
4,SYN,1,HYPER,dance,move,False,['Ġdance'],['Ġmove'],1,1,0.001219826,0.0020191981,0.034843143,0.0006481433,0.9612696,0.26027194,7,21
4,SYN,3,RANDOM,dance,bring,False,['Ġdance'],['Ġbring'],1,1,0.0019272502,0.0030578063,0.11002144,0.0019399424,0.88305354,0.5691713,7,11
4,SYN,3,RANDOM,dance,human,False,['Ġdance'],['Ġhuman'],1,1,0.0012353398,0.0030692746,0.06508738,0.00095123774,0.92965674,0.40147308,7,4
4,SYN,3,RANDOM,dance,idea,False,['Ġdance'],['Ġidea'],1,1,0.0011194531,0.0029599045,0.062116973,0.0018223542,0.9319813,0.39615455,7,5
4,SYN,3,RANDOM,dance,idle,False,['Ġdance'],['Ġidle'],1,1,0.0015510386,0.0019586293,0.031110095,0.0015502673,0.96382993,0.25354278,7,10
4,SYN,3,RANDOM,dance,lens,False,['Ġdance'],['Ġlens'],1,1,0.0013605265,0.0032160725,0.09115863,0.0016155043,0.9026493,0.5029412,7,5
4,SYN,3,RANDOM,dance,mark,False,['Ġdance'],['Ġmark'],1,1,0.001176897,0.0021595685,0.03957463,0.00072033436,0.95636857,0.2840373,7,30
4,SYN,3,RANDOM,dance,transport,False,['Ġdance'],['Ġtransport'],1,1,0.0013058974,0.002232484,0.03496488,0.0006297419,0.960867,0.2633652,7,11
2,PART_OF,3,RANDOM,dance,unknown,False,['Ġdance'],['Ġunknown'],1,1,0.008226367,0.009786242,0.3968608,0.23795167,0.3471749,1.6741686,7,8
4,SYN,0,ANT,copy,original,False,['Ġcopy'],['Ġoriginal'],1,1,0.0028207952,0.0024373028,0.116227835,0.0025668498,0.8759472,0.5954018,8,6
4,SYN,3,RANDOM,copy,busy,False,['Ġcopy'],['Ġbusy'],1,1,0.0014469441,0.002750077,0.03755893,0.002728317,0.9555157,0.3008393,8,6
4,SYN,3,RANDOM,copy,cattle,False,['Ġcopy'],['Ġcattle'],1,1,0.001356512,0.002499686,0.046038046,0.0008086897,0.9492971,0.3185549,8,1
4,SYN,3,RANDOM,copy,generous,False,['Ġcopy'],['Ġgenerous'],1,1,0.008174026,0.0039619226,0.08550896,0.11116965,0.79118544,1.0113325,8,3
4,SYN,3,RANDOM,copy,hand,False,['Ġcopy'],['Ġhand'],1,1,0.0011823745,0.0021760184,0.044818196,0.0008933956,0.95093,0.3095934,8,16
4,SYN,3,RANDOM,copy,join,False,['Ġcopy'],['Ġjoin'],1,1,0.0012189553,0.0025542725,0.034737043,0.0008812479,0.96060854,0.2668216,8,7
