pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
0,ant,contrary,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.9999999,2.2895895e-08,4.2739585e-09,1.776422e-09,7.5885865e-08,2.63238e-06,7,3,contrary,synonym,minor,opposite,not,part,random,contradictory,non,otherwise
0,ant,contrary,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.9998399,1.6277943e-05,4.0817526e-06,7.919526e-09,0.00013963482,0.0023511685,7,2,contrary,synonym,minor,part,not,opposite,or,/,otherwise,substitute
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,3.2627406e-07,6.2130527e-09,1.0447069e-07,0.9999968,2.7378605e-06,6.477161e-05,7,6,random,synonym,contrary,part,randomly,generic,red,brown,gray,white
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,2.6425982e-06,5.5768945e-09,1.0403249e-07,0.99999726,1.9038096e-08,5.5976263e-05,7,8,random,contrary,part,guide,stray,hot,mystery,synonym,wonder,and
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,1.1232633e-07,6.7372093e-07,7.955239e-06,0.9999907,4.7181325e-07,0.0001743223,7,5,random,part,minor,synonym,contrary,summary,statistical,selective,subjective,specific
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,4.2987413e-08,1.1818202e-10,4.3541593e-09,1.0,3.0458274e-09,1.262969e-06,7,14,random,contrary,randomly,the,part,synonym,chance,phantom,at,anonymous
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,1.6069075e-08,1.3825227e-11,1.186487e-09,1.0,1.3168223e-10,4.560476e-07,7,4,random,contrary,randomly,part,synonym,strange,the,chaotic,statistical,hot
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,3.2278784e-08,3.7755896e-10,4.979446e-10,0.9999999,1.3247585e-07,4.0292193e-06,7,11,random,synonym,contrary,randomly,robson,anonymous,part,minor,column,:
1,hyper,minor,3,random,random,coach,ride,False,['coach'],['ride'],1,1,7.475425e-06,0.77736914,2.1496387e-05,0.22247502,0.00012688623,0.76693237,7,16,minor,random,synonym,part,small,hitch,contrary,short,little,casual
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,6.221825e-09,3.2182362e-10,1.4820922e-09,1.0,2.9312672e-09,3.0631364e-07,7,14,random,randomly,contrary,synonym,part,wild,minor,anonymous,bold,unknown
1,hyper,minor,1,hyper,minor,dance,move,True,['dance'],['move'],1,1,5.705648e-12,1.0,2.35345e-12,1.777578e-09,7.270828e-10,7.404583e-08,7,21,minor,major,small,random,synonym,miscellaneous,other,simple,similar,lesser
3,random,random,3,random,random,dance,bring,True,['dance'],['bring'],1,1,1.8442869e-08,2.0546075e-08,3.3483147e-09,1.0,2.4126958e-08,1.7033125e-06,7,11,random,synonym,minor,contrary,randomly,part,chance,wild,will,the
1,hyper,minor,3,random,random,dance,human,False,['dance'],['human'],1,1,3.6003523e-05,0.9249386,0.06704989,0.007974876,5.9975065e-07,0.42165425,7,4,minor,part,random,by,contrary,involved,performed,solo,involving,little
3,random,random,3,random,random,dance,idea,True,['dance'],['idea'],1,1,1.3174486e-09,3.246485e-10,5.013784e-10,1.0,6.783675e-10,8.524773e-08,7,5,random,contrary,randomly,synonym,part,minor,wild,crazy,new,weird
3,random,random,3,random,random,dance,idle,True,['dance'],['idle'],1,1,0.016727086,4.0588148e-08,8.7620293e-07,0.9832719,2.3691899e-07,0.122672305,7,10,random,contrary,part,synonym,randomly,nobody,the,no,minor,silly
3,random,random,3,random,random,dance,lens,True,['dance'],['lens'],1,1,1.8431783e-09,3.1651754e-11,5.4415494e-10,1.0,2.8518898e-10,8.037319e-08,7,5,random,randomly,contrary,part,synonym,chance,minor,wild,hot,odd
