pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
4,syn,Ġequivalent,1,hyper,Ġsubclass,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.44297457,0.050771665,2.0220616e-05,0.00088455353,0.5053489,1.2455518,7,3,Ġequivalent,Ġcontrary,Ġsubclass,Ġrandom,Ġor,Ġsimilar,Ġsubstitute,",",Ġpart,Ġto
0,ant,Ġcontrary,1,hyper,Ġsubclass,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.9944523,5.7311943e-05,4.367347e-06,5.5577384e-06,0.0054805595,0.050130934,7,2,Ġcontrary,Ġequivalent,Ġsubclass,",",Ġsuperior,Ġopposite,Ġrandom,Ġpart,Ġor,Ġand
3,random,Ġrandom,3,random,Ġrandom,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,1.1143384e-05,0.0007601252,1.81879e-06,0.97303265,0.0261942,0.18411061,7,6,Ġrandom,Ġequivalent,Ġsubclass,Ġspecific,Ġcustom,Ġcontrary,ĠRandom,Ġtype,Ġwild,Ġdefault
3,random,Ġrandom,3,random,Ġrandom,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,3.7030422e-05,6.841165e-06,8.94261e-07,0.9999474,7.6992e-06,0.00088692224,7,8,Ġrandom,Ġcontrary,Ġequivalent,Ġsubclass,Ġwild,Ġpart,ĠRandom,random,Ġrandomly,Ġfarm
3,random,Ġrandom,3,random,Ġrandom,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,2.735408e-06,4.030958e-07,7.657407e-09,0.999938,5.8912843e-05,0.00097653485,7,5,Ġrandom,Ġequivalent,random,Ġcontrary,ĠRandom,Ġsubclass,Ġarbitrary,Ġaverage,Random,Ġunexpected
3,random,Ġrandom,3,random,Ġrandom,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,4.9378347e-08,4.7123145e-09,3.5888514e-10,0.9999995,4.2161713e-07,1.095685e-05,7,14,Ġrandom,ĠRandom,random,Ġequivalent,Ġrandomly,Random,Ġcontrary,Ġrandomized,Ġarbitrary,Ġwild
3,random,Ġrandom,3,random,Ġrandom,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,7.871478e-08,4.679605e-10,5.389173e-10,0.99999833,1.590083e-06,3.4925346e-05,7,4,Ġrandom,Ġequivalent,ĠRandom,random,Random,Ġcontrary,Ġunexpected,Ġwild,Ġrandomly,Ġodd
3,random,Ġrandom,3,random,Ġrandom,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,3.51085e-07,2.370686e-08,1.2073774e-09,0.9999938,5.7838415e-06,0.000117657386,7,11,Ġrandom,Ġequivalent,random,ĠRandom,Ġcontrary,Random,Ġrandomly,Ġsubclass,Ġarbitrary,Ġwild
3,random,Ġrandom,3,random,Ġrandom,coach,ride,True,['Ġcoach'],['Ġride'],1,1,4.3651366e-05,0.038081698,8.196687e-06,0.95227134,0.009595049,0.3118249,7,16,Ġrandom,Ġsubclass,Ġequivalent,ĠRandom,Ġcontrary,Ġpart,Ġwild,Ġcustom,Ġfree,Ġsimilar
3,random,Ġrandom,3,random,Ġrandom,coach,side,True,['Ġcoach'],['Ġside'],1,1,9.947534e-06,3.952666e-06,7.961656e-06,0.9999664,1.1751863e-05,0.00061205996,7,14,Ġrandom,'s,Ġequivalent,Ġcontrary,Ġpart,Ġwild,Ġsubclass,ĠRandom,Ġrandomly,Ġopposite
