pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
4,syn,Ġequivalent,1,hyper,Ġsubclass,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.013017092,0.29187366,3.375016e-05,0.00011058655,0.69496495,0.96687293,7,3,Ġequivalent,Ġsubclass,Ġcontrary,Ġrandom,Ġsimilar,Ġtype,Ġpart,Ġclass,Ġor,Ġsuperior
0,ant,Ġcontrary,1,hyper,Ġsubclass,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.9197679,0.00039487425,8.654558e-06,2.2762972e-06,0.079826385,0.4067566,7,2,Ġcontrary,Ġequivalent,Ġsubclass,Ġsuperior,Ġopposite,Ġor,Ġalternative,",",Ġand,Ġpart
3,random,Ġrandom,3,random,Ġrandom,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,1.8018329e-06,6.8594672e-06,9.861081e-07,0.99996793,2.237725e-05,0.0005635726,7,6,Ġrandom,Ġequivalent,Ġsubclass,Ġcustom,Ġwild,ĠRandom,Ġcontrary,Ġpart,Ġsport,Ġwinter
3,random,Ġrandom,3,random,Ġrandom,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,4.5519435e-05,6.8657477e-07,1.9933482e-06,0.9999509,7.9766903e-07,0.00079517986,7,8,Ġrandom,Ġcontrary,Ġwild,random,Ġpart,ĠRandom,Ġequivalent,Ġsubclass,Ġstray,Ġweird
3,random,Ġrandom,3,random,Ġrandom,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,2.3469436e-06,2.2500897e-06,6.659887e-08,0.99996936,2.5844032e-05,0.0005255777,7,5,Ġrandom,Ġequivalent,random,Ġcontrary,Ġsubclass,ĠRandom,Ġsuperior,Ġaverage,Ġarbitrary,Ġsummary
3,random,Ġrandom,3,random,Ġrandom,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,4.1475083e-08,3.3370673e-09,4.864934e-09,0.99999976,2.621296e-07,7.320375e-06,7,14,Ġrandom,random,Ġrandomly,ĠRandom,Ġequivalent,Random,Ġrandomized,Ġcontrary,Ġwild,Ġarbitrary
3,random,Ġrandom,3,random,Ġrandom,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,2.2893026e-07,7.327783e-10,9.6490185e-09,0.99999607,3.721922e-06,7.813126e-05,7,4,Ġrandom,Ġequivalent,ĠRandom,random,Random,Ġcontrary,Ġunexpected,Ġrecent,Ġwild,Ġsimilar
3,random,Ġrandom,3,random,Ġrandom,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,1.1433049e-06,8.487695e-09,1.205365e-08,0.99999785,8.986544e-07,4.408545e-05,7,11,Ġrandom,Ġcontrary,random,Ġequivalent,ĠRandom,Ġrandomly,Random,Ġarbitrary,Ġodd,Ġwild
3,random,Ġrandom,3,random,Ġrandom,coach,ride,True,['Ġcoach'],['Ġride'],1,1,2.4859328e-06,6.352118e-05,2.5256594e-07,0.9999025,3.1264357e-05,0.0015460058,7,16,Ġrandom,Ġsubclass,Ġequivalent,ĠRandom,Ġwild,Ġcontrary,random,Ġrandomly,Ġfree,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,coach,side,True,['Ġcoach'],['Ġside'],1,1,0.00019446107,1.3990679e-05,2.0995769e-05,0.99973017,4.0449333e-05,0.003928928,7,14,Ġrandom,Ġcontrary,Ġwild,'s,Ġequivalent,Ġopposite,Ġpart,Ġsubclass,Ġrandomly,random
