pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
4,SYN,1,HYPER,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.034040626,0.019466108,0.0049490384,0.0043385345,0.93720573,0.4362676,7,3
0,ANT,1,HYPER,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.98906845,0.0021920525,0.0012317264,0.001418563,0.006089184,0.10518773,7,2
3,RANDOM,3,RANDOM,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,0.00038982296,0.0007371789,0.00045600874,0.99792683,0.000490135,0.0255233,7,6
3,RANDOM,3,RANDOM,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,0.0006430967,0.00101734,0.000679469,0.99699056,0.0006695367,0.03547729,7,8
3,RANDOM,3,RANDOM,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,0.00050696725,0.00068312447,0.00041889588,0.99781525,0.00057568116,0.026777139,7,5
3,RANDOM,3,RANDOM,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,0.0004435306,0.0005825734,0.00042189925,0.9980848,0.0004672732,0.02386017,7,14
3,RANDOM,3,RANDOM,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,0.0005158856,0.00056339003,0.0003770806,0.9980691,0.0004746093,0.024026599,7,4
3,RANDOM,3,RANDOM,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,0.00045151304,0.00058322295,0.0004326509,0.9980634,0.0004692815,0.024098627,7,11
3,RANDOM,3,RANDOM,coach,ride,True,['Ġcoach'],['Ġride'],1,1,0.0003736736,0.00076625077,0.00058580213,0.99769586,0.0005783432,0.028015958,7,16
3,RANDOM,3,RANDOM,coach,side,True,['Ġcoach'],['Ġside'],1,1,0.0004913255,0.00062526896,0.0005186359,0.9978448,0.000519894,0.02649255,7,14
1,HYPER,1,HYPER,dance,move,True,['Ġdance'],['Ġmove'],1,1,0.0027151366,0.9791478,0.0047050165,0.003952127,0.009479886,0.1845545,7,21
3,RANDOM,3,RANDOM,dance,bring,True,['Ġdance'],['Ġbring'],1,1,0.0005129056,0.0008087412,0.0003597102,0.99783343,0.00048523615,0.026492659,7,11
3,RANDOM,3,RANDOM,dance,human,True,['Ġdance'],['Ġhuman'],1,1,0.0031661137,0.11341054,0.12713006,0.75209904,0.004194225,1.1029712,7,4
