pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
0,ant,contrary,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.99739707,0.0007920068,3.007016e-06,1.9873285e-06,0.0018059432,0.028460179,7,3,contrary,synonym,minor,not,part,adjunct,previously,equivalent,random,formerly
0,ant,contrary,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.9999659,1.0800217e-05,3.7994397e-07,7.72054e-08,2.2801914e-05,0.00058883254,7,2,contrary,synonym,minor,opposite,part,reverse,former,opposed,equivalent,random
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,1.9695322e-10,1.360163e-10,4.0765039e-10,1.0,1.6983328e-09,7.300139e-08,7,6,random,randomly,synonym,strange,part,chance,coach,mystery,coat,contrary
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,7.190076e-08,7.153517e-10,7.102619e-09,0.9999999,2.7669118e-09,2.084809e-06,7,8,random,randomly,contrary,coach,part,synonym,chance,chicken,strange,rooster
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,8.715862e-10,1.5480435e-09,3.4952168e-09,1.0,6.8717604e-10,1.9064159e-07,7,5,random,randomly,chance,part,subjective,minor,statistical,probability,contrary,synonym
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,1.5343129e-09,3.0384625e-10,1.4274798e-09,1.0,8.9074703e-10,1.2325525e-07,7,14,random,randomly,contrary,part,chance,synonym,the,statistical,minor,pit
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,4.1097695e-10,7.7952905e-12,2.1507043e-10,1.0,3.4893182e-11,2.1221004e-08,7,4,random,randomly,contrary,part,strange,coach,synonym,chance,anonymous,rain
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,1.758813e-09,2.3075226e-10,2.606944e-09,0.9999999,1.2619095e-07,3.1968877e-06,7,11,random,synonym,rear,randomly,part,contrary,coach,coaching,anonymous,strange
1,hyper,minor,3,random,random,coach,ride,False,['coach'],['ride'],1,1,5.421767e-08,0.998961,5.6118683e-08,0.00101157,2.7364296e-05,0.0119799515,7,16,minor,random,synonym,small,means,short,meaning,lesser,major,secondary
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,1.520646e-09,9.590077e-11,6.5162853e-10,1.0,4.6988785e-10,8.218032e-08,7,14,random,randomly,side,contrary,part,synonym,chance,casual,strange,squad
1,hyper,minor,1,hyper,minor,dance,move,True,['dance'],['move'],1,1,1.7250395e-15,1.0,2.1727588e-14,2.1635916e-13,2.4265427e-14,1.1270823e-11,7,21,minor,lesser,major,small,other,another,smaller,untitled,little,a
3,random,random,3,random,random,dance,bring,True,['dance'],['bring'],1,1,5.475093e-10,1.4352873e-10,1.1855363e-10,1.0,2.1749483e-10,3.2428353e-08,7,11,random,randomly,chance,contrary,synonym,casual,pick,strange,minor,fresh
3,random,random,3,random,random,dance,human,True,['dance'],['human'],1,1,9.340324e-09,4.209336e-07,3.6761708e-07,0.99999917,1.3366381e-09,1.817969e-05,7,4,random,minor,part,randomly,contrary,human,individual,synonym,chance,unknown
3,random,random,3,random,random,dance,idea,True,['dance'],['idea'],1,1,4.719427e-11,7.333359e-11,1.4680859e-10,1.0,7.8414825e-10,3.260238e-08,7,5,random,randomly,chance,synonym,wild,crazy,spontaneous,strange,part,memory
