pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
4,SYN,1,HYPER,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.018414326,0.20443358,0.006215662,0.0075698835,0.7633666,0.9706004,7,3
0,ANT,1,HYPER,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.69729877,0.08209479,0.0069625545,0.003401954,0.21024196,1.2095885,7,2
3,RANDOM,3,RANDOM,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,0.0006034984,0.00048885355,0.00059202523,0.9976603,0.0006552969,0.02847992,7,6
3,RANDOM,3,RANDOM,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,0.0008404735,0.0011699473,0.00074986747,0.9963187,0.0009209504,0.042354185,7,8
3,RANDOM,3,RANDOM,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,0.00064103125,0.0006481701,0.0006053805,0.99737597,0.00072946056,0.031518385,7,5
3,RANDOM,3,RANDOM,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,0.0006899126,0.0004983116,0.0005668416,0.9975343,0.0007106468,0.029810298,7,14
3,RANDOM,3,RANDOM,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,0.0006889796,0.0005298774,0.0005604849,0.99752766,0.00069300004,0.029891856,7,4
3,RANDOM,3,RANDOM,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,0.0006792568,0.00049040397,0.00059726683,0.9974613,0.00077166606,0.030572582,7,11
3,RANDOM,3,RANDOM,coach,ride,True,['Ġcoach'],['Ġride'],1,1,0.0007330852,0.00088834704,0.00074575143,0.9966233,0.0010094858,0.039296415,7,16
3,RANDOM,3,RANDOM,coach,side,True,['Ġcoach'],['Ġside'],1,1,0.0006453608,0.0006658429,0.00068123365,0.9972065,0.0008010131,0.03329554,7,14
1,HYPER,1,HYPER,dance,move,True,['Ġdance'],['Ġmove'],1,1,0.0031031682,0.9402904,0.012219446,0.0030486942,0.041338354,0.40251103,7,21
3,RANDOM,3,RANDOM,dance,bring,True,['Ġdance'],['Ġbring'],1,1,0.00071732415,0.00068751595,0.0006164126,0.9972752,0.00070359575,0.032583553,7,11
3,RANDOM,3,RANDOM,dance,human,True,['Ġdance'],['Ġhuman'],1,1,0.005991082,0.14559372,0.17118807,0.6647246,0.012502592,1.355557,7,4
3,RANDOM,3,RANDOM,dance,idea,True,['Ġdance'],['Ġidea'],1,1,0.0005854323,0.0007865935,0.0006899496,0.9972601,0.0006778923,0.03272652,7,5
3,RANDOM,3,RANDOM,dance,idle,True,['Ġdance'],['Ġidle'],1,1,0.0013354992,0.0006648099,0.0004902543,0.9964844,0.0010250479,0.040400583,7,10
